SAL_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
SAL50911,0,47,0,46,170,5,0,224,0,24,0,27,141,13,3,187,0,9,0,9,89,20,0,116,0,0,0,0,38,51,5,98,280,126,19,435,897,136,10,1466
SAL50912,0,0,0,3,41,30,0,74,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,32,10,0,36,173,156,0,362
SAL50913,0,9,0,8,36,9,0,55,0,9,0,9,32,7,0,50,0,0,0,0,24,4,0,27,0,0,0,0,5,0,0,5,44,32,5,76,168,28,0,271
SAL50914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50915,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,13
SAL50916,0,4,0,4,27,7,0,28,0,3,0,3,10,5,0,17,0,0,0,0,19,0,0,16,0,0,0,0,0,0,0,0,36,9,0,44,74,7,0,128
SAL50917,58,118,5,173,978,50,10,1213,18,154,0,167,825,40,3,1038,4,34,0,39,387,18,0,443,0,0,0,0,113,3,0,120,1795,567,51,2406,8097,554,34,11100
SAL50918,0,0,0,0,12,0,0,12,0,5,0,5,10,0,0,11,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,11,3,0,13,41,3,0,52
SAL50919,0,0,0,0,5,0,0,5,0,0,0,0,4,0,0,8,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,18,0,0,25
SAL50920,15,36,0,52,289,22,0,365,0,36,0,41,249,11,0,298,0,9,0,9,136,12,0,159,0,0,0,0,32,4,0,37,760,215,44,1017,1749,107,4,2879
SAL50921,0,7,0,7,12,13,0,30,0,0,0,0,12,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,48,27,0,83
SAL50922,41,159,0,200,640,29,3,879,6,109,0,112,612,24,4,753,0,19,0,23,539,25,0,582,0,3,0,3,345,21,0,368,1569,479,74,2121,4336,298,12,6770
SAL50923,0,0,0,0,33,0,0,31,0,3,0,3,30,3,0,40,0,0,0,0,8,0,0,6,0,0,0,0,5,0,0,5,31,11,0,44,110,20,0,170
SAL50924,0,0,0,0,14,0,0,14,0,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,61,5,3,66
SAL50925,3,29,0,39,265,14,0,317,0,24,0,23,174,11,0,217,0,10,0,10,94,8,0,109,0,0,0,0,33,6,0,41,283,122,3,407,1316,140,5,1872
SAL50926,5,23,0,28,148,56,0,236,0,4,0,4,75,31,0,112,0,3,0,3,22,3,0,33,0,0,0,0,0,0,0,0,191,67,10,271,693,345,3,1319
SAL50927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,6
SAL50928,0,4,0,4,22,3,0,31,0,0,0,0,24,0,0,29,0,0,0,0,12,0,0,12,0,0,0,0,3,0,0,3,19,6,0,31,103,5,0,139
SAL50929,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,22,0,0,24
SAL50930,0,0,0,4,26,0,0,24,0,0,0,0,23,0,0,27,0,0,0,0,8,0,0,13,0,0,0,0,0,0,0,0,13,10,0,27,104,0,0,131
SAL50931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50932,56,98,6,160,569,24,0,752,9,137,0,141,344,15,0,504,6,33,0,40,257,23,0,321,0,0,0,4,207,27,0,243,1161,369,53,1581,3109,172,3,4866
SAL50933,18,35,0,55,250,3,0,311,0,58,0,58,235,11,0,308,0,30,0,33,358,34,0,427,0,0,0,0,333,18,0,352,323,154,12,495,1722,94,0,2305
SAL50934,0,0,0,0,28,8,0,36,0,0,0,0,23,20,0,39,0,0,0,0,5,6,0,9,0,0,0,0,0,0,0,0,3,0,0,6,110,41,0,165
SAL50935,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,13
SAL50936,0,4,0,3,18,4,0,24,0,0,0,0,0,5,0,11,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,12,3,0,16,43,13,0,70
SAL50937,0,0,0,0,5,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,7,0,0,9,31,0,0,39
SAL50938,3,35,0,45,280,48,0,366,4,27,0,27,231,31,0,291,0,0,0,0,108,16,0,122,0,0,0,0,56,5,0,56,378,126,21,527,1348,275,3,2150
SAL50939,23,67,0,90,343,17,4,449,10,47,0,62,348,27,0,431,0,22,0,22,438,35,0,494,0,0,0,0,352,34,0,390,802,267,64,1134,2905,278,8,4326
SAL50940,0,0,0,0,3,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,25,191,0,216
SAL50941,4,9,0,15,30,0,0,42,0,9,0,8,28,11,0,46,0,0,0,0,11,3,0,14,0,0,0,0,3,0,0,3,63,17,0,84,139,43,0,268
SAL50942,0,4,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,4,0,13,11,0,0,22
SAL50943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,11
SAL50944,20,50,0,71,299,36,0,411,9,39,0,44,212,35,0,296,0,9,0,10,137,13,0,162,0,0,0,0,43,6,0,45,391,167,21,573,1596,268,6,2445
SAL50945,0,6,0,6,44,0,0,45,0,7,0,7,27,4,0,37,0,0,0,0,7,0,0,9,0,0,0,0,5,0,0,5,25,15,0,46,125,13,3,180
SAL50946,10,17,0,28,121,4,0,153,0,20,0,21,95,0,0,123,0,3,0,3,60,3,0,63,0,0,0,0,47,6,0,49,103,50,7,154,525,46,16,734
SAL50947,24,63,8,89,534,106,0,735,0,52,0,57,431,105,0,597,0,10,0,10,306,108,0,425,0,0,0,0,196,126,0,327,740,269,44,1050,3862,1050,12,5977
SAL50948,8,10,0,28,160,19,0,210,0,13,0,12,155,8,0,173,0,5,0,5,70,8,0,85,0,0,0,0,34,6,0,39,331,92,19,443,1210,136,7,1798
SAL50949,0,0,0,0,14,0,0,16,0,0,0,0,16,0,0,14,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,21,0,0,31,52,9,0,87
SAL50950,7,24,0,26,123,29,0,175,0,8,0,8,53,5,0,68,0,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,420,70,30,521,803,212,6,1541
SAL50951,10,49,0,66,164,3,0,230,0,23,0,23,113,0,0,136,0,3,0,3,45,4,0,47,0,0,0,0,8,0,0,8,638,138,26,796,1020,36,3,1851
SAL50952,5,6,0,7,22,4,0,41,0,10,0,10,19,0,0,34,0,0,0,0,17,3,0,15,0,0,0,0,3,0,0,3,51,18,4,76,119,21,0,206
SAL50953,0,9,0,9,59,0,0,73,0,14,0,19,62,0,0,77,0,3,0,3,35,6,0,33,0,0,0,0,0,0,0,8,54,44,4,109,291,13,4,407
SAL50954,0,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,22
SAL50955,0,0,0,4,10,0,0,12,0,5,0,5,19,0,0,22,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,6,7,0,10,79,6,0,90
SAL50956,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,0,11
SAL50957,3,14,0,14,126,4,0,147,0,9,0,9,111,5,0,123,0,0,0,0,74,3,0,75,0,0,0,0,18,0,0,21,119,45,13,180,506,38,0,723
SAL50958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,10
SAL50959,0,0,0,0,5,0,0,12,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,13,18,4,0,36
SAL50960,53,191,3,244,902,30,3,1178,7,130,0,137,478,12,0,628,3,28,0,30,374,26,0,433,0,3,0,3,118,41,0,161,1157,483,57,1701,4430,217,16,6359
SAL50961,0,0,0,0,6,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,31
SAL50962,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,15,0,0,21
SAL50963,0,9,0,9,46,27,0,80,0,0,0,0,51,26,0,75,0,0,0,0,23,10,0,40,0,0,0,0,0,5,0,4,30,10,0,44,181,87,0,311
SAL50964,4,0,0,0,3,0,0,7,0,0,0,0,13,0,0,13,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,16,0,0,18,41,0,0,62
SAL50965,0,0,0,0,19,0,0,15,0,10,0,10,23,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,64,3,0,79
SAL50966,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,7,0,0,6,14,0,0,25
SAL50967,0,0,0,0,8,0,0,9,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,12,16,0,0,28
SAL50968,0,5,0,3,47,6,0,55,0,0,0,5,53,0,0,56,0,3,0,3,15,0,0,18,0,0,0,0,0,0,0,0,35,11,0,50,218,17,0,284
SAL50969,10,35,0,39,209,11,0,260,4,29,0,28,153,10,0,197,0,5,0,4,148,11,0,168,0,0,0,0,42,4,0,48,257,94,18,359,1046,86,3,1495
SAL50970,67,131,4,204,781,41,3,1031,13,89,0,106,580,43,0,729,4,19,0,21,262,17,0,294,0,4,0,4,112,4,0,118,1022,389,37,1454,4406,386,9,6255
SAL50971,0,4,0,4,33,7,0,43,0,0,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,9,0,62,265,73,6,416
SAL50972,0,0,0,0,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,3,0,5,21,6,0,35
SAL50973,0,0,0,0,11,4,0,14,0,0,0,0,4,0,0,6,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,21,0,0,20,36,10,0,67
SAL50974,0,0,0,0,10,0,0,10,0,0,0,0,8,3,0,9,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,8,0,0,7,39,4,0,56
SAL50975,0,0,0,0,28,0,0,35,0,5,0,5,29,0,0,34,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,4,21,10,0,32,136,9,0,174
SAL50976,0,6,0,6,7,0,0,7,0,0,0,0,15,0,0,19,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,4,3,0,8,40,7,0,53
SAL50977,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,12,0,0,17
SAL50978,0,0,0,0,53,3,0,55,0,3,0,3,37,0,0,39,0,0,0,0,12,0,0,16,0,0,0,0,3,0,0,3,5,9,0,10,117,7,0,141
SAL50979,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,6,0,0,11
SAL50980,0,4,0,4,53,10,0,63,0,4,0,4,26,5,0,37,0,0,0,0,13,0,0,16,0,0,0,0,0,0,0,0,47,21,7,71,195,27,0,299
SAL50981,0,0,0,0,11,0,0,11,0,6,0,6,4,0,0,6,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,15,6,0,14,24,10,0,44
SAL50982,0,0,0,0,7,0,0,7,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,20,21,6,0,46
SAL50983,0,8,0,6,32,9,0,47,0,0,0,0,26,6,0,36,0,0,0,0,16,3,0,24,0,0,0,0,3,0,0,3,20,9,0,34,114,43,0,195
SAL50984,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,11,0,0,0,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,6,13,12,0,28
SAL50985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50986,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,12,0,0,20
SAL50987,0,10,0,14,23,7,0,34,0,0,0,0,26,10,0,36,0,0,0,0,7,5,0,6,0,0,0,0,5,0,0,3,24,14,0,45,114,51,0,211
SAL50988,10,26,0,37,190,40,0,265,0,26,0,27,168,24,0,218,0,9,0,9,91,14,0,112,0,0,0,0,36,8,0,40,195,106,10,311,919,210,51,1492
SAL50989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50990,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,5,0,14
SAL50991,0,3,0,3,15,0,0,18,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,31,3,0,43
SAL50992,0,20,0,25,118,9,0,144,0,10,0,12,80,0,0,100,0,5,0,5,37,0,0,38,0,0,0,0,8,0,0,8,79,43,9,130,430,18,0,583
SAL50993,0,10,0,8,49,19,0,83,0,5,0,7,57,46,0,107,0,0,0,0,18,14,0,33,0,0,0,0,13,8,0,20,43,15,3,62,228,149,0,436
SAL50994,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,17,0,0,26
SAL50995,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7
SAL50996,7,12,0,26,108,0,0,132,7,16,0,15,72,0,0,92,0,0,0,0,40,0,0,42,0,0,0,0,7,0,0,7,159,58,0,214,443,28,0,685
SAL50997,3,15,0,14,76,11,0,99,0,4,0,4,45,7,0,60,0,0,0,3,22,4,0,27,0,0,0,0,9,0,0,17,92,34,8,131,371,102,20,628
SAL50998,112,289,4,400,1996,94,12,2499,24,436,0,460,1671,54,9,2201,3,99,0,102,1267,56,0,1429,0,6,0,8,458,38,0,503,3388,1179,86,4657,13002,776,37,18475
SAL50999,0,0,0,0,0,3,0,3,0,0,0,0,10,0,0,10,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,29,9,0,38
SAL51000,71,107,4,174,850,52,7,1088,9,234,0,242,647,36,4,931,3,73,0,76,451,37,4,574,0,5,0,5,179,34,0,218,1453,566,63,2073,4921,356,29,7379
SAL51001,0,0,0,0,6,0,0,6,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,14,0,0,19
SAL51002,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8
SAL51003,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
SAL51004,14,40,0,54,332,49,0,429,0,34,0,34,309,40,0,384,0,5,0,8,138,33,0,174,0,0,0,0,65,37,0,95,330,132,30,487,1483,284,3,2259
SAL51005,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,12
SAL51006,0,0,0,5,3,19,0,26,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,16,11,6,30,37,91,0,156
SAL51007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3
SAL51008,57,66,0,125,485,18,6,635,6,140,0,144,377,24,0,554,5,53,0,56,271,31,0,363,0,0,0,0,131,51,0,183,915,312,34,1259,2569,188,10,4027
SAL51009,5,11,0,15,91,6,0,114,4,16,0,16,56,10,0,82,0,3,0,3,46,8,0,54,0,0,0,0,11,0,0,14,85,46,6,134,402,33,0,571
SAL51010,0,0,0,0,13,0,0,13,0,0,0,0,12,0,0,11,0,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,4,6,4,16,62,4,0,84
SAL51011,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,5
SAL51012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,16,6,0,21
SAL51013,0,5,0,5,37,0,0,39,0,0,0,0,22,0,0,21,0,0,0,0,7,0,0,7,0,0,0,0,6,0,0,6,17,7,0,23,95,0,0,121
SAL51014,0,4,0,6,30,10,0,45,0,3,0,3,25,0,0,30,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,123,43,13,179,188,29,0,390
SAL51015,64,86,3,157,726,22,0,903,4,122,0,124,360,9,4,505,0,23,0,24,182,14,0,222,0,0,0,0,97,3,0,99,1805,373,79,2247,3728,162,17,6160
SAL51016,13,70,3,89,371,15,5,474,3,47,0,51,264,16,0,330,0,10,0,17,130,6,0,150,0,0,0,0,29,0,0,30,545,187,33,770,1651,123,5,2551
SAL51017,0,0,0,0,8,0,0,6,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,3,0,37
SAL51018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,6,4,4,0,10
SAL51019,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,0,0,14
SAL51020,6,0,0,9,23,17,0,50,0,0,0,0,6,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,10,3,57,149,92,0,295
SAL51021,83,131,0,220,1023,33,3,1282,17,217,0,230,762,45,3,1043,0,49,0,56,391,80,4,530,0,9,0,9,237,84,0,322,1586,605,60,2256,6929,470,22,9680
SAL51022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51023,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,14,0,0,20
SAL51024,0,4,0,8,86,79,0,174,3,8,0,9,73,36,0,117,0,0,0,0,12,7,0,25,0,0,0,0,7,0,0,3,70,19,0,92,313,459,0,865
SAL51025,3,16,0,16,131,13,0,160,0,15,0,15,113,11,0,143,0,0,0,0,47,6,0,59,0,0,0,0,15,0,0,19,142,59,9,210,582,43,0,833
SAL51026,22,70,0,91,354,30,0,473,0,75,0,76,283,26,0,384,4,12,0,20,199,24,0,245,0,0,0,0,48,34,0,86,424,240,16,683,1697,203,0,2583
SAL51027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8
SAL51028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51030,51,146,4,197,776,23,3,1005,18,290,4,312,565,14,9,897,9,61,0,66,383,8,0,455,0,3,0,3,177,0,0,183,1225,613,57,1891,4045,147,32,6114
SAL51031,10,71,0,79,231,11,0,318,0,47,0,47,226,8,0,284,0,8,0,8,178,11,0,198,0,0,0,0,52,3,0,58,262,181,11,456,1191,67,0,1715
SAL51032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51033,15,14,0,30,263,177,0,477,0,4,0,9,46,29,6,86,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,449,63,17,529,1536,1213,20,3298
SAL51034,0,0,0,3,4,0,0,0,0,4,0,4,3,0,0,9,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,3,7,0,5,15,0,0,22
SAL51035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,4
SAL51036,25,52,0,85,285,12,0,372,4,51,0,55,257,3,0,314,0,12,0,7,136,12,0,161,0,0,0,0,50,3,0,52,491,192,31,718,1632,119,0,2474
SAL51037,0,10,0,10,3,0,0,15,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,18,22,5,0,45
SAL51038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51040,5,23,0,27,118,9,0,154,0,11,0,12,84,0,0,104,0,5,0,5,44,0,0,47,0,0,0,0,10,0,0,13,135,55,6,199,517,44,0,760
SAL51041,0,8,0,6,21,0,0,39,0,0,0,0,16,3,0,23,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,26,15,0,34,129,10,5,184
SAL51042,0,7,0,9,40,8,0,56,0,0,0,0,28,5,0,27,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,45,48,8,100,185,60,0,344
SAL51043,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,7,0,0,12
SAL51044,0,6,0,5,48,3,0,57,0,6,0,6,39,3,0,50,0,0,0,0,35,5,0,36,0,0,0,0,4,4,0,11,40,18,3,62,198,35,0,296
SAL51045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51046,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,15,0,0,18
SAL51047,41,152,3,198,590,25,0,806,5,186,0,202,413,9,0,619,4,18,0,18,219,0,4,250,0,0,0,0,65,4,0,68,1173,473,68,1716,2949,111,7,4780
SAL51048,0,0,0,0,29,3,0,32,0,0,0,0,15,0,0,21,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,18,4,0,22,90,10,0,120
SAL51049,4,3,0,7,53,18,0,80,4,13,0,14,70,17,0,105,0,0,0,0,17,0,0,24,0,0,0,0,3,0,0,3,32,30,3,66,215,95,0,376
SAL51050,0,4,0,5,21,4,0,36,0,3,0,4,17,0,0,18,0,0,0,0,11,4,0,14,0,0,0,0,0,0,0,0,59,14,0,76,143,19,0,236
SAL51051,0,6,0,10,29,4,0,36,0,4,0,4,20,0,0,21,0,0,0,0,6,4,0,8,0,0,0,0,3,0,0,0,28,15,3,47,124,20,0,192
SAL51052,0,9,0,9,7,0,0,19,0,0,0,0,10,0,0,10,0,0,0,0,5,3,0,7,0,0,0,0,0,0,0,0,19,9,0,27,48,6,0,82
SAL51053,0,0,0,0,13,0,0,13,0,0,0,0,6,0,0,6,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,9,0,0,9,26,0,0,37
SAL51054,0,0,0,0,5,0,0,5,0,0,0,0,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,19,11,0,33
SAL51055,28,71,0,99,348,4,0,456,7,83,4,90,321,12,0,423,0,24,0,20,256,9,0,290,0,4,0,4,123,11,0,136,465,249,26,745,1760,81,0,2586
SAL51056,7,23,0,29,111,12,0,147,0,22,0,22,94,12,0,128,0,3,0,3,39,3,0,49,0,0,0,0,14,0,0,14,190,85,10,284,594,49,0,933
SAL51057,0,0,0,0,0,5,0,4,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,18
SAL51058,0,0,0,4,12,0,0,10,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,42,0,0,45
SAL51059,0,3,0,5,22,6,0,27,0,0,0,0,5,0,0,8,0,0,0,0,10,0,0,8,0,0,0,0,0,0,0,0,25,9,0,34,73,14,4,112
SAL51060,0,3,0,7,17,3,0,20,0,3,0,3,21,0,0,27,0,0,0,0,16,0,0,16,0,0,0,0,4,0,0,4,29,10,0,41,109,13,0,169
SAL51061,0,0,0,0,3,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,10,20,0,0,24
SAL51062,0,3,0,3,9,3,0,11,0,0,0,0,10,0,0,15,0,0,0,0,11,0,0,15,0,0,0,0,0,0,0,0,13,7,0,22,51,4,0,76
SAL51063,0,0,0,0,13,0,0,16,0,0,0,0,25,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,60,5,0,71
