SAL_CODE_2021,P_55_64_Ud_wk_L_5_hrs,P_55_64_Ud_wk_5_14_hrs,P_55_64_Ud_wk_15_29_hrs,P_55_64_Ud_wk_30h_more,P_55_64_no_Ud_wk,P_55_64_Ud_wk_ns,P_55_64_OS_vis,P_55_64_yr_Tot,P_65_74_Ud_wk_L_5_hrs,P_65_74_Ud_wk_5_14_hrs,P_65_74_Ud_wk_15_29_hrs,P_65_74_Ud_wk_30h_more,P_65_74_no_Ud_wk,P_65_74_Ud_wk_ns,P_65_74_OS_vis,P_65_74_yr_Tot,P_75_84_Ud_wk_L_5_hrs,P_75_84_Ud_wk_5_14_hrs,P_75_84_Ud_wk_15_29_hrs,P_75_84_Ud_wk_30h_more,P_75_84_no_Ud_wk,P_75_84_Ud_wk_ns,P_75_84_OS_vis,P_75_84_yr_Tot,P_85ov_Ud_wk_L_5_h,P_85ov_Ud_wk_5_14_h,P_85ov_Ud_wk_15_29_h,P_85ov_Ud_wk_30h_more,P_85ov_no_Ud_wk,P_85ov_Ud_wk_ns,P_85ov_OS_vis,P_85_yr_over_Tot,P_Tot_Ud_wk_L_5_hrs,P_Tot_Ud_wk_5_14_hrs,P_Tot_Ud_wk_15_29_hrs,P_Tot_Ud_wk_30h_more,P_Tot_no_Ud_wk,P_Tot_Ud_wk_ns,P_Tot_OS_vis,P_Total_Tot
SAL51275,44,85,48,23,32,8,0,251,22,70,48,30,48,11,0,230,17,22,20,17,19,6,0,101,0,0,0,0,5,0,0,9,258,351,190,126,200,47,0,1173
SAL51276,0,7,0,0,0,0,0,7,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,8,0,0,34
SAL51277,11,8,9,0,4,4,0,36,0,6,7,8,10,5,0,31,0,3,0,4,0,3,0,12,0,0,0,0,0,0,0,4,26,29,25,15,32,19,3,146
SAL51278,187,392,165,89,239,31,6,1111,71,169,98,66,166,24,3,598,35,46,48,27,80,14,0,254,8,19,8,0,36,11,0,87,1603,1971,839,534,1507,316,23,6801
SAL51279,7,8,0,0,12,0,0,26,0,5,9,3,8,0,0,29,0,0,0,5,5,0,0,8,0,0,0,0,0,0,0,0,29,34,20,10,37,14,0,150
SAL51280,26,59,21,18,64,42,0,236,17,34,32,16,40,20,0,155,15,16,6,16,33,12,0,99,0,0,4,4,6,0,0,18,208,292,132,114,407,268,0,1417
SAL51281,20,19,14,15,30,13,0,113,15,12,8,10,22,4,0,61,0,6,4,12,5,0,0,24,6,0,0,0,8,0,0,8,90,136,61,61,136,80,3,578
SAL51282,33,74,28,28,55,10,0,226,27,60,24,37,114,12,0,281,41,54,33,33,85,13,0,256,10,17,12,0,47,7,0,97,313,479,240,216,518,99,0,1870
SAL51283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,5,14,0,38
SAL51284,0,5,0,0,3,0,0,8,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,9,0,0,6,0,0,30
SAL51285,3,3,3,3,0,0,0,11,0,3,9,6,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,12,15,12,17,0,0,66
SAL51286,0,4,0,0,0,9,0,20,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,10,23,0,49
SAL51287,83,141,64,52,160,43,4,548,33,85,61,34,142,23,3,386,21,34,25,18,145,13,0,257,11,8,3,3,143,17,0,187,726,981,375,312,1313,335,12,4053
SAL51288,4,8,8,0,0,5,0,30,3,10,3,0,4,0,0,19,3,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,15,30,18,9,13,14,0,97
SAL51289,3,7,0,5,6,6,0,26,0,4,0,8,13,3,0,25,5,0,0,0,3,4,0,13,0,0,3,0,0,3,0,5,18,48,17,17,30,30,0,158
SAL51290,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,10,7,12,3,5,0,40
SAL51291,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11
SAL51292,0,5,0,5,7,0,0,8,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,7,9,0,0,34
SAL51293,10,17,8,7,4,0,0,50,9,13,11,13,5,3,0,44,0,6,5,3,0,0,0,12,0,0,0,0,3,0,0,0,40,78,35,33,33,5,0,221
SAL51294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51296,72,125,48,33,109,12,4,400,46,79,38,36,91,14,0,304,44,70,48,32,114,29,0,334,12,9,7,5,27,0,0,65,759,902,386,296,945,193,5,3488
SAL51297,0,3,0,9,0,3,0,21,4,0,4,3,0,0,0,14,0,0,0,4,4,0,0,6,0,0,0,0,0,0,0,0,15,15,13,23,9,9,0,83
SAL51298,113,194,103,58,123,12,9,619,62,161,86,73,121,7,6,525,38,83,56,50,94,15,0,324,15,31,9,15,26,7,0,102,1030,1314,624,470,1210,113,25,4784
SAL51299,227,322,104,70,324,78,18,1140,110,183,98,51,253,45,3,759,41,74,32,24,172,29,4,387,20,32,10,3,55,13,0,129,2141,2462,778,531,2728,659,55,9353
SAL51300,26,49,23,13,14,3,0,123,9,30,23,16,17,3,0,96,0,0,0,9,3,0,0,23,0,0,0,4,0,3,0,11,113,170,75,70,81,27,0,532
SAL51301,349,682,266,192,610,99,8,2214,242,498,301,258,585,116,10,2014,148,257,163,157,530,132,4,1397,60,72,34,30,282,107,6,603,2432,3329,1358,1134,3749,850,38,12893
SAL51302,25,23,14,0,63,117,4,249,6,5,4,0,14,21,0,43,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,118,158,57,28,318,579,0,1267
SAL51303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51304,3,4,0,3,4,0,0,18,4,4,3,3,0,0,0,17,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,17,13,17,13,12,4,0,76
SAL51305,23,36,16,3,10,21,0,112,5,14,9,4,7,11,0,61,5,3,6,0,8,5,0,29,0,0,0,0,0,0,0,0,115,185,97,87,107,262,0,858
SAL51306,77,142,49,26,143,52,0,482,86,158,70,53,194,45,3,620,24,29,17,8,33,11,0,127,0,0,3,0,5,0,0,8,314,497,214,152,508,213,33,1929
SAL51307,15,45,36,12,23,9,0,132,6,19,20,17,20,9,0,87,3,3,0,8,3,0,0,22,0,0,0,0,0,0,0,0,130,229,117,68,122,34,0,689
SAL51308,150,344,157,108,156,23,4,938,106,261,191,141,147,13,0,861,36,81,65,68,93,4,0,352,12,7,15,4,30,5,0,67,1176,1685,824,650,926,152,12,5425
SAL51309,3,11,5,5,5,4,0,31,4,5,8,10,4,0,0,30,0,3,3,0,5,0,0,12,0,0,0,0,0,0,0,0,22,48,25,25,24,12,3,167
SAL51310,8,7,0,6,3,0,0,33,0,6,10,6,11,3,0,33,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,5,27,38,20,13,38,14,0,159
SAL51311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,3,0,0,20
SAL51312,72,144,94,40,47,19,0,412,43,126,73,59,73,11,0,388,53,83,73,49,114,26,0,390,25,31,10,18,150,15,0,252,594,774,421,306,727,84,5,2915
SAL51313,16,12,0,0,34,56,0,120,0,0,0,0,5,9,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,66,78,24,19,160,284,5,631
SAL51314,18,36,5,9,4,6,0,81,12,21,17,6,6,12,0,60,0,10,4,3,10,4,0,35,4,0,0,0,0,0,0,3,84,110,39,31,79,47,4,391
SAL51315,3,10,4,4,0,0,0,16,0,0,3,0,0,0,0,7,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,19,23,9,6,5,4,0,65
SAL51316,6,9,5,0,5,0,0,19,6,6,8,5,4,3,0,33,0,0,3,0,3,0,0,9,0,0,0,0,3,0,0,3,44,38,41,23,24,10,0,174
SAL51317,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,4,0,6,0,29
SAL51318,0,5,0,0,0,3,0,8,0,4,0,3,6,3,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,9,4,9,10,8,0,47
SAL51319,174,359,152,107,199,41,0,1029,93,222,175,154,242,31,6,917,52,138,85,81,181,33,0,575,31,32,18,15,94,23,0,213,1171,1676,806,677,1421,244,6,6009
SAL51320,6,9,0,0,3,4,0,24,5,0,4,3,3,0,0,20,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,30,22,16,11,15,7,0,104
SAL51321,72,143,65,39,50,10,0,371,40,80,63,23,65,11,0,293,27,44,35,19,91,30,0,247,13,26,10,5,81,62,0,186,588,632,288,189,524,131,3,2367
SAL51322,45,104,36,20,56,6,0,272,36,65,45,39,73,3,0,261,16,36,30,19,47,8,0,152,7,6,6,0,20,4,0,50,313,467,196,153,357,41,3,1539
SAL51323,31,49,26,14,27,5,0,146,28,26,38,15,33,6,0,141,3,21,13,12,18,0,0,76,5,3,0,0,6,0,0,14,173,230,120,83,175,27,0,805
SAL51324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SAL51326,12,9,8,3,7,23,0,73,8,5,9,3,18,0,0,47,0,6,3,0,7,8,0,22,0,0,0,0,0,0,0,0,31,35,18,11,39,136,0,276
SAL51327,3,3,3,3,4,0,0,16,4,0,5,4,0,0,0,14,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,19,13,14,5,10,0,71
SAL51328,26,52,23,21,19,4,0,143,28,37,24,25,19,3,0,141,6,20,4,14,14,0,0,58,3,9,0,5,0,0,0,17,168,248,106,100,139,23,0,785
SAL51329,5,3,0,0,0,5,0,10,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,10,7,10,4,0,68
SAL51330,380,623,248,93,271,61,12,1682,189,386,202,87,290,69,6,1227,71,153,105,66,241,39,3,681,32,40,21,17,143,9,0,264,3749,4490,1449,863,3005,771,58,14395
SAL51331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL51332,18,30,16,8,10,12,0,94,18,20,21,11,19,11,0,101,3,9,10,8,8,12,0,38,0,0,0,0,5,5,0,10,68,124,82,44,45,67,0,422
SAL51333,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,4,3,3,4,37
SAL51334,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,10,5,4,8,9,0,50
SAL51335,0,3,0,0,0,5,0,10,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,10,17,8,4,7,8,0,55
SAL51336,0,3,0,0,5,0,0,18,6,9,10,6,11,8,0,42,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,13,25,8,10,25,25,0,97
SAL51337,191,412,145,106,246,27,0,1136,57,121,89,65,150,20,0,507,31,47,28,28,73,3,0,222,11,3,11,0,26,3,0,53,1973,2482,1071,864,2138,229,10,8770
SAL51338,0,7,10,0,5,0,0,18,4,5,0,0,3,0,0,10,0,8,0,0,0,0,0,5,0,4,0,0,0,0,0,4,35,43,16,8,28,0,0,132
SAL51339,49,96,67,56,86,64,0,412,24,56,46,53,59,49,0,289,12,18,24,27,69,25,3,176,4,3,0,4,14,7,0,38,392,507,271,247,434,487,3,2347
SAL51340,183,263,126,66,258,45,3,951,75,112,60,78,197,14,3,544,19,34,34,20,92,10,4,207,10,7,5,6,36,4,0,68,1579,2034,847,758,2397,465,21,8100
SAL51341,0,0,0,0,4,12,0,20,0,5,6,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,9,0,11,37,0,83
SAL51342,20,39,21,12,13,11,0,108,16,38,34,21,16,21,0,147,7,16,12,9,7,3,0,51,0,6,0,0,0,3,0,6,78,179,120,76,63,91,0,611
SAL51343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,7
SAL51344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51345,121,202,111,59,98,14,0,613,55,149,102,69,100,9,8,500,40,74,45,35,88,15,0,290,11,21,6,9,23,0,0,69,900,1082,530,368,816,86,19,3806
SAL51346,116,195,95,28,56,14,0,510,71,209,102,38,99,39,0,556,25,72,49,31,76,46,0,295,6,15,11,3,35,37,0,120,885,1207,543,267,591,202,15,3704
SAL51347,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
SAL51348,118,206,106,52,131,26,0,640,67,137,73,58,150,28,0,505,37,74,51,54,105,80,0,400,17,29,9,9,57,99,0,221,673,941,434,336,842,335,4,3566
SAL51349,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4
SAL51350,5,4,3,0,0,3,0,17,4,4,3,0,0,3,0,12,0,3,4,3,0,0,0,13,0,0,0,0,0,0,0,0,17,23,11,4,10,9,4,75
SAL51351,41,62,37,28,32,5,0,208,18,51,34,36,57,17,0,219,15,19,16,21,30,4,0,105,3,5,0,3,20,5,0,37,210,302,151,151,282,54,0,1150
SAL51352,46,78,33,16,55,5,0,236,18,46,34,17,40,0,0,154,14,22,5,3,12,0,0,58,0,3,0,0,0,0,0,5,497,667,271,189,539,41,0,2211
SAL51353,14,33,11,12,14,13,0,99,6,23,12,18,15,5,0,70,5,10,4,4,8,11,0,47,0,0,0,0,5,0,0,4,129,180,54,55,145,51,0,601
SAL51354,63,142,64,40,79,14,0,402,28,58,52,36,60,6,3,237,7,21,11,16,42,4,0,103,3,4,3,0,23,4,0,31,617,828,393,289,628,88,7,2847
SAL51355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,21,39,0,80
SAL51356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51357,5,9,3,0,0,0,0,12,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,7,3,10,5,0,55
SAL51358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51359,76,128,55,33,127,79,3,505,24,66,27,15,77,79,4,289,6,11,7,6,15,7,0,56,0,0,0,0,3,0,0,4,646,862,342,235,824,446,7,3373
SAL51360,213,421,181,119,126,13,3,1075,131,360,239,129,210,24,0,1089,77,130,87,73,135,22,0,528,20,30,22,17,56,14,0,160,1485,1900,923,613,1074,139,14,6163
SAL51361,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,15
SAL51362,18,48,20,11,42,81,0,215,12,15,16,10,23,29,0,102,5,5,9,4,11,0,0,29,0,3,0,0,5,0,0,10,173,203,85,78,282,506,0,1333
SAL51363,227,359,175,90,195,45,0,1084,125,261,190,122,234,45,0,974,77,136,87,73,185,43,0,600,34,59,22,22,156,70,0,363,1456,2005,943,631,1557,402,8,7011
SAL51364,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,4,4,0,15
SAL51365,24,33,20,11,46,23,0,160,13,23,15,16,30,18,0,112,7,9,6,16,8,12,0,60,0,0,0,3,7,0,0,9,133,195,75,76,171,156,5,810
SAL51366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,12
SAL51367,3,3,0,3,0,0,0,9,4,0,0,0,0,0,0,3,0,0,0,0,3,6,0,6,0,0,0,0,0,0,0,0,9,6,3,10,7,3,0,40
SAL51368,121,221,89,36,85,14,5,572,69,163,98,41,97,17,4,499,31,68,33,15,56,9,0,214,8,16,6,0,24,0,0,63,733,981,375,202,477,137,31,2944
SAL51369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9
SAL51370,0,9,3,3,3,3,0,24,7,9,5,6,8,3,0,33,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,23,23,5,15,20,8,0,107
SAL51371,72,146,59,26,93,7,7,419,32,97,58,38,74,12,0,314,10,42,21,24,33,3,0,137,5,7,8,0,16,0,0,38,618,928,355,273,626,66,8,2871
SAL51372,237,276,99,70,376,362,4,1413,59,97,48,34,160,100,3,499,15,17,9,11,41,19,0,104,0,0,0,0,15,6,0,24,1622,2039,697,549,2681,2497,35,10117
SAL51373,78,131,71,35,142,31,0,491,31,63,38,32,116,28,9,303,15,13,15,6,66,8,0,137,4,5,0,0,39,0,0,41,602,831,362,258,1017,297,8,3375
SAL51374,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,21
SAL51375,3,0,4,0,0,0,0,11,0,3,5,0,4,4,0,11,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,20,15,9,12,5,6,0,65
SAL51376,0,4,0,0,0,0,0,4,0,3,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,11,0,0,0,7,0,16
SAL51377,121,198,110,72,198,24,0,708,65,113,63,47,176,18,0,474,18,45,20,17,76,11,0,180,15,3,6,3,34,3,0,67,962,1211,502,405,1353,215,5,4660
SAL51378,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,5,6,0,4,3,0,23
SAL51379,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,11,4,9,12,0,56
SAL51380,0,0,0,0,0,0,0,6,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,3,3,0,0,0,30
SAL51381,350,628,226,119,273,70,13,1683,239,500,277,148,307,75,12,1569,110,183,134,79,213,57,4,769,39,38,25,13,86,46,0,241,2711,3326,1260,709,2321,561,81,10963
SAL51382,5,7,3,0,3,6,0,21,8,3,0,0,5,0,0,13,0,0,0,0,4,5,0,8,0,0,0,0,0,0,0,0,39,32,12,7,28,16,0,130
SAL51383,3,6,0,4,0,5,0,11,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,10,7,6,0,4,0,42
SAL51384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,5,0,15
SAL51385,6,5,4,0,0,5,0,21,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,19,28,8,6,17,8,0,85
SAL51386,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,4,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,4,0,6,10,0,0,25
SAL51387,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,0,0,21
SAL51388,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,11
SAL51389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,13
SAL51390,70,150,88,64,98,18,0,487,54,136,115,101,128,33,0,559,21,60,52,41,109,18,0,300,5,12,9,9,20,5,0,58,495,793,440,360,663,146,0,2907
SAL51391,0,3,0,0,0,3,0,14,3,9,7,3,4,0,0,27,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,13,30,12,8,8,7,0,83
SAL51392,0,6,0,3,0,0,0,15,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,4,14,3,3,0,66
SAL51393,19,29,11,3,38,8,0,118,17,17,11,14,36,5,0,92,3,3,9,5,15,3,0,31,3,3,0,0,8,0,0,16,89,139,68,50,159,52,0,565
SAL51394,173,327,148,107,292,33,13,1091,91,159,114,87,157,16,18,651,28,41,30,33,83,10,0,225,3,9,0,3,23,6,0,43,1998,2440,1037,833,2753,328,39,9424
SAL51395,27,62,44,26,70,26,0,258,13,53,36,40,63,20,0,215,11,12,9,4,39,12,0,86,0,0,0,3,11,4,0,22,219,359,165,125,434,269,3,1574
SAL51396,219,402,156,127,344,37,8,1288,133,297,191,140,355,34,4,1150,81,158,120,83,251,75,0,770,39,45,25,15,110,114,0,344,1827,2436,989,755,2497,512,18,9036
SAL51397,87,169,59,44,90,9,0,453,48,94,75,58,105,16,0,396,44,65,45,41,130,17,0,345,19,25,15,12,130,25,0,228,552,759,355,274,759,152,5,2855
SAL51398,0,10,0,4,6,3,0,24,0,0,4,4,5,0,0,8,0,3,0,6,3,0,0,10,0,0,0,0,0,0,0,0,11,22,8,11,20,3,0,63
SAL51399,6,20,8,3,9,6,0,55,7,3,4,3,11,0,0,29,0,0,3,6,13,0,0,16,0,0,0,0,6,0,0,4,32,46,32,19,59,23,0,203
SAL51400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12
SAL51401,32,26,3,0,19,0,0,79,27,0,0,0,3,0,0,34,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,413,145,27,5,168,20,0,789
SAL51402,77,131,60,35,125,19,5,450,34,78,29,37,84,21,5,284,10,24,16,14,36,3,0,114,12,11,5,3,28,5,0,61,994,1095,380,247,1101,238,12,4063
SAL51403,5,6,3,0,3,0,0,12,3,3,3,0,0,3,0,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,16,9,5,10,3,0,57
SAL51404,12,26,23,4,6,0,0,76,0,18,5,6,6,0,0,45,0,0,0,0,6,0,0,16,0,0,0,0,0,0,0,6,73,121,63,45,68,9,0,380
SAL51405,237,411,189,152,278,32,5,1296,142,279,206,150,288,29,6,1110,80,141,111,70,231,37,0,672,33,45,18,13,109,8,0,226,1880,2318,1035,777,2129,225,19,8380
SAL51406,5,7,0,5,3,5,0,33,3,6,8,3,3,4,0,29,4,0,4,0,6,0,0,10,0,0,0,0,0,0,0,0,33,33,23,19,22,16,0,149
SAL51407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51408,49,140,70,34,59,5,0,359,32,79,67,41,72,9,0,298,18,42,23,25,25,6,0,133,5,8,3,0,17,0,0,34,393,615,312,212,355,57,0,1944
SAL51409,0,10,0,0,9,6,0,22,0,6,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,5,3,28,24,0,97
SAL51410,26,78,37,17,25,4,0,179,12,19,21,15,18,4,0,89,0,9,6,6,13,3,0,38,0,0,0,0,8,0,0,11,180,281,130,90,176,36,0,898
SAL51411,14,39,22,20,16,0,0,111,18,30,19,16,24,13,0,111,4,3,8,8,6,0,0,28,4,5,0,0,3,4,0,11,119,184,94,76,107,21,0,593
SAL51412,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,6
SAL51413,59,86,30,24,99,17,0,319,32,33,26,17,89,7,0,206,9,19,3,12,46,14,0,105,4,0,4,3,21,11,0,36,502,621,245,204,745,138,8,2459
SAL51414,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,16,8,0,5,0,29
SAL51415,6,13,4,0,7,5,0,27,4,3,4,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,62,34,31,35,34,0,268
SAL51416,280,489,177,57,170,67,10,1256,190,377,176,67,237,89,7,1146,69,163,103,40,215,65,0,663,22,37,9,11,91,34,0,207,2196,2870,969,523,1561,622,36,8774
SAL51417,185,267,132,69,244,18,7,921,57,132,66,50,177,20,13,514,18,68,36,26,107,33,0,287,18,16,6,7,54,29,0,125,1917,2450,905,725,2297,271,24,8591
SAL51418,3,7,6,0,0,3,0,17,0,5,0,9,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,6,9,15,9,0,72
SAL51419,40,65,36,12,51,7,0,201,13,45,29,20,72,12,0,189,19,18,8,5,33,7,0,97,4,0,0,0,11,4,0,24,235,367,168,110,307,101,0,1288
SAL51420,214,321,139,115,233,49,0,1078,110,249,149,127,278,21,3,937,66,115,65,69,180,29,0,529,29,19,21,7,93,22,0,193,1298,1749,754,609,1696,330,11,6441
SAL51421,108,213,85,24,55,12,0,503,58,150,87,49,63,10,0,424,41,69,43,31,34,4,0,220,12,31,13,9,23,9,0,99,878,1086,512,305,559,83,11,3436
SAL51422,3,6,4,4,0,0,0,18,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,29,18,14,0,9,0,104
SAL51423,10,13,3,0,39,18,0,89,8,7,5,6,17,14,0,54,0,5,0,0,7,3,0,14,0,0,0,0,0,0,0,0,44,67,24,24,179,66,3,415
SAL51424,8,7,5,9,0,6,0,38,6,6,4,3,0,0,0,19,0,5,4,0,3,3,0,12,0,0,0,0,0,0,0,0,22,22,14,21,12,13,0,105
SAL51425,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,0,9,0,22
SAL51426,0,0,0,0,7,0,0,8,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,5,3,0,25
SAL51427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
