SAL_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SAL50121,34,69,0,0,0,3,0,0,9,38,6,41,3,11,3,8,0,0,3,17,15,62,0,0,0,0,0,0,6,13,6,13,0,3,0,0,0,7,6,5,4,21,0,0,54,145
SAL50122,0,6,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,8,18
SAL50123,119,230,0,10,15,43,4,18,140,536,161,611,6,17,0,9,16,47,22,74,179,681,0,3,3,10,0,6,52,127,55,144,0,0,3,11,10,27,18,38,73,174,3,3,375,1094
SAL50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50125,9,13,0,0,0,0,0,0,9,18,7,21,0,3,0,0,0,0,5,8,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,45
SAL50126,180,344,0,15,9,40,9,20,47,190,69,263,4,11,6,27,35,92,46,128,112,393,0,0,0,6,0,3,19,53,21,63,0,0,3,5,14,34,19,43,41,104,5,4,334,854
SAL50127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50128,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
SAL50129,185,361,0,11,15,56,3,12,71,287,89,366,11,37,10,27,19,56,41,122,128,487,0,3,0,5,0,6,22,62,27,76,4,3,3,6,12,12,14,30,43,108,7,12,364,969
SAL50130,7,16,0,0,0,0,0,0,4,10,4,10,0,0,0,0,3,4,3,4,5,14,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,17,39
SAL50131,16,28,0,9,0,3,0,4,6,13,7,30,0,0,3,11,0,0,3,11,5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,27,64
SAL50132,191,377,5,17,12,35,4,17,64,229,78,303,8,25,4,14,23,52,25,91,106,394,0,0,0,0,0,4,23,51,26,55,0,3,7,13,16,29,24,44,44,102,6,5,347,873
SAL50133,17,28,0,0,0,0,0,0,6,24,6,24,0,0,0,0,0,0,0,0,6,24,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,3,3,6,0,3,26,61
SAL50134,11,15,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,3,3,0,0,12,28
SAL50135,8,17,0,0,0,0,0,0,4,20,4,20,0,0,0,0,0,0,0,0,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,38
SAL50136,0,3,0,0,0,3,0,0,3,11,6,14,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23
SAL50137,128,242,0,3,14,55,6,22,82,311,96,390,0,3,9,13,21,51,28,69,121,461,0,0,3,22,0,0,24,71,31,87,0,0,0,3,9,28,15,26,43,123,5,10,293,832
SAL50138,4,9,0,0,0,0,0,0,0,8,3,14,0,0,0,0,0,0,3,9,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20
SAL50139,11,16,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,5,0,5,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,11,34
SAL50140,17,33,0,0,0,3,0,0,5,17,4,24,3,8,0,0,3,17,5,18,17,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,80
SAL50141,3,8,0,6,5,5,0,0,3,15,6,30,0,0,0,4,0,0,0,4,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,42
SAL50142,25,55,0,0,4,30,0,5,8,30,12,60,0,0,0,0,3,15,8,16,18,75,0,0,3,11,0,0,0,3,6,11,0,0,0,3,4,5,6,9,7,23,0,6,54,154
SAL50143,12,26,0,9,0,12,0,3,16,64,25,91,0,0,0,0,4,5,4,5,28,96,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,4,0,0,37,124
SAL50144,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
SAL50145,22,45,0,3,0,3,0,7,8,29,9,41,0,7,0,0,3,18,6,23,16,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,40,111
SAL50146,3,4,0,0,0,0,0,0,4,9,4,9,0,0,0,0,0,0,0,0,4,9,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,4,19
SAL50147,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50148,536,1061,11,55,110,475,18,82,377,1475,515,2088,46,182,84,312,132,411,263,902,781,2990,0,9,15,48,0,13,43,111,64,172,14,38,40,86,83,174,130,293,194,472,24,53,1540,4574
SAL50149,3,7,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17
SAL50150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50151,19,42,0,0,0,0,0,0,7,29,7,29,0,0,0,0,6,11,3,13,15,42,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,35,89
SAL50152,4,5,0,0,0,0,0,0,3,8,3,8,0,4,0,0,0,4,0,11,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,8,32
SAL50153,8,17,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,3,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24
SAL50154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,7
SAL50155,5,12,0,0,0,7,0,0,3,10,4,13,0,0,0,0,0,0,0,0,4,13,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,5,3,11,31
SAL50156,4,10,0,0,0,0,0,0,3,10,3,10,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,0,9,18
SAL50157,17,37,0,0,0,0,0,3,6,21,4,26,0,0,5,8,0,6,3,12,12,37,0,0,0,0,0,0,0,6,0,6,0,3,0,0,3,5,4,4,3,8,0,0,34,82
SAL50158,8,9,0,0,0,0,0,0,3,20,3,20,0,0,0,0,3,3,3,3,8,28,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,11,43
SAL50159,393,768,10,49,27,145,18,103,288,1157,353,1456,14,57,21,56,70,206,98,312,449,1766,0,14,5,10,9,22,120,327,129,374,4,10,14,26,82,174,96,209,222,578,24,45,1087,3167
SAL50160,9,20,0,0,0,0,0,0,4,15,4,15,0,0,0,3,0,0,0,3,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,48
SAL50161,167,331,0,3,8,41,0,10,36,123,46,176,5,18,4,12,27,72,32,103,77,281,0,5,0,0,0,0,20,41,20,48,0,0,0,0,19,34,19,34,41,78,0,11,289,704
SAL50162,60,120,0,0,7,32,0,5,37,153,46,191,5,32,4,18,12,35,25,90,72,272,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,11,4,16,7,18,0,0,140,413
SAL50163,8,16,0,0,0,11,0,0,3,22,3,24,0,0,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,9,0,0,17,55
SAL50164,9,18,0,0,0,0,0,0,11,32,11,32,0,0,3,10,0,9,3,14,10,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,67
SAL50165,20,45,0,0,0,3,0,6,4,16,9,21,0,0,0,0,0,0,0,0,5,24,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,8,9,0,0,34,72
SAL50166,3,10,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23
SAL50167,10,23,0,0,4,6,0,0,11,34,13,45,0,0,0,0,0,4,0,4,13,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,72
SAL50168,82,169,0,7,0,8,0,10,52,219,61,241,9,33,7,33,14,30,30,86,88,332,0,0,0,4,0,0,5,9,9,12,0,6,0,5,7,18,16,26,16,40,4,3,190,548
SAL50169,176,357,0,14,12,37,6,32,83,333,99,406,6,18,9,27,35,111,50,156,145,558,0,0,0,14,6,8,21,54,28,80,0,0,4,3,16,32,19,37,41,117,3,3,367,1033
SAL50170,6,4,0,0,0,4,0,0,3,11,3,14,0,0,0,0,4,8,4,8,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23
SAL50171,0,3,0,0,0,0,0,4,3,12,7,18,0,0,0,0,4,4,4,4,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,0,0,7,35
SAL50172,135,264,0,0,0,8,4,9,44,183,47,195,0,7,5,19,15,31,21,57,69,250,0,0,3,17,0,0,18,47,24,63,0,3,0,8,16,37,22,42,41,112,6,8,251,635
SAL50173,662,1308,26,133,94,456,33,150,1118,4137,1267,4875,29,115,48,166,70,234,148,514,1417,5389,3,27,24,77,9,26,142,366,178,494,8,28,23,57,71,155,104,237,278,736,31,72,2397,7499
SAL50174,11,21,0,0,0,4,0,0,3,26,9,27,0,0,5,14,3,7,3,18,10,48,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,12,4,12,0,0,27,73
SAL50175,10,14,0,0,0,0,0,0,0,9,0,9,0,4,0,0,0,0,0,4,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,33
SAL50176,4,8,0,0,0,0,0,0,4,3,4,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,7,21
SAL50177,71,134,0,7,4,11,0,12,18,70,28,92,0,0,3,3,3,11,7,13,35,110,0,0,0,0,0,3,3,21,9,21,0,0,0,0,0,0,0,0,7,22,0,8,113,269
SAL50178,167,336,0,10,39,173,0,7,141,546,184,733,15,61,35,118,31,111,80,283,267,1017,0,8,9,39,3,15,46,121,66,184,8,15,14,28,27,56,45,103,109,280,16,31,561,1662
SAL50179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50180,494,963,6,12,32,140,9,39,157,617,204,815,12,49,20,47,47,129,72,229,276,1042,0,3,7,24,10,23,33,88,52,143,0,4,9,21,43,82,52,104,105,245,8,16,877,2269
SAL50181,130,247,0,16,19,82,7,36,64,271,95,404,14,54,15,58,30,97,60,204,150,608,0,0,0,0,0,0,0,3,4,3,0,4,3,10,14,22,20,44,23,48,0,0,299,907
SAL50182,7,10,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19
SAL50183,606,1174,3,31,28,125,19,68,210,823,265,1040,9,35,30,94,70,208,108,338,374,1376,0,3,15,60,5,22,59,170,81,249,4,3,10,26,58,120,69,143,152,393,7,17,1135,2959
SAL50184,74,139,5,20,10,42,5,37,76,317,97,411,0,11,7,27,18,58,29,93,125,500,0,0,0,6,0,0,8,18,7,25,0,0,0,0,5,10,5,10,16,33,0,0,207,677
SAL50185,89,170,0,3,3,14,0,11,52,207,59,232,0,0,0,0,12,38,10,45,77,278,0,0,0,7,0,0,26,78,29,90,3,7,4,4,19,38,24,49,58,134,0,3,218,587
SAL50186,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10
SAL50187,184,360,5,20,39,177,9,36,213,880,260,1116,15,70,17,54,44,145,77,268,332,1385,4,11,16,67,6,38,94,283,125,402,8,20,14,32,73,164,100,217,223,617,25,49,764,2409
SAL50188,28,60,0,7,0,9,0,7,15,60,21,80,0,0,4,9,9,31,15,46,36,121,0,0,0,0,0,0,6,5,6,5,0,0,0,0,3,6,3,6,3,11,0,3,66,197
SAL50189,95,180,0,7,5,12,5,11,33,138,43,173,6,7,3,11,11,36,16,50,62,228,0,0,4,16,0,0,4,17,5,32,0,0,0,5,10,21,12,23,16,60,6,9,180,476
SAL50190,254,499,7,13,32,125,22,95,170,637,225,879,4,20,14,45,34,112,53,174,273,1053,4,18,15,40,13,54,96,284,127,391,0,0,17,31,56,135,75,166,198,559,20,51,749,2165
SAL50191,15,26,0,0,0,7,0,0,13,35,10,38,0,0,3,9,4,5,3,15,15,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,28,82
SAL50192,28,64,0,0,0,0,0,0,9,31,9,31,0,0,0,0,5,16,5,16,14,50,0,0,0,3,0,0,0,10,3,17,0,4,4,6,3,8,6,17,11,33,0,0,57,144
SAL50193,15,28,0,0,0,6,0,0,13,70,22,80,0,3,0,0,0,5,4,9,22,89,0,0,0,0,0,0,0,10,0,10,0,0,0,0,3,6,3,6,6,11,0,0,45,131
SAL50194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50195,14,38,0,0,0,4,0,0,6,33,9,37,0,0,0,0,4,9,6,11,15,51,0,0,0,3,0,3,0,4,4,8,0,0,0,0,6,8,6,8,8,14,0,0,38,102
SAL50196,77,159,0,5,10,23,3,17,46,184,61,232,3,7,0,7,5,20,12,42,65,268,6,12,5,13,0,0,8,30,11,48,0,0,0,0,5,11,5,11,23,67,3,4,172,498
SAL50197,145,282,0,5,9,41,11,44,62,257,85,346,3,8,12,31,29,84,40,125,124,475,0,3,0,0,5,12,20,51,22,68,0,0,9,10,30,61,32,74,54,140,7,19,332,918
SAL50198,6,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,0,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19
SAL50199,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,13,29
SAL50200,243,467,4,20,26,110,10,44,239,884,280,1062,9,19,16,34,35,123,59,184,334,1244,4,10,6,15,3,13,33,79,43,118,8,17,3,5,24,61,37,87,75,204,3,14,657,1920
SAL50201,839,1671,8,51,126,569,22,93,570,2259,726,2973,61,234,144,499,194,610,398,1349,1127,4320,0,3,23,66,5,27,85,206,117,308,12,41,31,70,95,215,145,327,256,637,17,43,2244,6672
SAL50202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50203,16,24,0,0,0,3,0,0,9,29,8,33,3,5,0,0,4,12,9,18,15,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,73
SAL50204,34,64,0,6,3,7,0,0,5,37,12,53,0,0,0,3,0,5,0,6,18,60,0,0,0,0,0,0,5,9,5,9,0,0,0,0,0,4,0,4,6,9,0,0,51,131
SAL50205,9,9,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18
SAL50206,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50207,608,1183,17,63,64,282,40,179,331,1295,449,1820,41,156,44,155,151,461,240,771,691,2595,3,9,22,64,9,18,99,262,124,354,7,27,18,28,82,176,105,237,233,591,23,45,1551,4418
SAL50208,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50209,11,14,0,0,0,3,0,0,3,15,3,21,0,0,0,4,0,6,6,12,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,37
SAL50210,533,1036,3,16,32,139,5,41,154,561,200,753,8,26,42,132,49,143,93,299,291,1045,5,6,9,28,3,8,52,119,60,162,5,12,17,36,46,96,71,144,130,305,14,29,967,2420
SAL50211,0,0,0,0,0,0,0,0,3,15,3,15,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15
SAL50212,4,8,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12
SAL50213,5,11,0,0,0,3,0,3,4,23,5,35,0,0,0,3,0,0,0,3,8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,42
SAL50214,6,18,0,0,0,0,0,0,3,16,3,20,0,0,0,0,0,0,0,0,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,38
SAL50215,3,10,0,0,0,3,0,0,3,6,0,11,0,0,0,0,0,5,0,5,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26
SAL50216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50217,87,163,6,20,15,58,4,28,61,258,88,355,5,29,0,3,17,54,27,93,117,447,0,0,0,0,0,0,13,50,18,47,0,4,0,0,5,11,6,9,25,60,0,0,225,671
SAL50218,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL50219,3,4,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,3,4,3,0,0,0,0,0,5,0,5,0,7,0,0,8,24
SAL50220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3
SAL50221,413,812,8,55,96,433,15,65,338,1310,459,1867,44,170,86,291,145,450,268,911,732,2775,0,10,3,13,4,3,15,48,24,71,10,19,15,34,17,34,38,91,65,163,3,12,1217,3763
SAL50222,34,68,0,0,7,24,0,9,27,111,35,136,0,4,3,9,8,15,7,27,44,162,0,0,0,0,0,4,0,3,4,4,0,0,0,4,0,4,3,3,6,16,0,0,83,241
SAL50223,10,20,4,8,5,17,0,3,4,20,8,45,0,0,0,0,0,4,0,4,13,47,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,26,77
SAL50224,0,3,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,3,16
SAL50225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50226,443,871,0,0,5,33,0,6,120,404,126,437,6,23,26,87,39,109,70,215,201,658,0,0,0,5,0,0,32,74,31,78,4,11,12,24,37,75,51,112,87,189,26,54,754,1769
SAL50227,100,193,3,13,8,31,3,10,56,194,68,246,3,17,5,17,7,34,26,67,88,314,0,0,0,4,0,9,5,14,9,24,0,0,3,14,11,20,10,26,21,54,0,3,216,566
SAL50228,292,569,6,16,5,18,4,30,52,195,64,258,8,27,10,38,19,70,42,126,106,388,0,5,8,27,0,4,21,59,36,91,0,0,6,14,34,66,40,74,71,170,9,15,480,1136
SAL50229,971,1924,53,319,198,887,76,349,926,3579,1253,5133,97,416,117,397,270,853,484,1658,1736,6787,23,108,70,244,43,159,384,1022,521,1534,55,165,74,161,217,460,337,788,863,2317,53,112,3628,11149
SAL50230,1433,2817,58,333,237,1150,94,440,1903,7404,2296,9329,80,333,105,353,324,1011,515,1699,2810,11032,14,67,47,199,44,144,437,1228,543,1630,24,79,45,101,187,402,257,585,806,2213,53,107,5098,16172
SAL50231,492,937,6,44,40,178,15,80,358,1416,424,1718,17,66,30,89,56,171,106,331,531,2047,5,37,32,103,20,68,130,396,187,607,4,14,19,42,54,114,77,167,269,774,19,42,1311,3803
SAL50232,7,18,0,8,0,0,0,0,3,16,5,22,0,0,0,4,0,3,0,4,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,40
SAL50233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50234,24,44,0,0,0,0,0,0,18,76,15,76,0,4,0,0,3,10,3,12,22,89,0,0,0,0,0,0,4,8,4,8,0,0,0,0,3,5,3,5,5,13,0,0,52,144
SAL50235,178,362,5,22,8,43,11,36,78,302,101,399,9,21,0,16,35,112,45,155,145,554,0,9,0,8,4,16,51,138,65,170,0,7,5,11,52,111,59,130,122,297,16,26,455,1241
SAL50236,12,26,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,9,3,9,0,0,0,0,0,0,0,0,0,10,0,0,13,37
SAL50237,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9
SAL50238,29,65,0,8,0,16,11,51,29,120,44,185,0,0,0,0,5,13,5,13,45,201,0,7,3,3,5,11,27,84,30,104,0,0,3,5,7,22,10,28,42,132,9,16,121,411
SAL50239,3,4,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5
SAL50240,378,768,7,60,36,171,17,114,239,966,304,1308,24,90,30,89,103,322,153,496,452,1805,7,36,20,70,15,51,114,310,154,469,16,49,18,37,117,260,151,347,309,818,16,38,1158,3430
SAL50241,5,14,0,0,0,0,0,0,4,16,4,16,0,0,0,3,0,0,0,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26
SAL50242,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
SAL50243,11,18,0,9,0,0,0,0,3,6,4,13,0,0,0,0,0,0,0,0,4,13,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,3,0,3,0,11,0,0,12,49
SAL50244,0,0,0,0,0,6,0,0,0,11,3,17,0,0,0,0,0,3,0,3,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21
SAL50245,2796,5584,95,563,626,2841,137,627,2575,9956,3437,13988,384,1627,604,2106,995,3211,1982,6947,5417,20933,12,60,86,283,32,124,341,887,469,1353,77,276,141,355,339,774,562,1403,1034,2756,130,298,9386,29570
SAL50246,690,1379,5,16,35,166,12,55,497,1813,547,2054,13,62,36,108,73,250,122,416,673,2468,5,19,8,29,0,12,76,204,88,264,14,33,18,40,84,182,117,261,203,524,89,189,1652,4552
SAL50247,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50248,89,167,0,5,6,24,0,5,28,103,33,136,4,13,0,8,8,19,11,40,46,176,0,11,0,0,0,0,7,10,5,21,0,0,0,0,6,9,6,9,11,37,0,5,153,376
SAL50249,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50251,310,600,6,38,32,145,6,32,151,588,199,803,10,43,20,64,48,139,79,239,280,1042,3,9,16,44,3,17,65,177,81,241,7,15,8,16,38,74,49,105,130,347,4,14,726,2002
