SAL_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SAL51004,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,414,350,766,33,35,68,7,0,7,0,0,0,5,3,3,9,0,10,28,21,40,488,402,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,5,6,8,0,0,0,0,0,0,0,0,0,0,0,0,35,48,80,65,81,143,8,11,20,605,543,1150
SAL51005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,7,5
SAL51006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,15,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,27
SAL51007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4
SAL51008,38,25,65,81,31,114,0,0,0,0,0,0,7,3,6,703,656,1354,41,60,96,5,0,5,4,0,8,37,14,49,11,3,8,8,13,25,927,805,1733,4,4,9,0,0,0,0,0,0,4,0,6,3,0,3,0,0,0,15,5,18,0,0,0,0,0,0,5,6,10,0,4,3,0,0,4,9,11,11,12,6,20,29,21,49,7,0,5,0,0,0,0,0,4,4,6,8,185,164,348,114,153,263,6,0,8,1265,1149,2412
SAL51009,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,107,113,215,10,9,21,0,0,0,0,0,0,3,0,3,3,0,3,3,6,11,123,132,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,29,12,23,42,4,0,3,151,174,330
SAL51010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,21,18,37
SAL51011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL51012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,9,6,21
SAL51013,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,22,25,49,0,0,6,0,0,0,0,0,0,0,0,0,4,0,4,0,0,5,34,28,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,5,8,12,0,0,0,46,41,88
SAL51014,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,12,3,17,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,14,18,27,30,29,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,8,6,14,40,41,79
SAL51015,59,53,105,175,114,292,0,0,0,0,0,0,11,12,21,1272,1270,2543,75,123,190,13,0,13,15,0,17,105,24,136,35,3,42,39,51,94,1795,1655,3447,17,24,45,0,0,0,0,0,0,3,3,9,4,7,10,8,0,8,33,30,59,0,0,0,0,0,0,0,5,8,3,9,6,0,3,3,3,12,19,17,13,31,46,60,111,5,5,11,3,0,3,0,0,0,10,3,10,228,266,495,195,358,559,8,4,11,2283,2346,4636
SAL51016,0,0,0,15,6,24,0,0,0,0,0,0,0,0,0,506,519,1022,39,25,63,20,0,22,3,0,3,0,0,0,36,4,40,9,7,24,635,566,1199,0,0,0,0,0,0,0,0,0,14,5,13,0,0,0,0,0,0,10,5,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,5,10,0,9,26,7,33,0,0,0,0,0,0,6,0,0,4,0,0,49,73,124,118,140,260,8,0,6,837,791,1621
SAL51017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,12,11,16
SAL51018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,4
SAL51019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,3,7,0,0,0,3,4,15
SAL51020,0,0,0,21,5,28,0,0,0,0,0,0,0,0,0,15,0,12,8,0,6,5,0,5,0,0,0,0,0,0,13,4,18,3,0,3,54,12,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,12,78
SAL51021,58,64,119,387,293,677,0,0,0,0,0,0,21,28,52,1713,1618,3329,90,191,285,6,0,6,21,5,22,95,29,127,52,15,71,100,113,215,2548,2352,4903,37,45,76,0,0,0,0,0,0,4,7,10,3,5,4,5,3,13,43,60,104,0,0,0,0,0,0,7,9,10,4,12,15,13,9,20,23,26,48,18,14,34,83,97,183,9,6,19,4,3,5,0,0,0,14,13,25,346,338,685,303,482,785,5,12,22,3304,3292,6599
SAL51022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,13,7,22
SAL51024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,64,4,9,11,3,0,3,0,0,0,0,0,0,0,0,0,12,18,29,53,55,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,14,5,22,0,0,0,69,69,137
SAL51025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,173,197,377,15,15,25,3,0,3,3,0,6,4,0,4,3,0,3,3,13,16,207,231,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,15,14,29,15,38,53,0,0,0,240,285,523
SAL51026,15,15,34,12,8,15,0,0,0,0,0,0,0,0,0,557,462,1017,28,31,60,5,0,7,3,0,3,0,0,0,9,6,14,7,3,9,641,528,1166,0,0,3,0,0,0,0,0,0,3,5,14,0,0,0,0,0,0,11,6,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,12,6,19,3,3,6,0,0,0,0,0,0,3,4,9,41,55,100,83,101,189,5,5,10,784,700,1490
SAL51027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
SAL51028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51030,34,33,63,115,66,182,0,0,0,0,0,0,0,3,6,1211,1146,2356,68,112,186,19,0,19,8,0,8,31,6,36,23,7,25,21,14,33,1532,1378,2911,22,22,41,0,0,0,0,0,0,5,0,10,0,0,3,3,0,0,30,28,60,0,0,0,0,0,0,0,4,3,3,0,3,0,0,4,5,8,15,8,13,22,48,46,90,4,8,13,0,0,0,0,0,0,3,8,13,235,236,468,153,233,383,8,5,9,1974,1910,3881
SAL51031,14,12,20,10,5,10,0,0,0,0,0,4,0,0,0,353,265,619,13,21,34,6,0,6,4,0,4,0,0,8,8,4,11,5,3,12,420,316,732,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,11,13,0,0,0,0,0,0,0,0,0,0,0,0,25,44,70,54,69,125,5,0,3,506,445,947
SAL51032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51033,0,0,0,146,19,169,0,0,0,0,0,0,3,0,7,71,13,85,31,6,43,5,0,0,0,0,0,0,0,0,87,14,97,22,14,31,365,73,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,9,6,4,7,9,7,13,17,9,26,0,0,0,3,0,3,0,0,0,7,0,7,0,0,5,13,4,18,0,3,6,405,92,498
SAL51034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,15,9,18
SAL51035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7
SAL51036,0,0,0,20,0,24,0,0,0,0,0,0,0,0,0,576,637,1211,47,62,113,7,0,7,7,3,14,8,0,11,8,3,7,12,7,16,684,710,1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,4,0,4,8,8,15,12,8,21,0,0,0,0,0,0,0,0,0,0,0,0,20,42,62,83,83,170,4,0,4,806,850,1650
SAL51037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,18,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,6,14,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10,4,0,6,0,0,0,22,18,38
SAL51038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51040,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,158,143,302,9,4,8,15,0,15,0,0,0,0,0,0,6,3,8,3,3,6,193,158,346,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,7,9,0,0,0,0,0,0,0,0,0,0,0,0,21,37,63,28,19,46,0,0,4,249,220,467
SAL51041,0,0,0,16,19,28,0,0,0,0,0,0,0,0,0,29,17,49,0,3,3,6,0,6,0,0,0,0,0,0,3,0,5,5,0,4,51,38,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,10,7,8,17,0,0,0,67,55,120
SAL51042,0,0,0,3,8,11,0,0,0,0,0,0,0,0,0,16,9,22,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,5,8,14,30,27,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,35,37,70
SAL51043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8
SAL51044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,26,81,0,5,5,7,0,7,0,0,0,5,0,5,8,0,5,9,7,14,68,38,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,14,9,5,12,6,0,6,89,51,142
SAL51045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51046,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,15
SAL51047,47,35,79,23,0,24,0,0,0,0,0,0,8,0,7,1114,981,2096,44,64,110,20,0,20,8,0,8,5,0,12,43,4,46,21,15,38,1341,1104,2438,20,19,36,0,0,0,0,0,0,30,26,59,3,0,3,0,0,0,57,40,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,20,64,50,118,13,8,18,0,0,0,6,0,6,16,8,21,138,219,357,186,241,419,5,4,9,1751,1616,3363
SAL51048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,24,17,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,8,5,16,0,0,0,40,31,71
SAL51049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,29,52,3,0,4,4,0,4,0,0,0,0,0,0,0,0,0,12,12,21,50,42,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,0,0,0,55,43,95
SAL51050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,63,125,10,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,71,73,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,16,0,0,0,85,89,173
SAL51051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,34,64,0,4,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,36,39,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,16,0,0,0,44,49,87
SAL51052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,22,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,8,0,0,0,22,31,51
SAL51053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,0,0,0,0,0,0,10,13,24
SAL51054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL51055,9,4,5,13,4,15,0,0,0,0,0,0,0,0,0,460,438,902,23,24,45,24,0,24,3,0,3,0,0,0,13,4,18,14,18,35,556,497,1058,0,0,0,0,0,0,0,0,0,11,18,23,0,0,3,0,0,0,15,15,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,21,20,42,4,0,3,0,0,0,0,0,0,4,0,3,66,85,152,96,88,185,6,0,8,747,698,1444
SAL51056,8,0,7,5,0,10,0,0,0,0,0,0,0,0,0,197,170,366,16,5,17,13,0,12,0,0,0,0,0,0,6,0,11,5,3,10,247,181,432,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,3,11,0,3,5,0,0,0,0,0,0,0,3,5,12,26,33,55,37,89,6,0,6,325,250,578
SAL51057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
SAL51058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,0,0,0,16,12,32
