SAL_CODE_2021,F_ID_NS_0,F_ID_NS_1_19,F_ID_NS_20_29,F_ID_NS_30_34,F_ID_NS_35_39,F_ID_NS_40_44,F_ID_NS_45_49,F_ID_NS_50_over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_19,F_Tot_20_29,F_Tot_30_34,F_Tot_35_39,F_Tot_40_44,F_Tot_45_49,F_Tot_50_over,F_Tot_hours_NS,F_Tot_Tot,P_AgriForestFish_0,P_AgriForestFish_1_19,P_AgriForestFish_20_29,P_AgriForestFish_30_34,P_AgriForestFish_35_39,P_AgriForestFish_40_44,P_AgriForestFish_45_49,P_AgriForestFish_50_over,P_AgriForestFish_hours_NS,P_AgriForestFish_Tot,P_Min_0,P_Min_1_19,P_Min_20_29,P_Min_30_34,P_Min_35_39,P_Min_40_44,P_Min_45_49,P_Min_50_over,P_Min_hours_NS,P_Min_Tot,P_Mnfg_0,P_Mnfg_1_19,P_Mnfg_20_29,P_Mnfg_30_34,P_Mnfg_35_39,P_Mnfg_40_44,P_Mnfg_45_49,P_Mnfg_50_over,P_Mnfg_hours_NS,P_Mnfg_Tot,P_EGW_WS_0,P_EGW_WS_1_19,P_EGW_WS_20_29,P_EGW_WS_30_34,P_EGW_WS_35_39,P_EGW_WS_40_44,P_EGW_WS_45_49,P_EGW_WS_50_over,P_EGW_WS_hours_NS,P_EGW_WS_Tot,P_Cnstn_0,P_Cnstn_1_19,P_Cnstn_20_29,P_Cnstn_30_34,P_Cnstn_35_39,P_Cnstn_40_44,P_Cnstn_45_49,P_Cnstn_50_over,P_Cnstn_hours_NS,P_Cnstn_Tot,P_WTrade_0,P_WTrade_1_19,P_WTrade_20_29,P_WTrade_30_34,P_WTrade_35_39,P_WTrade_40_44,P_WTrade_45_49,P_WTrade_50_over,P_WTrade_hours_NS,P_WTrade_Tot,P_RTrade_0,P_RTrade_1_19,P_RTrade_20_29,P_RTrade_30_34,P_RTrade_35_39,P_RTrade_40_44,P_RTrade_45_49,P_RTrade_50_over,P_RTrade_hours_NS,P_RTrade_Tot,P_AccomFoodS_0,P_AccomFoodS_1_19,P_AccomFoodS_20_29,P_AccomFoodS_30_34,P_AccomFoodS_35_39,P_AccomFoodS_40_44,P_AccomFoodS_45_49,P_AccomFoodS_50_over,P_AccomFoodS_hours_NS,P_AccomFoodS_Tot,P_TransPostWhse_0,P_TransPostWhse_1_19,P_TransPostWhse_20_29,P_TransPostWhse_30_34,P_TransPostWhse_35_39,P_TransPostWhse_40_44,P_TransPostWhse_45_49,P_TransPostWhse_50_over,P_TransPostWhse_hours_NS,P_TransPostWhse_Tot,P_InfoMedTelecom_0,P_InfoMedTelecom_1_19,P_InfoMedTelecom_20_29,P_InfoMedTelecom_30_34,P_InfoMedTelecom_35_39,P_InfoMedTelecom_40_44,P_InfoMedTelecom_45_49,P_InfoMedTelecom_50_over,P_InfoMedTelecom_hours_NS,P_InfoMedTelecom_Tot,P_FinInsurS_0,P_FinInsurS_1_19,P_FinInsurS_20_29,P_FinInsurS_30_34,P_FinInsurS_35_39,P_FinInsurS_40_44,P_FinInsurS_45_49,P_FinInsurS_50_over,P_FinInsurS_hours_NS,P_FinInsurS_Tot,P_RentHirREserv_0,P_RentHirREserv_1_19,P_RentHirREserv_20_29,P_RentHirREserv_30_34,P_RentHirREserv_35_39,P_RentHirREserv_40_44,P_RentHirREserv_45_49,P_RentHirREserv_50_over,P_RentHirREserv_hours_NS,P_RentHirREserv_Tot,P_ProScieTechServ_0,P_ProScieTechServ_1_19,P_ProScieTechServ_20_29,P_ProScieTechServ_30_34,P_ProScieTechServ_35_39,P_ProScieTechServ_40_44,P_ProScieTechServ_45_49,P_ProScieTechServ_50_over,P_ProScieTechServ_hours_NS,P_ProScieTechServ_Tot,P_AdminSupServ_0,P_AdminSupServ_1_19,P_AdminSupServ_20_29,P_AdminSupServ_30_34,P_AdminSupServ_35_39,P_AdminSupServ_40_44,P_AdminSupServ_45_49,P_AdminSupServ_50_over,P_AdminSupServ_hours_NS,P_AdminSupServ_Tot,P_PubAdmiSafety_0,P_PubAdmiSafety_1_19,P_PubAdmiSafety_20_29,P_PubAdmiSafety_30_34,P_PubAdmiSafety_35_39,P_PubAdmiSafety_40_44,P_PubAdmiSafety_45_49,P_PubAdmiSafety_50_over,P_PubAdmiSafety_hours_NS,P_PubAdmiSafety_Tot,P_EducTrain_0,P_EducTrain_1_19,P_EducTrain_20_29,P_EducTrain_30_34,P_EducTrain_35_39,P_EducTrain_40_44,P_EducTrain_45_49,P_EducTrain_50_over,P_EducTrain_hours_NS,P_EducTrain_Tot,P_HealthCareSocA_0,P_HealthCareSocA_1_19,P_HealthCareSocA_20_29,P_HealthCareSocA_30_34,P_HealthCareSocA_35_39,P_HealthCareSocA_40_44,P_HealthCareSocA_45_49,P_HealthCareSocA_50_overr,P_HealthCareSocA_hours_NS,P_HealthCareSocA_Tot,P_ArtRecServ_0,P_ArtRecServ_1_19,P_ArtRecServ_20_29,P_ArtRecServ_30_34,P_ArtRecServ_35_39,P_ArtRecServ_40_44,P_ArtRecServ_45_49,P_ArtRecServ_50_over,P_ArtRecServ_hours_NS,P_ArtRecServ_Tot
SAL50879,0,0,0,0,3,0,0,0,0,9,9,41,32,20,43,20,8,20,6,203,0,0,0,0,0,0,5,0,0,6,0,0,4,0,4,5,5,21,6,44,0,0,0,0,6,8,3,7,0,31,0,0,0,0,3,0,0,0,0,5,5,4,3,4,4,12,0,17,0,51,0,0,0,0,5,0,3,8,0,18,0,16,6,4,4,0,0,0,0,39,0,13,4,6,0,5,0,0,0,29,0,0,0,0,6,4,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,0,9,0,26,0,4,4,0,4,3,0,0,0,14,0,4,3,0,18,6,0,4,0,33,0,9,10,4,8,5,0,0,0,36,4,6,7,4,8,7,0,3,0,44,0,0,0,0,0,0,0,0,0,5
SAL50880,0,0,0,0,0,0,0,0,0,3,10,30,35,30,36,23,5,13,4,185,0,0,0,0,0,4,0,4,0,14,5,0,0,0,0,0,7,14,0,30,0,0,0,0,3,0,0,3,0,8,0,0,0,0,5,0,0,0,0,4,0,0,4,0,4,10,0,13,0,27,0,0,0,0,0,0,0,4,0,6,0,9,3,7,4,4,8,0,0,35,0,5,3,0,0,4,0,4,0,27,0,0,0,0,0,0,5,10,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,12,4,4,0,0,0,0,0,0,0,11,3,3,0,0,9,4,0,3,0,27,0,6,10,7,9,10,3,6,0,40,6,10,13,7,20,4,3,3,3,75,0,0,0,0,0,0,0,0,0,0
SAL50881,0,5,7,8,5,9,4,0,7,39,74,237,186,102,212,151,52,76,15,1106,0,0,0,0,0,3,3,0,0,12,9,8,7,5,13,28,18,86,4,178,9,6,13,3,22,21,15,28,0,121,5,3,0,3,3,3,4,6,0,25,12,21,17,12,33,64,28,55,3,242,3,3,8,3,15,21,11,20,0,84,12,65,46,18,36,27,13,12,6,227,9,44,14,3,12,6,0,11,0,96,7,6,20,8,40,48,22,59,3,214,0,0,0,3,4,4,0,0,0,17,3,4,3,5,11,8,0,0,0,39,6,5,3,6,12,7,4,6,0,43,4,21,7,13,15,30,8,26,0,124,4,20,11,0,7,3,5,11,3,61,3,9,11,5,49,34,11,7,0,133,17,40,21,25,33,27,11,27,5,192,17,38,42,33,56,30,13,10,3,238,0,13,3,3,3,0,0,4,0,31
SAL50882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SAL50884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50885,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,4,14,0,3,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SAL50886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,4,0,0,0,8,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50889,0,0,0,0,0,0,0,0,0,3,0,12,6,0,6,4,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
SAL50890,0,17,7,5,8,4,5,5,20,64,66,318,284,177,265,173,43,120,32,1488,0,3,3,6,0,4,0,5,0,19,37,9,7,4,25,19,17,122,7,237,12,10,16,10,49,44,14,28,7,189,0,8,0,5,9,7,6,7,0,42,14,25,21,22,38,61,28,55,4,266,0,0,5,6,8,11,8,3,0,38,11,101,78,35,71,37,11,12,11,368,3,77,68,41,42,38,11,31,3,313,9,12,17,6,21,15,9,24,0,117,0,5,0,0,6,0,0,0,4,15,0,3,8,3,9,10,0,5,0,34,0,8,4,0,18,8,3,13,0,62,6,15,16,11,25,19,0,22,0,108,5,43,32,16,25,19,6,24,3,168,8,17,9,6,41,35,10,16,5,138,4,34,30,23,32,22,11,23,0,178,17,74,82,58,83,48,11,27,0,394,0,9,8,6,6,9,0,3,0,34
SAL50891,0,8,3,0,6,3,0,0,3,27,55,177,157,120,147,115,31,70,20,896,11,20,14,18,49,44,20,77,10,255,8,0,0,4,0,0,5,26,0,44,0,10,8,0,34,13,10,16,0,101,0,3,0,0,0,8,0,0,0,21,8,3,8,7,16,42,23,27,0,131,0,8,5,3,10,17,0,4,0,49,8,47,38,28,32,42,12,20,0,227,3,37,16,10,22,13,0,9,0,125,9,4,17,11,15,7,8,34,0,99,0,0,0,0,0,0,0,0,0,4,5,3,6,0,6,4,0,3,0,22,0,4,0,0,0,4,0,0,0,16,0,0,3,0,4,10,3,8,0,36,0,20,15,8,8,5,4,3,0,66,7,8,15,10,37,43,12,7,0,140,9,21,21,21,24,31,10,24,0,166,20,33,40,35,37,38,9,20,4,228,0,7,0,0,0,3,0,0,0,19
SAL50892,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,11,0,0,0,0,0,5,0,14,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50893,0,7,5,7,0,5,0,4,7,30,34,241,179,109,157,162,48,94,12,1052,0,5,0,0,6,0,9,7,0,27,4,8,5,6,20,42,15,58,0,159,0,5,6,0,11,22,0,17,0,65,0,0,0,0,3,4,4,0,0,17,3,8,11,3,16,41,13,47,0,147,0,3,3,0,4,14,3,8,0,34,3,47,31,10,20,29,0,15,0,149,5,61,24,7,6,11,8,9,4,128,3,5,6,3,21,20,9,14,0,81,0,0,0,0,7,7,0,5,0,16,0,3,9,4,14,26,4,18,0,85,0,5,4,4,5,13,0,8,0,35,5,26,19,13,48,75,25,41,0,253,0,22,6,3,10,13,0,0,0,54,5,12,10,9,28,32,7,19,0,125,7,69,52,23,44,46,18,40,4,292,6,55,48,47,53,44,19,23,0,293,3,27,7,0,3,5,3,3,0,54
SAL50894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50895,0,0,0,0,0,0,0,0,0,3,0,9,4,3,3,3,0,4,0,34,0,4,4,0,3,5,0,12,0,29,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,4,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
SAL50896,0,16,24,4,12,5,3,4,23,100,97,459,431,251,474,305,70,121,45,2252,0,8,6,6,11,12,4,3,5,58,8,0,6,4,16,34,15,71,0,162,10,31,14,18,100,81,23,36,4,325,0,0,0,0,15,8,5,10,0,44,15,38,40,33,87,171,41,121,5,540,0,0,6,11,30,39,9,13,0,112,16,153,133,52,111,64,12,25,11,570,3,103,64,22,36,35,4,27,4,293,13,20,32,23,53,71,13,38,0,268,0,3,4,0,10,8,6,0,0,30,0,7,7,3,25,23,6,8,0,79,0,3,3,4,10,16,0,7,0,38,8,23,15,23,55,59,21,30,0,233,8,43,38,17,33,28,7,12,5,189,10,19,20,10,85,59,17,18,0,244,19,71,61,38,72,48,17,30,0,347,41,89,132,107,148,85,16,25,5,643,6,18,12,10,19,14,5,5,0,86
SAL50897,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAL50898,0,0,0,0,0,0,0,0,0,0,12,20,18,10,14,23,6,13,3,115,0,7,0,3,0,12,9,9,0,40,3,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,7,0,26,0,0,0,0,0,3,4,4,0,9,0,4,0,0,3,11,0,0,0,25,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,0,0,12,5,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,4,0,17,0,4,4,0,0,11,4,3,0,29,8,6,7,5,7,4,0,4,0,29,0,0,0,0,0,0,0,0,0,0
SAL50899,0,0,0,0,0,0,0,0,5,5,8,14,5,4,9,8,3,51,4,96,0,0,0,0,0,5,0,23,0,27,8,3,4,0,4,8,3,112,4,142,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,5,6,0,0,0,0,6,0,79,3,105,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,7,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,7,0,7,5,3,0,0,0,0,0,4,0,9,0,0,0,0,0,0,3,6,0,18,4,3,0,0,3,0,5,8,0,28,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
SAL50900,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,12,0,0,10,0,0,0,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50901,0,3,0,0,0,7,0,0,0,6,3,24,22,15,20,26,4,15,4,131,0,7,0,4,0,0,4,5,3,19,5,0,3,0,0,0,3,10,0,20,0,0,0,0,4,4,9,8,0,20,0,0,0,0,0,0,0,0,0,3,0,6,0,0,4,10,4,7,0,33,0,0,0,0,0,0,0,4,0,4,0,6,3,6,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,5,0,3,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,4,0,0,0,16,0,0,0,0,0,3,0,4,0,8,0,0,0,0,3,0,0,0,0,7,0,5,3,0,0,5,4,0,0,23,0,4,3,4,8,8,0,3,0,29,0,8,0,0,3,0,0,0,0,6
SAL50902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,31,0,0,0,0,0,0,0,0,0,0,11,3,8,0,3,5,8,121,5,163,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,13,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAL50903,4,19,14,6,10,11,3,0,13,85,169,535,422,280,305,252,92,132,24,2211,7,12,9,13,33,77,16,21,0,191,57,12,13,4,4,19,19,167,0,292,29,25,41,41,104,98,20,36,0,408,0,0,0,0,7,16,4,7,0,36,32,37,37,32,76,119,32,65,13,446,0,9,8,10,15,17,5,6,0,73,15,134,96,65,63,47,16,24,0,462,36,152,100,71,62,93,25,58,8,604,8,20,26,5,3,18,3,18,0,100,0,5,4,0,4,8,5,3,0,21,0,7,0,4,10,10,3,10,0,49,4,7,7,9,17,16,5,11,0,61,8,44,26,26,23,32,12,26,0,199,13,48,35,11,29,18,9,18,3,200,12,16,15,14,40,39,8,12,0,149,30,66,72,41,54,63,36,37,3,398,50,103,93,60,56,40,17,16,3,431,5,28,13,10,6,4,3,5,0,72
SAL50904,0,5,0,0,5,0,0,0,0,7,16,42,48,22,30,27,9,12,0,203,0,0,5,0,0,3,6,5,3,31,3,0,0,0,0,3,0,12,0,30,0,3,6,0,8,9,4,5,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,20,7,17,0,74,0,0,0,0,0,3,0,4,0,14,0,14,3,0,12,0,0,0,0,43,0,6,0,0,0,0,0,0,0,15,0,0,0,0,0,5,5,0,0,13,0,0,0,0,6,0,0,0,0,4,0,3,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,6,4,3,7,0,0,3,0,5,0,30,0,8,0,0,0,3,0,4,0,17,0,0,0,0,5,3,4,0,0,16,6,6,5,3,6,3,0,0,0,28,6,9,20,0,8,0,0,4,0,42,0,0,0,0,3,0,0,0,0,6
SAL50905,0,9,5,3,3,0,0,0,4,12,26,163,121,60,68,76,21,49,3,586,0,0,0,0,0,3,0,5,0,5,0,5,8,0,6,18,4,38,0,83,0,6,4,0,7,12,6,9,0,42,0,0,0,0,3,8,0,3,0,15,3,20,9,10,17,36,5,31,0,141,0,5,0,0,3,11,0,6,0,27,5,36,21,0,12,6,3,3,0,86,3,26,8,0,4,0,6,5,0,58,0,0,0,3,0,18,0,5,0,32,0,3,0,0,3,3,0,3,0,18,0,5,3,4,11,10,5,11,0,40,3,5,6,7,4,7,5,0,0,26,3,13,16,8,17,42,12,20,0,123,3,4,0,0,4,5,0,5,0,24,0,4,4,0,15,12,7,12,0,63,9,32,29,13,21,20,9,21,0,157,7,42,30,20,20,14,3,12,0,150,5,14,6,4,0,0,3,0,0,31
SAL50906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
