SAL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SAL50914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50915,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,9,0,0,0,0,0,0,10,7,9,0,0,0,11,10,20
SAL50916,0,0,0,13,19,30,0,0,0,10,6,10,0,6,9,8,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,11,0,0,0,31,40,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,44,90,0,0,0,0,0,0,49,44,90,7,11,14,86,94,174
SAL50917,142,235,374,413,437,849,0,0,0,56,70,124,0,0,0,1110,1184,2295,6,15,22,77,93,168,16,14,29,8,12,23,21,13,36,18,20,39,20,41,59,34,51,87,53,52,99,4,4,8,8,10,16,64,90,149,197,213,405,6,4,8,2112,2313,4422,274,240,519,173,123,297,25,23,48,0,0,0,63,69,130,40,38,78,101,104,207,3203,3013,6218,38,34,68,13,19,35,3249,3074,6319,559,447,1010,6642,6557,13199
SAL50918,0,0,0,5,3,7,0,0,0,0,0,0,0,0,0,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,41,0,0,0,0,0,0,25,20,41,3,3,9,41,35,70
SAL50919,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,9,0,11,0,0,4,23,12,32
SAL50920,6,8,10,165,172,340,0,0,0,89,76,166,14,9,24,219,239,462,7,5,15,3,9,10,15,17,29,0,3,3,0,4,3,0,0,4,18,15,30,17,16,31,59,75,134,8,5,6,8,8,15,31,55,84,134,152,277,6,0,6,783,856,1638,10,4,19,7,3,12,0,0,0,0,0,0,0,0,4,6,5,13,7,7,17,1048,971,2017,0,0,4,0,10,10,1049,983,2026,133,115,254,1989,1979,3970
SAL50921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,3
SAL50922,24,65,93,536,779,1317,0,0,0,99,114,213,0,0,0,668,800,1472,11,10,18,7,20,25,25,31,62,29,28,57,12,12,25,0,0,4,28,12,44,65,70,136,57,57,112,0,6,5,7,12,14,56,87,141,159,189,346,4,6,9,1762,2244,4008,64,66,129,26,25,51,4,0,0,0,0,0,12,13,20,8,22,31,21,31,54,2053,2055,4114,16,10,22,9,18,27,2077,2081,4163,352,304,663,4335,4825,9160
SAL50923,0,0,3,17,11,33,0,0,0,4,0,4,0,0,0,9,22,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,36,46,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,56,120,0,0,0,0,0,4,66,60,120,11,12,31,115,120,232
SAL50924,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,0,0,0,0,0,0,7,4,6,0,0,3,7,7,17
SAL50925,7,22,29,86,109,198,0,0,0,14,14,34,0,0,0,138,142,281,0,0,4,0,3,5,12,14,31,15,16,32,0,0,0,0,3,3,10,10,16,3,3,7,13,15,30,0,4,8,12,12,20,7,9,14,64,36,99,0,0,0,386,401,791,0,5,4,9,9,11,0,0,0,0,0,0,3,0,3,5,11,16,11,11,16,611,538,1154,0,4,11,0,5,5,618,551,1170,137,98,235,1160,1101,2260
SAL50926,7,0,8,37,18,51,0,0,0,5,6,10,0,0,0,57,38,95,5,0,7,4,0,7,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,25,28,53,7,0,8,9,0,9,0,0,0,147,106,250,0,0,0,7,0,7,0,0,0,5,4,3,0,0,0,3,0,5,7,4,13,196,161,356,0,0,0,0,0,0,201,157,358,121,102,219,482,366,849
SAL50927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,0,0,0,0,0,0,6,4,9,0,0,0,8,4,10
SAL50928,0,0,0,22,17,46,0,0,0,0,0,0,0,0,0,11,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,0,0,4,9,9,0,0,0,41,38,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,31,84,0,0,0,0,0,0,47,31,84,5,4,5,91,79,174
SAL50929,0,0,0,10,8,12,0,0,0,0,0,0,0,0,0,3,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,16,10,29
SAL50930,0,0,6,7,6,20,0,0,0,3,0,3,0,0,0,8,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,3,8,0,0,0,31,28,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,43,98,0,0,0,0,0,0,53,44,96,3,6,7,87,82,159
SAL50931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50932,19,34,49,293,420,712,0,0,0,26,33,55,0,4,3,726,898,1627,14,3,15,33,46,73,0,0,0,0,0,0,7,8,13,3,0,4,13,10,19,9,11,24,38,39,75,0,0,0,3,4,6,63,87,146,52,75,127,3,0,4,1275,1642,2916,15,21,33,17,27,41,0,0,0,0,0,0,0,0,0,4,10,17,4,9,12,1387,1374,2758,13,11,27,3,5,6,1408,1388,2793,183,173,360,2923,3286,6204
SAL50933,13,17,28,153,205,358,0,0,0,5,9,11,0,0,0,311,356,664,4,18,18,42,54,99,0,0,0,0,3,3,4,4,9,0,0,0,4,6,10,0,3,3,7,21,32,5,6,10,0,0,0,21,47,69,31,23,54,4,4,7,594,754,1348,7,0,3,3,6,15,93,129,222,0,0,0,0,0,0,0,0,3,0,0,3,453,428,880,10,4,10,0,0,3,458,440,898,95,81,174,1270,1420,2691
SAL50934,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,7,0,7,6,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,6,8,10,0,0,0,23,23,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,17,35,0,0,0,0,0,0,24,17,35,13,3,18,63,39,103
SAL50935,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,8,7,13
SAL50936,0,0,0,6,5,10,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,46,0,0,0,0,0,0,24,22,46,13,8,14,44,44,87
SAL50937,0,0,0,11,3,13,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,20,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,24,0,0,0,0,0,0,12,9,26,0,3,0,35,24,57
SAL50938,9,4,12,134,161,302,0,0,0,5,5,13,0,0,0,198,223,423,25,24,49,10,0,6,7,11,20,0,0,0,0,0,0,0,0,0,0,0,0,9,4,12,9,8,16,5,0,10,26,34,63,31,58,89,32,38,67,0,0,0,490,573,1060,0,7,6,9,5,11,0,0,0,0,0,0,0,0,4,5,0,6,5,5,10,639,524,1164,4,0,4,6,7,7,650,525,1179,165,151,317,1331,1268,2604
SAL50939,23,66,89,302,441,742,0,0,0,43,73,113,0,0,0,363,451,814,3,0,4,11,14,27,10,12,17,24,17,44,3,6,6,8,5,10,23,18,41,26,28,52,44,48,92,8,11,16,10,15,27,24,53,79,108,111,218,5,6,8,1009,1310,2321,18,25,47,39,40,78,3,3,7,0,0,0,4,8,8,14,7,22,22,13,29,1337,1201,2538,10,0,12,7,5,9,1355,1206,2559,238,224,459,2705,2884,5587
SAL50940,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,20,0,0,0,0,0,0,6,9,20,179,11,186,196,23,219
SAL50941,0,0,0,15,16,36,0,0,0,3,0,5,0,0,0,21,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,6,6,0,0,0,0,0,0,8,4,12,6,9,10,0,0,0,52,59,112,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,56,110,0,0,0,0,0,0,57,56,110,19,19,41,137,133,263
SAL50942,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,23,0,0,0,0,0,0,15,9,23,0,3,3,16,17,35
SAL50943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,3,8,9,5,3,4,10,7,17
SAL50944,15,12,29,139,134,272,0,0,0,13,15,25,0,0,0,359,411,774,9,7,13,8,5,10,0,3,5,0,4,3,5,6,8,4,3,7,6,13,23,26,28,53,8,9,21,0,5,3,4,0,0,9,18,31,41,55,95,0,0,9,636,710,1348,29,22,47,22,22,41,0,0,0,0,0,0,19,19,35,3,12,14,18,29,51,591,522,1110,5,5,7,0,3,5,591,524,1119,131,85,216,1444,1407,2852
SAL50945,0,0,0,20,13,32,0,0,0,0,0,3,0,0,0,12,17,32,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,5,4,5,0,0,3,39,40,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,53,116,0,0,0,0,0,3,63,53,117,17,15,36,121,113,232
SAL50946,0,4,0,69,86,159,0,0,0,12,16,25,0,0,0,44,50,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,7,9,0,6,8,4,11,14,0,0,4,0,0,0,16,16,30,16,11,26,0,0,0,165,202,367,3,0,3,0,5,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,163,178,339,0,0,0,0,0,0,163,176,343,17,21,40,347,415,759
SAL50947,40,54,100,175,235,412,0,0,0,32,40,74,0,0,0,591,639,1234,3,6,10,34,22,59,13,27,40,3,13,20,4,5,11,3,3,10,14,21,36,40,51,97,31,23,55,7,3,10,15,21,30,27,25,55,131,134,270,7,12,14,1136,1299,2434,76,80,155,45,56,99,0,0,4,0,0,0,25,22,46,17,27,41,42,48,89,1270,1226,2495,14,4,18,5,14,24,1289,1243,2535,476,441,918,3111,3222,6335
SAL50948,13,25,29,71,69,142,0,0,0,14,21,33,0,0,0,264,289,552,10,5,16,0,0,0,8,5,6,9,7,14,0,0,0,5,3,9,18,27,44,15,18,31,13,11,25,0,6,5,3,3,8,7,9,18,61,57,112,3,0,3,498,524,1022,24,25,43,17,16,30,0,3,3,0,3,3,5,8,11,7,9,15,9,18,26,469,418,892,5,4,9,4,0,3,475,427,905,118,89,212,1156,1128,2283
SAL50949,0,0,0,11,13,18,0,0,0,5,5,7,0,0,0,9,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,14,36,0,0,0,0,0,0,27,14,36,13,6,17,55,46,101
SAL50950,17,31,47,55,55,108,0,0,0,12,14,27,0,0,0,170,173,347,3,3,8,11,6,21,5,3,7,3,4,9,0,0,3,0,0,0,0,0,6,5,4,14,5,6,8,0,0,0,0,6,6,10,9,16,16,21,36,4,6,7,309,311,619,19,12,29,13,8,25,0,0,0,0,0,0,7,4,11,0,5,5,7,14,18,540,500,1040,4,6,10,0,0,0,542,507,1054,171,142,310,1075,1028,2104
SAL50951,9,12,18,113,137,244,0,0,0,28,25,54,0,0,0,226,272,503,0,4,4,3,4,15,4,11,20,10,6,9,0,0,0,0,3,4,12,5,10,15,26,43,14,21,32,0,0,0,4,4,4,19,19,42,37,43,79,0,0,0,488,573,1058,13,13,21,15,11,31,0,0,0,5,0,4,6,10,17,0,0,3,12,16,26,752,704,1459,3,0,3,0,0,0,757,704,1465,71,48,113,1353,1379,2736
SAL50952,0,0,0,14,18,28,0,0,0,0,0,0,0,0,0,14,12,26,0,0,7,0,0,0,6,6,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,3,0,0,0,0,0,0,4,0,5,8,11,20,0,0,0,52,59,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,81,59,135,0,0,0,0,0,0,81,59,135,18,11,34,150,133,284
SAL50953,8,3,6,30,50,83,0,0,0,7,8,11,0,0,0,82,66,149,0,0,0,0,0,0,0,0,3,4,5,5,0,0,5,0,0,0,0,0,0,0,3,5,5,0,3,0,0,0,0,0,0,4,0,8,0,0,3,0,0,0,128,143,267,0,0,0,5,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,88,163,0,0,0,0,0,0,77,86,165,13,15,28,234,259,490
SAL50954,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,6,6,10,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,6,3,9,5,8,14,23,16,39
SAL50955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,4,0,5,0,0,0,5,0,5
SAL50956,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,3,3,4,0,0,0,5,12,16
SAL50957,0,0,0,66,67,131,0,0,0,19,13,30,0,0,5,38,43,83,3,0,10,0,0,0,3,7,4,0,0,0,3,5,7,0,0,0,9,0,11,13,4,18,22,33,54,0,0,8,0,4,3,13,14,29,19,15,31,0,0,0,198,205,406,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,246,240,480,0,0,0,0,0,0,248,241,482,26,36,60,475,485,953
SAL50958,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,9,4,11
SAL50959,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,0,0,0,0,0,0,10,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,19,0,0,0,0,0,0,14,12,19,6,7,9,31,20,49
SAL50960,16,35,54,726,810,1533,0,0,0,113,127,239,0,0,0,650,744,1391,4,4,8,39,36,74,14,18,34,16,22,35,8,8,16,6,10,13,24,37,57,78,80,151,77,86,165,6,7,8,8,10,12,50,63,109,129,151,276,9,0,7,1955,2199,4152,15,14,28,32,38,67,3,3,8,0,0,0,5,9,11,6,11,16,13,16,27,1586,1483,3072,8,4,18,3,3,6,1605,1495,3094,235,194,426,3878,3986,7867
SAL50961,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18,0,0,0,0,0,0,9,9,18,7,4,7,20,8,33
SAL50962,0,0,0,3,0,8,0,0,0,5,0,5,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15,0,0,0,0,0,0,8,7,15,0,0,0,18,9,32
SAL50963,0,0,0,21,19,38,0,0,0,0,0,0,0,0,0,17,21,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,5,3,0,6,0,0,0,46,38,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,53,116,0,0,0,0,0,0,65,53,117,25,19,50,138,114,258
SAL50964,0,0,0,14,11,34,0,0,0,0,0,0,0,0,0,9,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,31,30,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,15,0,0,0,0,0,0,5,5,15,4,0,4,37,37,78
SAL50965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,5,0,0,0,0,0,0,8,7,5,5,0,3,8,10,20
SAL50966,0,0,0,10,4,15,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,5,3,9,5,0,3,22,17,40
SAL50967,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,8,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,22,0,0,0,0,0,0,12,11,22,0,0,0,20,26,40
SAL50968,0,0,0,8,6,13,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,47,0,0,0,0,0,0,25,20,47,0,4,5,41,41,76
SAL50969,8,11,20,87,125,210,0,0,0,4,11,15,3,0,5,106,114,218,6,8,16,0,0,4,0,9,10,0,0,0,5,7,10,0,0,0,0,8,6,7,15,20,12,14,29,3,0,3,11,3,15,11,38,52,25,31,61,0,0,0,287,387,671,9,3,12,0,0,0,0,0,4,0,0,0,4,0,3,6,3,9,3,8,7,490,517,1004,0,3,4,0,4,9,496,528,1023,69,73,142,876,1006,1890
SAL50970,351,420,769,131,169,301,0,0,0,199,201,397,0,0,0,588,660,1248,0,5,10,161,142,312,9,17,28,7,12,17,4,0,6,33,24,55,33,38,72,29,28,55,20,33,48,3,5,10,21,19,34,13,29,46,205,199,408,0,0,0,1460,1583,3046,40,36,75,920,860,1781,4,5,3,0,0,5,18,15,32,25,21,46,42,41,85,892,768,1667,5,7,10,6,8,5,903,779,1681,289,270,559,4004,3995,8000
SAL50971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,15,0,0,0,0,0,0,21,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,29,0,0,0,0,0,0,23,5,29,13,0,13,62,24,87
