SAL_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SAL50073,7,12,14,7,3,11,0,0,0,0,0,0,0,0,0,7,8,12,0,3,3,0,0,0,100,80,86.7,100,80,86.7,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,19,0,0,0,5,6,10,6,5,6
SAL50074,24,19,40,11,5,17,0,4,4,0,0,0,0,0,0,14,6,21,9,4,7,7.7,0,4.5,61.9,47.4,55,57.1,47.4,52.5,0,0,0,0,0,0,0,0,4,3,3,4,9,5,6,0,0,0,0,0,0,9,5,6,18,17,37,0,4,5,17,10,25,5,10,18
SAL50075,406,392,798,156,90,247,51,118,165,23,10,32,14,15,34,243,237,482,118,137,253,6.9,7.2,7.1,60.5,60.1,60.3,56.3,55.7,56,0,14,9,0,10,10,14,36,56,25,36,56,114,62,172,7,11,18,9,5,18,125,81,206,397,377,775,46,54,95,303,302,603,119,117,236
SAL50076,38,7,45,8,3,6,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,12.8,28.6,15.2,12.8,28.6,15.2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,3,3,5,0,0,0,0,0,0,4,0,9
SAL50077,129,126,257,54,40,96,21,41,63,3,0,5,0,0,0,84,81,163,43,46,86,1.2,0,0.6,62.3,63.6,62.9,61.5,63.6,62.5,3,4,8,4,11,11,21,11,35,7,14,21,25,18,45,0,4,3,0,3,6,32,17,51,132,130,267,15,13,33,108,104,211,37,43,78
SAL50078,4284,4656,8938,2059,1355,3417,666,1296,1958,106,159,270,139,110,250,2967,2924,5891,1045,1531,2576,4.6,3.8,4.2,69.2,62.8,65.9,66,60.4,63.1,257,286,538,103,225,324,711,970,1685,384,495,878,978,519,1496,64,71,139,49,99,147,1087,698,1781,4278,4569,8842,640,661,1302,2796,3036,5835,1817,1917,3732
SAL50079,1535,1591,3128,721,370,1089,234,488,721,35,33,65,50,41,87,1037,928,1963,449,620,1067,4.5,4.4,4.5,67.5,58.3,62.9,64.5,55.8,60,192,144,332,37,69,106,426,452,879,147,181,324,229,109,335,11,10,20,17,40,66,260,160,423,1572,1636,3207,225,258,485,1079,1107,2188,643,708,1349
SAL50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50081,1594,1520,3115,1033,635,1665,140,381,524,77,85,161,27,23,54,1278,1126,2404,109,226,335,2.2,2.2,2.2,80.2,73.8,77.1,78.4,72.2,75.4,46,71,112,25,61,83,144,296,440,142,151,291,558,235,793,33,42,74,14,24,39,605,301,906,1416,1389,2803,559,521,1080,536,523,1055,1264,1237,2507
SAL50082,1254,1374,2628,538,305,842,166,397,567,48,40,88,28,22,56,774,773,1546,409,546,958,3.5,3.2,3.4,61.8,56.2,58.9,59.7,54.4,56.9,29,23,48,13,48,56,87,164,247,92,167,260,375,257,625,23,45,66,21,38,60,419,332,755,1267,1390,2656,218,228,443,811,886,1695,594,654,1252
SAL50083,6125,6546,12668,3086,2089,5177,940,1791,2727,208,260,467,184,180,362,4414,4316,8736,1419,1979,3398,4.2,4.1,4.2,72.1,66,68.9,69.1,63.2,66.1,412,538,954,197,321,511,1317,1625,2944,597,673,1269,1152,601,1752,46,96,147,66,130,192,1262,825,2090,6122,6434,12559,909,1004,1915,4028,4269,8302,2559,2797,5359
SAL50084,580,625,1202,226,146,370,78,148,226,30,24,56,14,25,36,349,344,687,175,234,405,4.3,6.1,5.2,59.6,55,57.2,57,51.6,54.2,12,18,29,8,15,25,54,109,163,36,58,96,152,81,229,8,20,28,6,18,24,166,113,284,506,525,1032,92,131,220,339,332,675,228,289,510
SAL50085,63,46,98,34,19,56,0,8,9,5,5,3,3,3,8,41,29,70,11,10,24,4.9,6.5,5.6,69.5,72.1,70.6,66.1,67.4,66.7,0,0,0,0,3,5,6,3,7,0,0,0,7,9,11,7,0,7,0,0,3,17,9,21,58,40,96,10,7,17,41,27,69,16,15,24
SAL50086,2090,2293,4381,913,543,1453,340,722,1065,85,87,170,59,62,124,1401,1410,2814,568,785,1355,4.4,4.3,4.3,67.2,61.5,64.2,64.3,58.8,61.4,185,201,388,46,138,181,413,576,982,190,228,423,375,206,577,24,30,49,26,40,60,424,270,698,2106,2236,4342,317,348,668,1351,1456,2811,918,1006,1918
SAL50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50088,28,14,48,12,3,21,3,9,10,3,0,6,0,0,3,20,12,30,4,3,7,5,7.7,6.1,74.1,72.2,73.3,70.4,66.7,68.9,0,0,0,0,0,0,0,0,3,0,3,3,6,6,4,0,0,0,0,0,3,4,8,10,20,20,39,3,0,5,15,16,33,11,4,8
SAL50089,30,16,44,19,7,23,4,7,8,3,0,0,0,0,0,25,15,40,0,3,4,0,0,0,88.9,82.4,86.4,88.9,82.4,86.4,0,0,0,0,0,0,3,5,6,3,0,3,7,0,4,0,4,4,0,0,0,11,4,11,21,17,42,3,0,4,18,9,26,9,6,18
SAL50090,3761,3554,7319,1823,986,2809,598,855,1449,131,130,265,159,144,302,2707,2119,4824,792,1232,2022,5.8,6.8,6.2,71.9,59.5,65.9,67.8,55.5,61.8,193,260,447,40,65,103,549,731,1280,372,325,697,840,397,1237,56,58,116,45,70,116,939,525,1466,3611,3444,7059,706,638,1338,2062,1972,4029,1985,1850,3837
SAL50091,2203,2432,4631,1136,667,1807,332,708,1042,52,102,153,78,60,135,1595,1544,3134,524,808,1335,4.7,3.9,4.3,72.3,63.5,67.7,69,61,64.8,146,177,320,52,124,173,487,604,1089,236,243,479,418,208,628,14,35,50,25,41,69,457,286,751,2272,2436,4709,354,375,728,1475,1595,3063,1021,1064,2075
SAL50092,1235,1219,2460,679,319,1004,136,406,541,45,47,90,31,28,55,891,796,1685,302,393,698,3,3.1,3.1,71.8,65.1,68.5,69.6,63,66.4,33,37,71,19,31,54,116,172,295,113,162,269,421,184,600,26,25,45,23,34,52,464,233,698,1303,1300,2607,155,165,325,1004,992,1998,387,430,814
SAL50093,3646,3723,7371,1602,875,2477,507,912,1418,133,114,248,191,175,366,2426,2081,4504,1028,1444,2469,7.8,8.5,8.1,66.5,55.9,61.1,61.3,51.1,56.2,66,76,139,23,60,82,295,424,722,276,328,603,945,514,1457,71,73,144,43,91,134,1061,668,1733,3851,3807,7660,440,449,887,2820,2794,5608,1241,1257,2496
SAL50094,54,52,99,23,15,36,7,16,28,9,0,7,0,0,0,36,35,70,11,16,29,0,0,0,70.6,68,69.3,70.6,68,69.3,0,0,0,0,4,4,0,0,9,7,5,8,21,10,32,0,0,0,0,4,4,21,8,29,52,51,100,7,7,9,43,42,94,10,10,21
SAL50095,27,25,56,14,13,23,6,5,5,0,0,3,0,0,0,22,19,41,0,0,6,0,0,0,71.4,65.4,68.5,71.4,65.4,68.5,0,3,3,0,0,0,9,9,15,0,0,0,6,3,6,0,0,0,0,0,3,3,3,7,18,20,36,8,7,14,13,5,20,9,14,25
SAL50096,29,17,44,5,0,11,0,4,7,0,0,0,0,0,0,5,8,12,14,4,21,0,0,0,29.6,31.6,30.4,29.6,31.6,30.4,0,0,0,0,0,0,0,5,9,0,3,3,4,0,6,5,0,3,0,0,0,6,0,6,15,16,31,0,0,0,15,13,28,5,8,8
SAL50097,59,47,101,24,7,36,4,11,13,4,5,9,0,0,0,36,21,59,13,22,28,2.6,4.3,3.3,67.9,51.1,60.4,66.1,48.9,58.4,0,0,0,0,0,0,7,6,13,5,3,11,15,0,12,0,0,0,0,0,0,10,4,15,53,47,101,0,0,0,41,29,70,13,18,26
SAL50098,3224,3431,6653,1915,1047,2962,392,1139,1533,124,147,278,100,99,206,2531,2437,4969,546,869,1416,4.1,4.1,4.1,78.6,71.1,74.7,75.3,68.2,71.7,111,133,244,35,104,137,403,628,1035,298,380,680,976,512,1492,43,82,129,38,72,115,1068,674,1736,3409,3545,6950,599,624,1225,2234,2313,4553,1459,1578,3039
SAL50099,13,15,31,5,0,7,0,3,4,0,3,0,0,0,0,7,3,14,4,8,10,11.1,0,6.7,56.3,42.9,50,50,42.9,46.7,0,0,0,0,0,0,0,4,6,0,3,3,7,0,6,0,0,0,0,0,0,7,0,6,13,18,32,0,5,3,8,11,25,0,4,9
SAL50100,47,39,85,25,19,45,3,4,13,8,6,6,0,0,0,38,24,64,10,11,19,0,0,0,77.1,64.1,71.3,77.1,64.1,71.3,0,0,0,0,0,0,3,6,12,0,3,3,6,5,10,0,4,4,0,0,0,6,0,12,44,43,89,0,4,9,28,35,64,21,12,30
SAL50101,60,61,124,19,20,36,8,12,20,5,3,5,4,0,3,34,38,71,15,26,40,8.1,2.8,5.5,63.8,55.4,59.3,58.6,53.8,56.1,0,0,0,0,3,4,0,7,13,5,9,11,21,18,33,0,0,0,0,0,0,18,20,33,66,69,127,5,10,16,50,47,96,19,20,38
SAL50102,1591,1697,3292,852,429,1280,186,568,759,61,80,143,74,51,131,1175,1141,2312,347,508,851,6.3,4.7,5.5,73.7,67,70.3,69,63.9,66.4,42,42,87,16,46,59,158,298,464,108,217,330,546,238,778,20,31,54,29,44,75,594,310,908,1689,1744,3429,199,253,450,1199,1243,2449,554,625,1182
SAL50103,113,119,231,51,31,77,18,34,53,5,5,3,4,5,3,70,64,136,44,53,93,2.8,4.6,3.6,64.3,54.2,59.1,62.5,51.7,56.9,0,4,7,4,8,10,18,18,40,5,14,25,28,8,35,0,0,3,0,0,0,31,11,43,111,117,229,20,13,31,94,101,194,33,33,60
SAL50104,660,606,1264,295,146,441,80,170,253,21,22,47,33,28,58,434,369,803,179,211,393,8.1,7.1,7.6,66,60.2,63.2,60.6,55.9,58.4,11,11,21,12,7,25,41,69,103,39,59,99,206,87,294,12,19,25,11,23,32,226,129,354,600,578,1178,123,119,240,430,405,834,262,257,515
SAL50105,3085,2809,5896,1439,832,2271,434,698,1134,109,98,207,138,101,242,2119,1725,3849,703,913,1616,6.5,5.9,6.2,68.8,61.4,65.3,64.3,57.8,61.2,166,152,318,31,70,105,441,517,960,281,295,581,666,323,983,51,51,105,34,59,89,746,434,1175,2737,2563,5299,559,530,1092,1659,1575,3232,1492,1368,2861
SAL50106,86,82,173,42,23,64,11,19,25,4,0,6,3,0,7,60,45,109,16,28,42,6.7,2.1,4.7,69.8,56,62.9,65.1,54.8,60,0,0,0,0,0,0,5,7,11,3,8,13,16,16,35,0,0,0,4,3,4,19,17,35,80,83,165,8,9,17,63,63,121,20,23,48
SAL50107,66,65,129,38,27,66,16,21,32,0,3,5,0,0,0,55,50,106,7,14,23,0,2,1,80.3,77.3,78.8,80.3,75.8,78,3,0,7,0,3,3,5,6,17,3,13,17,20,12,29,0,4,5,0,0,0,21,12,34,64,68,131,10,9,16,53,45,101,19,26,49
SAL50108,6,8,16,10,3,14,0,0,3,0,0,0,0,0,0,10,10,14,0,0,0,0,0,0,88.9,88.9,88.9,88.9,88.9,88.9,0,0,0,0,0,0,0,5,10,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,12,12,16,0,0,5,7,3,9,3,3,7
SAL50109,57,54,106,38,24,58,7,13,23,0,0,0,0,0,3,47,36,84,5,11,10,4.5,2.6,3.7,83,69.1,75.9,79.2,67.3,73.1,0,5,5,0,0,0,0,15,18,6,0,6,18,10,28,0,0,0,0,0,0,18,19,33,62,60,122,3,3,9,51,39,95,14,15,33
SAL50110,2266,2235,4501,1152,659,1814,366,624,990,90,70,162,101,76,181,1706,1432,3139,457,728,1187,6,5.3,5.7,75.5,64.1,69.8,70.9,60.7,65.8,69,98,170,23,42,66,286,342,619,187,192,385,450,294,738,38,45,80,28,40,72,521,381,898,2549,2474,5025,329,328,655,1821,1731,3546,871,908,1784
SAL50111,4091,4070,8164,1261,673,1937,938,992,1932,148,117,264,228,149,375,2580,1932,4501,1057,1593,2653,8.7,7.6,8.3,63,47.4,55.2,57.5,43.8,50.6,418,336,753,41,89,127,821,701,1521,372,342,712,472,260,735,74,71,146,24,45,72,569,380,951,2910,2924,5832,1170,935,2103,1134,1320,2460,2756,2317,5076
SAL50112,614,628,1239,238,183,420,94,168,264,35,24,58,30,9,40,395,379,782,168,212,372,7.3,2.9,5.1,64.6,60.7,62.6,59.9,59,59.4,20,22,40,3,30,32,59,98,157,53,62,110,175,71,242,12,23,31,11,13,22,197,102,302,535,556,1094,115,126,240,365,362,728,264,294,557
SAL50113,18,16,33,13,3,16,0,9,12,0,0,0,0,0,0,19,10,31,0,0,0,0,0,0,88.9,78.6,84.4,88.9,78.6,84.4,0,0,0,0,0,0,3,3,7,0,5,4,4,0,5,0,0,0,0,0,0,4,3,5,17,10,29,0,7,3,9,9,22,3,7,14
SAL50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50115,2191,2249,4444,1284,652,1938,273,688,963,88,86,174,97,91,188,1736,1522,3260,327,642,973,5.5,6.1,5.8,79.3,67.6,73.4,75,63.5,69.1,62,70,128,18,48,67,250,375,621,201,275,476,593,385,977,48,62,115,24,60,80,671,505,1170,2511,2506,5013,406,426,829,1768,1642,3411,906,1050,1962
SAL50116,491,488,972,133,74,204,48,87,137,20,19,35,20,15,38,214,194,403,218,243,458,8.8,8.3,8.6,44,39.7,41.8,40.1,36.4,38.2,5,6,9,3,4,5,22,49,75,29,35,65,108,51,161,10,3,13,6,14,19,118,67,191,417,432,849,53,47,104,317,310,623,140,147,295
SAL50117,2384,2540,4928,1132,622,1751,305,747,1053,82,76,162,98,77,173,1619,1526,3144,661,915,1573,6,4.9,5.5,68,60,63.8,63.8,57,60.3,115,116,228,37,79,120,342,461,808,230,281,508,636,284,918,50,53,103,36,71,104,722,402,1127,2436,2549,4984,299,311,611,1810,1907,3716,785,833,1620
SAL50118,300,291,600,142,69,218,42,98,137,5,9,18,8,4,15,206,184,386,88,109,191,4.8,2.2,3.6,68.5,61,64.8,65.2,59.7,62.5,24,16,43,5,12,13,53,77,132,32,37,70,83,32,114,6,0,6,4,15,21,91,48,138,323,301,628,29,31,58,234,234,469,104,98,205
SAL50119,2742,3145,5881,1233,745,1978,430,950,1382,76,116,190,73,67,143,1818,1872,3693,774,1122,1901,4.2,3.4,3.8,66.4,59.5,62.7,63.6,57.5,60.3,232,235,461,86,173,259,622,823,1449,277,337,619,505,253,754,25,33,62,43,65,102,568,349,922,2713,2971,5689,411,501,909,1851,2014,3862,1133,1320,2454
SAL50120,10,3,20,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,4,0,4,0,50,16.7,40,33.3,37.5,40,16.7,31.3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,3,0,6,3,0,7
SAL50121,120,80,204,27,10,40,19,21,41,3,3,3,7,3,13,62,35,94,49,42,91,13.6,11.4,12.8,50.4,42.2,47,43.6,37.3,41,5,6,5,6,3,10,8,10,17,8,10,16,27,14,39,0,4,4,0,5,4,31,20,50,96,78,170,24,14,34,68,50,121,45,30,77
SAL50122,6,3,14,4,0,7,0,0,0,0,0,0,0,0,0,4,4,10,0,0,4,0,0,0,83.3,66.7,75,83.3,66.7,75,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,9,12,0,0,6,4,9,15,3,0,4
SAL50123,517,603,1123,299,255,549,66,147,215,31,30,58,10,12,18,401,442,841,47,78,130,2,2.5,2.3,77.8,73.4,75.4,76.3,71.5,73.7,14,21,38,13,18,27,64,117,180,45,91,134,177,79,253,6,20,24,6,9,13,187,103,290,455,533,994,147,182,331,223,257,480,336,393,723
SAL50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50125,23,27,49,20,10,27,0,8,8,0,4,4,0,0,0,20,20,38,0,8,10,0,0,0,87,63,74,87,63,74,0,0,0,0,0,0,0,6,9,0,0,0,6,9,10,0,0,0,0,0,0,6,8,10,21,22,46,6,6,5,20,20,39,6,7,7
SAL50126,506,501,1007,197,112,309,48,101,148,24,14,36,8,11,24,280,236,514,178,214,394,3.6,4.7,4.1,55.2,46.9,51,53.2,44.7,49,5,14,15,5,15,22,32,46,74,36,58,95,138,57,192,11,14,22,7,11,13,150,83,232,446,453,897,86,104,189,332,326,658,182,205,390
SAL50127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50128,0,3,4,0,4,5,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0
SAL50129,541,532,1074,266,138,397,50,147,189,26,24,54,13,18,26,350,319,669,154,188,345,3.4,4.7,4,64.5,60,62.3,62.2,57.2,59.8,6,11,16,5,19,23,33,73,100,39,70,107,192,104,291,9,16,22,3,12,16,202,124,329,511,488,995,113,104,218,352,343,697,238,231,467
SAL50130,26,19,43,23,4,30,0,10,10,0,0,0,0,0,0,26,16,39,0,0,4,0,0,0,85.7,83.3,84.8,85.7,83.3,84.8,0,0,0,0,0,0,3,4,6,0,4,4,6,4,14,0,0,0,0,0,0,10,4,13,30,19,40,4,0,3,22,10,35,3,4,7
SAL50131,36,32,72,12,9,20,0,8,9,3,0,3,0,0,0,22,16,33,19,17,29,5.3,0,2.8,51.4,48.6,50,48.6,48.6,48.6,0,0,0,0,0,0,0,4,3,0,6,5,14,0,9,0,0,0,0,5,5,14,4,16,31,31,56,7,7,18,26,21,50,12,13,28
SAL50132,573,631,1205,228,145,375,62,150,217,30,25,57,18,13,30,338,330,673,164,240,403,5.3,3.3,4.3,59,52.2,55.4,55.8,50.5,53,16,16,32,9,13,20,40,78,114,40,80,119,156,87,246,13,11,23,8,11,21,180,109,293,499,576,1075,116,108,219,335,361,698,264,300,563
SAL50133,36,32,69,12,8,15,5,6,10,0,0,3,0,4,4,19,18,37,14,14,29,0,23.5,10.5,55.3,54.8,55.1,55.3,41.9,49.3,0,0,0,0,0,0,0,3,3,0,4,0,13,6,20,0,0,0,0,0,0,19,5,24,34,28,60,10,5,17,19,9,26,24,19,46
SAL50134,22,13,33,10,5,13,0,3,3,0,0,0,0,0,0,15,5,23,6,10,9,0,0,0,77.8,53.3,66.7,77.8,53.3,66.7,0,0,0,0,4,6,0,3,5,3,4,4,4,3,9,0,0,0,0,0,0,4,4,8,16,14,29,0,3,9,7,5,20,8,9,17
SAL50135,19,16,32,14,7,17,0,7,5,0,0,0,0,0,0,16,14,28,0,0,3,0,0,0,88.9,68.8,79.4,88.9,68.8,79.4,0,0,0,0,4,4,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,3,0,8,22,19,37,0,0,0,18,14,30,4,7,8
SAL50136,17,19,38,9,6,9,0,3,3,4,0,4,0,0,4,14,7,25,0,5,5,13.3,12.5,13,78.9,50,65.7,68.4,43.8,57.1,0,0,0,0,0,0,0,4,4,5,0,5,7,6,9,0,0,0,0,0,0,7,7,7,14,15,28,5,0,5,6,4,11,10,13,18
SAL50137,462,445,902,211,104,314,54,92,142,30,35,64,7,9,22,301,237,535,110,160,270,3.7,3.8,3.7,65.4,53.8,59.7,63,51.8,57.5,8,7,12,0,7,12,19,49,68,21,33,54,139,59,199,6,21,24,8,8,19,160,81,239,409,387,798,125,117,244,249,247,494,245,227,472
SAL50138,13,11,22,9,5,11,0,8,7,0,0,0,0,0,0,10,9,20,0,0,3,0,0,0,81.8,83.3,82.6,81.8,83.3,82.6,0,0,0,0,0,0,0,5,5,0,0,4,3,0,8,0,0,0,0,0,0,3,0,8,14,12,24,0,0,0,12,10,23,0,0,0
SAL50139,24,14,36,12,5,18,5,6,10,0,0,0,0,0,0,14,10,25,3,0,3,0,0,0,77.3,76.9,77.1,77.3,76.9,77.1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,34,3,5,11,17,12,28,4,0,5
SAL50140,67,49,118,27,11,42,9,17,24,4,0,6,0,0,0,40,34,73,17,21,36,2.4,0,1.4,64.6,56.6,61,63.1,56.6,60.2,0,0,0,0,0,0,0,4,3,3,0,5,15,5,15,0,3,3,0,0,3,16,9,26,62,55,113,3,3,6,52,44,96,9,12,22
SAL50141,18,22,40,11,7,20,4,6,6,0,0,3,0,0,0,15,11,25,3,7,13,0,0,0,73.7,50,61,73.7,50,61,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,3,4,9,23,18,41,0,0,0,18,13,29,4,5,7
SAL50142,91,83,177,37,16,50,0,18,23,0,9,4,4,0,4,46,44,87,27,34,61,8.7,0,4.5,49.5,50.6,50,45.2,50.6,47.8,0,0,0,0,0,0,4,12,15,0,9,15,28,8,40,0,4,3,0,4,4,34,10,43,80,82,162,11,12,19,63,57,119,33,29,57
SAL50143,75,62,129,39,18,60,8,12,19,3,5,7,0,5,5,47,41,90,9,10,19,0,7.7,3.5,63.5,66.1,64.7,63.5,61,62.4,0,0,0,0,0,0,0,13,13,0,0,8,29,0,27,0,0,0,0,0,0,29,3,34,60,46,106,12,18,32,35,19,51,34,37,69
SAL50144,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,4,0,0,0,75,50,66.7,75,50,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,8,0,0,0
SAL50145,67,57,125,18,13,33,7,15,28,3,4,5,4,0,4,37,34,71,19,23,39,7.9,3,5.6,56.7,55.9,56.3,52.2,54.2,53.2,0,0,0,0,0,0,0,6,12,7,7,16,13,4,20,0,3,3,0,0,3,15,12,27,65,52,108,8,8,14,45,35,80,23,23,53
SAL50146,15,7,24,8,3,17,0,0,3,0,0,0,0,0,0,8,7,15,0,0,6,0,0,0,69.2,63.6,66.7,69.2,63.6,66.7,0,0,0,0,0,0,5,0,7,4,0,4,0,3,8,0,0,0,0,0,0,0,0,5,10,14,22,0,0,0,6,3,9,8,7,13
SAL50147,39,3,48,23,0,21,0,0,0,0,0,0,0,0,0,18,0,25,0,0,5,0,0,0,51.2,33.3,50,51.2,33.3,50,0,0,0,0,0,0,0,0,0,3,0,3,11,0,11,0,0,0,0,0,0,11,0,11,16,0,17,4,0,4,10,0,14,11,0,11
SAL50148,2237,2421,4663,990,560,1551,392,676,1069,60,63,121,93,60,160,1542,1363,2900,626,1006,1630,6.1,4.7,5.4,68.7,56.2,62.2,64.5,53.5,58.8,243,207,452,81,109,187,601,687,1287,224,282,512,297,148,445,23,24,44,17,53,80,341,226,562,2323,2453,4774,348,376,722,1584,1704,3291,982,1027,2015
SAL50149,4,10,17,6,0,11,0,0,0,0,0,0,0,0,0,6,5,12,0,0,4,0,0,0,87.5,55.6,70.6,87.5,55.6,70.6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,4,0,4,5,15,5,3,7,0,4,7,4,8,13
SAL50150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50151,66,58,124,21,7,37,3,18,22,3,3,5,3,0,3,32,25,64,24,27,52,8.8,3.6,6.5,54,46.7,50.4,49.2,45,47.2,4,0,0,0,0,4,6,12,21,0,8,12,15,3,18,0,4,4,0,0,0,14,4,20,58,52,112,14,9,18,52,45,96,17,15,30
SAL50152,20,19,39,11,3,18,0,0,6,0,0,0,0,0,0,14,11,22,3,7,16,7.7,0,4.8,59.1,40,50,54.5,40,47.6,0,0,0,0,0,0,0,0,0,0,4,4,9,0,7,0,0,0,0,0,0,6,0,13,15,18,31,0,0,0,15,15,24,4,5,14
SAL50153,15,16,34,11,0,15,3,4,4,0,0,0,0,0,0,11,8,22,0,0,0,0,0,0,87.5,57.1,73.3,87.5,57.1,73.3,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,6,5,4,17,14,28,0,0,0,14,9,23,7,4,7
