SAL_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SAL51393,0,4,4,0,0,4,0,0,0,9,4,0,0,6,5,0,0,0,0,16,9,0,23,3,3,9,8,10,3,64,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,22,14,32,21,12,10,8,17,3,141
SAL51394,44,50,52,21,44,13,25,16,3,274,84,71,67,105,94,27,26,28,0,506,112,66,455,181,140,76,101,68,14,1219,6,4,13,21,19,21,11,29,0,119,14,5,8,16,18,14,3,17,4,96,0,13,4,9,7,7,8,0,0,43,11,28,20,5,7,6,4,11,12,98,567,1447,755,556,572,244,238,251,58,4699
SAL51395,6,3,0,3,0,0,0,0,0,17,0,6,0,14,5,0,6,0,0,39,8,8,68,35,17,8,20,20,0,201,4,0,5,3,3,7,0,5,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,4,10,23,41,77,59,32,21,31,34,5,331
SAL51396,30,47,31,31,28,10,8,15,0,205,62,65,63,90,65,29,9,24,0,413,105,64,559,193,143,72,96,119,20,1371,9,8,12,15,10,16,10,20,0,99,10,13,5,18,15,14,9,11,0,88,4,15,10,13,7,0,6,4,0,56,3,11,12,8,15,13,17,11,23,112,408,887,775,478,402,194,193,248,65,3637
SAL51397,8,17,4,16,8,4,6,0,0,66,5,17,7,26,12,5,0,6,3,90,25,16,126,80,33,30,21,42,6,382,0,5,0,9,4,12,5,9,0,45,0,0,0,4,0,0,0,3,0,17,0,0,0,3,4,0,0,0,0,12,0,0,0,6,0,4,5,6,3,31,76,237,165,186,79,65,39,77,18,936
SAL51398,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,0,3,0,3,0,0,29
SAL51399,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,12,4,0,23,0,0,0,6,4,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,15,9,29,8,3,6,7,4,0,82
SAL51400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51401,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,6,4,3,0,3,11,0,35,0,0,0,0,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,9,17,5,6,3,12,6,85
SAL51402,9,25,16,11,13,13,5,4,0,102,25,28,30,50,19,7,10,22,3,204,37,27,155,72,45,18,37,51,3,434,4,0,7,3,7,0,3,6,0,30,6,0,3,12,8,0,0,0,0,37,5,5,7,0,0,4,0,4,0,20,0,4,3,3,4,0,0,3,11,39,245,701,302,265,221,96,104,165,33,2132
SAL51403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,11,0,0,0,4,0,0,0,21
SAL51404,4,0,0,0,4,4,0,0,3,19,6,5,6,3,3,0,0,0,0,24,12,8,36,16,10,5,10,9,3,104,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,24,36,42,26,23,10,10,11,5,192
SAL51405,64,57,34,26,30,21,9,3,4,249,57,51,62,58,74,23,14,7,7,349,93,41,296,102,83,43,31,44,14,748,4,4,4,9,17,12,0,9,0,57,11,12,4,11,29,13,0,10,0,81,7,10,6,6,11,0,0,4,0,53,13,17,7,17,14,3,8,4,3,65,623,1465,496,319,474,208,94,117,53,3838
SAL51406,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,6,7,0,0,0,0,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,7,4,3,0,4,6,0,50
SAL51407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51408,4,15,3,4,10,3,0,0,0,52,16,15,17,18,9,5,0,3,4,84,34,16,150,34,35,9,33,33,14,356,0,0,4,7,4,4,0,5,0,21,3,0,0,6,3,0,3,0,0,24,0,3,0,0,3,0,0,0,0,9,4,0,5,3,0,0,0,5,6,22,106,225,183,93,92,31,40,50,19,843
SAL51409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL51410,8,8,0,0,0,0,0,0,0,27,8,9,6,8,6,0,0,4,0,46,14,11,85,24,21,12,20,14,0,196,0,0,4,0,0,6,4,0,0,23,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,44,86,104,40,31,24,24,31,4,397
SAL51411,7,3,0,0,0,0,0,0,0,14,7,7,4,3,3,0,0,0,0,28,9,7,61,13,9,8,10,12,0,119,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,40,89,71,29,25,9,18,16,0,300
SAL51412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL51413,0,8,4,5,4,0,0,0,0,31,13,15,11,27,13,7,8,3,0,94,25,13,139,58,45,33,43,33,7,393,4,0,5,7,10,6,3,4,0,37,8,0,0,4,5,4,0,0,0,25,0,0,4,0,3,0,0,0,0,9,3,0,3,4,6,0,3,5,3,31,55,116,169,132,102,71,60,57,19,779
SAL51414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8
SAL51415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,8,0,6,0,0,3,0,29
SAL51416,39,70,17,19,28,12,3,6,0,195,45,45,36,40,47,14,4,12,0,239,45,33,106,50,48,22,20,29,0,356,5,0,4,9,8,12,0,9,0,40,16,11,5,9,20,6,3,0,0,74,9,18,5,3,4,0,0,0,6,41,13,23,4,8,13,6,0,0,8,69,794,2583,264,292,446,179,40,102,55,4760
SAL51417,25,43,46,43,30,15,9,19,0,231,79,63,62,116,94,25,25,32,9,501,129,67,534,214,149,68,98,81,15,1355,11,10,13,15,21,7,19,24,0,116,5,9,13,23,26,9,7,14,3,97,6,9,10,6,7,3,0,0,0,47,7,17,18,12,9,6,5,6,10,95,510,1338,815,596,574,201,205,232,48,4525
SAL51418,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,6,8,8,0,0,0,0,0,42
SAL51419,3,9,3,6,0,0,0,0,0,28,7,10,7,16,10,0,0,3,0,55,21,10,77,33,21,10,31,22,4,212,0,0,6,5,0,3,0,0,0,22,3,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,5,7,0,5,0,5,19,45,131,103,84,50,21,33,33,4,509
SAL51420,15,33,20,18,24,13,6,3,0,128,35,33,31,68,43,17,10,10,0,241,81,49,402,158,96,47,74,79,27,1013,10,4,10,21,20,16,13,11,3,95,3,8,8,13,9,7,11,5,0,73,4,0,0,0,7,0,0,0,0,15,8,3,6,10,12,3,10,5,15,80,240,478,507,345,269,118,128,132,45,2262
SAL51421,18,31,6,9,19,5,4,0,0,86,17,12,6,21,5,12,0,0,0,81,31,4,35,39,16,6,3,6,6,147,3,0,0,0,3,0,0,0,0,9,5,8,0,5,6,0,0,0,0,26,0,15,0,4,4,0,0,0,0,21,3,12,0,4,4,3,0,0,0,28,444,917,72,136,158,64,20,26,20,1844
SAL51422,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,4,0,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,4,0,7,0,0,3,0,50
SAL51423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,3,0,27,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,15,5,0,0,4,6,0,39
SAL51424,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,5,0,4,3,0,0,38
SAL51425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL51426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8
SAL51427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51430,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,8,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,3,4,0,0,3,0,36
SAL51431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6
SAL51432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL51433,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,6,4,0,0,3,5,0,45
SAL51434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL51435,51,52,32,51,41,11,6,5,0,255,77,76,34,97,65,35,22,17,4,435,129,57,525,169,130,70,85,99,31,1281,5,0,10,21,16,19,5,10,0,99,12,3,10,16,27,14,7,8,0,100,9,11,9,9,9,4,3,3,0,54,10,7,10,17,4,0,4,3,9,67,444,843,679,489,430,203,159,184,55,3497
SAL51436,4,15,6,0,4,0,0,3,0,33,11,7,8,11,10,0,4,0,0,49,22,6,69,31,24,4,12,6,0,174,0,4,0,0,11,4,0,0,0,20,0,3,6,0,6,0,0,0,0,17,4,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,12,70,176,92,61,59,19,15,19,6,512
SAL51437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL51438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,5,0,0,5,0,16
SAL51439,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,0,3,0,3,0,0,22
SAL51440,0,0,4,0,0,0,0,0,0,9,5,5,5,0,0,0,5,0,0,14,3,5,63,0,4,0,29,4,0,110,0,7,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,37,83,4,9,0,40,13,0,204
SAL51441,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,18
SAL51442,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,5,4,6,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,20,7,6,5,6,0,0,6,0,53
SAL51443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,7
SAL51444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,14
SAL51445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51446,37,35,16,26,22,6,3,7,0,145,49,53,31,44,32,24,6,10,4,257,104,54,293,89,85,31,71,49,12,792,12,0,4,4,15,7,8,8,0,50,14,3,5,4,15,8,9,7,0,61,3,12,3,6,0,5,0,0,0,26,4,8,3,13,7,3,0,0,4,40,378,511,373,238,235,111,103,86,26,2073
SAL51447,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,5,4,0,0,0,0,0,30
SAL51448,49,102,71,58,75,27,30,36,5,456,99,104,130,194,116,50,69,64,8,825,175,113,941,368,231,125,239,243,32,2472,5,8,17,33,33,46,18,40,0,198,9,13,37,41,45,22,17,20,4,204,5,22,11,13,11,6,12,10,0,87,20,20,25,32,23,14,27,20,29,204,641,1604,1432,1022,867,399,518,557,108,7131
SAL51449,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,10,3,3,13,0,5,0,6,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,9,12,17,15,8,0,6,4,0,66
SAL51450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,0,0,0,0,0,0,23
SAL51451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51452,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,14
SAL51453,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,4,0,0,0,0,0,22
SAL51454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL51456,7,7,7,7,4,4,5,3,0,38,18,11,10,20,12,4,19,10,0,98,21,10,261,32,46,7,129,16,19,556,0,0,3,3,3,4,13,0,0,32,4,0,3,4,4,3,4,3,0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,6,6,4,29,88,161,304,86,102,34,199,45,29,1041
SAL51457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51458,3,0,0,0,4,0,0,3,0,15,4,7,0,8,6,0,0,0,0,32,12,7,52,16,9,8,9,19,0,135,0,0,0,6,5,0,0,0,0,9,0,4,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3,14,37,64,66,40,40,10,22,25,8,310
SAL51459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL51460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51461,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,8
SAL51462,4,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,11,15,0,19,12,4,0,5,3,0,54,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,14,27,23,17,24,12,5,6,11,3,119
SAL51463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,7,0,0,5,0,31
SAL51464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL51465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51466,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,4,4,4,0,0,15
SAL51467,8,19,10,12,12,6,6,3,0,81,34,35,26,43,31,9,7,9,5,192,35,20,168,53,54,21,24,23,6,414,6,5,3,6,5,10,0,4,0,29,4,4,3,11,13,6,5,6,0,42,0,7,0,0,0,0,0,0,0,11,0,8,9,0,5,0,0,4,4,31,200,753,286,213,223,87,79,84,23,1945
SAL51468,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,6,0,6,0,0,4,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,3,3,6,4,4,5,0,55
