SAL_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SAL50050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50051,0,6,3,0,4,0,0,13,7,4,5,0,0,0,0,19,3,5,3,0,4,0,0,21,42,46,22,18,22,0,0,159,0,0,0,0,0,0,0,0,49,67,36,22,29,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,4,4,14,4,0,5,0,0,30,0,0,0,0,0,0,0,0,8,16,11,0,10,0,0,43,61,87,38,29,37,0,0,250
SAL50052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,6,3,4,0,8,0,0,21,0,0,0,0,0,0,0,0,6,4,4,0,6,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,13,0,0,25
SAL50053,213,155,62,43,67,29,27,592,71,42,25,8,22,4,0,178,72,38,14,11,11,10,3,163,198,193,83,65,80,31,18,671,3,0,3,3,5,0,0,13,554,435,185,134,184,78,57,1618,10,31,18,11,25,8,7,115,6,17,8,6,11,3,0,56,0,3,8,0,5,3,0,21,33,54,27,30,34,11,4,193,7,0,3,0,0,0,0,3,59,107,68,52,67,28,17,397,607,539,253,187,253,103,69,2010
SAL50054,756,888,502,335,426,129,70,3112,378,349,161,78,92,14,12,1085,344,300,139,71,99,17,4,986,1319,1210,667,421,453,86,28,4179,9,11,0,5,0,0,0,30,2808,2749,1470,915,1084,253,113,9388,68,94,76,52,85,23,13,409,82,108,69,34,42,6,3,351,37,54,35,21,25,7,4,182,233,339,214,143,139,23,18,1107,8,3,8,3,3,0,0,20,430,599,394,255,293,63,41,2074,3237,3352,1863,1172,1380,312,157,11464
SAL50055,643,518,186,101,120,55,27,1650,58,19,14,15,4,0,0,117,50,28,13,3,9,3,0,110,125,72,39,17,16,0,3,276,13,5,0,3,0,0,0,22,884,649,258,139,151,65,34,2180,83,125,58,38,64,45,28,434,18,21,10,9,12,5,0,80,19,19,11,6,9,4,0,70,76,89,63,28,39,13,5,311,11,7,3,0,0,0,0,22,209,261,144,85,119,59,29,913,1093,911,407,221,273,121,66,3093
SAL50056,0,3,5,0,0,0,0,8,0,0,0,4,5,0,0,8,0,5,0,0,0,0,0,7,18,13,3,9,5,0,0,43,0,0,0,0,0,0,0,0,15,22,8,8,11,0,0,67,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,13,15,29,11,8,12,0,0,79
SAL50057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,10
SAL50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50061,387,443,265,174,252,132,99,1759,63,68,30,29,46,31,9,270,85,96,38,32,38,18,11,318,309,308,179,123,167,53,17,1153,9,13,6,3,0,0,0,32,846,923,517,365,502,228,143,3525,35,56,43,36,55,31,14,269,21,31,21,19,13,4,4,115,7,23,16,15,20,6,7,90,94,131,94,63,80,23,12,496,3,7,5,0,0,0,0,26,161,247,182,137,170,63,36,998,1010,1174,700,503,671,295,177,4527
SAL50062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SAL50063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,7
SAL50065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4
SAL50066,0,0,0,0,0,0,0,5,0,3,0,0,5,0,0,4,0,0,0,0,0,0,0,4,18,22,13,8,6,0,0,62,0,0,0,0,0,0,0,0,17,26,11,10,6,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,10,26,27,11,14,12,0,0,90
SAL50067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50068,17,14,14,7,9,12,4,73,9,0,9,6,3,3,0,36,3,4,3,0,3,0,3,26,28,21,16,11,26,10,7,114,3,0,0,0,0,0,0,3,56,42,47,34,44,20,9,257,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,7,0,3,10,10,0,0,24,64,43,46,42,51,20,10,283
SAL50069,382,389,176,131,163,81,47,1369,110,108,38,16,15,6,0,290,96,99,30,22,19,7,0,276,358,281,104,64,64,10,3,875,5,11,0,0,3,0,0,16,948,883,348,237,259,92,51,2827,38,61,45,27,58,18,15,265,21,28,12,14,13,3,0,96,9,18,19,10,12,5,0,68,65,108,62,41,43,6,0,324,9,5,3,3,0,0,0,18,147,228,137,90,129,30,14,768,1096,1106,490,324,387,125,68,3587
SAL50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,8,7,9,3,0,0,0,0,17
SAL50072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL50074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8
SAL50075,0,8,5,4,7,4,0,30,0,0,3,0,5,0,0,9,0,0,0,0,3,0,0,6,25,25,22,12,23,8,8,116,0,0,0,0,0,0,0,0,26,38,28,21,40,7,3,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,7,5,3,0,6,0,25,0,0,0,0,0,0,0,0,10,12,7,3,0,6,0,32,31,48,33,26,46,16,6,198
SAL50076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,20,4,10,4,4,7,0,6,25,0,0,0,0,0,0,0,0,5,15,8,4,13,0,6,52,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,12,4,15,13,7,13,3,6,61
SAL50078,108,101,43,32,26,18,16,334,96,83,37,22,29,12,11,297,87,73,44,13,19,10,9,259,304,224,131,89,106,49,17,921,0,0,0,0,0,0,0,0,594,476,258,162,186,90,45,1817,12,22,8,3,5,10,6,69,10,17,12,18,16,3,0,68,0,9,3,4,4,3,0,42,25,60,41,30,32,7,3,203,4,4,0,0,0,0,0,10,57,107,70,59,57,20,11,381,656,585,330,223,241,110,58,2203
SAL50079,64,92,62,42,62,44,19,391,24,28,3,4,11,8,0,83,27,34,15,9,13,9,3,104,44,69,53,33,45,25,15,292,0,3,4,0,0,0,0,5,171,228,136,88,127,82,44,874,8,0,7,7,8,14,7,51,0,0,0,4,0,5,0,11,0,0,0,0,0,0,0,10,3,10,11,12,7,0,3,43,0,0,0,0,0,0,0,0,15,13,18,19,16,22,9,113,182,241,153,104,144,103,55,987
SAL50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50081,59,62,43,14,22,0,0,213,36,36,13,4,7,0,0,104,36,46,23,9,10,0,0,123,216,259,146,86,92,0,0,800,0,0,0,0,0,0,0,0,349,401,226,116,132,9,0,1234,4,3,0,3,0,0,0,15,0,0,0,0,6,0,0,3,0,0,0,8,4,0,0,16,14,23,20,12,13,0,0,76,0,0,0,0,0,0,0,0,18,25,24,16,18,0,0,112,367,433,250,136,153,6,0,1349
SAL50082,5,9,17,6,14,4,0,63,17,11,9,8,7,0,0,51,28,18,11,9,4,0,0,77,106,95,58,52,53,4,0,370,0,0,0,0,0,0,0,0,157,142,94,79,85,4,0,559,6,4,0,0,3,0,0,14,3,0,0,0,4,0,0,15,0,6,6,3,4,0,0,19,18,48,25,16,20,0,0,134,0,0,0,0,0,0,0,3,23,61,34,25,31,0,0,179,179,202,125,102,113,9,0,738
SAL50083,227,180,90,46,73,54,21,692,127,107,62,44,48,21,7,425,134,89,47,34,37,11,12,371,379,318,177,118,141,65,28,1226,3,4,4,0,0,0,0,8,875,706,385,246,295,158,68,2728,23,20,9,17,22,6,5,101,15,19,12,8,9,3,7,68,9,14,11,8,10,10,4,62,37,55,40,33,49,11,7,225,0,0,0,0,0,0,0,9,85,110,64,69,93,33,23,469,956,815,451,314,384,188,86,3193
SAL50084,7,8,4,0,0,0,0,23,4,0,0,0,0,0,0,7,4,3,0,0,0,0,0,12,48,24,18,6,13,0,0,109,0,0,0,0,0,0,0,0,65,42,24,14,18,3,0,160,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,6,4,4,5,0,0,35,0,0,0,0,0,0,0,0,9,9,14,4,6,0,0,45,73,55,40,12,22,0,0,203
SAL50085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,6,4,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,6,4,9,0,0,0,0,19
SAL50086,55,52,17,10,16,12,0,156,45,45,28,11,26,6,4,166,43,43,23,17,20,10,0,153,131,111,63,52,53,19,19,438,0,0,0,0,0,0,0,4,270,243,125,93,116,39,32,923,4,3,0,3,0,0,0,17,8,8,4,6,4,3,5,41,6,6,0,0,6,5,0,20,20,32,17,19,17,3,6,114,3,0,0,0,0,0,0,3,45,48,29,30,26,13,12,200,313,288,153,121,140,53,45,1119
SAL50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9
SAL50089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3
SAL50090,419,320,150,93,93,51,50,1169,34,19,20,4,4,4,0,81,43,33,13,11,16,3,6,120,72,92,53,33,31,11,11,295,6,5,4,0,0,0,0,14,570,474,233,139,137,65,58,1693,21,21,16,15,22,10,3,118,7,10,10,3,5,0,0,38,8,5,6,7,3,7,0,37,28,29,25,19,24,7,0,137,5,0,5,0,0,0,0,8,74,68,58,46,58,26,7,338,647,540,291,191,199,92,65,2028
SAL50091,94,82,55,33,38,26,12,347,49,39,20,19,21,7,0,157,55,42,21,6,12,3,5,151,145,118,58,35,42,31,6,440,0,0,0,0,0,0,0,0,346,280,160,100,120,63,33,1094,0,12,14,10,5,4,8,48,9,15,3,3,3,7,5,43,0,3,10,0,0,4,0,19,15,22,17,11,15,3,3,97,0,0,0,0,0,0,0,0,26,53,47,28,27,16,15,212,371,328,204,128,147,83,40,1309
SAL50092,3,21,14,18,17,11,5,94,16,30,18,12,27,6,0,109,26,36,11,13,6,8,0,98,70,97,70,45,64,14,3,363,0,0,0,0,0,0,0,0,117,186,114,85,120,36,8,664,0,0,3,4,0,0,0,11,0,0,0,0,3,4,0,10,0,0,0,0,0,0,0,0,8,14,6,3,3,0,0,36,0,0,0,0,0,0,0,0,8,21,12,14,10,3,0,70,126,199,130,98,127,38,8,727
SAL50093,184,222,101,79,89,63,36,767,34,49,26,14,17,10,0,144,39,40,19,15,28,5,0,144,118,145,92,61,61,14,8,501,0,3,4,0,0,0,0,6,377,452,241,165,190,92,47,1566,7,32,18,15,19,11,4,113,11,21,10,12,6,0,0,56,6,0,5,4,4,0,0,22,65,91,52,27,30,3,3,275,0,9,0,0,0,0,0,16,92,151,86,58,57,21,16,477,465,602,328,227,249,111,62,2040
SAL50094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,5,6,3,3,0,16,0,0,0,0,0,0,0,0,7,7,0,6,3,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,7,7,0,3,5,3,0,30
SAL50095,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,10
SAL50097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,5,0,0,0,0,15,0,0,0,0,0,0,0,0,8,4,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,0,0,0,0,17
SAL50098,196,157,70,64,94,47,23,646,69,67,30,15,24,5,4,213,70,73,29,30,12,4,3,219,274,222,138,89,99,33,15,855,0,0,0,0,0,0,0,3,609,518,265,196,227,85,42,1939,6,8,10,9,9,5,3,66,17,13,6,3,3,9,0,49,6,14,8,10,4,0,0,41,40,67,45,33,46,8,0,241,5,6,0,0,3,0,0,12,71,104,76,55,63,22,12,411,680,618,343,250,294,106,47,2348
SAL50099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,12
SAL50100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,0,0,0,16,0,0,0,0,0,0,0,0,7,3,5,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,5,4,6,0,0,17
SAL50101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,10,9,0,7,0,0,22,0,0,0,0,0,0,0,0,6,9,8,0,7,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,8,3,4,0,0,36
SAL50102,60,38,23,24,27,11,3,194,41,26,15,9,14,6,9,114,39,32,10,14,3,0,0,101,131,109,42,20,34,10,9,355,0,0,0,0,0,0,0,3,278,204,98,62,77,33,12,763,4,9,7,0,3,3,0,20,8,6,6,5,5,0,0,35,0,0,6,0,9,0,0,22,15,24,21,6,19,7,0,95,0,0,0,0,0,0,0,6,21,46,39,19,38,10,0,176,303,251,139,88,115,38,14,940
SAL50103,0,0,3,4,3,0,0,13,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,3,3,3,5,4,5,3,0,29,0,0,0,0,0,0,0,0,3,9,11,10,13,3,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,3,9,9,10,13,3,5,57
SAL50104,5,10,3,4,0,3,0,28,13,9,3,8,5,0,0,34,8,10,0,4,0,0,0,23,32,31,17,13,10,0,0,96,0,0,0,0,0,0,0,3,55,49,23,26,17,4,0,179,0,0,0,0,0,0,0,4,0,6,4,0,0,0,0,6,0,3,0,0,0,0,0,3,18,17,11,9,6,3,0,68,0,0,0,0,0,0,0,0,19,27,10,9,6,9,0,88,75,82,40,33,25,10,0,268
SAL50105,188,149,79,40,35,30,10,537,21,15,6,3,3,0,0,59,28,27,9,6,3,0,0,79,75,84,38,15,33,8,10,265,0,0,0,0,0,0,0,5,319,278,140,67,74,44,19,942,10,8,6,10,16,10,3,67,8,16,7,8,8,4,0,50,4,5,4,0,4,0,0,15,28,36,21,20,18,4,3,122,3,8,5,0,0,0,0,20,50,63,43,34,48,16,7,269,373,342,179,105,126,58,29,1205
SAL50106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,20,0,0,0,0,0,0,0,0,14,9,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,13,12,0,0,0,0,0,27
