SAL_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SAL50055,0,0,14,35,7,65,10,38,10,174,24,51,107,148,55,95,69,94,15,660,143,314,329,420,192,146,264,271,64,2147,108,237,245,257,146,84,181,225,45,1529,57,111,130,165,99,38,120,202,24,937,25,44,76,86,79,28,97,135,11,578,9,21,25,18,18,9,24,18,7,156,3,0,0,0,5,3,0,3,0,13,0,0,0,0,0,0,0,0,0,0,366,781,925,1129,604,469,769,989,171,6202
SAL50056,0,0,0,4,0,0,0,5,0,14,0,0,6,0,0,0,0,4,0,10,0,9,5,5,0,0,4,3,0,30,5,8,6,3,0,4,5,0,0,39,16,9,5,3,5,0,6,5,0,43,13,16,8,11,3,4,5,4,0,64,17,4,0,0,5,4,0,0,0,35,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,55,41,38,22,18,13,20,20,4,230
SAL50057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,10
SAL50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50059,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12,0,0,5,5,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,4,4,3,6,3,3,0,42
SAL50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50061,5,11,49,76,18,185,35,147,3,539,33,99,164,187,102,162,73,125,20,966,98,313,375,199,197,137,148,179,48,1698,183,282,312,207,219,116,167,170,39,1700,229,231,325,247,293,144,210,216,29,1929,203,253,320,232,321,131,216,213,24,1919,47,59,53,28,72,27,56,44,5,386,4,4,3,0,0,4,4,3,0,22,0,0,0,0,0,0,0,0,0,4,811,1251,1613,1187,1223,892,905,1104,177,9154
SAL50062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,16
SAL50063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,12,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,4,3,0,24
SAL50064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,8,0,4,0,0,19
SAL50065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,7,7,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,3,0,6,0,5,6,0,37
SAL50066,0,0,0,0,0,4,0,7,0,11,0,0,0,4,0,0,0,0,0,5,4,3,12,0,0,4,3,0,0,30,3,15,9,0,8,6,7,0,0,47,7,9,9,5,4,5,4,0,0,48,8,8,0,4,6,10,8,0,0,38,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,29,15,19,24,18,7,3,182
SAL50067,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,11,3,0,5,0,0,0,14,0,3,27,5,0,6,0,0,0,14,0,0,26,0,0,10,0,0,0,13,0,0,25,0,0,6,0,0,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,24,5,0,0,57,5,3,106
SAL50068,0,0,8,10,0,19,5,17,4,58,0,11,21,20,13,10,8,3,0,88,19,42,19,14,12,5,3,4,0,131,24,27,20,9,19,9,4,0,0,123,31,29,31,8,23,7,12,8,10,159,27,27,27,8,15,10,11,9,5,140,7,3,11,4,4,4,5,0,0,40,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,115,141,138,68,93,67,46,49,22,742
SAL50069,0,6,44,51,11,120,10,83,0,333,14,42,105,110,61,86,40,73,7,540,157,297,363,244,250,150,146,174,40,1815,181,290,303,212,218,92,148,172,34,1646,94,169,163,129,142,59,107,119,18,1003,47,59,81,69,76,38,51,69,11,497,8,14,8,18,15,3,8,14,0,84,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,501,872,1055,841,774,547,509,717,114,5924
SAL50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,5,7,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,6,0,3,3,4,6,3,0,39
SAL50072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,9
SAL50073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,4,0,0,0,0,0,12
SAL50074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,5,0,0,4,0,0,3,0,20
SAL50075,0,0,9,7,0,24,0,6,0,50,0,3,14,3,0,9,7,8,0,46,4,10,12,5,9,0,4,4,0,46,11,9,21,3,8,3,10,7,0,73,15,17,25,14,14,0,16,10,0,123,10,9,24,16,5,9,5,7,0,90,4,3,3,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,44,52,107,54,46,43,50,44,7,448
SAL50076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8
SAL50077,0,0,0,0,0,5,0,5,0,17,0,4,0,0,0,0,0,0,0,9,0,5,3,0,4,0,0,0,0,15,8,6,3,0,0,0,0,0,0,31,15,6,5,3,5,3,0,3,0,43,12,7,0,4,7,0,0,0,0,37,3,3,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,41,31,18,11,25,11,10,15,5,164
SAL50078,0,8,21,67,9,61,13,64,5,239,30,58,62,93,46,74,24,45,5,443,135,399,174,134,115,69,59,63,18,1169,205,473,187,106,169,62,56,55,18,1327,189,356,160,114,214,69,66,52,17,1236,149,235,114,100,161,58,66,67,6,953,21,49,25,30,41,25,20,26,0,250,3,6,4,0,0,8,0,7,0,24,0,0,0,0,0,0,0,0,0,0,731,1586,760,635,757,416,304,372,69,5641
SAL50079,0,0,9,20,0,55,4,26,3,121,8,34,33,29,28,27,8,20,0,181,30,137,38,26,26,8,12,20,0,288,57,208,47,32,58,12,9,11,0,436,88,161,40,39,74,21,10,10,8,454,50,101,27,29,39,16,14,14,3,298,18,28,10,6,13,3,4,5,0,92,0,8,0,0,0,3,0,4,0,12,0,0,0,0,0,0,0,0,0,0,244,679,204,182,238,139,66,101,21,1877
SAL50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50081,4,0,27,30,11,51,7,35,4,169,6,16,35,24,17,11,12,10,0,126,61,147,131,59,65,28,42,47,9,585,133,137,163,85,93,16,57,26,23,736,83,107,98,66,52,18,42,21,15,500,30,40,41,21,23,10,20,21,0,199,3,3,3,0,0,0,4,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,455,494,282,266,128,183,173,52,2347
SAL50082,0,0,16,25,3,41,0,17,0,118,3,8,32,18,3,20,5,15,3,111,16,38,71,27,35,32,24,27,4,267,28,50,51,43,41,22,23,38,6,300,48,71,39,56,40,19,27,42,0,337,35,52,19,42,49,24,17,26,0,276,7,7,8,7,20,5,8,4,0,72,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,142,230,234,218,191,173,116,180,21,1496
SAL50083,4,3,27,88,17,112,12,77,3,347,22,99,79,142,61,102,50,78,7,649,217,717,255,217,233,105,96,97,27,1971,366,814,233,162,256,59,67,81,37,2068,349,562,196,148,247,80,63,73,12,1730,183,331,156,128,216,58,71,86,10,1238,51,95,43,33,60,20,25,24,7,347,0,9,0,0,3,0,3,0,3,26,0,0,0,0,0,0,0,0,0,0,1197,2625,990,922,1080,524,390,529,105,8368
SAL50084,0,0,4,9,0,10,0,10,0,42,0,0,8,10,4,4,4,6,0,37,21,51,24,25,12,7,9,15,0,162,20,30,19,15,12,5,14,13,0,129,10,49,17,16,16,5,10,15,6,148,12,31,17,13,15,8,5,12,0,114,0,5,4,4,0,0,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,162,99,90,58,48,54,66,13,655
SAL50085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,10,14,3,0,0,0,0,0,6,0,17,10,0,0,0,0,0,0,9,0,21,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,5,0,3,0,8,15,0,67
SAL50086,0,3,15,33,8,46,3,24,0,138,3,32,33,65,15,32,3,19,0,208,59,194,76,53,36,29,10,23,5,486,107,242,78,54,59,17,13,21,14,603,128,249,80,58,63,21,19,26,5,637,86,165,53,33,55,15,25,16,10,469,13,43,19,12,24,7,12,13,5,146,0,3,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,395,936,359,309,261,166,84,141,42,2693
SAL50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,6,5,0,3,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,5,0,0,0,0,5,0,30
SAL50089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,6,10,0,0,0,3,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,0,0,0,0,4,3,0,40
SAL50090,4,10,17,32,8,54,13,49,3,194,20,45,108,95,52,73,35,81,12,515,85,259,205,198,126,79,135,144,20,1271,115,274,230,138,140,50,131,91,18,1187,58,102,139,91,102,36,92,123,16,764,36,58,84,57,70,24,64,64,9,467,14,16,17,11,23,0,15,15,4,120,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,332,762,799,624,522,324,490,577,92,4524
SAL50091,0,5,5,35,5,42,12,29,0,130,12,43,24,59,21,47,8,20,4,241,77,248,77,56,78,27,16,27,7,609,127,283,101,47,98,37,22,30,0,756,118,193,82,63,105,21,16,40,9,648,78,139,40,62,76,25,23,28,0,475,18,26,17,9,27,9,8,8,0,122,3,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,437,944,350,331,413,211,115,191,29,2999
SAL50092,3,0,24,23,9,45,5,35,0,136,3,17,45,22,20,22,7,20,3,155,16,34,32,18,30,4,15,9,4,164,67,65,53,24,48,15,24,10,13,311,79,88,86,47,83,18,22,20,11,455,57,50,74,26,57,14,28,15,4,323,11,11,16,6,8,7,9,4,0,77,3,9,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,244,277,331,163,247,121,107,110,34,1630
SAL50093,5,6,21,36,7,74,13,64,6,219,13,35,90,68,45,65,29,66,5,414,67,142,178,118,85,60,78,82,23,825,77,101,204,133,103,60,88,99,21,880,67,96,142,124,129,51,92,117,19,830,53,53,131,93,123,54,103,117,8,737,14,20,33,22,34,19,30,41,4,222,0,0,0,0,0,0,4,6,0,10,0,0,0,0,0,0,0,0,0,0,297,445,809,594,517,373,431,585,89,4142
SAL50094,0,0,6,0,0,0,0,7,0,15,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,3,3,0,0,4,0,0,0,0,16,0,3,3,4,5,0,3,0,0,21,0,0,0,0,3,0,7,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,16,7,11,4,7,7,0,70
SAL50095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,12,3,17,0,4,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,19,3,41
SAL50096,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,12
SAL50097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,10,6,4,0,0,3,0,0,0,0,10,7,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,9,0,6,0,10,8,3,58
SAL50098,4,0,42,56,12,88,16,73,0,294,29,34,77,75,45,74,24,51,4,406,101,276,227,145,134,57,66,89,16,1115,174,309,223,108,172,56,87,83,22,1232,120,188,180,89,165,53,85,91,23,993,72,78,109,59,94,52,70,64,6,607,12,22,15,15,15,8,12,17,0,115,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,512,913,881,535,638,395,351,461,68,4767
SAL50099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,12
SAL50100,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,10,0,0,0,0,0,0,0,0,0,3,6,0,4,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,7,0,3,0,8,13,0,64
SAL50101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,6,0,6,0,3,0,0,0,6,0,0,0,11,5,0,3,8,3,0,4,0,0,21,0,0,0,0,0,0,5,0,0,11,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12,8,12,8,6,7,13,5,0,69
SAL50102,0,0,11,15,9,43,8,34,0,116,5,12,25,37,15,31,7,18,0,148,53,121,129,40,68,31,31,34,16,521,70,115,123,57,77,24,24,31,9,543,39,93,69,50,61,21,29,40,9,402,30,71,63,32,58,29,30,40,3,353,9,11,12,12,17,0,10,15,3,100,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,202,430,437,238,318,179,135,207,41,2182
SAL50103,0,0,5,5,0,3,0,5,0,14,0,0,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,5,5,9,0,0,0,0,0,0,0,11,13,6,0,0,7,0,0,0,0,33,8,6,5,3,13,0,4,0,0,43,3,0,4,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28,17,11,20,11,7,7,0,133
SAL50104,0,0,0,10,0,7,4,7,0,32,0,5,9,13,16,7,8,11,0,75,15,24,37,16,10,15,17,22,0,148,22,26,41,19,20,10,19,15,4,169,12,19,27,15,12,7,21,17,3,143,14,16,20,19,16,10,17,13,0,137,5,11,4,3,0,4,4,6,0,39,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,73,103,144,98,75,56,87,98,15,740
SAL50105,0,6,13,17,4,45,5,27,0,125,20,45,77,67,46,53,29,46,3,394,90,254,194,136,121,55,109,90,34,1089,104,196,153,92,95,32,74,70,14,829,80,117,114,61,89,29,81,43,6,619,41,70,63,41,76,27,55,54,4,430,15,16,17,17,6,14,18,17,0,123,0,4,0,0,3,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,356,713,625,433,443,251,377,350,62,3607
SAL50106,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,5,0,7,3,0,0,0,4,0,16,4,0,3,3,3,0,0,5,0,19,5,0,6,0,5,0,0,0,0,19,9,4,0,5,4,0,9,0,0,25,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,30,5,12,9,8,0,10,16,0,101
SAL50107,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,8,0,3,3,0,0,0,0,6,0,15,4,6,7,4,4,0,5,0,0,31,6,4,4,0,0,5,4,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,24,14,20,7,8,10,9,8,6,103
SAL50108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,4,0,0,0,0,0,0,14
SAL50109,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,5,5,9,0,0,0,0,0,0,0,15,9,4,0,4,0,0,0,0,0,19,9,0,0,0,4,0,3,0,0,14,4,0,0,0,0,0,0,5,0,8,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,29,10,3,4,8,4,8,5,0,79
SAL50110,3,0,21,36,10,66,9,40,10,185,14,36,42,40,36,64,28,29,6,291,62,133,108,86,64,52,60,64,19,657,101,117,126,86,85,51,70,68,14,736,80,76,94,89,94,41,68,62,9,612,30,57,68,43,51,19,68,54,11,397,5,12,10,12,11,5,17,14,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,431,468,386,351,296,318,332,71,2964
SAL50111,0,7,19,52,13,67,14,41,3,218,28,108,92,260,53,155,91,122,19,931,90,368,172,240,101,116,155,262,42,1549,55,182,89,96,82,20,57,132,20,736,23,74,51,48,42,10,37,52,3,349,27,34,31,27,41,11,35,39,3,259,6,20,13,7,14,5,3,8,0,75,0,8,0,3,0,0,0,5,3,16,0,0,0,0,0,0,0,0,3,3,229,795,467,729,350,400,399,658,108,4131
SAL50112,0,0,5,10,0,19,0,14,0,47,5,10,12,10,6,13,0,6,6,61,11,31,19,17,11,9,8,13,0,123,9,34,21,16,13,14,7,17,0,135,21,32,20,21,29,10,8,11,5,161,22,25,18,16,17,13,14,9,4,142,10,13,6,3,10,0,4,3,0,58,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,87,146,111,102,84,71,50,75,15,736
SAL50113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,6,5,0,0,3,0,31
SAL50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50115,3,7,22,13,6,70,3,56,3,179,11,30,58,49,18,35,26,44,0,284,58,99,137,96,103,47,94,88,18,749,86,147,175,121,152,64,129,69,10,951,58,81,119,70,88,47,87,62,4,619,16,29,41,26,38,10,40,35,3,243,4,8,7,7,6,0,9,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,389,564,390,413,278,393,351,46,3070
