SAL_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SAL50921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50922,669,76,0,0,0,747,1386,42,0,0,0,1425,467,50,0,0,0,516,26,0,0,0,0,24,31,3,0,0,0,30,164,18,0,0,0,176,16,9,0,0,0,20,4,4,0,0,0,3,698,79,0,0,0,776,29,194,0,0,0,214,28,18,0,0,0,44,2804,391,0,0,0,3201
SAL50923,43,0,0,0,0,43,25,0,0,0,0,25,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,80,0,0,0,0,80
SAL50924,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SAL50925,223,0,5,0,0,227,399,4,8,0,0,412,160,0,18,0,0,180,21,0,18,0,0,35,7,0,10,0,3,20,89,0,0,0,0,94,10,0,0,0,0,10,4,0,0,0,0,0,286,3,51,3,3,336,9,0,0,0,0,9,14,0,0,0,0,17,933,6,69,3,0,1007
SAL50926,47,4,0,3,4,62,15,0,0,0,0,14,0,0,0,0,0,0,50,6,5,0,0,62,4,0,0,0,0,4,17,0,0,0,0,19,16,0,0,0,0,20,0,0,0,0,0,0,87,11,11,0,0,110,22,0,0,0,0,28,10,0,0,0,0,16,194,7,9,7,7,230
SAL50927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
SAL50928,38,0,0,0,0,38,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,65,0,0,0,0,65
SAL50929,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SAL50930,27,0,0,0,0,31,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,56
SAL50931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50932,731,147,10,0,0,888,835,152,32,0,0,1021,132,70,25,0,0,224,3,6,0,0,0,7,0,3,0,0,0,6,64,39,9,0,0,111,3,6,0,0,0,8,0,0,0,0,0,0,199,125,33,0,0,355,15,9,0,0,0,23,14,4,0,0,0,18,1790,437,77,0,0,2296
SAL50933,276,31,30,0,0,337,253,11,8,0,0,270,27,5,13,0,0,53,0,0,0,0,0,3,3,23,41,0,0,69,18,7,4,0,0,27,9,4,8,0,0,20,0,4,5,0,0,10,57,44,76,0,0,184,19,126,114,0,0,268,4,11,11,0,0,24,614,229,248,0,0,1092
SAL50934,14,0,0,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,22,5,0,0,0,0,5,0,0,0,0,0,4,31,0,0,12,0,45
SAL50935,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL50936,20,0,0,0,0,20,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,32,0,0,0,0,32
SAL50937,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,22
SAL50938,296,5,0,0,0,302,308,0,0,0,0,313,73,3,4,0,0,82,63,15,0,0,0,76,20,0,0,0,0,17,80,3,0,0,0,85,42,5,0,0,0,52,3,0,0,0,0,5,281,33,4,0,0,314,27,0,0,0,0,27,13,0,0,3,0,20,927,43,3,8,0,978
SAL50939,263,57,0,0,0,320,833,24,0,0,0,857,235,5,3,0,0,240,29,17,0,0,0,40,6,18,0,0,0,26,149,0,9,0,0,152,7,12,0,0,0,23,0,0,0,0,0,5,432,57,8,0,0,492,14,326,0,0,0,340,14,26,0,0,0,38,1551,484,6,0,0,2053
SAL50940,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SAL50941,33,0,0,3,0,42,19,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,70,0,0,6,0,78
SAL50942,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SAL50943,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL50944,274,9,4,38,0,317,400,11,4,3,0,423,87,14,17,0,0,116,26,0,0,0,0,28,4,7,0,0,0,9,84,25,0,0,0,113,8,9,0,20,0,40,0,0,0,5,0,8,214,56,17,19,0,311,10,0,0,0,0,10,24,0,0,0,0,25,926,83,26,56,0,1084
SAL50945,43,0,0,0,0,43,25,0,0,0,0,25,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13,7,0,0,0,0,7,3,0,0,0,0,3,91,0,0,0,0,91
SAL50946,134,14,0,0,0,151,53,4,0,0,0,55,41,9,0,0,0,48,0,0,0,0,0,0,0,7,0,0,0,7,22,4,0,0,0,27,0,3,0,0,0,3,0,0,0,0,0,0,64,31,0,3,0,102,5,0,0,0,0,7,5,0,0,0,0,11,269,47,0,3,0,319
SAL50947,263,195,20,0,0,475,247,234,50,0,0,529,231,647,346,0,3,1227,26,143,17,0,0,182,6,26,4,0,0,41,113,165,27,0,3,312,10,15,0,0,0,21,3,0,0,0,0,3,392,990,400,0,3,1786,10,9,6,0,0,24,29,37,11,0,5,83,933,1468,487,4,9,2900
SAL50948,106,25,0,0,0,135,395,24,0,0,0,421,78,29,0,0,0,106,39,46,0,0,0,87,0,3,0,0,0,3,47,10,0,0,0,55,8,0,0,0,0,9,0,0,0,0,0,0,176,90,0,0,0,263,0,0,0,0,0,0,9,7,0,0,0,19,687,150,0,0,0,841
SAL50949,23,0,0,0,0,23,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,35,0,0,0,0,35
SAL50950,42,7,0,0,0,45,124,38,0,0,0,166,110,67,0,0,0,176,27,18,0,0,0,43,0,0,0,0,0,0,12,12,0,0,0,24,114,37,0,0,0,158,0,0,0,0,0,0,273,126,0,0,0,400,29,7,0,0,0,36,9,11,0,0,0,16,469,190,0,0,0,661
SAL50951,170,0,0,0,0,170,558,0,0,0,0,556,95,10,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,135,14,0,0,0,149,7,0,0,0,0,7,5,0,0,0,0,5,876,14,0,0,0,890
SAL50952,42,0,0,0,0,42,28,0,0,0,0,31,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,85,4,0,0,0,84
SAL50953,82,0,0,0,0,82,59,0,0,0,0,62,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,14,0,0,0,0,14,0,0,0,0,0,0,171,0,0,0,0,170
SAL50954,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SAL50955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5
SAL50956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SAL50957,129,0,0,35,0,164,136,0,0,0,0,138,10,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,3,0,4,0,0,0,0,0,0,25,5,0,3,0,28,4,0,0,0,0,4,4,0,0,0,0,0,293,5,0,45,0,343
SAL50958,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SAL50959,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,6,0,0,0,0,0,0,14,0,0,0,5,16
SAL50960,710,146,17,0,0,870,1270,55,18,0,0,1339,194,28,23,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,93,8,0,0,0,103,0,0,0,0,0,6,0,0,0,0,0,0,296,40,26,0,0,357,11,22,0,0,0,38,10,3,0,0,0,15,2294,271,58,0,0,2626
SAL50961,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SAL50962,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SAL50963,45,0,0,0,0,47,20,0,0,3,0,23,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,15,8,0,0,0,0,8,4,0,0,0,0,4,86,3,0,7,3,97
SAL50964,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,30,0,0,0,0,30
SAL50965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50966,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SAL50967,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17
SAL50968,0,0,0,3,0,10,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,11,10,24
SAL50969,276,26,3,0,0,299,185,12,0,0,0,201,95,39,5,0,0,142,31,13,0,0,0,42,13,6,0,0,0,18,65,12,0,0,0,79,4,0,3,0,0,4,0,0,0,0,0,0,205,76,9,0,0,293,7,0,0,0,0,7,8,5,0,0,0,13,682,116,15,0,0,812
SAL50970,672,39,0,0,0,710,874,53,4,0,0,924,180,26,0,0,0,207,100,178,0,0,0,281,10,9,5,0,0,24,149,9,4,0,0,162,52,0,3,0,0,56,8,4,0,0,0,13,505,233,15,0,0,751,22,5,4,0,0,29,50,11,0,0,0,65,2118,334,24,0,0,2478
SAL50971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,7,0,15
SAL50972,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SAL50973,18,0,0,0,0,18,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27
SAL50974,13,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28
SAL50975,34,0,0,0,0,34,37,0,0,0,0,37,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,83,0,0,0,0,81
SAL50976,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,25,0,0,0,0,25
SAL50977,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SAL50978,47,0,0,0,0,47,10,0,0,0,0,10,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,80
SAL50979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5
SAL50980,40,0,0,0,0,39,61,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,10,3,0,0,0,0,6,0,0,0,0,0,0,117,0,0,0,7,122
SAL50981,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20
SAL50982,7,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
SAL50983,29,0,0,0,0,29,19,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,9,0,0,0,0,9,0,0,0,0,0,0,64,0,0,0,0,70
SAL50984,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,12
SAL50985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50986,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,11
SAL50987,36,0,0,0,0,36,26,0,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,5,0,0,0,0,5,5,0,0,0,0,7,74,0,0,0,4,79
SAL50988,206,21,0,0,0,224,184,0,0,0,0,186,19,0,0,0,0,24,36,22,0,0,0,56,0,0,0,0,0,0,73,0,0,0,0,76,8,0,0,0,0,14,3,0,0,0,0,3,139,25,0,0,0,166,17,0,0,0,0,17,10,4,0,7,0,22,562,49,0,8,3,629
SAL50989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL50991,14,0,0,0,0,16,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,25
SAL50992,102,0,0,4,0,105,142,0,0,0,0,147,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,5,0,274
SAL50993,66,0,0,4,5,70,25,0,0,0,0,28,4,0,0,0,0,4,9,0,0,0,0,11,0,0,0,0,0,0,14,0,0,0,0,16,10,0,0,0,0,9,0,0,0,0,0,0,37,5,0,0,0,45,8,0,0,0,0,8,4,0,0,0,0,4,137,3,0,3,6,152
SAL50994,4,0,0,0,0,4,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SAL50995,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL50996,111,0,0,0,0,113,161,0,0,0,0,164,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,4,0,0,0,0,4,305,0,0,0,0,307
SAL50997,56,6,0,0,0,61,57,5,0,0,0,59,13,11,0,0,0,28,24,14,0,0,0,40,0,4,0,0,0,6,22,23,0,0,0,41,15,6,0,0,0,21,0,0,0,0,0,0,79,54,0,0,0,138,4,0,0,0,0,7,3,3,0,0,0,6,202,68,0,0,0,270
SAL50998,2669,307,7,0,0,2985,2619,397,13,0,0,3035,1037,366,24,0,0,1422,57,35,0,0,0,94,15,18,0,0,0,35,606,141,0,0,4,754,86,30,0,0,0,113,11,0,0,0,0,10,1806,593,27,0,6,2434,79,38,0,0,0,119,90,30,0,0,5,125,7257,1372,46,0,12,8693
SAL50999,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SAL51000,1002,123,90,0,0,1209,837,107,89,0,0,1033,188,110,448,0,0,743,11,85,78,0,0,169,9,8,0,0,0,16,81,41,125,0,0,240,10,3,12,0,0,21,4,0,0,0,0,7,298,238,653,0,0,1194,18,38,7,0,0,55,14,4,9,0,0,29,2160,507,843,0,4,3520
SAL51001,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SAL51002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SAL51003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51004,412,0,0,15,0,427,310,4,0,0,0,312,105,0,0,0,0,107,27,8,0,0,0,35,13,10,4,0,0,22,54,0,0,0,0,60,15,0,0,5,0,21,0,0,0,0,0,0,223,24,4,4,0,253,25,0,0,0,0,25,23,0,0,0,0,22,992,26,3,16,0,1040
