SAL_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SAL50885,20,17,36,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,24,20,41
SAL50886,13,17,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,31
SAL50887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50888,10,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,11,20
SAL50889,19,22,36,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,36,33,71,0,0,0,0,0,0,0,0,0,0,0,0,38,33,73,0,0,0,0,0,0,44,39,80,3,3,9,61,59,128
SAL50890,2846,3245,6086,124,125,249,20,21,36,16,13,31,21,26,42,6,7,18,498,616,1108,6,3,8,10,10,19,0,0,0,0,0,0,567,690,1262,25,42,68,22,46,72,741,907,1644,508,492,997,4091,4641,8730
SAL50891,1696,1719,3415,111,116,228,6,3,13,3,3,3,3,0,5,0,0,0,121,143,265,0,4,3,0,0,4,0,0,0,0,0,0,144,158,296,13,9,18,9,3,10,265,291,555,141,123,266,2105,2133,4235
SAL50892,18,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,23,22,42
SAL50893,1655,1803,3459,45,39,90,9,0,8,9,11,16,5,9,13,0,0,0,177,190,371,0,0,0,3,0,4,0,0,0,0,0,0,203,211,416,20,18,40,6,3,7,278,277,552,79,75,152,2009,2152,4159
SAL50894,58,48,102,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,6,13,4,4,5,57,57,121
SAL50895,68,51,119,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,13,8,18,0,0,0,0,0,0,0,0,0,0,0,0,13,8,18,0,0,0,0,0,0,9,12,23,3,3,7,78,68,144
SAL50896,4394,4586,8978,36,36,69,0,0,4,9,6,15,0,4,6,0,0,5,360,354,709,0,0,0,6,0,6,0,0,0,0,0,0,380,362,746,26,19,50,11,9,22,448,431,881,253,248,498,5095,5261,10361
SAL50897,21,19,41,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11,0,0,0,0,0,0,6,6,10,3,0,4,29,24,60
SAL50898,186,179,364,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,35,34,68,0,0,0,0,0,0,0,0,0,0,0,0,35,34,68,0,4,7,0,0,0,40,36,82,26,15,41,250,231,487
SAL50899,335,166,501,10,8,11,9,0,8,4,0,4,11,6,12,0,0,0,66,35,99,0,0,0,0,0,0,0,0,0,0,0,0,90,37,126,4,4,7,0,0,0,101,47,149,224,44,274,661,259,925
SAL50900,16,12,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,13,25,21,45
SAL50901,185,205,389,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,22,34,0,0,0,0,0,0,0,0,0,0,0,0,14,23,36,0,0,0,0,0,0,20,22,44,5,6,15,209,236,445
SAL50902,160,25,181,0,0,0,4,0,4,0,0,4,0,0,0,0,0,0,26,9,36,0,0,0,0,0,0,0,0,0,0,0,0,33,13,50,7,0,7,0,0,0,42,13,58,304,69,369,505,101,609
SAL50903,3250,3383,6631,309,312,620,26,29,54,24,17,39,20,14,29,4,5,6,279,319,600,3,0,4,5,6,11,0,0,0,3,5,5,363,390,751,90,45,135,11,19,32,773,763,1544,362,279,640,4388,4419,8806
SAL50904,387,333,718,5,8,13,9,0,7,0,0,0,0,5,5,0,0,0,35,30,60,0,0,0,0,0,0,0,0,0,0,0,0,38,34,70,3,0,7,0,0,3,44,48,92,32,24,54,455,408,866
SAL50905,1020,1063,2088,6,10,21,3,17,23,0,0,6,7,0,6,0,0,0,73,82,152,0,0,0,0,0,0,0,0,0,0,0,0,81,107,189,6,5,8,0,0,0,98,115,219,45,29,79,1161,1213,2375
SAL50906,8,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,10
SAL50907,8,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,17
SAL50908,27,26,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,5,5,4,0,0,3,31,29,58
SAL50909,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50910,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50911,778,768,1546,7,6,10,0,0,0,0,0,0,0,0,0,0,0,0,50,60,116,0,0,0,0,0,0,0,0,0,0,0,0,50,59,118,0,0,6,0,0,0,63,72,137,72,86,155,915,928,1841
SAL50912,42,21,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,15,0,16,0,0,0,0,0,0,15,3,21,32,6,39,91,30,120
SAL50913,83,73,160,7,3,13,0,0,0,0,0,0,0,0,4,0,0,0,21,19,34,0,0,0,0,0,0,0,0,0,0,0,0,16,20,40,0,0,0,0,0,0,23,23,53,8,5,14,118,102,224
SAL50914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50915,11,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,20
SAL50916,74,74,154,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,8,5,4,5,14,78,88,170
SAL50917,4928,4801,9730,200,199,400,26,33,60,32,30,63,28,17,42,10,7,14,837,930,1768,0,7,3,6,5,10,0,0,0,0,0,0,937,1022,1965,62,73,138,21,31,53,1221,1323,2546,409,354,761,6563,6476,13039
SAL50918,33,27,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,39,35,75
SAL50919,16,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,23,12,32
SAL50920,1565,1566,3134,108,109,217,4,6,8,4,0,5,4,4,7,0,0,3,170,175,349,0,0,0,0,0,0,0,0,0,0,0,0,186,190,375,5,0,6,7,8,8,301,307,608,93,72,157,1958,1951,3909
SAL50921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,3
SAL50922,3442,3891,7338,136,172,305,13,14,23,8,14,27,21,29,54,5,0,6,318,388,705,7,8,10,0,3,6,0,0,0,5,3,0,379,456,837,23,17,35,13,15,24,553,660,1205,273,213,486,4267,4757,9030
SAL50923,95,90,186,4,8,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,4,12,20,11,13,27,116,114,228
SAL50924,3,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,17
SAL50925,913,846,1763,15,22,41,0,0,4,5,3,8,5,5,11,0,0,0,93,107,204,0,5,5,0,0,0,0,0,0,0,0,0,107,123,227,3,11,10,7,7,12,133,156,287,96,80,184,1142,1091,2232
SAL50926,296,221,514,14,17,27,4,0,4,0,0,0,3,0,6,0,3,8,49,31,82,0,0,0,5,8,6,0,0,0,0,0,0,60,40,102,3,0,4,0,0,0,81,60,137,100,77,179,468,358,834
SAL50927,8,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,11
SAL50928,85,67,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,5,8,3,4,9,93,79,169
SAL50929,16,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,29
SAL50930,73,62,135,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,3,14,17,3,5,9,87,82,159
SAL50931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50932,2429,2732,5158,67,88,160,8,5,14,9,8,15,3,3,7,0,0,0,218,287,507,0,0,0,0,0,7,0,0,0,0,0,0,245,305,551,32,20,54,0,11,14,343,428,768,117,98,216,2887,3258,6147
SAL50933,1038,1176,2214,14,27,42,0,5,5,9,10,19,0,0,0,0,5,5,107,121,234,0,0,0,0,3,3,0,0,0,0,0,0,124,139,264,8,3,17,4,0,6,151,174,330,72,68,136,1263,1413,2676
SAL50934,37,17,52,4,13,12,0,0,5,0,0,0,0,0,0,0,0,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,0,15,4,19,0,0,0,0,0,0,18,16,37,8,4,12,60,39,102
SAL50935,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,13
SAL50936,31,32,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,3,6,14,6,17,46,41,88
SAL50937,30,21,50,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,5,3,0,0,0,32,24,55
SAL50938,976,939,1919,91,83,169,8,4,12,0,0,0,0,5,4,0,0,0,80,83,165,0,0,0,0,0,0,0,0,0,0,0,0,87,98,181,3,4,10,0,0,0,180,180,361,161,136,294,1316,1255,2571
SAL50939,2139,2321,4460,51,68,119,7,7,13,3,0,4,0,3,7,3,3,4,236,213,447,0,0,0,0,0,0,0,0,0,0,0,0,253,230,481,19,11,27,12,16,27,331,326,659,205,207,407,2671,2861,5527
SAL50940,14,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,11,186,196,23,219
SAL50941,104,108,215,6,5,8,0,0,3,0,0,0,0,0,0,0,0,0,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,10,9,18,0,0,0,0,0,0,13,11,26,13,17,29,133,133,267
SAL50942,14,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,5,0,0,0,3,5,8,0,3,3,16,18,31
SAL50943,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,10,7,17
SAL50944,1178,1150,2329,8,14,24,0,5,3,6,3,8,0,0,0,0,0,0,121,127,254,0,0,0,0,0,0,0,0,0,0,0,0,131,139,271,13,14,24,9,0,9,155,171,327,96,75,171,1432,1395,2822
SAL50945,97,87,186,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,3,7,15,0,0,0,0,0,0,0,0,0,0,0,0,6,7,12,0,0,0,0,0,0,9,13,21,14,6,18,121,109,232
SAL50946,273,315,593,22,32,52,0,0,0,0,0,3,0,0,0,0,4,4,26,43,66,0,0,0,0,0,0,0,0,0,0,0,0,25,48,73,5,0,11,0,0,0,53,74,137,16,22,35,348,415,761
SAL50947,2105,2152,4255,95,112,204,15,12,32,15,7,22,12,10,17,3,5,10,401,463,865,0,0,0,3,4,11,0,0,0,0,0,0,453,506,958,34,45,73,25,25,51,602,682,1289,377,339,716,3086,3175,6258
SAL50948,862,855,1714,31,26,54,0,0,0,0,0,0,0,0,0,0,0,0,135,110,248,0,0,0,4,3,5,0,0,0,0,0,0,144,116,254,4,8,17,6,7,11,184,156,340,100,92,195,1149,1101,2248
SAL50949,45,31,73,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,0,0,0,6,7,7,11,16,54,46,104
SAL50950,687,658,1338,113,107,220,3,4,9,9,9,15,6,3,8,0,0,0,63,89,155,0,0,0,0,0,0,0,0,4,0,0,0,84,103,192,8,11,22,3,3,10,216,221,433,146,134,283,1054,1011,2062
SAL50951,1106,1152,2253,27,22,56,0,3,4,4,7,9,3,0,3,0,0,4,138,136,272,0,0,0,0,0,0,0,0,0,0,0,0,149,144,295,0,10,10,0,0,0,178,180,358,49,29,72,1330,1352,2688
SAL50952,118,102,224,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,13,20,0,0,0,0,0,0,0,0,0,0,0,0,7,10,22,0,0,0,0,0,0,10,12,28,19,12,28,150,127,275
SAL50953,204,227,436,7,4,3,0,5,5,0,0,0,0,0,0,0,0,0,17,15,29,0,0,0,0,0,0,0,0,0,0,0,0,17,19,33,0,0,0,0,0,0,20,23,39,12,5,11,232,256,490
SAL50954,14,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,19,16,39
SAL50955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,5
SAL50956,5,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,16
SAL50957,397,403,801,13,9,19,0,0,0,0,0,0,0,0,0,0,0,0,36,34,72,0,0,0,0,0,0,0,0,0,0,0,0,38,34,70,0,0,0,5,6,5,48,42,95,22,32,53,466,479,947
SAL50958,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,11
SAL50959,25,16,36,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,6,3,9,4,4,9,31,20,49
SAL50960,3141,3296,6439,159,135,291,15,25,41,7,9,16,8,3,19,0,0,4,307,344,647,0,0,0,0,0,3,0,0,0,0,0,0,348,383,734,40,50,87,7,13,24,553,582,1134,158,89,252,3853,3970,7827
SAL50961,18,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,4,4,6,20,8,33
SAL50962,20,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,32
SAL50963,94,83,173,10,9,15,0,0,0,0,0,0,0,4,4,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,5,0,0,0,17,15,27,29,21,49,140,115,256
SAL50964,32,29,65,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,4,6,12,0,0,0,37,37,78
SAL50965,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,5,0,3,8,10,20
SAL50966,17,14,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,40
SAL50967,22,18,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,40
SAL50968,28,24,46,11,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,11,18,28,0,3,4,37,40,77
SAL50969,654,754,1414,39,42,89,4,0,6,0,4,3,3,0,4,0,5,4,93,109,206,0,0,0,5,0,4,0,0,0,0,0,0,109,121,228,0,10,14,0,0,0,153,176,329,65,68,128,869,999,1873
SAL50970,3414,3421,6841,53,65,114,13,5,18,8,8,12,9,6,13,3,4,6,209,206,415,0,0,0,0,9,10,0,0,0,0,0,0,235,231,470,29,36,71,0,0,5,330,340,668,227,200,425,3971,3962,7931
SAL50971,37,17,52,0,0,3,0,0,0,0,0,0,7,0,7,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,4,0,0,0,10,3,17,13,0,13,62,24,87
SAL50972,13,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,8,5,11,19,23,44
SAL50973,41,38,75,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,5,8,45,43,88
SAL50974,26,22,46,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,3,0,0,0,4,3,10,0,4,5,32,28,58
SAL50975,89,95,183,6,5,8,0,0,0,0,0,0,0,0,0,0,0,0,5,8,10,0,0,0,0,0,0,0,0,0,0,0,0,5,8,10,0,0,0,0,0,0,4,13,12,5,6,14,107,112,216
SAL50976,28,21,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,15,36,24,62
SAL50977,14,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,10,13,25
SAL50978,63,65,124,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,9,8,14,0,0,0,0,0,0,8,9,24,10,10,18,82,79,163
SAL50979,9,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,21
SAL50980,160,123,278,19,22,44,0,0,0,0,0,0,3,0,3,0,0,0,10,16,25,0,0,0,0,0,0,0,0,0,0,0,0,14,14,29,0,0,0,0,0,0,34,34,70,21,22,44,215,181,394
SAL50981,24,23,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,5,3,9,28,32,63
SAL50982,25,26,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,4,3,3,8,34,30,60
SAL50983,74,72,146,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,6,19,0,0,0,0,0,0,0,0,0,0,0,0,10,6,19,0,0,0,0,0,0,15,10,21,23,19,41,109,100,208
SAL50984,9,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,6,4,9,17,17,34
SAL50985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50986,12,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,25
SAL50987,97,92,193,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,4,10,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,0,0,0,0,0,0,15,3,17,39,27,69,156,123,278
SAL50988,653,673,1333,39,45,80,0,0,3,3,5,5,0,0,3,0,0,0,37,41,77,0,0,0,0,0,0,0,0,0,0,0,0,47,45,91,4,0,3,0,4,4,83,94,180,117,112,226,857,883,1737
SAL50989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50990,7,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,21
SAL50991,26,24,51,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,30,24,61
SAL50992,325,321,645,8,4,19,0,0,0,0,0,0,0,0,3,0,0,0,24,27,51,0,0,0,0,0,0,0,0,0,0,0,0,22,27,52,0,0,0,0,0,0,32,39,69,24,12,35,378,368,754
SAL50993,128,129,259,15,14,29,0,4,4,0,0,0,0,0,0,3,0,3,11,14,30,0,0,0,0,0,0,0,0,0,0,0,0,13,21,36,0,0,0,0,0,0,34,34,61,64,68,130,220,227,452
SAL50994,13,8,20,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,0,0,0,0,0,0,3,4,12,4,0,4,16,13,33
SAL50995,4,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,14
SAL50996,394,387,778,17,19,31,4,0,5,0,0,0,0,4,5,0,0,0,23,30,52,0,0,0,0,0,0,0,0,0,0,0,0,27,36,67,0,0,0,0,0,0,47,57,97,32,24,57,468,466,942
SAL50997,245,245,495,25,27,50,0,0,0,0,0,0,3,3,5,0,0,0,24,26,48,0,0,0,0,0,0,0,0,0,0,0,0,32,34,61,0,0,3,0,0,0,55,58,111,81,73,153,377,379,758
SAL50998,9211,9347,18556,244,268,514,22,23,44,24,22,51,9,20,35,4,8,11,992,970,1958,6,0,4,3,0,3,0,4,4,0,0,0,1067,1038,2103,71,69,135,20,18,38,1403,1389,2793,527,411,939,11139,11146,22285
SAL50999,15,17,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,0,0,0,0,0,0,3,5,8,4,0,5,23,20,42
SAL51000,3346,3729,7078,185,200,387,25,25,47,16,25,45,21,18,42,0,3,6,366,464,832,3,4,6,3,0,7,4,3,10,0,0,0,442,548,990,59,83,145,6,5,15,702,842,1538,252,204,452,4296,4773,9073
