SAL_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SAL50498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,4,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,6,0,8,12,4,0,0,26
SAL50499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,10,0,4,3,0,11,7,0,0,32
SAL50500,11,16,17,9,5,0,70,0,13,10,23,28,15,0,0,96,19,61,80,84,92,86,29,5,457,14,50,61,92,113,79,40,12,470,95,174,149,180,227,187,81,16,1118,24,16,9,14,15,13,4,0,97,8,9,6,17,18,28,12,0,108,128,201,173,213,260,230,95,20,1325,4,6,0,8,9,10,7,0,37,31,44,40,68,64,57,51,13,364,199,381,375,497,581,486,238,54,2818
SAL50501,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,8,0,0,7,15,12,5,3,0,38,0,0,0,4,5,5,4,0,20,3,3,7,7,9,4,0,0,37,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,10,7,8,9,4,0,0,43,0,0,0,0,0,0,0,0,0,0,0,3,0,10,3,6,0,23,3,14,12,29,38,21,12,0,139
SAL50502,59,29,18,8,6,0,165,0,16,31,21,15,5,8,0,96,41,191,163,98,71,73,18,3,657,19,62,94,48,55,62,20,5,363,69,112,126,118,114,100,36,18,700,29,11,3,3,6,3,0,0,64,4,5,11,10,14,13,8,6,64,101,130,139,132,130,120,54,23,833,0,5,5,6,7,6,8,6,36,21,35,30,29,30,39,49,50,281,188,470,526,358,323,312,168,87,2430
SAL50503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
SAL50508,13,0,8,4,0,0,29,0,4,0,4,5,0,0,0,15,6,38,12,20,8,3,0,0,89,0,5,13,3,3,3,0,0,32,10,36,28,14,16,8,0,0,99,5,4,0,5,3,0,0,0,22,0,5,4,4,5,0,0,0,17,17,41,38,21,23,8,0,0,137,0,0,0,0,0,0,0,0,0,29,42,24,16,20,5,0,0,132,49,139,96,63,63,22,0,0,433
SAL50509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
SAL50510,244,285,201,95,32,12,980,4,21,69,107,86,48,18,4,349,137,254,462,654,447,255,92,22,2324,24,35,69,124,161,99,41,25,584,65,37,68,73,77,50,28,10,412,17,0,5,4,9,0,5,0,41,0,0,6,27,23,16,13,11,96,79,40,85,97,115,69,47,14,547,3,3,4,9,3,7,10,0,50,19,22,28,43,29,41,33,12,225,279,476,960,1321,1043,610,280,96,5063
SAL50511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50512,0,0,5,0,0,0,3,0,0,0,0,3,0,0,0,3,0,11,9,7,17,7,0,0,42,0,0,4,9,4,8,0,0,28,4,7,10,5,8,6,0,0,40,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,13,10,5,7,6,0,0,44,0,0,0,0,0,0,0,0,0,0,3,0,5,6,4,0,0,19,3,28,21,24,34,30,8,0,150
SAL50513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,3,0,0,3,0,6,5,4,4,5,0,0,25,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,6,9,5,4,5,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,16,7,8,7,0,0,50
SAL50514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,7,4,4,0,0,15
SAL50516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,4,0,0,0,15
SAL50517,4,4,3,0,0,0,16,0,0,4,6,4,0,0,0,11,0,24,22,12,18,7,4,0,89,4,17,14,10,9,5,3,0,67,26,30,25,40,42,23,9,0,194,4,0,0,0,3,0,0,0,8,0,0,3,0,3,3,0,0,11,34,30,29,40,46,26,13,3,216,0,0,0,0,0,0,0,0,6,12,7,13,10,8,8,4,0,68,49,91,91,82,93,50,18,3,477
SAL50518,83,32,26,14,9,4,226,9,25,34,26,25,14,5,4,135,43,308,319,168,115,77,28,18,1070,59,156,216,182,156,116,32,10,927,268,572,487,422,369,268,100,27,2516,105,39,34,24,17,8,0,0,232,10,23,34,39,36,39,9,9,205,384,631,555,488,420,319,110,39,2953,0,4,15,10,9,15,5,0,56,85,132,156,113,114,103,68,36,811,585,1317,1374,1015,861,652,258,114,6176
SAL50519,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,12,0,3,8,6,4,0,0,0,20,9,20,22,8,7,0,0,0,62,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,20,19,8,11,0,0,0,73,0,0,0,0,0,0,0,0,7,0,0,4,5,0,0,0,0,9,12,38,27,31,14,0,0,0,116
SAL50520,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,9,0,7,10,10,0,0,0,0,32,0,6,0,5,9,7,0,0,26,7,11,10,4,13,6,5,0,56,3,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,10,6,14,16,8,10,4,5,0,68,0,0,0,0,0,0,0,0,3,0,3,0,11,14,3,5,0,36,11,28,33,33,41,16,9,3,178
SAL50521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,4,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,13,7,10,8,6,4,4,0,0,28
SAL50522,199,212,159,136,54,10,990,0,59,53,73,80,51,16,0,337,145,600,424,342,287,228,79,12,2115,38,126,117,123,156,137,51,6,756,88,197,165,136,157,92,42,9,877,24,14,14,10,17,3,4,0,89,16,20,16,19,27,21,6,3,122,127,232,193,161,197,119,51,13,1087,6,7,13,10,16,12,8,0,68,101,200,143,145,108,88,35,17,841,422,1449,1123,1068,1012,767,299,58,6194
SAL50523,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,8,0,4,4,4,10,7,3,0,40,0,7,3,10,7,13,5,0,43,10,28,26,27,48,41,23,7,203,11,3,0,0,0,0,0,0,9,0,3,0,4,0,3,3,0,18,18,30,28,31,50,44,21,7,229,0,0,0,0,0,3,0,0,3,12,10,11,11,18,40,33,11,140,30,50,52,59,85,111,57,13,463
SAL50524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8
SAL50525,5,0,3,3,0,0,8,0,0,0,0,0,0,0,0,7,0,0,12,4,5,3,4,0,30,0,8,0,6,6,12,4,0,42,10,15,23,34,35,33,13,4,165,5,0,0,0,5,0,0,0,9,0,0,0,0,3,3,0,0,11,14,21,23,36,46,38,13,4,190,0,0,3,0,0,0,0,0,4,9,0,3,17,9,13,9,6,60,21,27,51,67,66,75,29,9,335
SAL50526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,13
SAL50527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,9,0,4,0,0,0,0,0,0,3,0,5,6,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,6,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,6,12,9,9,8,0,0,3,45
SAL50528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,9,11,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,8,11,3,0,0,0,35,0,0,0,0,0,0,0,0,0,6,29,32,27,17,4,0,0,106,9,43,45,37,21,4,0,0,152
SAL50529,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,8,18,3,0,0,0,0,0,32,5,17,8,4,0,0,0,0,37,71,42,11,0,0,0,0,0,122,14,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,84,48,9,0,0,0,0,0,143,0,0,3,0,0,0,0,0,6,223,129,43,13,0,0,0,0,407,319,215,68,22,0,0,0,0,631
SAL50530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,5,0,0,0,0,0,3,0,5,0,0,5,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,7,0,3,5,7,9,8,0,0,33
SAL50531,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,9,8,0,0,0,20
SAL50532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6
SAL50533,6,17,21,5,0,0,55,0,5,17,16,8,5,4,0,50,6,27,43,76,74,44,5,0,277,3,15,20,50,41,38,3,0,173,59,54,67,117,100,50,13,3,456,16,0,8,9,3,0,0,0,35,4,0,3,7,12,15,0,0,43,78,59,73,129,111,59,15,3,529,0,0,0,4,8,6,0,0,10,12,3,10,18,30,22,10,0,112,99,111,170,306,286,173,44,9,1212
SAL50534,10,18,10,10,7,0,59,0,3,14,18,12,10,4,0,64,10,34,53,69,77,65,17,4,327,5,20,40,66,69,67,31,3,307,53,96,92,107,146,109,46,4,647,26,12,9,12,6,5,0,0,63,5,7,10,15,6,12,8,4,61,76,112,109,127,158,123,55,6,772,0,0,0,3,4,8,0,0,23,21,35,18,40,63,39,44,10,270,115,211,254,350,390,328,154,31,1837
SAL50535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,13,4,8,6,6,5,4,0,0,33
SAL50536,22,13,9,4,3,0,71,0,3,11,13,8,6,0,0,47,23,73,61,51,41,20,7,4,273,20,35,32,39,58,32,14,4,224,54,85,66,72,88,56,33,14,465,26,13,13,6,7,0,0,0,59,0,3,3,6,8,7,8,0,41,74,101,73,91,106,63,37,11,566,0,0,0,0,3,0,0,3,11,32,31,59,32,53,54,81,111,459,145,255,258,239,269,187,150,143,1648
SAL50537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,3
SAL50538,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,3,8,0,0,21,0,5,9,0,9,8,0,0,26
SAL50539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,7,6,0,0,22,0,0,10,8,3,5,0,0,22,6,17,15,14,7,11,0,0,68,7,0,0,3,0,0,0,0,6,0,0,0,4,0,0,0,0,5,12,17,13,18,8,12,0,0,79,0,0,0,0,0,0,0,0,5,6,6,4,13,0,3,3,3,45,16,26,32,37,23,24,3,4,170
SAL50540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,6,8,0,0,0,0,0,30
SAL50541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
SAL50542,11,24,24,13,3,4,83,0,7,6,25,10,0,0,5,54,15,32,63,78,58,37,12,5,303,14,24,32,67,65,40,13,5,256,43,55,87,155,119,51,19,6,528,10,9,7,10,7,5,0,0,44,4,0,4,14,16,9,6,0,50,65,62,98,173,144,57,26,6,623,0,0,0,0,3,0,4,4,11,26,15,29,51,45,23,19,5,213,120,142,247,419,342,174,81,20,1546
SAL50543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,3,0,0,5,0,0,8,0,0,5,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,4,4,0,0,9,0,4,7,0,8,11,0,0,35
SAL50544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,4,4,0,0,9,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,4,5,9,5,3,0,0,25
SAL50546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50548,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,11,0,15,29,17,7,5,6,0,82,0,6,8,11,15,8,8,0,56,7,29,36,25,21,20,10,0,137,6,3,0,0,0,0,0,0,9,4,0,0,0,5,4,0,0,13,20,31,41,23,24,23,10,0,161,0,0,0,0,0,0,0,0,3,4,9,9,9,7,13,11,0,76,27,65,92,68,58,46,32,0,381
SAL50549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,8,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,7,0,0,5,3,0,0,23
SAL50550,50,26,15,9,0,0,159,4,27,14,13,9,0,0,0,68,56,218,170,106,51,35,13,0,645,38,130,127,104,68,45,12,0,522,166,275,262,203,164,118,50,13,1248,61,30,22,23,15,11,0,0,171,16,23,25,25,22,12,3,4,134,241,331,308,250,203,141,56,14,1547,6,8,8,10,11,8,3,0,52,85,116,100,86,60,73,56,12,592,437,892,779,595,417,313,141,30,3594
SAL50551,0,0,0,4,0,0,14,0,0,6,3,0,0,0,0,17,3,11,16,18,12,0,4,0,64,4,9,7,17,17,16,3,0,78,35,45,32,52,32,18,15,0,229,3,3,4,5,5,0,0,0,23,0,0,0,0,4,0,0,0,7,41,50,35,57,42,18,12,0,263,0,0,0,0,0,0,0,0,3,13,4,12,9,15,4,0,0,58,62,73,82,100,95,48,27,4,484
SAL50552,26,45,33,24,7,0,144,0,14,17,29,20,15,6,0,98,13,48,93,94,68,58,20,3,408,11,31,43,55,61,50,25,0,276,36,55,71,99,78,51,32,3,418,11,6,0,0,7,3,0,0,33,0,0,0,4,12,9,4,0,40,48,62,78,107,96,67,34,3,491,0,0,3,3,0,4,0,0,15,18,14,19,29,19,21,19,16,156,88,179,282,356,305,237,112,28,1597
SAL50553,4,8,3,7,0,0,27,5,8,7,0,8,0,0,0,26,6,83,61,33,30,10,5,0,227,10,54,39,35,25,15,3,0,181,63,144,130,90,97,46,16,3,592,25,17,4,6,7,0,0,0,60,0,12,8,9,15,0,6,0,51,88,175,145,106,114,50,19,6,705,0,3,0,7,4,3,0,0,17,17,31,27,33,23,24,6,4,166,139,355,282,222,202,108,41,14,1354
SAL50554,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,4,0,3,4,5,9,4,0,31
SAL50555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,10
SAL50556,128,33,10,10,3,0,348,3,27,13,11,7,5,4,0,58,33,267,180,40,17,24,5,0,582,21,69,74,31,15,17,9,13,258,26,63,47,17,18,20,6,0,193,11,5,4,3,0,4,0,0,25,3,11,4,9,4,12,5,0,42,40,81,58,23,19,32,9,8,262,0,8,6,0,0,4,0,0,27,14,42,37,17,11,23,12,13,169,128,646,490,151,87,117,47,34,1703
SAL50557,3,5,5,0,0,0,13,0,4,3,11,0,0,0,0,18,6,27,13,13,11,6,0,0,77,0,14,25,15,15,7,0,0,78,10,39,38,47,31,16,0,4,189,3,9,0,0,0,8,0,0,19,0,0,4,4,0,6,0,0,12,20,49,43,48,34,26,0,4,223,0,0,0,0,0,0,0,0,5,0,11,11,8,12,9,0,3,51,29,117,93,97,74,44,8,5,457
SAL50558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,14,0,0,0,0,4,3,0,0,10,4,0,0,3,7,0,0,0,21,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,0,3,5,12,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,5,12,19,3,6,0,64
SAL50559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,4,5,0,0,0,10,0,3,5,0,0,3,3,0,16,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,6,0,3,5,0,0,4,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,5,8,10,8,5,0,50
