POW_LGA_CODE_2021,TYP_lthc_arth_A_15_24,TYP_ltch_arth_A_25_34,TYP_lthc_arth_A_35_34,TYP_lthc_arth_A_45_54,TYP_lthc_arth_A_55_64,TYP_lthc_arth_A_65_74,TYP_lthc_arth_A_75ov,TYP_lthc_arth_A_tot,TYP_lthc_asth_A_15_24,TYP_lthc_asth_A_25_34,TYP_lthc_asth_A_35_34,TYP_lthc_asth_A_45_54,TYP_lthc_asth_A_55_64,TYP_lthc_asth_A_65_74,TYP_lthc_asth_A_75ov,TYP_lthc_asth_A_tot,TYP_lthc_canc_A_15_24,TYP_lthc_canc_A_25_34,TYP_lthc_canc_A_35_34,TYP_lthc_canc_A_45_54,TYP_lthc_canc_A_55_64,TYP_lthc_canc_A_65_74,TYP_lthc_canc_A_75ov,TYP_lthc_canc_A_tot,TYP_lthc_demen_A_15_24,TYP_lthc_demen_A_25_34,TYP_lthc_demen_A_35_34,TYP_lthc_demen_A_45_54,TYP_lthc_demen_A_55_64,TYP_lthc_demen_A_65_74,TYP_lthc_demen_A_75ov,TYP_lthc_demen_A_tot,TYP_lthc_diab_A_15_24,TYP_lthc_diab_A_25_34,TYP_lthc_diab_A_35_34,TYP_lthc_diab_A_45_54,TYP_lthc_diab_A_55_64,TYP_lthc_diab_A_65_74,TYP_lthc_diab_A_75ov,TYP_lthc_diab_A_tot,TYP_lthc_hear_A_15_24,TYP_lthc_hear_A_25_34,TYP_lthc_hear_A_35_34,TYP_lthc_hear_A_45_54,TYP_lthc_hear_A_55_64,TYP_lthc_hear_A_65_74,TYP_lthc_hear_A_75ov,TYP_lthc_hear_A_tot,TYP_lthc_kidn_A_15_24,TYP_lthc_kidn_A_25_34,TYP_lthc_kidn_A_35_34,TYP_lthc_kidn_A_45_54,TYP_lthc_kidn_A_55_64,TYP_lthc_kidn_A_65_74,TYP_lthc_kidn_A_75ov,TYP_lthc_kidn_A_tot,TYP_lthc_lung_A_15_24,TYP_lthc_lung_A_25_34,TYP_lthc_lung_A_35_34,TYP_lthc_lung_A_45_54,TYP_lthc_lung_A_55_64,TYP_lthc_lung_A_65_74,TYP_lthc_lung_A_75ov,TYP_lthc_lung_A_tot,TYP_lthc_ment_A_15_24,TYP_lthc_ment_A_25_34,TYP_lthc_ment_A_35_34,TYP_lthc_ment_A_45_54,TYP_lthc_ment_A_55_64,TYP_lthc_ment_A_65_74,TYP_lthc_ment_A_75ov,TYP_lthc_ment_A_tot,TYP_lthc_stro_A_15_24,TYP_lthc_stro_A_25_34,TYP_lthc_stro_A_35_34,TYP_lthc_stro_A_45_54,TYP_lthc_stro_A_55_64,TYP_lthc_stro_A_65_74,TYP_lthc_stro_A_75ov,TYP_lthc_stro_A_tot,TYP_lthc_AO_lthc_A_15_24,TYP_lthc_AO_lthc_A_25_34,TYP_lthc_AO_lthc_A_35_34,TYP_lthc_AO_lthc_A_45_54,TYP_lthc_AO_lthc_A_55_64,TYP_lthc_AO_lthc_A_65_74,TYP_lthc_AO_lthc_A_75ov,TYP_lthc_AO_lthc_A_tot,TYP_lthc_NO_lthc_A_15_24,TYP_lthc_NO_lthc_A_25_34,TYP_lthc_NO_lthc_A_35_34,TYP_lthc_NO_lthc_A_45_54,TYP_lthc_NO_lthc_A_55_64,TYP_lthc_NO_lthc_A_65_74,TYP_lthc_NO_lthc_A_75ov,TYP_lthc_NO_lthc_A_tot,TYP_lthc_NS_A_15_24,TYP_lthc_NS_A_25_34,TYP_lthc_NS_A_35_34,TYP_lthc_NS_A_45_54,TYP_lthc_NS_A_55_64,TYP_lthc_NS_A_65_74,TYP_lthc_NS_A_75ov,TYP_lthc_NS_A_tot,TYP_lthc_Tot_A_15_24,TYP_lthc_Tot_A_25_34,TYP_lthc_Tot_A_35_34,TYP_lthc_Tot_A_45_54,TYP_lthc_Tot_A_55_64,TYP_lthc_Tot_A_65_74,TYP_lthc_Tot_A_75ov,TYP_lthc_Tot_A_tot,CNT_lthc_NONE_A_15_24,CNT_lthc_NONE_A_25_34,CNT_lthc_NONE_A_35_34,CNT_lthc_NONE_A_45_54,CNT_lthc_NONE_A_55_64,CNT_lthc_NONE_A_65_74,CNT_lthc_NONE_A_75ov,CNT_lthc_NONE_A_tot,CNT_lthc_ONE_A_15_24,CNT_lthc_ONE_A_25_34,CNT_lthc_ONE_A_35_34,CNT_lthc_ONE_A_45_54,CNT_lthc_ONE_A_55_64,CNT_lthc_ONE_A_65_74,CNT_lthc_ONE_A_75ov,CNT_lthc_ONE_A_tot,CNT_lthc_TWO_A_15_24,CNT_lthc_TWO_A_25_34,CNT_lthc_TWO_A_35_34,CNT_lthc_TWO_A_45_54,CNT_lthc_TWO_A_55_64,CNT_lthc_TWO_A_65_74,CNT_lthc_TWO_A_75ov,CNT_lthc_TWO_A_tot,CNT_lthc_THREEmo_A_15_24,CNT_lthc_THREEmo_A_25_34,CNT_lthc_THREEmo_A_35_34,CNT_lthc_THREEmo_A_45_54,CNT_lthc_THREEmo_A_55_64,CNT_lthc_THREEmo_A_65_74,CNT_lthc_THREEmo_A_75ov,CNT_lthc_THREEmo_A_tot,CNT_lthc_ONEmo_Tot_A_15_24,CNT_lthc_ONEmo_Tot_A_25_34,CNT_lthc_ONEmo_Tot_A_35_34,CNT_lthc_ONEmo_Tot_A_45_54,CNT_lthc_ONEmo_Tot_A_55_64,CNT_lthc_ONEmo_Tot_A_65_74,CNT_lthc_ONEmo_Tot_A_75ov,CNT_lthc_ONEmo_Tot_A_tot,CNT_lthc_NS_A_15_24,CNT_lthc_NS_Tot_A_25_34,CNT_lthc_NS_Tot_A_35_34,CNT_lthc_NS_Tot_A_45_54,CNT_lthc_NS_Tot_A_55_64,CNT_lthc_NS_Tot_A_65_74,CNT_lthc_NS_Tot_A_75ov,CNT_lthc_NS_Tot_A_tot,CNT_lthc_Tot_A_15_24,CNT_lthc_Tot_A_25_34,CNT_lthc_Tot_A_35_34,CNT_lthc_Tot_A_45_54,CNT_lthc_Tot_A_55_64,CNT_lthc_Tot_A_65_74,CNT_lthc_Tot_A_75ov,CNT_lthc_Tot_A_tot
LGA53640,0,0,0,9,19,14,3,42,4,17,7,10,6,0,0,51,0,0,0,0,4,3,0,15,0,0,0,0,0,0,0,0,0,0,4,0,12,9,3,29,0,0,0,0,5,3,0,9,0,0,0,0,3,0,0,3,0,0,0,4,0,4,0,5,5,20,10,11,4,5,0,48,0,0,0,0,3,0,0,3,0,5,9,8,6,9,0,37,42,98,84,87,73,33,4,418,0,6,0,6,3,0,0,20,52,136,112,128,118,70,12,627,42,98,88,90,79,36,7,439,7,26,19,24,26,24,5,125,0,6,0,3,13,4,3,27,0,0,0,6,0,0,0,5,7,31,20,31,36,29,8,162,0,6,0,6,3,0,0,20,52,136,112,128,118,70,12,627
LGA53710,0,0,6,5,5,9,0,26,5,4,6,7,4,4,0,38,0,0,0,0,5,5,0,8,0,0,0,0,0,0,0,0,0,4,0,4,8,10,0,28,0,0,0,0,4,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,6,3,7,8,8,3,0,33,0,0,0,0,0,0,0,0,0,0,8,3,4,0,0,19,13,25,50,43,42,31,3,209,3,0,6,0,4,0,0,12,25,33,80,66,74,54,8,338,16,20,56,49,47,30,3,218,8,13,18,17,20,13,0,88,0,0,0,0,6,6,0,17,0,0,0,0,3,0,0,5,8,9,24,19,31,20,0,110,3,0,6,0,4,0,0,12,25,33,80,66,74,54,8,338
LGA53780,22,68,170,358,549,229,29,1430,391,440,487,458,326,92,17,2211,3,22,61,118,169,109,12,499,0,0,0,0,0,0,0,8,25,65,149,325,421,191,18,1193,4,8,47,119,248,150,19,599,7,15,18,31,42,21,5,138,0,4,21,54,90,47,0,219,416,582,539,460,313,47,7,2367,0,0,3,18,27,13,3,67,204,286,399,436,399,118,10,1845,3406,4384,4503,3553,2331,587,60,18826,161,161,194,217,149,35,4,923,4460,5743,6197,5500,4306,1297,145,27649,3532,4555,4765,3824,2561,646,65,19952,664,868,1015,1086,1158,395,37,5233,94,139,200,296,314,158,20,1231,7,21,25,80,119,57,13,317,766,1029,1239,1461,1590,613,73,6780,161,161,194,217,149,35,4,923,4460,5743,6197,5500,4306,1297,145,27649
LGA53800,12,43,108,281,378,175,34,1030,271,326,336,309,224,66,5,1541,0,10,33,79,152,73,12,368,0,0,0,0,5,0,0,6,18,42,82,171,301,111,10,736,0,9,18,79,176,83,19,386,0,3,12,22,23,17,3,83,9,0,10,31,54,26,3,138,276,378,356,362,239,39,4,1659,0,0,9,22,15,6,4,55,110,189,214,271,256,87,11,1127,1997,2190,2247,2382,1748,404,47,11019,119,105,111,168,121,41,5,667,2718,3091,3278,3736,3148,891,116,16975,2068,2300,2372,2547,1875,450,50,11660,477,577,640,765,844,259,39,3594,59,102,126,195,232,112,17,836,0,10,25,67,74,35,11,226,538,691,789,1021,1152,398,62,4656,119,105,111,168,121,41,5,667,2718,3091,3278,3736,3148,891,116,16975
LGA53920,0,3,6,15,26,12,0,51,8,20,13,13,18,7,0,80,0,0,4,0,3,4,0,11,0,0,0,0,0,0,0,0,0,0,9,8,22,10,0,53,0,3,0,6,12,5,0,29,0,0,0,4,0,4,0,5,0,0,0,0,5,0,0,11,10,9,9,10,14,4,0,56,0,0,0,0,0,0,0,4,0,12,12,10,23,4,0,62,112,221,182,168,113,25,0,827,0,10,4,12,9,3,0,35,140,273,234,230,189,55,5,1124,112,228,192,183,126,25,0,866,21,33,29,27,40,14,0,164,0,0,9,7,16,5,0,42,0,0,0,4,6,3,0,11,21,39,36,38,61,23,0,224,0,10,4,12,9,3,0,35,140,273,234,230,189,55,5,1124
LGA53990,9,23,81,145,200,69,13,530,79,115,171,147,86,26,3,625,0,6,30,45,75,25,6,181,0,0,0,0,0,0,0,0,7,11,37,62,91,32,9,252,0,4,8,23,65,32,3,135,0,5,3,5,8,4,0,27,0,0,0,17,21,15,0,60,99,144,200,163,89,14,0,713,0,0,0,0,4,4,0,21,55,53,97,104,118,21,5,450,850,1180,1275,1117,809,211,30,5471,51,42,57,69,50,11,5,278,1111,1526,1789,1719,1405,396,67,8017,890,1213,1327,1185,883,225,36,5759,141,227,305,357,356,110,24,1522,28,38,81,91,88,28,5,360,4,0,18,20,32,18,0,93,168,269,405,468,477,157,30,1979,51,42,57,69,50,11,5,278,1111,1526,1789,1719,1405,396,67,8017
LGA54060,0,3,8,16,36,13,9,84,6,12,14,22,16,3,8,82,0,0,0,0,13,3,4,21,0,0,0,0,0,0,0,0,0,0,7,10,13,5,5,43,0,0,3,3,5,0,5,16,0,0,0,0,0,0,0,3,0,0,0,0,10,0,4,15,9,9,25,26,15,6,0,88,0,0,0,0,0,4,0,9,10,3,13,14,13,4,3,62,120,86,138,169,141,50,8,714,8,3,3,5,18,10,0,37,149,106,188,247,247,89,31,1062,127,85,142,183,147,50,11,750,14,11,35,44,57,17,10,202,0,8,8,9,14,7,3,54,0,0,0,7,3,5,7,20,17,19,46,59,81,28,19,268,8,3,3,5,18,10,0,37,149,106,188,247,247,89,31,1062
LGA54130,0,0,0,8,22,6,3,41,4,12,14,15,20,3,0,62,0,0,3,0,9,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,11,0,0,3,3,9,9,0,24,0,0,0,5,0,0,0,5,0,0,0,0,3,0,0,8,0,6,19,12,12,0,0,45,0,0,0,0,0,0,0,0,0,4,3,12,9,0,0,25,44,70,96,70,63,27,0,378,0,3,9,6,6,0,0,21,54,88,130,112,130,53,9,566,51,76,95,76,72,27,0,394,7,14,20,22,39,14,3,118,0,0,11,7,14,4,0,31,0,0,0,0,7,0,0,10,7,15,28,33,54,25,3,155,0,3,9,6,6,0,0,21,54,88,130,112,130,53,9,566
LGA54170,55,130,274,733,1077,434,47,2753,810,806,863,849,600,183,17,4128,22,39,106,281,357,174,37,1025,0,0,0,0,7,4,0,10,51,71,149,296,488,234,21,1305,6,19,41,175,351,238,52,880,6,17,26,39,55,26,5,165,8,16,27,64,124,68,12,323,1029,1103,1012,901,532,93,12,4681,4,12,15,20,42,33,0,129,471,597,681,817,760,247,20,3586,7631,6562,6767,6692,4601,1102,79,33438,384,274,298,397,294,64,5,1714,10082,9035,9567,10269,8091,2308,223,49576,7932,6887,7178,7202,5025,1232,85,35541,1562,1582,1723,2107,2089,676,78,9827,194,258,321,442,540,248,33,2028,8,36,55,113,147,87,19,468,1767,1874,2097,2669,2772,1013,124,12327,384,274,298,397,294,64,5,1714,10082,9035,9567,10269,8091,2308,223,49576
LGA54200,17,52,118,210,347,172,33,944,239,252,284,271,203,68,4,1321,3,13,36,81,118,72,10,343,0,0,0,0,0,0,0,4,13,26,66,151,225,125,13,626,4,9,25,61,145,93,14,348,5,3,10,14,20,9,4,62,0,3,11,31,47,22,4,128,244,333,307,285,169,41,4,1380,0,0,7,8,16,18,3,54,126,154,237,221,240,75,12,1066,1834,2401,2494,2270,1583,396,50,11026,96,106,96,160,106,31,6,589,2481,3184,3464,3442,2798,896,118,16385,1914,2486,2645,2402,1740,434,56,11672,421,499,617,683,697,295,36,3239,45,85,90,152,205,100,14,702,7,6,19,41,56,37,4,172,470,587,724,878,956,437,62,4118,96,106,96,160,106,31,6,589,2481,3184,3464,3442,2798,896,118,16385
LGA54280,18,46,123,213,304,125,10,836,200,297,252,202,170,32,6,1156,6,23,33,78,100,45,3,279,0,0,0,0,0,0,0,3,8,36,78,194,242,79,10,640,3,13,8,65,144,56,4,288,0,9,9,18,24,10,0,76,0,4,4,21,56,21,5,110,221,298,286,236,120,20,0,1183,0,3,0,14,24,12,4,53,85,151,182,222,189,46,9,881,1860,2918,2622,2097,1444,293,15,11251,89,105,135,143,122,15,0,608,2406,3743,3527,3168,2520,609,52,16013,1921,3010,2732,2229,1550,323,20,11783,341,522,565,609,604,176,17,2839,44,81,80,148,175,61,4,601,5,14,21,41,68,27,4,181,394,622,663,796,846,266,24,3615,89,105,135,143,122,15,0,608,2406,3743,3527,3168,2520,609,52,16013
LGA54310,9,45,73,167,209,48,6,555,104,273,272,198,105,18,0,975,4,12,41,61,60,21,0,192,0,0,0,0,0,0,0,0,12,30,63,152,172,44,3,468,5,8,25,65,96,26,0,221,3,6,4,18,12,0,0,46,0,5,8,19,18,5,0,59,101,249,262,174,102,7,0,897,0,0,8,10,9,3,0,33,61,131,163,170,116,23,4,669,1159,2653,3040,2184,1137,169,0,10344,56,86,124,120,70,13,0,466,1463,3383,3938,3114,1873,326,11,14098,1197,2745,3153,2297,1210,181,6,10797,189,485,569,565,443,100,3,2344,15,64,80,105,127,18,7,414,0,9,9,26,25,14,0,83,213,553,657,695,591,124,11,2842,56,86,124,120,70,13,0,466,1463,3383,3938,3114,1873,326,11,14098
LGA54340,0,4,14,36,65,32,11,147,26,37,27,26,28,10,0,152,0,4,0,15,16,11,0,52,0,0,0,0,0,0,0,0,0,4,12,15,36,11,0,80,0,0,0,6,23,15,3,51,0,3,0,0,6,0,0,12,0,0,5,0,7,0,0,16,19,49,34,26,30,7,0,166,0,4,0,0,6,0,0,7,7,15,22,25,37,10,4,120,213,260,235,224,194,68,12,1207,9,8,4,11,8,3,0,45,272,356,325,342,369,139,25,1820,219,270,240,237,213,76,12,1265,36,64,57,70,105,37,10,373,7,13,17,26,33,23,0,116,0,0,0,0,17,6,0,23,43,79,76,93,152,63,7,511,9,8,4,11,8,3,0,45,272,356,325,342,369,139,25,1820
LGA54410,0,3,9,12,19,10,8,45,12,6,11,12,14,0,0,54,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,14,0,0,0,3,10,0,5,12,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,3,4,0,4,9,0,0,22,0,0,0,0,0,0,0,0,4,0,0,12,7,4,0,25,25,45,61,51,60,22,4,264,0,0,6,5,0,0,0,8,38,61,81,85,102,29,10,411,25,45,61,56,65,22,3,279,12,16,8,15,17,7,0,83,3,3,0,11,14,4,0,34,0,0,0,0,3,0,0,13,16,13,17,29,36,14,7,125,0,0,6,5,0,0,0,8,38,61,81,85,102,29,10,411
LGA54480,0,0,0,3,9,8,0,15,0,0,7,3,6,0,0,25,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,7,5,4,0,18,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,6,8,5,0,0,17,0,0,0,0,0,0,0,0,0,3,9,0,9,0,0,17,19,34,50,40,20,19,3,180,0,0,3,0,0,0,0,6,15,44,71,59,40,30,5,267,19,34,53,43,25,17,3,187,4,3,8,16,9,7,0,53,0,0,4,0,5,0,3,14,0,0,0,0,0,0,0,4,4,6,12,16,13,8,0,68,0,0,3,0,0,0,0,6,15,44,71,59,40,30,5,267
LGA54550,0,0,14,13,45,23,5,108,6,13,16,21,17,9,0,74,0,4,0,4,8,4,7,27,0,0,0,0,0,0,0,0,0,3,0,6,17,11,9,46,0,0,0,0,15,11,4,36,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,6,11,17,13,13,26,8,3,85,0,0,0,0,0,0,0,4,0,4,11,16,14,6,0,58,69,87,128,100,123,53,3,563,0,8,12,7,6,8,5,38,91,125,188,169,234,112,19,945,69,88,136,112,131,58,3,603,14,29,37,41,63,42,5,232,0,3,7,9,14,5,10,50,0,0,0,0,14,4,0,18,20,33,41,52,88,53,17,298,0,8,12,7,6,8,5,38,91,125,188,169,234,112,19,945
LGA54620,0,0,0,11,31,6,3,50,8,5,12,14,9,5,0,58,0,0,0,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,9,9,7,0,26,0,0,0,6,14,3,3,23,0,0,0,0,0,0,0,4,0,0,4,3,5,0,0,10,3,16,12,7,5,9,0,54,0,0,0,0,3,0,0,6,5,3,6,7,9,0,0,33,54,102,114,114,71,31,10,498,0,5,0,8,3,0,4,26,72,133,150,166,137,55,21,727,51,106,112,118,78,30,14,515,10,19,29,24,42,16,8,142,3,0,3,6,15,4,0,40,0,0,0,0,4,3,0,7,14,22,31,37,54,23,6,187,0,5,0,8,3,0,4,26,72,133,150,166,137,55,21,727
LGA54690,0,0,0,0,7,4,0,20,0,0,3,3,12,0,0,19,0,0,0,0,4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,12,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,5,4,4,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,18,19,19,25,22,11,0,121,0,0,0,0,0,0,0,5,20,22,29,42,44,27,4,190,18,23,22,37,22,15,3,128,0,0,8,12,12,6,0,47,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,3,0,0,7,9,19,9,0,59,0,0,0,0,0,0,0,5,20,22,29,42,44,27,4,190
LGA54760,0,3,11,6,13,5,3,42,3,10,5,14,5,3,0,43,0,0,0,3,7,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,16,0,0,0,0,0,6,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,8,10,11,10,3,0,43,0,0,0,0,0,0,0,4,0,0,0,6,8,4,4,27,16,42,62,49,51,17,5,247,0,0,0,3,3,0,0,8,26,59,88,82,89,40,15,394,16,41,64,58,56,19,7,262,3,8,20,17,17,14,3,87,0,0,4,4,13,7,0,36,0,0,0,0,3,0,3,3,3,11,19,21,33,23,5,123,0,0,0,3,3,0,0,8,26,59,88,82,89,40,15,394
LGA54830,14,46,121,273,339,119,13,927,161,318,350,294,176,43,0,1338,3,23,24,76,115,55,4,300,0,0,0,0,3,0,0,6,14,37,73,195,248,80,13,655,6,5,31,84,156,51,10,345,3,10,11,12,19,10,0,68,0,8,8,24,60,23,4,130,173,360,365,300,168,33,0,1406,0,0,7,18,17,11,0,47,87,157,233,297,219,46,0,1049,1602,2755,3080,2720,1709,288,20,12175,79,99,117,168,114,22,0,605,2062,3637,4160,4065,2940,625,43,17533,1654,2853,3219,2912,1846,309,20,12809,298,566,677,759,718,202,18,3228,35,99,120,188,195,72,5,719,0,13,18,43,63,19,3,169,329,678,816,986,980,295,25,4117,79,99,117,168,114,22,0,605,2062,3637,4160,4065,2940,625,43,17533
LGA54900,0,5,6,8,17,13,0,59,9,9,15,24,15,3,0,67,0,0,0,0,3,0,6,17,0,0,0,0,0,0,0,0,0,4,0,4,15,15,6,44,0,0,0,0,4,3,5,20,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,4,11,20,19,3,4,0,60,0,0,0,0,0,0,0,0,6,5,9,12,4,0,0,39,61,99,110,111,99,44,5,530,6,0,3,7,6,3,5,34,78,131,155,167,162,80,27,796,60,101,119,116,103,43,5,553,8,25,29,32,37,20,8,159,0,0,8,8,10,15,6,39,0,0,0,3,3,0,6,9,8,21,36,42,48,30,13,208,6,0,3,7,6,3,5,34,78,131,155,167,162,80,27,796
LGA54970,0,11,20,37,57,12,0,148,18,54,57,40,37,6,0,203,0,3,8,16,17,0,0,47,0,0,0,0,0,0,0,0,0,8,11,43,48,5,0,114,0,3,0,11,30,6,0,45,0,3,0,4,3,0,0,10,0,0,0,5,6,4,0,19,18,51,61,50,17,3,0,205,0,0,0,0,3,0,0,3,11,35,40,28,46,5,0,163,229,624,577,532,322,43,0,2324,17,18,23,38,12,0,0,111,284,788,766,754,531,80,4,3209,237,652,606,556,352,42,0,2450,33,108,114,130,121,28,0,526,0,14,19,21,31,5,0,100,0,0,0,12,14,0,0,24,38,117,135,163,162,34,4,648,17,18,23,38,12,0,0,111,284,788,766,754,531,80,4,3209
LGA55040,0,7,20,35,47,14,0,120,20,77,76,35,21,0,0,234,0,5,9,9,18,5,0,43,0,0,0,0,0,0,0,0,0,3,14,42,30,3,0,95,0,3,5,20,25,10,0,55,0,0,5,4,0,4,0,7,0,0,0,5,6,0,0,14,8,59,63,38,22,0,0,193,0,0,0,0,0,0,0,7,4,37,31,44,34,4,0,151,213,687,600,472,310,40,0,2322,7,25,20,19,11,4,0,80,250,873,793,670,466,70,6,3130,217,719,614,497,322,45,3,2419,33,111,135,121,101,14,0,505,0,20,26,25,26,9,0,103,0,0,0,0,8,0,0,19,33,133,154,146,131,28,0,621,7,25,20,19,11,4,0,80,250,873,793,670,466,70,6,3130
LGA55110,31,68,186,413,623,238,37,1590,387,423,432,428,333,87,4,2098,8,19,51,128,201,79,12,502,0,0,0,0,4,6,0,3,34,39,89,203,300,128,24,810,6,18,29,76,200,107,28,458,0,6,19,18,25,15,7,94,7,3,11,46,69,44,6,181,509,633,531,507,320,55,10,2566,3,0,8,10,33,15,3,82,203,293,315,408,386,108,13,1722,3581,3024,3299,3288,2312,504,47,16057,220,119,176,210,187,37,7,969,4811,4352,4757,5178,4250,1122,136,24614,3729,3202,3477,3523,2523,562,49,17070,748,868,902,1128,1099,341,43,5134,108,146,164,261,334,126,20,1157,7,12,37,59,106,51,10,289,862,1027,1101,1442,1537,524,79,6580,220,119,176,210,187,37,7,969,4811,4352,4757,5178,4250,1122,136,24614
LGA55180,10,5,19,75,126,70,16,321,47,51,51,69,66,21,0,314,5,0,6,24,38,29,3,111,0,0,0,0,0,0,0,0,0,3,10,29,65,38,3,158,3,4,0,14,33,35,10,110,0,0,0,3,4,3,0,16,3,0,3,4,17,12,9,41,56,83,76,89,85,13,6,414,0,3,8,0,4,7,0,21,16,27,39,63,91,29,10,271,438,473,510,597,574,193,26,2817,26,18,19,34,28,10,5,138,572,631,700,912,980,381,71,4260,446,492,537,637,629,204,30,2977,88,97,126,179,237,114,29,870,21,18,20,42,61,40,8,211,0,6,4,14,21,15,6,62,105,124,147,240,322,168,40,1146,26,18,19,34,28,10,5,138,572,631,700,912,980,381,71,4260
LGA55250,0,3,9,18,37,15,0,76,3,24,20,27,17,0,0,102,4,0,3,6,10,3,0,26,0,0,0,0,0,0,0,4,3,10,0,25,23,6,0,70,0,3,5,6,22,11,0,55,0,0,4,0,0,0,0,8,0,4,0,3,8,0,4,18,5,32,19,21,10,0,0,87,0,0,0,0,0,0,0,9,0,5,7,14,19,9,0,51,102,337,284,227,137,41,3,1137,4,11,8,13,10,6,0,45,121,412,356,331,253,71,7,1547,102,340,284,239,143,43,3,1161,13,46,51,61,72,21,0,264,0,9,4,14,18,5,0,57,0,0,0,6,6,3,0,21,9,61,61,82,98,27,3,339,4,11,8,13,10,6,0,45,121,412,356,331,253,71,7,1547
LGA55320,24,118,234,549,803,382,62,2169,587,832,763,668,464,128,21,3462,15,39,90,197,323,141,39,838,3,0,0,4,0,3,0,14,41,87,171,336,452,197,34,1318,15,21,41,131,280,214,44,749,16,18,31,34,38,28,7,172,12,17,26,42,89,58,11,247,798,1077,846,703,494,71,8,3999,3,4,15,15,41,21,6,105,379,637,609,707,651,209,30,3224,5466,7035,7177,6067,4120,1111,108,31085,271,219,266,322,247,67,8,1394,7308,9535,9665,9023,7027,2167,274,44999,5697,7416,7549,6530,4522,1213,115,33045,1197,1633,1552,1729,1691,622,92,8510,133,240,262,370,434,207,37,1686,12,24,45,64,135,60,19,359,1343,1898,1851,2166,2261,887,147,10562,271,219,266,322,247,67,8,1394,7308,9535,9665,9023,7027,2167,274,44999
LGA55390,0,5,10,9,18,4,0,46,3,27,32,21,7,0,0,86,0,0,0,6,3,0,0,10,0,0,0,0,0,0,0,0,0,0,7,10,15,3,0,39,0,0,0,4,4,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,21,17,10,6,0,0,66,0,0,0,0,0,0,0,0,6,7,12,9,16,0,0,48,67,230,196,170,106,8,3,775,0,12,6,11,3,0,0,34,87,290,266,241,162,29,3,1075,78,234,201,176,112,8,3,807,9,40,44,52,36,12,0,195,0,4,10,7,6,0,0,27,0,0,4,0,3,0,0,4,12,48,58,57,39,17,0,233,0,12,6,11,3,0,0,34,87,290,266,241,162,29,3,1075
LGA55460,0,7,4,30,39,18,3,106,18,30,26,35,25,11,0,144,0,0,0,6,16,0,0,33,0,0,0,0,0,0,0,0,0,7,8,8,27,13,0,64,0,0,0,3,10,13,3,29,0,0,0,0,4,0,0,9,0,0,0,0,15,0,0,19,18,31,11,31,24,5,0,125,0,0,0,0,0,0,0,3,12,15,11,18,15,5,0,86,153,199,194,187,152,42,6,943,12,8,3,12,13,3,0,55,214,280,252,291,286,95,17,1439,161,208,196,197,158,51,6,986,37,55,37,61,76,25,7,288,4,4,8,24,28,15,3,92,0,5,0,4,8,0,0,12,39,65,45,85,113,42,7,400,12,8,3,12,13,3,0,55,214,280,252,291,286,95,17,1439
LGA55530,0,0,0,5,8,4,0,20,0,3,0,3,3,0,0,19,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,5,3,3,4,0,15,21,26,33,32,34,5,0,150,0,0,6,3,0,0,0,6,22,34,45,54,49,17,0,227,21,27,39,33,36,5,0,166,5,4,4,16,14,3,0,47,0,0,0,0,0,3,0,6,0,0,0,3,0,0,0,0,5,4,4,14,21,11,0,59,0,0,6,3,0,0,0,6,22,34,45,54,49,17,0,227
