POW_LGA_CODE_2021,NS_2000_2999_Mng,NS_2000_2999_Pro,NS_2000_2999_TecTW,NS_2000_2999_CoPSW,NS_2000_2999_ClAW,NS_2000_2999_SWks,NS_2000_2999_MaOpDv,NS_2000_2999_Lab,NS_2000_2999_IDNS,NS_2000_2999_Tot,NS_3000_3499_Mng,NS_3000_3499_Pro,NS_3000_3499_TecTW,NS_3000_3499_CoPSW,NS_3000_3499_ClAW,NS_3000_3499_SWks,NS_3000_3499_MaOpDv,NS_3000_3499_Lab,NS_3000_3499_IDNS,NS_3000_3499_Tot,NS_3500mo_Mng,NS_3500mo_Pro,NS_3500mo_TecTW,NS_3500mo_CoPSW,NS_3500mo_ClAW,NS_3500mo_SWks,NS_3500mo_MaOpDv,NS_3500mo_Lab,NS_3500mo_IDNS,NS_3500mo_Tot,NS_PINS_Mng,NS_PINS_Pro,NS_PINS_TecTW,NS_PINS_CoPSW,NS_PINS_ClAW,NS_PINS_SWks,NS_PINS_MaOpDv,NS_PINS_Lab,NS_PINS_IDNS,NS_PINS_Tot,NS_Tot_Mng,NS_Tot_Pro,NS_Tot_TecTW,NS_Tot_CoPSW,NS_Tot_ClAW,NS_Tot_SWks,NS_Tot_MaOpDv,NS_Tot_Lab,NS_Tot_IDNS,NS_Tot_Tot,Tot_NNI_Mng,Tot_NNI_Pro,Tot_NNI_TecTW,Tot_NNI_CoPSW,Tot_NNI_ClAW,Tot_NNI_SWks,Tot_NNI_MaOpDv,Tot_NNI_Lab,Tot_NNI_IDNS,Tot_NNI_Tot,Tot_1_149_Mng,Tot_1_149_Pro,Tot_1_149_TecTW,Tot_1_149_CoPSW,Tot_1_149_ClAW,Tot_1_149_SWks,Tot_1_149_MaOpDv,Tot_1_149_Lab,Tot_1_149_IDNS,Tot_1_149_Tot,Tot_150_299_Mng,Tot_150_299_Pro,Tot_150_299_TecTW,Tot_150_299_CoPSW,Tot_150_299_ClAW,Tot_150_299_SWks,Tot_150_299_MaOpDv,Tot_150_299_Lab,Tot_150_299_IDNS,Tot_150_299_Tot,Tot_300_399_Mng,Tot_300_399_Pro,Tot_300_399_TecTW,Tot_300_399_CoPSW,Tot_300_399_ClAW,Tot_300_399_SWks,Tot_300_399_MaOpDv,Tot_300_399_Lab,Tot_300_399_IDNS,Tot_300_399_Tot,Tot_400_499_Mng,Tot_400_499_Pro,Tot_400_499_TecTW,Tot_400_499_CoPSW,Tot_400_499_ClAW,Tot_400_499_SWks,Tot_400_499_MaOpDv,Tot_400_499_Lab,Tot_400_499_IDNS,Tot_400_499_Tot,Tot_500_649_Mng,Tot_500_649_Pro,Tot_500_649_TecTW,Tot_500_649_CoPSW,Tot_500_649_ClAW,Tot_500_649_SWks,Tot_500_649_MaOpDv,Tot_500_649_Lab,Tot_500_649_IDNS,Tot_500_649_Tot,Tot_650_799_Mng,Tot_650_799_Pro,Tot_650_799_TecTW,Tot_650_799_CoPSW,Tot_650_799_ClAW,Tot_650_799_SWks,Tot_650_799_MaOpDv,Tot_650_799_Lab,Tot_650_799_IDNS,Tot_650_799_Tot,Tot_800_999_Mng,Tot_800_999_Pro,Tot_800_999_TecTW,Tot_800_999_CoPSW,Tot_800_999_ClAW,Tot_800_999_SWks,Tot_800_999_MaOpDv,Tot_800_999_Lab,Tot_800_999_IDNS,Tot_800_999_Tot,Tot_1000_1249_Mng,Tot_1000_1249_Pro,Tot_1000_1249_TecTW,Tot_1000_1249_CoPSW,Tot_1000_1249_ClAW,Tot_1000_1249_SWks,Tot_1000_1249_MaOpDv,Tot_1000_1249_Lab,Tot_1000_1249_IDNS,Tot_1000_1249_Tot,Tot_1250_1499_Mng,Tot_1250_1499_Pro,Tot_1250_1499_TecTW,Tot_1250_1499_CoPSW,Tot_1250_1499_ClAW,Tot_1250_1499_SWks,Tot_1250_1499_MaOpDv,Tot_1250_1499_Lab,Tot_1250_1499_IDNS,Tot_1250_1499_Tot,Tot_1500_1749_Mng,Tot_1500_1749_Pro,Tot_1500_1749_TecTW,Tot_1500_1749_CoPSW,Tot_1500_1749_ClAW,Tot_1500_1749_SWks,Tot_1500_1749_MaOpDv,Tot_1500_1749_Lab,Tot_1500_1749_IDNS,Tot_1500_1749_Tot,Tot_1750_1999_Mng,Tot_1750_1999_Pro,Tot_1750_1999_TecTW,Tot_1750_1999_CoPSW,Tot_1750_1999_ClAW,Tot_1750_1999_SWks,Tot_1750_1999_MaOpDv,Tot_1750_1999_Lab,Tot_1750_1999_IDNS,Tot_1750_1999_Tot,Tot_2000_2999_Mng,Tot_2000_2999_Pro,Tot_2000_2999_TecTW,Tot_2000_2999_CoPSW,Tot_2000_2999_ClAW,Tot_2000_2999_SWks,Tot_2000_2999_MaOpDv,Tot_2000_2999_Lab,Tot_2000_2999_IDNS,Tot_2000_2999_Tot,Tot_3000_3499_Mng,Tot_3000_3499_Pro,Tot_3000_3499_TecTW,Tot_3000_3499_CoPSW,Tot_3000_3499_ClAW,Tot_3000_3499_SWks,Tot_3000_3499_MaOpDv,Tot_3000_3499_Lab,Tot_3000_3499_IDNS,Tot_3000_3499_Tot,Tot_3500mo_Mng,Tot_3500mo_Pro,Tot_3500mo_TecTW,Tot_3500mo_CoPSW,Tot_3500mo_ClAW,Tot_3500mo_SWks,Tot_3500mo_MaOpDv,Tot_3500mo_Lab,Tot_3500mo_IDNS,Tot_3500mo_Tot
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,11,4,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,3,0,0,11,5,0,0,0,0,0,7,0,0,14,4,0,0,0,0,0,3,0,0,15,4,0,4,0,0,0,8,0,0,24,3,0,4,0,0,0,16,0,0,29,8,4,20,0,4,0,29,3,0,66,6,4,12,0,0,0,12,0,0,36,9,0,5,0,0,0,3,0,0,26
LGA59100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,11,4,0,0,0,4,0,0,0,0,15,9,0,6,3,6,0,0,7,0,18,8,0,6,3,3,0,0,0,0,23,18,0,5,0,0,0,8,4,0,39,23,4,4,0,3,0,6,8,0,40,12,3,0,0,0,0,0,3,0,25,15,3,0,0,0,0,0,0,0,21,10,0,4,0,0,0,0,0,0,18,14,0,4,0,0,0,0,0,0,22,4,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,14
LGA59170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,11,7,0,0,4,0,4,0,0,0,20,9,0,3,0,0,0,0,5,0,20,3,0,0,3,0,0,3,4,0,18,7,0,0,0,5,5,0,12,0,30,18,0,0,3,5,5,4,7,0,39,21,0,8,3,9,10,8,18,0,62,27,3,9,3,3,0,5,18,0,68,18,0,3,0,4,3,3,16,0,53,25,6,8,0,0,0,10,12,3,60,25,0,0,7,0,0,9,0,0,43,28,5,3,0,0,0,0,0,0,41,11,0,0,0,0,0,0,0,0,13,13,0,0,0,3,0,0,0,0,17
LGA59250,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,19,4,0,3,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,6,0,0,16,0,0,0,0,0,0,3,5,0,13,0,0,12,0,4,0,3,6,0,27,0,5,5,9,6,0,16,19,3,67,3,7,15,4,7,0,28,12,3,79,4,14,35,0,7,0,46,18,0,121,7,16,49,4,13,0,96,26,6,213,18,91,166,9,9,0,169,33,10,496,12,43,74,0,0,0,42,0,3,177,43,36,47,0,0,0,32,4,4,155
LGA59310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,7,7,5,0,0,0,0,0,0,0,0,7,0,0,0,0,5,3,0,0,0,9,3,0,3,5,4,0,0,6,0,20,0,0,0,0,8,4,0,3,0,22,3,0,4,6,0,3,0,10,0,23,16,3,9,11,9,5,4,13,0,66,16,0,9,8,7,7,5,10,0,57,12,10,6,9,17,3,3,11,0,64,24,8,20,3,11,3,15,8,0,94,25,11,14,0,5,5,12,8,0,66,21,3,7,3,3,0,9,0,0,49,20,10,6,3,3,5,5,0,0,50,29,13,0,0,5,0,11,4,0,72,8,4,0,0,0,0,0,0,0,14,10,0,0,0,0,0,0,0,0,11
LGA59320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,6,0,16,0,0,0,0,0,0,0,7,0,8,0,0,3,0,3,0,5,5,0,17,6,0,0,0,6,0,0,19,0,33,5,0,4,0,0,0,0,18,0,31,17,0,0,0,0,0,3,11,0,25,3,0,0,0,0,0,0,3,0,16,19,0,0,0,0,0,0,0,0,27,0,3,0,0,0,0,3,0,0,6,11,0,0,0,0,0,0,0,0,18,10,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,4
LGA59330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,3,0,0,3,5,0,0,0,0,8,12,0,0,6,5,0,0,0,0,27,0,0,0,6,0,0,4,7,0,18,8,0,5,0,0,0,5,3,0,21,7,0,0,8,5,0,7,5,0,28,7,3,0,3,0,0,5,3,0,28,0,3,0,0,0,0,0,0,0,13,6,5,0,0,0,0,0,0,0,7,14,3,3,0,3,0,0,4,0,30,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,8
LGA59340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,4,3,0,0,3,0,5,6,41,61,0,0,0,4,5,0,5,8,9,31,0,3,3,13,0,16,0,10,6,51,6,6,6,12,3,7,4,8,5,49,0,11,10,7,3,12,5,16,0,61,6,6,9,13,6,7,4,23,0,80,25,15,14,48,26,17,8,35,5,184,8,21,20,29,26,26,12,42,5,186,26,40,40,73,51,33,13,62,12,341,60,63,62,94,91,33,24,77,6,515,65,104,54,65,83,12,33,48,15,474,55,122,48,37,50,6,40,28,5,400,66,114,35,37,16,0,28,20,3,317,118,153,67,54,28,0,47,22,7,511,28,23,18,13,3,4,7,6,0,97,49,42,19,12,5,0,3,0,6,139
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,3,4,0,8,0,0,0,4,0,0,0,0,0,6,0,0,0,5,0,0,0,3,0,7,5,0,0,0,0,0,3,3,0,19,3,0,5,3,0,0,5,8,0,26,5,0,5,0,0,0,3,13,4,28,0,7,18,0,5,0,23,4,0,58,0,6,22,0,3,0,37,0,5,75,12,39,96,0,9,0,88,5,0,247,8,20,41,0,0,0,22,0,0,87,19,21,21,0,3,0,16,0,0,82
LGA59360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,19,11,0,3,0,0,0,7,7,0,22,0,0,0,0,0,0,0,5,0,8,0,0,0,5,0,0,0,4,0,11,8,0,0,0,6,0,0,3,0,13,3,0,0,0,0,3,0,6,0,12,14,0,4,0,8,0,0,6,0,34,7,0,5,8,0,5,0,10,5,38,8,0,7,4,6,4,5,13,0,50,13,3,10,5,9,5,10,18,3,74,22,7,16,12,12,0,12,21,3,99,19,6,27,8,9,0,36,26,0,134,15,16,22,0,10,0,49,10,0,122,31,31,91,15,5,0,188,18,0,383,8,13,63,0,3,0,33,4,0,124,33,4,58,0,0,0,15,8,0,118
LGA59370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,0,0,9,20,10,0,0,0,3,0,0,0,0,14,0,0,3,11,0,6,0,13,0,40,7,3,0,6,5,5,3,9,0,44,12,0,4,5,3,8,0,10,0,50,3,0,3,9,7,11,0,14,0,52,20,5,15,19,9,17,0,15,5,101,19,5,24,20,14,9,8,12,0,101,29,10,20,38,17,18,9,8,8,151,32,17,17,16,13,10,12,13,0,129,23,15,7,7,6,3,12,10,3,87,26,27,13,8,8,0,12,6,0,102,14,11,13,0,3,0,8,4,0,45,30,23,13,8,3,3,5,0,0,90,11,3,0,0,0,0,0,0,0,15,12,5,0,0,0,0,6,0,0,19
LGA59499,6,9,5,0,0,0,0,5,26,47,0,3,0,0,0,0,0,5,6,12,0,0,0,0,0,0,0,4,7,16,4,8,11,9,3,0,10,7,110,162,26,60,85,55,33,17,47,97,458,879,68,56,86,47,57,23,52,121,63,579,36,223,110,446,63,125,88,386,31,1514,49,306,239,477,113,166,178,621,37,2176,94,259,433,488,147,161,213,712,50,2562,104,308,647,594,145,182,306,826,72,3175,175,415,1086,881,201,217,461,1092,78,4604,195,405,1257,962,270,224,540,1132,105,5089,256,499,1839,868,309,206,705,1264,127,6056,350,588,2566,788,329,236,834,1429,144,7263,377,555,2424,423,265,188,634,977,109,5954,444,587,2292,275,199,144,667,808,99,5518,294,486,1547,187,143,90,660,595,76,4081,638,967,2569,196,184,92,1539,769,124,7083,203,324,715,22,55,21,348,155,32,1875,436,501,736,31,55,42,274,116,59,2245
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,11,15,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,4,0,0,0,0,4,0,11,0,0,0,0,0,0,0,6,4,10,0,5,3,0,0,0,5,4,0,14,0,0,4,10,0,0,0,6,0,18,4,3,16,3,0,6,3,18,0,54,0,6,16,0,0,0,3,5,0,33,0,11,15,7,3,0,6,16,4,65,0,15,27,8,0,0,15,18,5,89,9,49,86,13,10,0,46,107,6,321,8,39,80,4,6,0,33,34,3,198,32,103,278,5,12,0,62,28,8,525
