POW_LGA_CODE_2021,Tot_150_299_A_55_64,Tot_150_299_A_65_74,Tot_150_299_A_75ov,Tot_150_299_Tot,Tot_300_399_A_15_19,Tot_300_399_A_20_24,Tot_300_399_A_25_34,Tot_300_399_A_35_44,Tot_300_399_A_45_54,Tot_300_399_A_55_64,Tot_300_399_A_65_74,Tot_300_399_A_75ov,Tot_300_399_Tot,Tot_400_499_A_15_19,Tot_400_499_A_20_24,Tot_400_499_A_25_34,Tot_400_499_A_35_44,Tot_400_499_A_45_54,Tot_400_499_A_55_64,Tot_400_499_A_65_74,Tot_400_499_A_75ov,Tot_400_499_Tot,Tot_500_649_A_15_19,Tot_500_649_A_20_24,Tot_500_649_A_25_34,Tot_500_649_A_35_44,Tot_500_649_A_45_54,Tot_500_649_A_55_64,Tot_500_649_A_65_74,Tot_500_649_A_75ov,Tot_500_649_Tot,Tot_650_799_A_15_19,Tot_650_799_A_20_24,Tot_650_799_A_25_34,Tot_650_799_A_35_44,Tot_650_799_A_45_54,Tot_650_799_A_55_64,Tot_650_799_A_65_74,Tot_650_799_A_75ov,Tot_650_799_Tot,Tot_800_999_A_15_19,Tot_800_999_A_20_24,Tot_800_999_A_25_34,Tot_800_999_A_35_44,Tot_800_999_A_45_54,Tot_800_999_A_55_64,Tot_800_999_A_65_74,Tot_800_999_A_75ov,Tot_800_999_Tot,Tot_1000_1249_A_15_19,Tot_1000_1249_A_20_24,Tot_1000_1249_A_25_34,Tot_1000_1249_A_35_44,Tot_1000_1249_A_45_54,Tot_1000_1249_A_55_64,Tot_1000_1249_A_65_74,Tot_1000_1249_A_75ov,Tot_1000_1249_Tot,Tot_1250_1499_A_15_19,Tot_1250_1499_A_20_24,Tot_1250_1499_A_25_34,Tot_1250_1499_A_35_44,Tot_1250_1499_A_45_54,Tot_1250_1499_A_55_64,Tot_1250_1499_A_65_74,Tot_1250_1499_A_75ov,Tot_1250_1499_Tot,Tot_1500_1749_A_15_19,Tot_1500_1749_A_20_24,Tot_1500_1749_A_25_34,Tot_1500_1749_A_35_44,Tot_1500_1749_A_45_54,Tot_1500_1749_A_55_64,Tot_1500_1749_A_65_74,Tot_1500_1749_A_75ov,Tot_1500_1749_Tot,Tot_1750_1999_A_15_19,Tot_1750_1999_A_20_24,Tot_1750_1999_A_25_34,Tot_1750_1999_A_35_44,Tot_1750_1999_A_45_54,Tot_1750_1999_A_55_64,Tot_1750_1999_A_65_74,Tot_1750_1999_A_75ov,Tot_1750_1999_Tot,Tot_2000_2999_A_15_19,Tot_2000_2999_A_20_24,Tot_2000_2999_A_25_34,Tot_2000_2999_A_35_44,Tot_2000_2999_A_45_54,Tot_2000_2999_A_55_64,Tot_2000_2999_A_65_74,Tot_2000_2999_A_75ov,Tot_2000_2999_Tot,Tot_3000_3499_A_15_19,Tot_3000_3499_A_20_24,Tot_3000_3499_A_25_34,Tot_3000_3499_A_35_44,Tot_3000_3499_A_45_54,Tot_3000_3499_A_55_64,Tot_3000_3499_A_65_74,Tot_3000_3499_A_75ov,Tot_3000_3499_Tot,Tot_3500mo_A_15_19,Tot_3500mo_A_20_24,Tot_3500mo_A_25_34,Tot_3500mo_A_35_44,Tot_3500mo_A_45_54,Tot_3500mo_A_55_64,Tot_3500mo_A_65_74,Tot_3500mo_A_75ov,Tot_3500mo_Tot,Tot_PINS_A_15_19,Tot_PINS_A_20_24,Tot_PINS_A_25_34,Tot_PINS_A_35_44,Tot_PINS_A_45_54,Tot_PINS_A_55_64,Tot_PINS_A_65_74,Tot_PINS_A_75ov,Tot_PINS_Tot,Tot_Tot_A_15_19,Tot_Tot_A_20_24,Tot_Tot_A_25_34,Tot_Tot_A_35_44,Tot_Tot_A_45_54,Tot_Tot_A_55_64,Tot_Tot_A_65_74,Tot_Tot_A_75ov,Tot_Tot_Tot
LGA58760,153,66,8,2169,453,439,305,385,314,224,87,11,2219,366,444,420,402,358,310,129,22,2457,379,766,703,713,732,554,227,26,4103,266,889,993,954,903,701,195,22,4922,159,952,1650,1331,1288,915,225,20,6535,59,637,1893,1572,1518,1133,274,21,7107,23,328,1335,1349,1113,868,160,10,5193,8,198,1169,1200,1064,700,170,12,4525,0,78,767,895,879,531,108,6,3263,3,64,760,1373,1295,832,108,16,4458,0,8,129,281,257,160,43,5,873,0,8,134,323,406,260,62,13,1211,48,70,100,113,129,100,30,3,594,4403,5374,10775,11361,10621,7569,1933,211,52245
LGA58820,4,0,0,33,0,5,9,8,12,6,8,5,41,9,9,15,12,11,26,3,0,89,11,15,10,17,17,18,18,3,113,14,20,13,21,28,24,8,0,129,4,33,22,22,29,30,8,3,147,4,21,34,39,50,28,10,0,187,0,13,42,32,42,39,11,0,183,0,20,32,33,57,32,4,0,186,0,11,36,57,49,56,13,5,224,0,25,107,146,199,159,13,0,650,0,0,23,38,60,28,4,0,150,0,0,12,29,45,26,4,3,122,0,3,0,12,4,7,0,0,29,83,177,363,464,619,491,105,31,2327
LGA58890,10,0,0,19,0,0,0,0,0,5,3,0,10,0,0,0,3,6,3,0,0,10,4,3,3,0,10,12,5,4,33,0,4,0,3,5,5,4,0,28,0,3,5,7,10,7,7,3,34,0,7,5,9,9,20,9,3,56,0,0,8,10,6,12,0,0,27,0,5,3,3,9,0,6,5,37,0,0,0,0,9,5,3,0,20,0,0,3,0,15,7,7,5,35,0,0,0,4,0,0,0,0,6,0,0,0,0,0,5,6,0,11,0,0,0,0,0,0,0,0,5,8,27,31,43,86,77,53,22,345
LGA59030,0,4,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,5,5,0,7,0,0,0,3,0,0,0,0,11,0,0,0,5,7,5,0,0,14,0,0,5,0,5,0,0,0,15,0,0,3,8,7,10,0,0,24,0,6,10,5,5,11,0,0,29,0,0,15,14,15,21,0,0,66,0,0,6,15,8,6,0,0,36,0,0,4,5,15,8,0,0,26,0,0,0,0,0,0,0,0,0,3,4,39,54,54,72,13,0,255
LGA59100,0,0,0,8,0,0,0,0,4,0,0,0,11,0,0,0,4,4,6,0,0,15,0,4,4,6,0,0,6,0,18,0,0,3,3,0,6,5,3,23,0,3,8,4,10,12,5,0,39,0,6,11,7,5,16,0,0,40,0,0,3,4,0,9,0,0,25,0,0,5,3,7,7,0,0,21,0,0,5,5,9,11,0,0,18,0,0,3,4,9,3,3,0,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,14,0,0,0,0,0,0,0,0,4,0,13,40,52,46,82,29,11,269
LGA59170,0,0,0,20,0,0,0,3,6,9,0,6,20,0,0,4,0,4,4,0,0,18,0,3,0,9,7,4,7,3,30,0,5,14,9,9,8,3,0,39,0,8,7,8,9,21,7,4,62,0,6,12,16,7,9,5,0,68,0,5,11,20,5,13,0,0,53,0,0,11,12,10,15,12,0,60,0,0,0,14,15,8,5,0,43,0,0,0,11,10,11,5,0,41,0,0,0,3,4,5,0,0,13,0,0,3,0,3,5,0,0,17,0,0,0,0,0,0,0,0,3,17,28,72,108,88,116,53,23,508
LGA59250,0,0,0,4,0,0,0,0,4,0,0,0,9,0,0,0,0,0,3,0,0,9,0,3,3,6,3,0,0,0,16,0,0,0,3,3,0,0,0,13,0,5,4,3,6,6,4,0,27,0,13,14,10,13,14,0,0,67,0,11,21,17,12,10,5,0,79,3,20,40,28,18,15,0,0,121,4,22,57,49,40,33,5,0,213,0,27,162,137,101,63,7,0,496,0,5,57,59,35,20,0,0,177,0,0,27,58,36,20,11,0,155,0,0,8,4,3,0,0,0,12,19,105,393,368,275,188,43,3,1403
LGA59310,4,3,0,20,7,0,5,0,0,4,4,0,22,0,0,3,7,0,6,3,0,23,7,8,8,7,8,8,8,3,66,6,11,10,13,8,7,13,0,57,0,6,6,24,7,14,3,0,64,0,11,16,13,14,25,8,0,94,0,10,12,10,11,17,10,3,66,0,5,5,6,19,12,0,0,49,0,4,7,16,13,11,5,0,50,0,0,11,14,22,12,0,0,72,0,0,3,0,6,3,0,0,14,0,0,0,9,0,6,0,4,11,0,0,0,0,4,0,0,4,6,25,51,90,122,126,129,64,13,638
LGA59320,0,0,0,6,0,0,0,0,0,3,8,0,16,0,0,0,0,0,0,0,0,8,0,0,3,10,3,0,0,0,17,0,0,14,7,7,8,0,0,33,0,5,9,4,8,6,0,0,31,0,0,3,4,7,7,0,0,25,0,0,3,5,0,7,0,0,16,0,0,3,3,11,9,0,0,27,0,0,3,0,3,0,0,0,6,0,0,0,0,6,4,0,0,18,0,0,0,5,0,3,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,18,41,36,45,60,11,9,223
LGA59330,0,0,0,3,0,0,0,3,0,0,3,0,10,0,0,3,0,5,3,3,3,8,0,3,3,4,4,4,0,0,27,0,0,9,0,3,3,7,0,18,0,0,5,3,9,3,0,0,21,0,0,10,3,7,9,3,0,28,0,9,4,4,4,10,3,0,28,0,0,3,0,4,0,0,0,13,0,0,0,0,0,0,0,0,7,0,0,3,6,10,3,3,0,30,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,18,37,31,47,50,25,7,213
LGA59340,7,5,0,49,7,4,10,3,12,15,5,0,61,7,8,18,6,16,10,10,3,80,23,13,40,32,25,34,19,8,184,12,11,38,42,27,28,19,0,186,8,52,111,50,57,48,16,0,341,15,60,141,94,77,103,19,5,515,3,40,140,94,102,78,16,3,474,6,17,123,99,86,65,15,3,400,0,11,98,73,70,48,10,0,317,0,9,122,140,119,89,19,0,511,0,0,16,24,29,31,6,0,97,0,0,14,35,37,40,4,4,139,0,5,22,17,17,16,0,5,88,136,250,907,730,685,621,171,24,3522
LGA59350,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,8,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,7,0,7,0,4,3,0,5,0,19,5,0,7,0,7,5,0,0,26,5,4,14,0,6,0,3,0,28,0,9,13,6,13,7,9,0,58,0,3,25,9,19,12,3,0,75,0,19,87,49,53,38,3,0,247,0,0,18,27,23,18,0,0,87,0,3,12,27,26,10,0,0,82,0,0,3,3,0,0,0,0,4,6,45,176,134,165,97,34,3,654
LGA59360,6,0,0,11,0,0,8,0,3,3,0,0,13,0,0,3,3,10,0,0,0,12,0,4,4,3,6,13,3,4,34,3,0,0,4,12,8,4,3,38,0,6,6,6,15,12,7,0,50,5,4,15,8,18,23,0,0,74,0,15,16,23,12,24,8,0,99,0,7,37,28,31,22,4,0,134,0,5,24,15,31,36,4,0,122,0,18,78,86,118,76,9,0,383,0,8,27,38,28,21,3,0,124,0,0,15,31,37,25,5,0,118,0,0,3,4,0,4,0,0,14,21,76,238,270,324,279,53,7,1273
LGA59370,6,6,0,44,4,0,4,12,4,13,11,0,50,3,0,0,3,9,14,8,5,52,3,5,19,13,20,23,17,7,101,5,9,11,23,13,30,11,5,101,4,8,20,32,35,46,10,0,151,4,11,21,25,20,30,12,3,129,3,5,13,18,11,21,7,0,87,0,9,22,18,23,23,4,0,102,0,0,6,11,16,13,4,0,45,0,0,16,21,25,22,5,0,90,0,0,0,8,3,0,0,0,15,0,0,0,5,0,0,3,0,19,0,0,3,0,4,6,4,9,23,65,49,134,211,197,264,110,26,1064
LGA59499,350,152,31,2176,190,340,400,430,451,491,216,42,2562,254,398,517,479,551,616,299,68,3175,349,547,770,737,838,892,413,59,4604,186,652,929,894,1036,926,407,60,5089,127,646,1317,1193,1233,1109,385,63,6056,75,576,1850,1528,1485,1323,395,29,7263,42,401,1513,1374,1306,1035,263,26,5954,37,294,1424,1336,1221,977,206,28,5518,19,183,996,1118,937,661,154,6,4081,13,283,1813,1939,1690,1086,238,21,7083,0,42,455,556,470,267,70,8,1875,4,39,391,670,616,410,94,22,2245,38,72,153,122,168,159,56,19,776,2207,5104,13102,13038,12601,10552,3447,516,60566
LGA59799,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,4,3,4,0,0,0,11,0,0,0,0,0,3,0,0,10,0,6,6,5,0,3,0,0,14,0,4,7,3,3,0,0,0,18,7,10,17,14,10,5,0,0,54,0,4,15,3,7,5,0,0,33,0,5,9,16,17,9,4,0,65,0,11,19,24,20,13,0,0,89,0,9,67,96,99,41,7,0,321,0,5,38,69,58,33,3,0,198,0,3,73,169,188,89,5,0,525,0,3,3,0,5,0,0,0,18,13,55,252,411,418,212,28,0,1386
