POW_LGA_CODE_2021,AgFF_AgFF_nfd_M,AgFF_AgFF_nfd_F,AgFF_AgFF_nfd_P,AgFF_Agriculture_M,AgFF_Agriculture_F,AgFF_Agriculture_P,AgFF_Aquaculture_M,AgFF_Aquaculture_F,AgFF_Aquaculture_P,AgFF_Forestry_logging_M,AgFF_Forestry_logging_F,AgFF_Forestry_logging_P,AgFF_Fishing_hunt_trap_M,AgFF_Fishing_hunt_trap_F,AgFF_Fishing_hunt_trap_P,AgFF_AgFF_support_Svs_M,AgFF_AgFF_support_Svs_F,AgFF_AgFF_support_Svs_P,AgFF_Tot_M,AgFF_Tot_F,AgFF_Tot_P,Min_Min_nfd_M,Min_Min_nfd_F,Min_Min_nfd_P,Min_Coal_min_M,Min_Coal_min_F,Min_Coal_min_P,Min_Oil_gas_extrac_M,Min_Oil_gas_extrac_F,Min_Oil_gas_extrac_P,Min_Metal_ore_min_M,Min_Metal_ore_min_F,Min_Metal_ore_min_P,Min_NonMet_minral_min_quar_M,Min_NonMet_minral_min_quar_F,Min_NonMet_minral_min_quar_P,Min_Expl_oth_min_supt_Svs_M,Min_Expl_oth_min_supt_Svs_F,Min_Expl_oth_min_supt_Svs_P,Min_Tot_M,Min_Tot_F,Min_Tot_P,Mnf_Mnf_nfd_M,Mnf_Mnf_nfd_F,Mnf_Mnf_nfd_P,Mnf_Food_pdt_mnf_M,Mnf_Food_pdt_mnf_F,Mnf_Food_pdt_mnf_P,Mnf_Beverag_tobac_pdt_mnf_M,Mnf_Beverag_tobac_pdt_mnf_F,Mnf_Beverag_tobac_pdt_mnf_P,Mnf_Tex_leath_clo_footw_mnf_M,Mnf_Tex_leath_clo_footw_mnf_F,Mnf_Tex_leath_clo_footw_mnf_P,Mnf_Wood_pdt_mnf_M,Mnf_Wood_pdt_mnf_F,Mnf_Wood_pdt_mnf_P,Mnf_Pul_pap_cvertd_pap_mnf_M,Mnf_Pul_pap_cvertd_pap_mnf_F,Mnf_Pul_pap_cvertd_pap_mnf_P,Mnf_Print_inc_repdtn_RM_mnf_M,Mnf_Print_inc_repdtn_RM_mnf_F,Mnf_Print_inc_repdtn_RM_mnf_P,Mnf_Petroleum_coal_pdt_mnf_M,Mnf_Petroleum_coal_pdt_mnf_F,Mnf_Petroleum_coal_pdt_mnf_P,Mnf_Bas_che_and_chem_pr_mnf_M,Mnf_Bas_che_and_chem_pr_mnf_F,Mnf_Bas_che_and_chem_pr_mnf_P,Mnf_Polym_pd_rubber_pd_mnf_M,Mnf_Polym_pd_rubber_pd_mnf_F,Mnf_Polym_pd_rubber_pd_mnf_P,Mnf_NonMet_mineral_pdt_mnf_M,Mnf_NonMet_mineral_pdt_mnf_F,Mnf_NonMet_mineral_pdt_mnf_P,Mnf_Pri_met_and_met_pr_mnf_M,Mnf_Pri_met_and_met_pr_mnf_F,Mnf_Pri_met_and_met_pr_mnf_P,Mnf_Fab_metal_pdt_mnf_M,Mnf_Fab_metal_pdt_mnf_F,Mnf_Fab_metal_pdt_mnf_P,Mnf_Transpt_equip_mnf_M,Mnf_Transpt_equip_mnf_F,Mnf_Transpt_equip_mnf_P,Mnf_Machin_and_equip_mnf_M,Mnf_Machin_and_equip_mnf_F,Mnf_Machin_and_equip_mnf_P,Mnf_Furnitur_and_oth_mnf_M,Mnf_Furnitur_and_oth_mnf_F,Mnf_Furnitur_and_oth_mnf_P,Mnf_Tot_M,Mnf_Tot_F,Mnf_Tot_P,EGWWS_EGWWS_nfd_M,EGWWS_EGWWS_nfd_F,EGWWS_EGWWS_nfd_P,EGWWS_ElecSup_M,EGWWS_ElecSup_F,EGWWS_ElecSup_P,EGWWS_GasSup_M,EGWWS_GasSup_F,EGWWS_GasSup_P,EGWWS_WatSup_SDS_M,EGWWS_WatSup_SDS_F,EGWWS_WatSup_SDS_P,EGWWS_WasteCTDS_M,EGWWS_WasteCTDS_F,EGWWS_WasteCTDS_P,EGWWS_Tot_M,EGWWS_Tot_F,EGWWS_Tot_P,Const_Const_nfd_M,Const_Const_nfd_F,Const_Const_nfd_P,Const_Blding_Const_M,Const_Blding_Const_F,Const_Blding_Const_P,Const_HeavyCivl_eng_Const_M,Const_HeavyCivl_eng_Const_F,Const_HeavyCivl_eng_Const_P,Const_Const_Svs_M,Const_Const_Svs_F,Const_Const_Svs_P,Const_Tot_M,Const_Tot_F,Const_Tot_P,WST_WST_nfd_M,WST_WST_nfd_F,WST_WST_nfd_P,WST_Basic_matl_W_M,WST_Basic_matl_W_F,WST_Basic_matl_W_P,WST_Machin_and_equip_W_M,WST_Machin_and_equip_W_F,WST_Machin_and_equip_W_P,WST_MotV_and_motV_partsW_M,WST_MotV_and_motV_partsW_F,WST_MotV_and_motV_partsW_P,WST_GrocLiq_and_tob_pdtW_M,WST_GrocLiq_and_tob_pdtW_F,WST_GrocLiq_and_tob_pdtW_P,WST_Oth_gds_W_M,WST_Oth_gds_W_F,WST_Oth_gds_W_P,WST_Comm_based_W_M,WST_Comm_based_W_F,WST_Comm_based_W_P,WST_Tot_M,WST_Tot_F,WST_Tot_P,RetT_RetT_nfd_M,RetT_RetT_nfd_F,RetT_RetT_nfd_P,RetT_MotV_and_motV_partsR_M,RetT_MotV_and_motV_partsR_F,RetT_MotV_and_motV_partsR_P,RetT_Fuel_ret_M,RetT_Fuel_ret_F,RetT_Fuel_ret_P,RetT_Food_ret_M,RetT_Food_ret_F,RetT_Food_ret_P,RetT_Oth_store_based_ret_M,RetT_Oth_store_based_ret_F,RetT_Oth_store_based_ret_P,RetT_NonSR_and_RCB_buy_sell_M,RetT_NonSR_and_RCB_buy_sell_F,RetT_NonSR_and_RCB_buy_sell_P,RetT_Tot_M,RetT_Tot_F,RetT_Tot_P,AcFd_AcFd_nfd_M,AcFd_AcFd_nfd_F,AcFd_AcFd_nfd_P,AcFd_Accomm_M,AcFd_Accomm_F,AcFd_Accomm_P,AcFd_FoodBev_Svs_M,AcFd_FoodBev_Svs_F,AcFd_FoodBev_Svs_P,AcFd_Tot_M,AcFd_Tot_F,AcFd_Tot_P,TPW_TPW_nfd_M,TPW_TPW_nfd_F,TPW_TPW_nfd_P,TPW_RoadTspt_M,TPW_RoadTspt_F,TPW_RoadTspt_P,TPW_RailTspt_M,TPW_RailTspt_F,TPW_RailTspt_P,TPW_WaterTspt_M,TPW_WaterTspt_F,TPW_WaterTspt_P,TPW_Air_space_tspt_M,TPW_Air_space_tspt_F,TPW_Air_space_tspt_P,TPW_Oth_tspt_M,TPW_Oth_tspt_F
LGA54830,0,0,0,134,229,364,0,0,0,0,0,0,4,0,4,11,6,16,151,239,392,98,23,123,8,3,9,26,4,32,590,186,773,41,10,50,85,22,102,842,242,1082,135,31,168,35,38,71,0,0,0,0,0,8,3,0,7,0,0,0,0,0,6,128,33,161,874,272,1140,105,32,135,138,27,169,970,153,1128,268,34,301,138,29,172,123,22,142,3,0,8,2931,674,3609,8,3,10,146,20,163,16,6,20,52,11,68,302,76,378,522,112,639,171,25,192,411,40,448,526,54,585,1133,208,1342,2236,326,2566,4,0,5,295,92,387,22,10,33,11,3,10,18,22,34,10,3,11,0,0,0,359,130,485,9,9,20,17,5,18,149,47,192,196,300,500,63,259,319,0,0,0,433,619,1060,0,0,0,0,5,7,292,408,698,297,416,712,42,11,53,447,59,505,150,23,169,7,0,12,0,0,3,3,3
LGA54900,0,0,0,243,105,350,0,0,0,0,0,0,0,0,0,15,3,25,258,113,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5,3,0,3,9,3,3,4,0,6,20,0,16,26,4,34,0,0,0,24,9,33,11,0,11,0,0,0,0,0,0,0,0,0,3,0,3,35,14,53,0,0,5,4,4,8,3,4,8,4,7,13,4,6,7,0,0,0,15,30,47,0,0,0,8,9,17,3,11,12,14,18,28,0,0,0,14,13,29,0,0,0,0,0,0,0,0,0,0,0
LGA54970,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,8,3,10,44,3,51,8,5,11,5,0,5,1325,255,1585,28,7,42,769,102,869,2187,378,2561,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,13,0,14,0,0,4,15,0,17,0,0,0,0,0,0,44,9,49,0,0,0,5,0,10,0,0,0,0,0,0,0,0,3,10,4,14,3,0,3,3,0,3,31,3,31,41,0,45,81,3,83,0,0,0,0,0,0,15,4,18,3,0,3,0,0,0,0,0,0,0,0,0,18,4,21,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,3,3,11,0,0,0,7,4,15,62,52,118,72,60,132,0,0,0,28,8,29,0,0,0,0,0,0,0,0,5,0,0
LGA55040,0,0,0,8,6,18,0,0,0,0,0,0,0,0,0,0,0,5,13,7,17,48,7,62,52,22,75,4,0,4,1162,196,1357,5,0,5,466,56,520,1739,289,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,4,0,4,12,0,12,251,84,339,0,0,0,3,0,3,4,0,6,0,0,0,285,94,374,0,0,0,4,0,4,0,0,0,3,0,3,8,0,8,14,0,15,20,0,20,10,6,10,24,0,25,70,4,81,117,14,134,0,0,0,0,0,4,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,6,7,7,0,4,6,0,0,0,3,11,17,6,0,6,12,22,29,20,19,43,35,45,77,0,0,0,42,9,50,8,0,7,0,0,0,0,0,0,0,0
LGA55110,0,0,0,24,12,36,0,0,0,0,0,0,14,11,24,6,4,10,41,27,66,26,9,31,4,0,7,3,0,3,67,16,81,5,0,5,17,9,26,122,29,153,44,25,69,73,116,194,7,6,19,15,31,50,20,0,20,0,0,0,37,11,46,0,0,0,5,6,15,3,4,9,32,6,31,46,10,57,89,21,111,49,8,56,28,18,44,27,9,37,470,290,759,0,0,0,0,0,5,0,0,0,25,7,31,79,34,117,107,47,151,33,5,42,265,61,327,51,19,71,931,202,1134,1288,291,1579,4,0,6,33,21,56,21,13,35,42,6,42,10,10,17,12,25,37,3,5,5,134,77,203,27,58,85,219,84,302,39,82,122,478,808,1284,621,1767,2387,5,7,17,1381,2815,4200,4,0,4,65,133,199,987,1429,2412,1053,1562,2612,8,14,26,220,101,323,80,18,97,0,5,8,0,3,4,8,7
LGA55180,9,3,10,526,294,822,10,0,10,81,11,91,0,0,0,44,12,58,661,323,984,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,6,4,8,4,0,3,34,25,56,23,14,39,0,0,0,43,9,52,0,0,0,0,4,5,0,0,0,0,4,4,0,0,0,7,0,7,15,0,12,0,0,0,0,0,5,9,3,12,6,0,6,139,57,195,0,0,0,0,0,0,0,0,0,13,3,14,15,4,16,28,9,31,4,0,5,40,8,46,17,0,20,135,28,168,199,33,235,4,4,5,30,16,46,4,7,10,0,0,0,9,4,13,0,0,4,3,0,3,54,38,90,3,0,10,37,15,54,9,8,18,63,131,195,36,105,143,0,0,0,154,263,418,0,0,0,59,101,158,60,132,192,122,233,357,6,3,9,110,21,134,0,0,0,0,0,0,0,0,0,4,0
LGA55250,0,0,0,28,15,44,0,0,0,0,0,0,0,0,0,0,0,0,28,22,49,15,4,15,0,0,0,0,0,0,747,110,859,3,0,7,138,15,149,902,129,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,4,0,4,4,0,9,26,0,26,41,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,19,10,5,16,0,0,3,0,0,0,23,16,40,0,0,0,9,12,25,37,40,80,51,54,108,4,0,9,21,0,29,0,0,0,0,0,0,0,0,0,0,0
LGA55320,0,0,0,36,53,88,0,0,0,4,0,4,8,5,15,9,6,6,55,59,115,61,16,80,9,4,5,17,4,18,578,164,741,54,22,81,229,91,319,946,302,1248,43,21,65,319,320,635,74,18,95,11,37,49,11,4,14,4,0,0,10,9,19,4,0,6,101,104,203,44,9,55,9,5,14,169,95,260,52,11,64,33,6,36,62,14,86,18,7,28,957,664,1620,3,0,3,3,4,7,13,16,32,5,0,9,22,12,30,50,30,82,67,21,86,726,271,996,88,17,106,939,175,1114,1815,480,2293,14,13,27,100,91,189,54,32,86,56,17,73,135,55,191,26,43,66,4,0,5,399,252,641,28,65,90,293,96,390,45,52,94,875,887,1759,854,2213,3061,8,24,31,2097,3331,5429,0,5,9,25,47,73,1280,1523,2801,1301,1574,2884,11,17,26,352,70,426,9,6,17,12,7,12,17,6,18,4,0
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,9,15,0,0,0,0,0,0,491,85,569,0,0,0,224,36,258,721,125,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10,0,6,12,0,12,23,0,23,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,18,13,23,19,20,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55460,0,0,0,136,53,193,0,0,0,0,0,0,0,0,0,11,0,12,141,56,197,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,5,0,0,0,0,0,3,7,4,13,4,0,4,20,11,29,0,0,0,25,0,24,0,0,0,22,0,27,0,4,4,47,4,53,0,0,0,4,0,7,9,0,7,25,9,32,43,9,55,0,0,0,45,15,61,25,16,38,3,0,3,7,0,12,0,0,0,6,3,10,85,35,118,4,5,10,9,3,15,8,9,14,30,38,67,13,36,50,0,0,0,61,89,149,0,0,0,5,11,21,13,48,63,19,67,84,0,3,4,45,7,53,22,4,24,0,0,0,0,0,0,0,0
LGA55530,0,0,0,83,31,114,0,0,0,0,0,0,0,0,0,3,3,4,86,32,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,4,3,3,3,4,7,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0
LGA55600,0,0,0,195,63,262,0,0,0,0,0,0,0,0,0,16,10,21,216,75,293,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,0,0,0,6,0,8,0,0,0,14,4,14,0,0,0,19,7,24,0,0,4,15,0,15,0,0,0,29,8,37,42,6,51,0,0,0,16,8,27,28,6,28,0,0,0,0,0,0,0,0,0,9,0,9,45,18,62,0,3,0,9,9,12,3,5,9,14,27,35,3,17,20,0,0,0,31,52,85,0,0,0,3,16,17,5,26,28,7,38,47,0,6,8,25,13,38,0,0,0,0,0,0,0,0,0,0,0
LGA55670,0,0,3,73,24,99,0,0,0,0,0,0,0,0,0,5,0,5,77,22,105,0,0,4,0,0,3,0,0,0,20,0,20,0,0,0,0,0,0,24,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,8,0,8,0,0,0,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,0,0,0,0,0,0,3,0,4,3,8,9,0,7,7,0,0,0,10,13,19,0,0,0,4,0,0,0,0,0,4,3,5,0,0,4,3,4,10,0,0,0,0,0,0,0,0,0,0,0
LGA55740,0,0,0,6,4,11,0,0,0,0,0,0,0,0,0,0,0,0,12,5,16,5,0,3,0,0,0,6,0,6,9,3,8,0,0,0,6,0,6,16,10,23,5,3,3,5,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,32,13,40,0,0,0,63,10,73,98,20,121,0,0,0,3,4,7,5,0,3,0,0,0,0,0,0,0,0,3,0,0,0,7,9,17,6,0,6,0,0,0,8,0,6,96,70,166,22,62,85,0,0,0,133,126,261,3,0,0,0,3,5,78,110,188,81,113,200,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0
LGA55810,0,0,0,6,7,16,0,0,0,0,0,0,0,0,0,0,0,0,6,7,16,13,3,13,3,0,3,0,0,0,284,68,350,0,0,0,73,11,82,373,80,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,6,0,6,0,0,0,9,0,12,15,0,15,22,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,9,6,0,4,5,0,0,0,11,12,15,0,0,0,5,8,13,0,5,9,8,9,20,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0
LGA55880,0,0,0,87,35,117,0,0,0,0,0,0,0,0,0,6,0,9,94,36,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,4,10,0,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0
LGA55950,0,0,0,74,31,107,0,0,0,0,0,0,0,0,0,0,0,4,75,31,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,0,0,3,0,0,0,6,0,6,9,0,8,0,0,0,4,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,0,0,0,3,5,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
LGA56090,0,0,3,46,30,81,0,0,0,3,0,3,0,0,0,10,0,13,61,35,97,44,17,61,3,0,3,0,0,5,56,15,70,35,7,36,150,41,190,293,79,367,53,33,90,95,85,178,8,4,8,12,22,33,8,0,10,0,0,3,12,14,21,0,0,0,10,7,10,14,3,15,7,6,15,40,10,49,24,8,28,63,16,75,50,15,65,19,8,24,395,223,618,0,0,0,4,0,4,0,0,0,14,8,17,24,5,35,48,15,64,20,4,26,134,26,160,40,8,48,451,95,543,649,132,778,9,7,13,62,34,99,43,18,65,30,12,43,18,17,28,8,7,18,0,0,0,169,98,271,14,20,33,56,15,68,28,28,54,208,322,535,99,165,260,0,3,3,398,556,955,0,0,0,8,26,32,241,343,590,250,372,622,15,8,23,274,95,363,5,0,7,0,0,0,0,0,0,0,0
LGA56160,0,0,0,9,9,14,0,0,0,0,0,0,0,0,0,0,0,0,9,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,0,5,3,185,87,267,0,0,0,0,0,0,0,0,0,6,0,9,202,89,289,54,8,63,0,0,0,0,0,0,423,93,513,0,0,0,33,6,39,512,107,621,20,10,27,27,46,68,0,0,6,0,0,0,22,3,20,0,0,0,0,0,0,0,0,0,7,7,16,6,0,3,11,0,11,1149,249,1400,11,3,14,5,5,6,81,15,94,11,3,13,1345,333,1673,0,0,0,58,8,60,0,0,0,0,0,0,57,20,77,120,25,146,17,5,23,50,11,61,66,6,74,248,38,288,385,61,451,0,0,0,28,19,50,0,0,0,0,0,5,0,4,6,4,4,10,0,0,0,45,33,74,5,9,14,9,6,11,15,69,83,76,161,235,37,87,129,0,0,0,143,329,469,0,0,0,31,34,64,124,258,383,156,293,449,5,3,4,37,11,49,4,0,9,0,0,0,0,0,0,0,0
LGA56300,0,0,0,77,34,113,0,0,0,8,0,4,0,0,0,0,0,0,83,40,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,11,3,7,14,0,0,0,31,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,42,20,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,14,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,8,8,14,17,0,0,0,9,24,34,0,0,0,10,20,30,7,19,28,15,45,64,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0
LGA56370,0,0,0,127,45,175,0,0,0,0,0,0,0,0,0,9,0,10,140,51,186,0,0,0,0,0,0,0,0,0,10,3,11,0,0,0,12,0,12,14,5,22,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,14,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,10,11,5,14,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,3,0,3,0,0,0,0,9,3,0,0,3,0,0,0,5,11,13,0,0,0,0,4,4,4,9,13,6,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56460,0,5,0,150,43,193,0,0,0,0,0,0,0,0,0,18,8,29,171,53,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,7,42,9,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,0,0,0,0,0,4,0,0,0,7,0,12,68,18,93,0,0,0,11,0,11,3,0,3,17,0,17,6,6,9,30,6,37,5,0,5,21,3,23,8,0,11,43,13,57,75,18,87,0,0,0,23,12,30,13,4,14,0,0,0,0,4,4,6,0,9,9,3,12,48,23,69,6,13,11,30,8,36,3,4,9,34,64,97,29,54,79,0,0,0,97,140,232,0,0,0,3,27,31,20,46,62,25,69,90,0,0,0,56,13,68,10,0,11,0,0,0,0,0,0,0,0
LGA56580,0,0,0,15,9,29,0,0,0,0,0,0,0,0,0,3,4,3,21,16,34,7,8,7,0,5,5,3,3,9,30,10,40,12,0,12,51,8,64,96,28,130,0,0,0,22,42,64,0,0,0,7,11,21,0,0,0,0,0,0,20,10,23,0,0,0,4,10,14,6,0,6,3,4,9,3,0,7,6,0,6,6,4,8,6,3,13,0,6,8,92,85,176,0,0,0,72,10,82,0,0,3,102,37,135,13,3,14,183,51,237,16,5,19,144,22,166,57,27,86,225,15,245,446,76,524,0,3,0,4,4,5,11,3,16,0,0,0,4,3,11,3,15,18,0,4,4,28,31,56,4,10,19,37,14,49,7,9,16,77,81,152,97,183,278,0,0,0,223,300,521,0,0,0,14,13,21,263,319,576,277,325,607,5,0,5,133,24,160,5,0,5,6,0,6,3,0,0,0,4
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,9,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,4,6,4,5,4,0,0,0,13,6,22,0,0,0,0,5,0,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56730,5,4,9,174,61,234,0,0,0,0,0,0,0,0,0,7,7,20,192,67,259,8,4,8,0,0,0,0,0,0,0,3,3,3,0,0,5,0,4,16,11,24,24,6,28,126,67,196,0,0,0,4,9,20,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,9,37,4,39,14,0,21,6,5,12,6,5,10,3,0,7,239,104,343,0,0,0,20,3,23,0,0,0,50,14,64,8,7,12,80,19,102,10,0,10,60,18,76,37,8,50,128,27,152,237,56,288,0,0,0,36,16,57,36,9,46,3,5,7,18,3,29,3,8,12,0,3,6,103,43,157,7,3,3,47,23,72,10,26,32,72,109,181,49,144,188,0,0,0,179,303,487,0,0,0,14,30,45,85,151,232,95,182,275,0,0,7,45,13,50,64,3,72,0,0,0,3,0,4,0,0
