POW_LGA_CODE_2021,P_EWFT_35_39_ES_NS,P_EWFT_35_39_Tot,P_EWFT_40_44_E,P_EWFT_40_44_OM_IE,P_EWFT_40_44_OM_UIE,P_EWFT_40_44_CFW,P_EWFT_40_44_ES_NS,P_EWFT_40_44_Tot,P_EWFT_45_49_E,P_EWFT_45_49_OM_IE,P_EWFT_45_49_OM_UIE,P_EWFT_45_49_CFW,P_EWFT_45_49_ES_NS,P_EWFT_45_49_Tot,P_EWFT_50_54_E,P_EWFT_50_54_OM_IE,P_EWFT_50_54_OM_UIE,P_EWFT_50_54_CFW,P_EWFT_50_54_ES_NS,P_EWFT_50_54_Tot,P_EWFT_55_59_E,P_EWFT_55_59_OM_IE,P_EWFT_55_59_OM_UIE,P_EWFT_55_59_CFW,P_EWFT_55_59_ES_NS,P_EWFT_55_59_Tot,P_EWFT_60_64_E,P_EWFT_60_64_OM_IE,P_EWFT_60_64_OM_UIE,P_EWFT_60_64_CFW,P_EWFT_60_64_ES_NS,P_EWFT_60_64_Tot,P_EWFT_65_69_E,P_EWFT_65_69_OM_IE,P_EWFT_65_69_OM_UIE,P_EWFT_65_69_CFW,P_EWFT_65_69_ES_NS,P_EWFT_65_69_Tot,P_EWFT_70_74_E,P_EWFT_70_74_OM_IE,P_EWFT_70_74_OM_UIE,P_EWFT_70_74_CFW,P_EWFT_70_74_ES_NS,P_EWFT_70_74_Tot,P_EWFT_75ov_E,P_EWFT_75ov_OM_IE,P_EWFT_75ov_OM_UIE,P_EWFT_75ov_CFW,P_EWFT_75ov_ES_NS,P_EWFT_75ov_Tot,P_EWFT_Tot_E,P_EWFT_Tot_OM_IE,P_EWFT_Tot_OM_UIE,P_EWFT_Tot_CFW,P_EWFT_Tot_ES_NS,P_EWFT_Tot_Tot,P_EWPT_15_19_E,P_EWPT_15_19_OM_IE,P_EWPT_15_19_OM_UIE,P_EWPT_15_19_CFW,P_EWPT_15_19_ES_NS,P_EWPT_15_19_Tot,P_EWPT_20_24_E,P_EWPT_20_24_OM_IE,P_EWPT_20_24_OM_UIE,P_EWPT_20_24_CFW,P_EWPT_20_24_ES_NS,P_EWPT_20_24_Tot,P_EWPT_25_29_E,P_EWPT_25_29_OM_IE,P_EWPT_25_29_OM_UIE,P_EWPT_25_29_CFW,P_EWPT_25_29_ES_NS,P_EWPT_25_29_Tot,P_EWPT_30_34_E,P_EWPT_30_34_OM_IE,P_EWPT_30_34_OM_UIE,P_EWPT_30_34_CFW,P_EWPT_30_34_ES_NS,P_EWPT_30_34_Tot,P_EWPT_35_39_E,P_EWPT_35_39_OM_IE,P_EWPT_35_39_OM_UIE,P_EWPT_35_39_CFW,P_EWPT_35_39_ES_NS,P_EWPT_35_39_Tot,P_EWPT_40_44_E,P_EWPT_40_44_OM_IE,P_EWPT_40_44_OM_UIE,P_EWPT_40_44_CFW,P_EWPT_40_44_ES_NS,P_EWPT_40_44_Tot,P_EWPT_45_49_E,P_EWPT_45_49_OM_IE,P_EWPT_45_49_OM_UIE,P_EWPT_45_49_CFW,P_EWPT_45_49_ES_NS,P_EWPT_45_49_Tot,P_EWPT_50_54_E,P_EWPT_50_54_OM_IE,P_EWPT_50_54_OM_UIE,P_EWPT_50_54_CFW,P_EWPT_50_54_ES_NS,P_EWPT_50_54_Tot,P_EWPT_55_59_E,P_EWPT_55_59_OM_IE,P_EWPT_55_59_OM_UIE,P_EWPT_55_59_CFW,P_EWPT_55_59_ES_NS,P_EWPT_55_59_Tot,P_EWPT_60_64_E,P_EWPT_60_64_OM_IE,P_EWPT_60_64_OM_UIE,P_EWPT_60_64_CFW,P_EWPT_60_64_ES_NS,P_EWPT_60_64_Tot,P_EWPT_65_69_E,P_EWPT_65_69_OM_IE,P_EWPT_65_69_OM_UIE,P_EWPT_65_69_CFW,P_EWPT_65_69_ES_NS,P_EWPT_65_69_Tot,P_EWPT_70_74_E,P_EWPT_70_74_OM_IE,P_EWPT_70_74_OM_UIE,P_EWPT_70_74_CFW,P_EWPT_70_74_ES_NS,P_EWPT_70_74_Tot,P_EWPT_75ov_E,P_EWPT_75ov_OM_IE,P_EWPT_75ov_OM_UIE,P_EWPT_75ov_CFW,P_EWPT_75ov_ES_NS,P_EWPT_75ov_Tot,P_EWPT_Tot_E,P_EWPT_Tot_OM_IE,P_EWPT_Tot_OM_UIE,P_EWPT_Tot_CFW,P_EWPT_Tot_ES_NS,P_EWPT_Tot_Tot,P_EAFW_E,P_EAFW_OM_IE,P_EAFW_OM_UIE,P_EAFW_CFW,P_EAFW_ES_NS,P_EAFW_Tot,P_H_NS_E,P_H_NS_OM_IE,P_H_NS_OM_UIE,P_H_NS_CFW,P_H_NS_ES_NS,P_H_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
LGA56790,0,58,36,11,12,0,0,57,46,8,11,5,0,67,43,11,14,7,4,78,41,13,17,10,0,74,43,18,12,16,4,87,15,9,10,3,4,41,0,7,5,4,0,19,0,0,5,3,0,15,345,88,118,52,14,613,25,0,0,0,0,25,13,0,0,0,0,16,11,3,0,0,0,13,23,0,0,0,0,26,18,0,7,3,0,29,19,0,7,0,0,31,26,4,0,0,0,35,36,3,3,0,0,42,43,3,6,8,0,59,44,3,10,3,0,67,22,0,12,3,3,43,4,0,7,5,4,21,4,0,4,5,0,17,291,21,60,43,9,424,55,5,10,3,0,69,15,3,0,3,0,23,700,122,185,98,27,1126
LGA56860,0,8,0,0,0,0,0,5,0,0,0,0,0,5,3,0,3,0,0,11,5,0,3,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,11,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,3,6,3,0,22,0,0,0,4,0,6,0,0,0,0,0,0,31,12,18,7,0,65
LGA56930,0,59,39,8,4,0,0,43,52,7,3,0,0,67,59,8,5,0,0,71,46,8,4,0,0,59,25,6,3,0,0,36,8,3,0,0,0,10,5,3,0,0,0,6,0,0,0,0,0,0,425,49,33,0,0,513,72,0,4,0,0,70,89,0,0,0,0,90,25,0,3,0,0,27,22,0,6,0,0,28,30,0,4,0,0,33,26,0,4,3,0,32,26,0,3,0,0,35,26,3,8,0,0,37,27,4,4,3,0,37,25,3,8,0,0,45,19,3,5,0,0,29,11,7,0,0,0,15,0,0,0,3,0,11,382,35,48,18,7,486,30,0,0,0,0,31,13,4,0,0,0,14,854,82,80,21,7,1045
LGA57000,0,61,56,9,3,3,0,73,60,0,0,0,0,67,61,5,4,3,0,77,55,3,6,0,0,64,41,0,10,3,0,55,16,5,4,0,0,23,0,4,0,0,0,3,0,0,4,0,0,9,549,29,38,18,4,634,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,8,9,0,0,0,0,9,12,0,0,0,0,15,14,0,0,0,0,14,3,0,0,0,0,8,7,0,0,0,0,6,16,0,5,0,0,22,4,0,0,0,0,4,0,4,4,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,72,6,8,5,0,85,87,0,4,0,0,94,8,0,0,4,0,11,712,32,46,28,3,826
LGA57080,19,18443,15690,574,232,20,11,16530,14269,600,276,17,30,15186,12551,509,254,20,20,13354,9352,468,216,15,15,10072,5594,316,168,15,16,6105,1955,190,93,6,6,2255,432,61,37,3,6,534,73,27,17,9,0,131,115313,3638,1722,141,158,120976,1768,0,19,13,5,1797,5127,8,46,10,7,5195,3734,24,79,11,0,3850,4334,55,96,17,7,4505,5259,102,127,27,5,5521,4201,93,83,25,5,4401,3246,93,87,19,0,3453,2650,93,109,21,10,2883,2354,75,89,22,9,2546,2101,91,104,25,9,2329,1280,90,78,12,8,1468,547,51,59,23,7,690,180,39,31,18,3,276,36778,831,1011,228,77,38926,8079,64,54,21,48,8258,1734,77,78,65,159,2110,161899,4607,2871,455,440,170275
LGA57140,0,20,6,3,0,0,0,13,9,4,0,0,0,12,10,0,8,4,0,26,13,5,10,5,0,27,16,5,0,4,0,26,3,4,0,8,3,13,0,0,6,3,0,5,0,0,4,0,0,4,98,31,40,26,4,191,11,0,0,0,0,11,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,4,6,0,0,0,0,12,0,0,0,0,0,0,13,0,0,0,0,13,10,0,0,0,0,14,18,4,0,0,0,17,15,4,0,3,0,22,6,0,0,0,0,9,5,0,0,0,0,5,0,3,3,3,0,13,100,12,11,14,0,132,12,5,0,0,0,17,0,0,0,0,3,3,211,45,46,41,10,347
LGA57210,0,106,98,14,29,4,4,140,126,15,13,6,0,168,106,14,26,8,0,158,94,10,26,9,0,145,67,20,14,13,0,117,20,8,18,11,0,57,5,0,10,8,0,34,0,0,7,3,0,13,924,102,176,78,14,1300,62,0,0,0,0,64,34,0,0,0,0,40,23,0,0,0,0,24,35,0,5,5,0,46,43,0,0,0,0,47,41,0,13,0,0,58,41,0,11,4,0,62,51,4,11,0,4,71,60,0,9,6,0,74,48,7,15,5,0,70,24,3,23,9,4,60,7,3,12,11,3,42,4,0,11,12,0,31,478,21,113,59,18,685,71,0,18,3,6,103,24,0,11,9,7,52,1497,131,317,155,38,2143
LGA57280,0,1142,833,42,16,0,4,890,780,27,23,6,0,833,712,38,17,0,3,773,634,34,11,0,3,684,416,12,8,0,3,439,131,15,4,0,0,154,32,4,0,0,0,35,4,4,0,0,0,3,7163,250,128,15,30,7581,226,3,3,0,0,229,104,0,0,0,0,104,154,0,7,0,0,162,227,5,14,4,0,244,226,13,14,0,0,249,138,8,7,6,3,155,108,6,5,0,0,121,85,7,3,5,0,97,76,6,7,0,0,84,70,3,4,3,0,81,32,3,0,0,0,38,13,0,0,0,0,14,0,0,0,0,0,0,1450,50,67,17,4,1596,896,26,26,0,8,958,239,4,4,0,18,267,9744,332,229,36,58,10399
LGA57350,0,21,9,6,0,0,0,13,8,4,0,0,0,15,11,0,3,0,0,21,14,3,4,3,0,18,10,0,4,4,0,18,5,0,3,0,0,11,0,0,8,0,0,5,0,0,0,4,0,5,106,22,28,21,0,175,3,0,0,0,0,5,3,0,0,0,0,0,6,0,0,0,0,6,8,0,0,0,0,10,3,0,0,0,0,8,7,0,0,0,0,7,6,0,0,0,0,7,4,0,3,3,0,10,11,0,3,3,0,15,6,0,10,0,0,15,3,0,0,4,0,9,0,0,0,0,0,8,4,3,0,0,0,4,64,6,18,12,0,102,11,0,5,0,0,13,5,0,0,0,0,3,182,30,50,39,0,302
LGA57420,0,116,84,10,8,0,0,110,105,5,7,8,0,124,137,7,8,0,5,156,90,5,17,3,0,116,92,7,8,4,0,113,24,5,8,3,0,39,6,0,5,0,0,6,0,0,0,0,0,11,1030,48,87,26,5,1191,12,0,0,0,0,12,14,0,0,0,0,11,31,0,0,0,0,30,38,0,3,3,0,41,19,7,0,7,0,31,27,0,3,0,0,27,19,0,3,3,0,24,21,0,0,0,0,25,25,0,8,5,0,31,19,0,3,0,0,26,5,0,8,0,0,14,4,0,4,0,0,11,7,0,4,0,0,9,232,7,34,18,5,293,104,0,3,3,0,115,42,0,0,0,0,47,1407,60,127,43,18,1650
LGA57490,9,2204,1702,152,138,14,7,2007,1692,175,188,14,4,2065,1603,189,206,23,8,2030,1450,157,145,20,7,1771,785,91,104,3,7,991,244,41,37,7,3,330,32,8,15,4,0,66,9,0,9,3,0,19,15747,1116,1206,113,53,18233,2588,4,25,4,0,2620,1598,5,43,4,0,1654,1038,15,108,10,3,1168,1026,37,133,17,3,1216,1149,67,184,17,7,1423,1086,44,147,23,10,1311,1023,49,163,24,3,1263,913,48,141,20,5,1132,881,56,133,28,3,1104,683,43,125,29,4,888,328,36,79,16,8,453,118,14,31,15,5,191,53,9,10,10,0,84,12465,426,1326,230,55,14505,1365,34,77,24,15,1514,463,26,32,11,41,576,30042,1608,2638,369,164,34820
LGA57630,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,5,0,4,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,3,10,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,14,0,0,3,0,0,3,0,0,0,0,0,0,42,6,11,0,0,63
LGA57700,6,375,257,45,42,9,4,350,249,47,50,6,3,354,231,57,65,11,0,364,209,48,46,4,7,316,145,43,26,11,7,227,39,12,27,8,0,88,9,7,10,4,0,28,4,4,0,0,0,13,2466,363,428,73,21,3349,452,0,8,0,0,460,259,0,12,3,0,281,166,11,29,12,3,218,178,12,41,14,3,256,185,17,51,10,0,266,159,13,32,8,0,217,119,14,39,6,0,180,134,23,35,18,0,209,124,25,46,5,3,201,106,18,27,18,0,173,45,11,31,11,0,96,25,11,14,7,0,54,6,4,13,12,0,38,1959,161,376,126,17,2639,218,13,20,11,4,264,86,11,22,8,5,140,4732,550,845,216,47,6392
LGA57770,0,29,16,4,6,0,0,27,28,5,0,0,0,35,21,6,9,0,0,38,30,8,0,0,0,43,18,6,10,5,0,34,6,5,3,0,0,11,0,5,0,0,0,3,0,0,0,0,0,5,267,34,29,5,0,341,8,0,0,0,0,8,10,0,0,0,0,10,8,0,0,0,0,8,11,0,0,0,0,11,10,0,4,0,0,19,11,0,0,0,0,9,8,0,0,0,0,8,11,0,0,0,0,12,12,0,0,0,0,14,9,0,3,0,0,14,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,106,0,12,9,0,124,15,0,0,0,0,11,15,0,0,0,4,17,397,37,49,10,9,495
LGA57840,4,909,646,116,42,4,3,808,671,131,58,4,0,863,652,131,74,5,3,866,544,122,63,7,0,735,383,98,47,7,0,542,147,42,28,0,0,219,29,23,19,5,0,76,12,8,3,0,0,23,5852,887,469,44,18,7276,662,0,11,4,4,676,817,3,15,4,0,845,443,11,32,3,4,490,461,20,33,3,0,521,481,28,49,15,0,567,425,47,70,7,0,546,400,30,58,4,0,488,379,41,59,12,0,497,318,34,73,9,0,433,295,55,74,12,0,437,190,52,69,20,3,336,94,46,41,15,0,191,28,16,19,16,3,86,4987,384,604,122,25,6121,465,16,29,4,5,522,144,12,9,3,15,188,11458,1297,1110,172,67,14107
LGA57910,22,6093,4521,619,321,25,22,5515,4586,685,382,34,28,5717,4258,642,375,27,17,5322,3561,544,307,23,14,4448,2347,360,233,22,12,2970,827,198,121,6,5,1154,145,117,59,8,0,330,33,34,20,5,4,102,39749,4334,2737,214,154,47196,3792,9,40,20,8,3866,4044,25,110,11,10,4206,2336,50,215,15,8,2627,2395,117,261,34,8,2828,2463,153,358,52,4,3034,2239,184,329,36,19,2807,2016,200,289,63,9,2580,1944,184,329,53,15,2517,1746,172,324,40,17,2299,1684,201,316,66,18,2278,964,192,271,56,12,1500,458,137,149,63,4,816,179,101,67,39,4,384,26257,1728,3070,546,144,31742,2528,109,153,19,29,2834,976,79,82,34,97,1264,69510,6252,6039,813,420,83038
LGA57980,0,1474,1115,162,55,8,6,1343,1100,177,67,8,6,1354,944,208,91,8,0,1254,781,148,81,5,0,1016,453,123,57,0,4,639,168,63,33,4,3,269,39,18,10,0,4,74,22,11,5,3,0,40,9887,1193,525,42,28,11675,627,0,7,0,3,640,869,0,14,0,0,893,536,0,27,0,0,568,619,26,30,8,0,682,691,30,52,3,8,781,610,34,51,6,0,699,524,38,59,7,0,626,460,43,71,15,0,583,398,43,60,4,0,508,349,48,50,9,4,458,200,50,45,4,5,301,97,26,30,12,0,167,43,11,16,12,4,93,6018,362,503,89,20,6994,661,23,17,4,8,706,202,9,10,10,18,250,16764,1588,1056,150,77,19630
LGA58050,12,4643,3853,340,248,32,17,4488,3791,379,270,43,14,4499,3757,462,300,37,31,4591,3065,409,282,39,18,3821,1982,285,201,24,19,2510,647,147,104,20,8,932,123,50,40,20,0,235,26,38,26,18,0,108,33317,2865,2162,303,146,38791,3387,5,19,24,4,3438,2638,13,67,15,0,2734,1621,18,123,22,9,1785,1707,67,209,42,8,2032,1701,100,215,55,10,2077,1484,104,185,37,6,1811,1383,97,177,49,12,1721,1305,98,194,35,7,1641,1224,116,185,34,12,1570,1082,94,197,50,13,1423,591,110,131,53,3,880,243,62,68,32,10,410,108,37,44,34,5,223,18468,913,1804,469,99,21752,2053,65,78,23,25,2248,832,53,72,30,69,1059,54669,3900,4112,826,341,63848
LGA58190,0,4,4,0,0,0,0,9,6,5,3,3,0,8,5,5,4,0,0,12,3,5,5,0,0,11,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,18,16,9,0,91,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,6,0,0,0,0,6,9,0,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,3,0,0,0,0,3,0,4,0,0,0,4,27,3,3,12,0,43,7,3,0,0,0,10,3,0,0,0,0,3,79,28,20,15,0,146
LGA58260,0,28,12,0,0,0,0,15,15,6,0,0,0,14,11,4,5,5,0,21,19,3,3,0,0,25,15,0,3,0,0,17,3,0,0,4,0,10,0,0,0,0,0,8,3,0,0,0,0,5,135,23,18,16,0,189,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,6,8,0,0,0,0,10,0,0,0,0,0,0,3,4,0,0,0,7,3,0,0,0,0,7,7,0,0,0,0,9,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,40,3,8,8,0,63,10,0,0,0,0,14,5,0,0,0,0,4,191,26,25,25,0,271
LGA58330,0,31,16,4,3,0,0,28,31,11,6,0,0,49,24,7,12,0,0,42,29,15,15,3,0,58,27,10,10,3,0,53,9,5,9,6,0,26,0,6,6,0,0,17,3,4,5,0,0,12,279,62,71,20,4,453,31,0,0,0,0,32,9,0,0,0,0,9,13,0,3,0,0,18,11,0,0,0,0,16,15,0,8,4,0,27,17,3,3,0,0,28,11,0,3,0,0,23,28,4,10,3,0,42,24,8,15,3,0,47,21,3,26,0,0,53,16,4,8,8,0,37,17,4,10,3,0,28,0,0,0,0,0,6,216,27,92,32,3,358,23,5,4,4,0,29,13,4,3,3,0,20,529,101,166,56,9,871
LGA58400,0,0,3,0,0,0,0,3,8,0,0,0,0,7,0,5,3,0,0,9,8,0,4,0,0,9,5,0,0,0,0,12,4,0,0,4,0,5,0,0,0,0,0,3,0,0,0,0,0,0,43,9,10,6,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,6,3,0,0,0,0,5,4,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,20,3,5,6,0,33,10,0,0,0,0,10,6,0,0,0,0,3,76,17,18,17,5,128
LGA58470,0,5,3,4,0,0,0,8,0,0,0,0,0,5,6,0,0,0,0,9,3,0,3,0,0,5,3,0,3,0,0,7,3,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,34,10,9,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,44,9,6,3,0,67
LGA58510,5,2530,1897,172,72,3,4,2147,1771,131,85,3,4,1992,1654,157,74,11,10,1898,1311,133,90,10,5,1552,948,82,70,9,8,1109,313,39,36,8,0,397,55,16,20,3,0,90,19,10,3,0,0,31,15673,1074,638,64,38,17487,1154,5,5,5,0,1172,1978,0,26,4,6,2019,1249,16,46,4,4,1313,1027,16,56,7,6,1113,1121,37,76,14,10,1255,900,40,68,9,5,1022,728,33,47,7,7,824,646,38,63,8,4,754,573,50,45,18,7,690,545,29,69,7,4,656,319,34,54,0,4,410,122,18,35,5,0,194,44,11,18,7,3,83,10402,337,610,106,52,11503,1053,22,13,8,11,1113,365,18,36,7,25,454,27499,1455,1301,181,122,30553
LGA58540,0,20,10,9,5,3,0,23,18,3,4,5,0,28,14,3,9,4,0,32,15,12,9,7,0,49,16,5,3,0,0,34,4,0,5,0,0,18,0,0,4,0,0,6,0,3,0,7,0,8,151,47,43,30,0,275,10,0,0,4,0,9,6,0,0,0,0,6,6,0,0,0,0,4,3,0,0,0,0,3,9,0,0,0,0,9,0,0,0,0,0,3,7,0,0,0,0,12,3,0,3,0,0,9,17,0,0,4,0,23,7,0,0,3,0,13,8,0,0,0,0,6,5,0,0,0,0,10,3,0,6,0,0,10,84,9,15,12,4,126,15,0,0,8,0,22,0,4,0,4,0,8,251,57,61,56,5,428
LGA58570,5,1980,1451,264,88,9,0,1814,1269,233,94,5,3,1613,1233,223,108,11,6,1593,972,163,88,5,0,1235,637,123,67,8,4,841,249,72,48,3,4,368,62,30,16,3,0,104,11,13,6,0,4,38,12139,1511,781,84,40,14547,845,6,4,0,0,854,1206,8,49,10,5,1274,782,13,59,0,4,871,806,44,82,16,10,954,717,62,93,22,5,897,613,73,91,18,0,796,533,53,76,9,0,673,471,46,69,6,3,599,461,55,83,10,3,599,397,55,81,5,6,541,213,45,56,16,0,327,97,38,30,5,0,167,40,18,16,4,0,77,7185,499,797,120,33,8642,757,25,25,4,9,824,255,12,26,9,18,316,20341,2046,1620,220,97,24327
LGA58610,0,31,31,6,5,0,0,42,28,8,6,0,0,43,23,7,11,7,0,42,28,5,8,0,0,39,14,0,0,9,0,30,0,6,7,5,0,18,0,0,4,0,0,7,0,0,0,3,0,4,229,37,55,25,0,343,15,0,0,0,0,17,3,0,0,0,0,9,13,0,0,0,0,17,8,3,3,0,0,14,17,0,3,0,0,20,13,0,0,0,0,16,14,0,0,0,0,20,18,0,0,3,0,25,16,0,6,0,0,25,13,5,9,0,0,24,10,0,3,8,0,24,3,0,3,3,0,14,0,0,0,3,0,6,152,11,25,27,0,219,25,8,16,5,0,50,5,0,4,0,5,12,414,56,97,54,4,626
LGA58680,0,11,3,0,0,0,0,9,9,0,0,6,0,10,9,0,5,5,0,13,7,3,4,4,0,12,3,4,0,0,0,13,3,6,0,0,0,6,0,0,0,0,0,6,0,3,0,0,0,8,55,14,20,18,4,110,5,0,0,0,0,5,5,0,0,0,0,5,7,0,0,0,0,7,0,0,0,0,0,0,3,0,6,0,0,6,4,0,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,0,0,6,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,9,5,0,49,0,3,0,0,0,7,3,0,0,0,0,3,100,21,26,21,4,171
LGA58760,15,3618,2622,439,313,23,21,3417,2581,485,346,38,24,3473,2389,526,355,36,16,3326,1963,433,332,30,19,2775,1289,256,231,31,7,1811,414,98,95,11,4,623,85,41,36,0,0,171,18,20,8,0,0,45,23434,3219,2521,230,119,29520,3358,9,35,17,7,3422,2341,12,112,12,3,2475,1268,32,157,21,8,1489,1334,61,284,49,9,1743,1489,151,323,51,9,2037,1306,156,291,56,8,1815,1312,116,286,47,8,1775,1131,150,312,39,15,1650,973,129,245,44,9,1394,810,97,225,52,8,1194,423,103,160,41,10,729,149,41,63,40,4,300,58,23,32,30,4,143,15959,1090,2527,488,101,20173,1441,76,150,23,23,1722,592,57,87,26,73,835,41435,4443,5290,772,303,52245
LGA58820,0,173,158,9,7,0,0,178,209,10,7,0,3,228,211,11,12,6,0,238,181,6,4,3,0,204,103,9,9,0,0,120,25,0,3,0,0,35,0,0,5,0,0,8,0,0,7,0,0,9,1449,61,61,14,15,1604,45,0,0,0,0,45,39,0,0,0,0,35,37,0,0,0,0,41,35,0,3,0,0,41,42,0,3,3,0,50,32,3,0,0,0,38,49,0,3,0,0,62,50,3,4,0,0,57,50,0,3,0,0,59,41,0,5,3,0,56,16,0,8,7,0,31,4,3,0,7,0,15,6,3,0,9,0,12,444,17,49,31,6,540,118,0,6,0,0,129,48,0,4,5,8,57,2061,79,114,47,24,2327
LGA58890,0,7,3,9,5,0,0,16,6,9,3,6,0,26,12,13,9,8,0,36,7,5,11,7,0,21,3,5,7,12,0,23,12,0,4,0,0,14,0,0,11,4,0,13,0,0,4,3,0,10,80,41,50,42,0,220,0,0,0,0,0,3,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,9,0,0,0,0,9,6,0,0,0,0,9,5,0,0,4,0,14,10,3,5,0,0,19,6,0,3,3,0,10,0,0,3,4,0,10,0,0,6,0,0,9,0,0,0,9,0,11,48,12,21,30,4,108,4,3,3,0,0,16,4,0,0,0,0,6,137,58,77,70,9,345
LGA59030,0,26,18,0,0,6,0,28,22,8,0,0,0,24,25,0,0,0,0,29,23,0,0,4,0,32,17,3,4,0,0,28,0,0,4,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,158,14,14,12,7,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,4,8,0,0,0,0,8,4,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,0,3,5,0,36,13,0,0,0,0,13,7,0,0,0,0,4,204,16,20,21,7,255
LGA59100,0,10,3,5,4,0,0,12,5,3,4,5,0,16,7,0,9,3,0,18,12,10,12,0,0,37,12,0,9,5,0,20,0,6,0,3,0,9,6,0,3,0,0,3,0,0,3,6,4,8,76,36,36,25,4,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,10,9,0,0,0,0,13,6,0,0,0,0,0,0,0,3,0,0,0,3,3,4,3,0,12,0,4,4,0,0,10,0,3,3,0,0,7,4,4,0,0,0,4,0,0,0,0,0,0,35,9,10,9,0,72,7,0,3,3,5,19,0,0,0,4,0,4,122,47,53,41,7,269
LGA59170,0,45,8,0,15,0,0,30,18,4,8,5,0,26,8,4,8,0,5,27,11,4,10,0,0,28,14,5,20,3,0,39,0,0,8,0,0,14,0,4,7,4,0,13,3,0,3,3,0,8,172,39,81,23,12,325,9,0,0,0,0,9,4,0,0,5,0,6,3,0,0,0,0,3,5,0,0,0,0,5,9,3,0,4,0,18,13,0,4,0,0,17,8,0,0,3,0,15,3,3,0,0,0,9,12,0,0,4,0,19,5,0,9,0,0,18,7,0,0,0,0,7,3,4,0,0,0,5,3,0,3,3,5,7,89,13,16,20,3,142,17,8,10,0,0,32,9,0,0,0,0,10,285,56,110,40,13,508
