POW_LGA_CODE_2021,TPW_Oth_tspt_P,TPW_PstCour_PU_D_Svc_M,TPW_PstCour_PU_D_Svc_F,TPW_PstCour_PU_D_Svc_P,TPW_Tspt_supt_Svs_M,TPW_Tspt_supt_Svs_F,TPW_Tspt_supt_Svs_P,TPW_Wh_storage_Svs_M,TPW_Wh_storage_Svs_F,TPW_Wh_storage_Svs_P,TPW_Tot_M,TPW_Tot_F,TPW_Tot_P,IMT_IMT_nfd_M,IMT_IMT_nfd_F,IMT_IMT_nfd_P,IMT_PubExc_InetMusP_M,IMT_PubExc_InetMusP_F,IMT_PubExc_InetMusP_P,IMT_MotionP_SR_Act_M,IMT_MotionP_SR_Act_F,IMT_MotionP_SR_Act_P,IMT_Brdcast_ex_Inet_M,IMT_Brdcast_ex_Inet_F,IMT_Brdcast_ex_Inet_P,IMT_InetPub_brdcast_M,IMT_InetPub_brdcast_F,IMT_InetPub_brdcast_P,IMT_Tel_Svs_M,IMT_Tel_Svs_F,IMT_Tel_Svs_P,IMT_ISP_WSP_DP_svce_M,IMT_ISP_WSP_DP_svce_F,IMT_ISP_WSP_DP_svce_P,IMT_Lib_and_oth_IS_M,IMT_Lib_and_oth_IS_F,IMT_Lib_and_oth_IS_P,IMT_Tot_M,IMT_Tot_F,IMT_Tot_P,FinIns_FinIns_nfd_M,FinIns_FinIns_nfd_F,FinIns_FinIns_nfd_P,FinIns_Finance_M,FinIns_Finance_F,FinIns_Finance_P,FinIns_Ins_and_super_funds_M,FinIns_Ins_and_super_funds_F,FinIns_Ins_and_super_funds_P,FinIns_Aux_FinIns_Svs_M,FinIns_Aux_FinIns_Svs_F,FinIns_Aux_FinIns_Svs_P,FinIns_Tot_M,FinIns_Tot_F,FinIns_Tot_P,RHRE_RHRE_nfd_M,RHRE_RHRE_nfd_F,RHRE_RHRE_nfd_P,RHRE_RHSvc_ex_RealE_M,RHRE_RHSvc_ex_RealE_F,RHRE_RHSvc_ex_RealE_P,RHRE_POps_and_RE_svs_M,RHRE_POps_and_RE_svs_F,RHRE_POps_and_RE_svs_P,RHRE_Tot_M,RHRE_Tot_F,RHRE_Tot_P,ProSTS_ProSTS_nfd_M,ProSTS_ProSTS_nfd_F,ProSTS_ProSTS_nfd_P,ProSTS_ProSTS_ex_CSD_RS_M,ProSTS_ProSTS_ex_CSD_RS_F,ProSTS_ProSTS_ex_CSD_RS_P,ProSTS_CSD_RS_M,ProSTS_CSD_RS_F,ProSTS_CSD_RS_P,ProSTS_Tot_M,ProSTS_Tot_F,ProSTS_Tot_P,AdSup_AdSup_nfd_M,AdSup_AdSup_nfd_F,AdSup_AdSup_nfd_P,AdSup_Admin_Svs_M,AdSup_Admin_Svs_F,AdSup_Admin_Svs_P,AdSup_BldCln_PC_oth_Svc_M,AdSup_BldCln_PC_oth_Svc_F,AdSup_BldCln_PC_oth_Svc_P,AdSup_Tot_M,AdSup_Tot_F,AdSup_Tot_P,PubAS_PubAS_nfd_M,PubAS_PubAS_nfd_F,PubAS_PubAS_nfd_P,PubAS_PubAdm_M,PubAS_PubAdm_F,PubAS_PubAdm_P,PubAS_Defen_M,PubAS_Defen_F,PubAS_Defen_P,PubAS_PO_S_and_R_Svs_M,PubAS_PO_S_and_R_Svs_F,PubAS_PO_S_and_R_Svs_P,PubAS_Tot_M,PubAS_Tot_F,PubAS_Tot_P,EdTrn_EdTrn_nfd_M,EdTrn_EdTrn_nfd_F,EdTrn_EdTrn_nfd_P,EdTrn_PreSch_and_Sch_ed_M,EdTrn_PreSch_and_Sch_ed_F,EdTrn_PreSch_and_Sch_ed_P,EdTrn_Tertiary_ed_M,EdTrn_Tertiary_ed_F,EdTrn_Tertiary_ed_P,EdTrn_AdultCom_andOthEd_M,EdTrn_AdultCom_andOthEd_F,EdTrn_AdultCom_andOthEd_P,EdTrn_Tot_M,EdTrn_Tot_F,EdTrn_Tot_P,HC_SA_HC_SA_nfd_M,HC_SA_HC_SA_nfd_F,HC_SA_HC_SA_nfd_P,HC_SA_Hospitals_M,HC_SA_Hospitals_F,HC_SA_Hospitals_P,HC_SA_Med_oth_HCS_M,HC_SA_Med_oth_HCS_F,HC_SA_Med_oth_HCS_P,HC_SA_Resident_CS_M,HC_SA_Resident_CS_F,HC_SA_Resident_CS_P,HC_SA_Soc_assis_Svs_M,HC_SA_Soc_assis_Svs_F,HC_SA_Soc_assis_Svs_P,HC_SA_Tot_M,HC_SA_Tot_F,HC_SA_Tot_P,ArtsR_ArtsR_nfd_M,ArtsR_ArtsR_nfd_F,ArtsR_ArtsR_nfd_P,ArtsR_Heritage_ac_M,ArtsR_Heritage_ac_F,ArtsR_Heritage_ac_P,ArtsR_Creative_PAA_M,ArtsR_Creative_PAA_F,ArtsR_Creative_PAA_P,ArtsR_Sports_rec_ac_M,ArtsR_Sports_rec_ac_F,ArtsR_Sports_rec_ac_P,ArtsR_Gambling_ac_M,ArtsR_Gambling_ac_F,ArtsR_Gambling_ac_P,ArtsR_Tot_M,ArtsR_Tot_F,ArtsR_Tot_P,OthSvs_OthSvs_nfd_M,OthSvs_OthSvs_nfd_F,OthSvs_OthSvs_nfd_P,OthSvs_Repair_maintenanc_M,OthSvs_Repair_maintenanc_F,OthSvs_Repair_maintenanc_P,OthSvs_Personal_OthSvs_M,OthSvs_Personal_OthSvs_F,OthSvs_Personal_OthSvs_P,OthSvs_PriHES_UG_SPA_HOU_M,OthSvs_PriHES_UG_SPA_HOU_F,OthSvs_PriHES_UG_SPA_HOU_P,OthSvs_Tot_M,OthSvs_Tot_F,OthSvs_Tot_P,Inad_des_M,Inad_des_F,Inad_des_P,Industry_of_em_NS_M,Industry_of_em_NS_F,Industry_of_em_NS_P,Tot_M,Tot_F,Tot_P
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,16,0,0,0,0,0,0,3,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,15,63
LGA57700,0,19,14,36,4,0,4,8,0,8,153,62,216,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,15,5,21,0,0,0,0,0,0,15,8,24,0,3,3,3,10,15,0,4,3,6,11,14,14,25,40,0,0,0,9,12,18,15,37,44,14,45,59,0,0,0,57,125,183,20,10,28,82,139,215,0,0,0,9,13,26,103,68,168,112,81,192,0,0,0,104,83,188,0,0,0,175,64,235,275,150,428,4,14,17,134,707,840,3,4,4,21,70,95,161,798,960,0,13,17,0,3,5,34,143,177,7,81,95,20,172,188,66,411,475,0,0,0,8,3,17,4,7,14,50,71,122,3,0,3,73,85,162,0,0,0,77,30,108,29,152,177,0,0,0,104,182,287,147,110,257,60,27,91,3041,3347,6392
LGA57770,7,0,0,0,0,0,0,0,0,0,10,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,3,3,5,8,6,5,6,0,0,0,0,6,10,0,0,0,0,6,10,0,0,0,5,9,19,5,5,7,10,14,24,0,0,0,21,23,41,0,0,0,7,0,7,26,23,46,0,0,0,5,20,23,0,0,0,0,0,0,0,23,26,0,0,0,0,0,0,5,6,6,0,0,0,0,0,0,5,8,9,0,0,0,11,12,22,0,0,0,0,0,0,0,0,0,9,12,22,0,0,0,0,0,0,5,11,11,0,0,0,8,11,15,3,0,10,0,4,6,262,238,495
LGA57840,0,24,16,43,9,7,10,0,0,5,89,45,133,0,0,3,7,23,30,11,6,19,13,16,29,0,0,0,3,4,7,4,0,0,0,0,0,38,48,92,17,8,26,34,36,77,21,35,51,164,178,345,241,260,494,0,0,0,8,9,13,168,258,420,171,261,431,5,3,9,759,668,1420,134,39,170,903,700,1606,0,0,0,93,116,207,75,93,168,169,216,378,0,0,4,485,585,1068,14,16,31,20,16,35,521,621,1136,16,40,51,466,1131,1599,29,39,72,58,165,228,571,1379,1944,11,32,38,48,220,271,226,794,1024,138,717,856,133,448,588,555,2219,2771,0,3,3,73,144,217,19,28,50,59,37,94,3,0,8,160,214,371,0,0,0,27,17,49,103,279,385,0,3,3,133,304,433,205,187,386,78,62,141,5879,8218,14107
LGA57910,14,372,132,509,107,30,137,85,48,136,1366,337,1699,26,11,39,156,126,285,78,39,122,269,261,531,5,5,6,206,67,276,91,39,128,4,13,18,842,562,1405,57,37,88,246,252,492,70,125,194,480,455,932,846,864,1712,3,4,0,126,85,207,495,683,1177,621,769,1385,31,10,43,2661,2236,4889,969,284,1253,3658,2526,6188,0,6,9,498,713,1213,765,713,1481,1264,1431,2701,6,3,10,1434,1802,3237,26,12,38,629,271,897,2089,2089,4176,78,146,224,1330,5069,6399,475,691,1168,304,548,850,2183,6456,8643,53,137,184,182,902,1079,1025,3750,4776,495,2434,2935,726,2600,3330,2477,9829,12306,15,11,29,21,11,35,100,102,198,346,320,665,240,199,429,720,638,1362,0,0,0,1304,262,1563,585,1516,2105,0,35,33,1892,1812,3700,1998,1172,3165,544,378,916,40326,42714,83038
LGA57980,3,7,7,14,6,4,13,4,4,10,65,28,92,5,3,13,20,19,42,35,13,45,93,119,212,11,0,10,11,10,17,160,49,207,0,0,0,337,219,548,21,26,42,141,183,322,17,29,50,272,210,481,450,449,899,0,0,0,10,10,23,347,374,725,357,384,745,14,10,18,1510,1421,2932,359,141,506,1886,1571,3455,0,0,0,121,223,348,77,76,154,201,299,497,0,0,0,114,197,314,0,0,0,66,99,164,179,299,485,21,42,62,132,400,528,23,31,55,57,118,180,228,595,821,30,104,134,243,1659,1902,356,1266,1622,106,420,527,169,673,845,909,4122,5030,4,3,4,19,32,52,36,45,79,33,52,79,114,136,252,203,278,472,0,0,0,34,10,46,203,570,771,0,15,15,236,594,831,306,300,608,91,82,171,8310,11319,19630
LGA58050,19,457,173,634,241,51,289,223,83,309,3305,860,4161,13,0,14,13,31,40,32,23,57,44,13,54,0,0,0,228,61,292,48,8,56,7,6,15,386,147,525,11,9,19,99,158,254,26,65,89,75,82,156,209,315,523,0,0,0,196,74,275,194,265,456,391,336,733,9,0,9,981,854,1835,298,77,373,1289,922,2211,0,0,0,323,300,625,584,438,1027,910,738,1653,3,6,4,749,912,1663,360,106,465,1390,778,2176,2507,1804,4311,31,45,73,837,3499,4334,141,97,238,131,295,428,1132,3942,5073,30,110,139,443,1767,2209,405,1572,1982,133,718,851,533,2008,2545,1548,6171,7718,7,10,17,52,45,95,42,54,96,226,249,475,12,27,38,339,379,724,0,0,0,1340,266,1606,339,1139,1482,0,6,4,1679,1407,3088,1968,903,2865,474,303,777,34793,29048,63848
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,3,5,7,0,0,0,0,14,14,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,3,92,54,146
LGA58260,0,0,0,0,0,0,0,0,0,0,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,29,0,0,0,5,0,5,19,15,31,0,0,0,0,10,10,0,0,0,0,5,5,0,14,14,0,0,0,3,12,12,0,5,11,0,3,3,0,7,7,4,28,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,3,4,0,6,151,114,271
LGA58330,0,3,4,10,0,0,0,4,0,4,22,13,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,10,10,0,0,0,0,0,0,5,11,15,6,14,17,0,0,0,13,20,37,0,4,4,15,21,37,0,0,0,3,3,7,13,8,13,14,11,27,0,0,0,22,26,54,0,0,0,7,3,5,32,27,65,0,5,6,9,48,57,0,0,0,0,8,9,16,57,74,0,0,0,0,0,0,9,28,32,0,3,3,0,13,13,7,42,53,0,0,0,0,0,0,0,5,3,0,4,7,0,0,0,4,9,12,0,0,0,13,3,22,4,7,10,0,0,0,21,10,32,22,16,38,6,9,17,444,426,871
LGA58400,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13,0,0,0,0,0,0,6,3,13,0,0,0,0,6,7,0,0,0,0,0,0,0,6,7,0,0,0,0,23,23,0,5,5,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,65,60,128
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,3,4,0,9,0,0,0,0,13,10,0,0,0,0,0,0,0,9,13,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,35,67
LGA58510,0,96,41,142,211,66,279,18,7,24,485,145,628,7,6,8,8,10,19,12,6,17,18,11,34,0,4,4,67,23,94,36,13,51,7,11,16,161,77,236,3,11,14,164,149,309,20,43,58,102,88,191,285,287,575,7,0,5,40,23,66,154,258,413,199,286,486,0,6,10,764,686,1452,327,78,412,1095,773,1868,0,0,0,286,496,782,189,247,438,472,743,1216,0,0,0,270,299,568,0,0,0,280,163,446,553,458,1017,23,43,62,198,771,972,1850,2579,4427,75,129,202,2136,3529,5665,15,48,65,9,34,44,174,492,671,291,1217,1513,199,771,972,700,2562,3263,21,25,40,18,24,39,38,39,76,620,649,1271,1628,1369,3001,2327,2099,4429,0,0,0,372,73,446,163,415,586,0,3,3,541,496,1033,535,339,873,194,140,337,15131,15427,30553
LGA58540,0,0,0,0,0,0,0,0,0,0,5,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,10,4,14,0,0,0,10,4,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,10,23,0,0,0,0,0,0,13,10,23,0,0,0,3,23,25,0,0,0,0,0,0,3,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,7,3,9,0,0,0,7,3,9,8,7,13,3,0,3,272,160,428
LGA58570,4,57,12,66,11,7,11,58,25,88,943,419,1366,7,3,10,4,24,28,52,43,100,8,7,16,4,9,13,23,5,31,18,7,18,0,15,19,119,114,228,21,18,36,28,57,88,26,27,56,204,190,393,282,296,575,0,0,0,16,8,18,277,389,663,293,394,684,10,5,10,1093,1145,2243,422,129,553,1525,1279,2803,0,0,0,150,334,484,147,167,314,297,497,797,0,5,9,221,364,581,0,0,0,262,126,389,487,493,981,30,54,84,174,784,958,153,305,462,96,173,273,454,1320,1776,24,87,110,19,64,86,251,886,1141,86,520,614,216,832,1048,601,2392,2997,7,9,19,19,23,46,76,67,143,142,159,301,3,0,4,249,267,513,0,0,0,206,47,249,341,845,1189,0,15,15,547,902,1450,386,333,722,128,99,228,11392,12936,24327
LGA58610,0,3,9,10,0,0,0,0,0,0,28,17,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,4,5,11,0,0,0,0,0,0,0,4,7,0,4,7,0,0,0,0,8,13,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,15,25,0,0,0,3,4,3,12,13,30,0,0,0,8,41,42,0,0,0,0,0,0,3,41,44,0,0,0,5,17,19,4,12,10,0,25,22,0,9,14,10,60,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,24,0,5,11,0,0,0,20,18,36,10,13,20,6,4,11,315,308,626
LGA58680,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,8,0,7,0,0,0,4,3,13,0,0,0,0,0,0,4,3,13,0,0,0,0,14,11,0,0,0,0,0,0,0,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,0,0,0,0,0,0,9,4,14,0,0,0,0,0,5,106,62,171
LGA58760,3,288,109,394,61,13,70,95,33,129,1325,343,1670,3,0,3,0,8,12,12,5,17,6,0,5,6,7,9,103,34,138,26,9,27,3,17,19,156,78,234,20,9,28,85,166,248,49,74,123,93,90,179,238,340,580,0,0,4,107,51,158,128,217,344,237,267,507,4,0,5,821,859,1681,205,82,287,1034,946,1972,0,3,10,127,195,320,598,481,1077,718,681,1399,4,0,3,449,510,963,5,34,37,487,154,639,945,697,1643,24,64,90,1016,4567,5580,37,46,89,165,393,555,1241,5071,6312,19,72,87,21,68,88,381,1279,1656,188,1201,1383,321,1486,1805,922,4102,5022,5,12,17,28,25,53,42,58,97,220,246,464,20,15,36,318,355,675,3,0,3,1134,245,1377,327,1035,1366,4,4,6,1466,1282,2748,1732,806,2537,334,235,565,27615,24625,52245
LGA58820,0,3,5,10,0,0,0,0,0,0,51,21,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,3,7,6,0,0,0,7,3,13,0,3,3,7,7,20,0,0,0,14,15,34,6,0,6,18,15,31,0,0,0,11,3,12,12,15,24,23,17,42,0,0,0,13,37,49,0,0,0,3,6,8,19,39,56,0,3,3,13,63,73,0,0,0,0,9,8,13,72,83,0,0,0,0,0,0,3,13,12,4,63,67,3,23,29,7,105,115,0,0,0,0,0,0,0,0,0,5,11,18,0,0,0,5,11,18,0,0,0,27,7,41,5,12,19,0,0,0,38,18,55,30,13,41,17,10,29,1578,750,2327
LGA58890,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,21,0,0,0,0,0,0,7,13,21,0,0,0,0,20,20,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,5,3,0,7,0,0,3,207,139,345
LGA59030,0,0,0,4,0,0,0,0,0,0,9,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,14,0,0,0,0,0,0,5,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,4,3,4,208,47,255
LGA59100,0,6,3,3,0,0,0,0,0,0,10,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,5,0,5,0,0,3,0,0,3,0,0,0,11,3,20,0,0,0,0,0,0,18,8,21,0,0,0,0,20,24,0,0,0,0,0,0,0,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,0,0,0,4,3,8,0,0,0,0,3,3,158,112,269
LGA59170,0,0,3,5,0,0,0,0,0,0,14,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,11,12,25,0,0,0,4,0,8,20,16,32,0,0,0,4,14,16,0,0,0,0,0,0,3,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,12,12,0,0,0,3,0,3,0,0,0,0,5,5,0,0,0,3,4,8,0,0,0,5,0,5,0,0,0,0,0,0,4,0,6,4,6,11,5,0,3,304,208,508
LGA59250,0,0,0,0,0,0,0,0,0,0,29,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,19,0,0,0,20,5,19,0,0,0,6,5,14,3,14,17,15,20,31,0,0,0,9,10,17,0,0,0,7,0,8,13,6,25,0,0,0,5,8,11,0,0,0,0,0,0,5,8,11,0,3,3,0,0,4,4,7,15,0,0,0,0,0,4,8,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,3,3,0,0,0,9,3,13,12,3,20,8,14,19,1116,292,1403
LGA59310,0,0,4,4,0,0,0,16,0,15,29,12,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,6,9,0,0,6,0,0,0,0,10,14,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,5,6,9,0,0,0,5,6,9,0,0,0,0,0,0,5,9,13,3,9,15,0,0,0,13,15,30,0,0,0,0,4,4,18,21,38,0,0,0,6,44,52,0,0,0,0,0,0,6,44,52,0,0,0,4,19,18,0,7,13,0,0,0,0,6,6,6,36,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,19,7,23,0,4,6,0,0,0,21,13,33,13,6,20,3,3,7,347,287,638
LGA59320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,9,17,0,0,0,0,0,0,12,9,17,0,0,0,0,9,9,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,3,155,74,223
LGA59330,0,0,0,3,0,0,0,0,0,0,8,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,13,0,0,0,0,0,0,8,4,19,0,3,3,0,15,19,0,0,0,0,0,0,0,18,20,0,0,0,4,14,15,3,5,10,0,0,0,0,3,4,6,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,6,0,4,5,0,6,0,0,0,112,100,213
LGA59340,31,6,7,14,19,0,25,3,3,5,159,66,223,0,0,0,0,0,0,0,0,0,12,13,20,0,0,0,0,0,0,0,0,0,0,0,0,17,13,27,0,0,0,9,10,18,0,0,0,3,5,5,11,11,26,0,0,0,7,9,16,0,7,11,9,13,28,0,0,0,28,54,74,3,0,0,30,55,80,0,0,0,48,66,109,21,14,41,70,82,152,0,0,4,104,95,203,0,0,0,78,38,114,185,138,324,3,7,9,55,226,277,16,15,28,22,33,52,89,280,369,5,17,23,50,155,199,31,91,121,12,29,41,45,125,171,139,418,553,0,0,3,19,8,26,0,10,4,3,0,3,0,9,5,24,24,48,0,0,0,55,12,69,17,35,53,0,0,0,76,49,124,74,37,122,35,26,61,1789,1733,3522
LGA59350,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,11,0,11,0,0,0,5,0,5,7,9,10,8,9,18,0,0,0,7,3,12,0,0,0,4,0,4,12,3,15,0,0,0,4,7,12,0,0,0,0,0,0,4,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,7,0,3,559,99,654
