POW_LGA_CODE_2021,Lab_1_149_H_0,Lab_1_149_H_1_19,Lab_1_149_H_20_29,Lab_1_149_H_30_34,Lab_1_149_H_35_39,Lab_1_149_H_40_44,Lab_1_149_H_45_49,Lab_1_149_H_50ov,Lab_1_149_H_NS,Lab_1_149_H_Tot,Lab_150_299_H_0,Lab_150_299_H_1_19,Lab_150_299_H_20_29,Lab_150_299_H_30_34,Lab_150_299_H_35_39,Lab_150_299_H_40_44,Lab_150_299_H_45_49,Lab_150_299_H_50ov,Lab_150_299_H_NS,Lab_150_299_H_Tot,Lab_300_399_H_0,Lab_300_399_H_1_19,Lab_300_399_H_20_29,Lab_300_399_H_30_34,Lab_300_399_H_35_39,Lab_300_399_H_40_44,Lab_300_399_H_45_49,Lab_300_399_H_50ov,Lab_300_399_H_NS,Lab_300_399_H_Tot,Lab_400_499_H_0,Lab_400_499_H_1_19,Lab_400_499_H_20_29,Lab_400_499_H_30_34,Lab_400_499_H_35_39,Lab_400_499_H_40_44,Lab_400_499_H_45_49,Lab_400_499_H_50ov,Lab_400_499_H_NS,Lab_400_499_H_Tot,Lab_500_649_H_0,Lab_500_649_H_1_19,Lab_500_649_H_20_29,Lab_500_649_H_30_34,Lab_500_649_H_35_39,Lab_500_649_H_40_44,Lab_500_649_H_45_49,Lab_500_649_H_50ov,Lab_500_649_H_NS,Lab_500_649_H_Tot,Lab_650_799_H_0,Lab_650_799_H_1_19,Lab_650_799_H_20_29,Lab_650_799_H_30_34,Lab_650_799_H_35_39,Lab_650_799_H_40_44,Lab_650_799_H_45_49,Lab_650_799_H_50ov,Lab_650_799_H_NS,Lab_650_799_H_Tot,Lab_800_999_H_0,Lab_800_999_H_1_19,Lab_800_999_H_20_29,Lab_800_999_H_30_34,Lab_800_999_H_35_39,Lab_800_999_H_40_44,Lab_800_999_H_45_49,Lab_800_999_H_50ov,Lab_800_999_H_NS,Lab_800_999_H_Tot,Lab_1000_1249_H_0,Lab_1000_1249_H_1_19,Lab_1000_1249_H_20_29,Lab_1000_1249_H_30_34,Lab_1000_1249_H_35_39,Lab_1000_1249_H_40_44,Lab_1000_1249_H_45_49,Lab_1000_1249_H_50ov,Lab_1000_1249_H_NS,Lab_1000_1249_H_Tot,Lab_1250_1499_H_0,Lab_1250_1499_H_1_19,Lab_1250_1499_H_20_29,Lab_1250_1499_H_30_34,Lab_1250_1499_H_35_39,Lab_1250_1499_H_40_44,Lab_1250_1499_H_45_49,Lab_1250_1499_H_50ov,Lab_1250_1499_H_NS,Lab_1250_1499_H_Tot,Lab_1500_1749_H_0,Lab_1500_1749_H_1_19,Lab_1500_1749_H_20_29,Lab_1500_1749_H_30_34,Lab_1500_1749_H_35_39,Lab_1500_1749_H_40_44,Lab_1500_1749_H_45_49,Lab_1500_1749_H_50ov,Lab_1500_1749_H_NS,Lab_1500_1749_H_Tot,Lab_1750_1999_H_0,Lab_1750_1999_H_1_19,Lab_1750_1999_H_20_29,Lab_1750_1999_H_30_34,Lab_1750_1999_H_35_39,Lab_1750_1999_H_40_44,Lab_1750_1999_H_45_49,Lab_1750_1999_H_50ov,Lab_1750_1999_H_NS,Lab_1750_1999_H_Tot,Lab_2000_2999_H_0,Lab_2000_2999_H_1_19,Lab_2000_2999_H_20_29,Lab_2000_2999_H_30_34,Lab_2000_2999_H_35_39,Lab_2000_2999_H_40_44,Lab_2000_2999_H_45_49,Lab_2000_2999_H_50ov,Lab_2000_2999_H_NS,Lab_2000_2999_H_Tot,Lab_3000_3499_H_0,Lab_3000_3499_H_1_19,Lab_3000_3499_H_20_29,Lab_3000_3499_H_30_34,Lab_3000_3499_H_35_39,Lab_3000_3499_H_40_44,Lab_3000_3499_H_45_49,Lab_3000_3499_H_50ov,Lab_3000_3499_H_NS,Lab_3000_3499_H_Tot,Lab_3500mo_H_0,Lab_3500mo_H_1_19,Lab_3500mo_H_20_29,Lab_3500mo_H_30_34,Lab_3500mo_H_35_39,Lab_3500mo_H_40_44,Lab_3500mo_H_45_49,Lab_3500mo_H_50ov,Lab_3500mo_H_NS,Lab_3500mo_H_Tot,Lab_PINS_H_0,Lab_PINS_H_1_19,Lab_PINS_H_20_29,Lab_PINS_H_30_34,Lab_PINS_H_35_39,Lab_PINS_H_40_44,Lab_PINS_H_45_49,Lab_PINS_H_50ov,Lab_PINS_H_NS,Lab_PINS_H_Tot,Lab_Tot_H_0,Lab_Tot_H_1_19,Lab_Tot_H_20_29,Lab_Tot_H_30_34,Lab_Tot_H_35_39,Lab_Tot_H_40_44,Lab_Tot_H_45_49,Lab_Tot_H_50ov,Lab_Tot_H_NS,Lab_Tot_H_Tot,OIDNS_NNI_H_0,OIDNS_NNI_H_1_19,OIDNS_NNI_H_20_29,OIDNS_NNI_H_30_34,OIDNS_NNI_H_35_39,OIDNS_NNI_H_40_44,OIDNS_NNI_H_45_49,OIDNS_NNI_H_50ov,OIDNS_NNI_H_NS,OIDNS_NNI_H_Tot,OIDNS_1_149_H_0,OIDNS_1_149_H_1_19,OIDNS_1_149_H_20_29,OIDNS_1_149_H_30_34,OIDNS_1_149_H_35_39,OIDNS_1_149_H_40_44,OIDNS_1_149_H_45_49,OIDNS_1_149_H_50ov,OIDNS_1_149_H_NS,OIDNS_1_149_H_Tot,OIDNS_150_299_H_0,OIDNS_150_299_H_1_19,OIDNS_150_299_H_20_29,OIDNS_150_299_H_30_34,OIDNS_150_299_H_35_39,OIDNS_150_299_H_40_44,OIDNS_150_299_H_45_49,OIDNS_150_299_H_50ov,OIDNS_150_299_H_NS,OIDNS_150_299_H_Tot,OIDNS_300_399_H_0,OIDNS_300_399_H_1_19,OIDNS_300_399_H_20_29,OIDNS_300_399_H_30_34,OIDNS_300_399_H_35_39,OIDNS_300_399_H_40_44,OIDNS_300_399_H_45_49,OIDNS_300_399_H_50ov,OIDNS_300_399_H_NS,OIDNS_300_399_H_Tot
LGA56300,0,3,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0,0,0,0,8,0,0,0,0,8,5,0,4,0,13,0,4,0,0,3,7,0,0,0,19,0,0,5,0,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,22,12,6,12,18,6,7,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,0,0,0,0,7,0,0,0,0,3,3,0,4,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,6,14,3,10,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56460,0,8,0,0,0,0,0,0,0,12,0,11,4,0,0,0,0,0,0,17,0,9,8,0,0,0,0,0,0,24,5,12,7,4,0,0,0,0,0,22,0,8,14,10,3,4,0,0,3,34,0,0,8,5,9,5,0,0,0,34,0,0,5,9,6,12,0,0,0,42,0,5,3,4,8,16,0,0,0,33,0,0,0,0,4,3,3,0,0,11,0,0,0,0,0,11,0,0,0,13,0,0,0,0,0,4,0,4,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,17,58,49,32,33,46,9,13,7,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56580,3,53,9,0,0,0,0,0,0,69,4,35,4,0,0,0,0,0,0,35,0,30,8,0,0,0,0,0,0,50,3,32,15,7,0,0,0,0,3,59,3,26,37,13,5,8,0,0,5,83,0,27,33,27,14,5,0,0,0,106,0,11,14,21,20,21,0,4,4,101,0,7,9,8,34,17,9,3,0,95,0,4,3,0,11,16,0,3,0,41,0,0,0,0,4,12,0,7,0,25,0,0,0,0,4,4,0,4,0,14,0,6,0,0,6,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,5,8,19,223,127,81,96,80,12,37,14,696,3,0,0,0,0,0,0,0,4,8,0,3,0,0,0,0,0,0,3,9,0,7,0,0,0,0,0,0,0,13,0,4,3,0,0,0,0,0,4,9
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56730,0,27,6,0,0,0,0,0,0,32,4,28,3,0,0,0,0,0,0,34,0,26,11,0,0,0,0,4,0,42,8,14,12,0,0,0,0,0,0,47,0,16,27,8,3,3,0,3,0,55,5,8,18,15,16,13,0,0,0,77,4,5,10,10,34,32,0,11,0,100,5,8,7,4,37,32,5,24,0,120,0,0,0,4,9,19,4,8,0,47,0,0,0,0,4,7,5,8,0,25,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,8,29,130,89,44,107,115,28,71,13,616,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
LGA56790,0,4,0,0,0,0,0,0,0,8,3,9,6,0,0,0,0,0,0,13,4,14,3,4,0,0,0,0,0,23,3,0,5,0,0,0,0,0,0,11,0,6,3,0,0,0,0,0,0,24,4,0,8,9,0,9,0,0,4,31,0,0,5,4,6,6,0,0,0,27,4,3,0,0,6,5,5,6,0,28,0,3,0,0,0,7,3,5,0,19,0,0,0,0,3,4,0,4,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,46,30,15,22,34,5,22,0,200,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12,0,7,5,0,0,0,0,0,0,10,0,7,3,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,8,0,9,0,3,0,3,0,0,0,9,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,12,6,6,5,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,3,0,4,0,10,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,13,0,11,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,6,12,35,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57080,21,173,10,0,0,0,0,0,7,211,27,230,28,4,0,4,0,5,8,303,23,204,89,9,10,0,0,4,7,355,28,179,213,29,14,6,3,7,5,487,23,171,356,90,36,18,3,12,21,724,28,107,227,122,139,54,9,14,28,723,24,75,137,93,203,125,24,37,21,740,20,44,59,53,212,191,29,74,9,695,20,8,22,29,67,78,22,76,0,321,20,10,10,8,53,42,12,86,10,251,18,6,0,6,21,36,21,66,3,171,80,6,10,3,24,40,23,163,8,354,16,0,0,0,0,6,0,37,0,65,16,4,0,0,7,7,3,30,5,80,4,6,3,0,6,9,0,7,21,57,372,1246,1178,452,789,615,152,614,159,5567,10,9,3,0,5,4,0,3,31,66,3,25,0,0,4,0,0,0,17,55,6,30,8,0,3,0,0,0,22,61,3,15,9,3,6,3,0,0,24,64
LGA57140,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,5,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14,4,6,7,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57210,0,18,3,0,0,0,0,0,0,21,0,11,3,0,0,0,0,0,0,18,3,9,5,0,0,0,0,0,0,15,0,20,3,0,4,0,0,0,0,33,0,13,4,5,3,5,0,0,3,34,0,5,14,10,16,5,11,3,6,66,3,7,3,9,24,35,26,11,5,119,0,7,0,8,16,55,33,12,0,132,0,0,5,0,7,19,19,9,0,55,0,0,0,0,4,5,4,9,0,14,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,10,98,46,34,74,126,93,49,10,536,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57280,0,19,3,0,0,0,0,0,0,26,0,30,3,0,0,0,0,0,0,34,0,11,10,0,4,0,0,3,0,32,0,17,10,0,3,0,0,3,0,28,5,12,15,7,0,4,0,4,6,57,0,8,14,10,7,7,0,10,0,70,3,5,6,14,12,14,5,11,0,69,4,8,10,7,18,23,7,32,9,113,9,10,3,4,19,13,3,49,6,125,9,7,12,5,8,18,10,49,0,118,4,8,8,7,6,3,0,47,3,81,30,3,8,5,6,12,11,116,0,191,12,0,0,0,4,3,10,32,0,60,9,6,0,0,4,7,0,29,4,47,5,0,0,0,0,0,0,6,3,16,87,145,99,56,92,110,57,385,30,1072,3,0,0,0,0,0,0,0,5,5,0,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
LGA57350,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,3,6,5,5,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57420,0,9,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,4,0,4,3,0,6,0,0,3,0,13,4,3,0,0,0,3,0,5,0,12,0,0,3,0,3,4,0,5,0,18,0,0,0,4,0,3,4,10,0,21,0,0,0,4,3,4,3,13,0,27,0,0,0,0,0,5,0,9,0,23,0,0,0,0,0,0,0,7,0,16,0,0,0,4,0,0,0,27,0,32,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,6,12,26,12,12,11,20,12,86,10,196,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57490,22,365,14,3,0,4,0,0,4,421,9,271,67,5,5,0,0,3,5,368,6,180,68,3,7,8,0,0,3,282,9,122,129,33,8,6,0,0,5,313,20,123,159,49,29,20,0,7,6,415,12,61,103,85,81,34,0,16,6,399,24,27,54,52,118,95,21,28,7,424,12,31,16,28,80,94,40,58,6,368,9,7,3,7,32,42,18,36,3,158,8,0,3,7,17,26,9,42,0,119,4,5,3,0,5,16,4,18,3,63,4,0,7,0,5,9,13,36,3,87,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,6,0,3,5,10,0,3,4,5,4,6,0,6,11,35,143,1223,654,289,400,358,115,264,66,3511,3,0,0,0,0,3,0,4,8,21,6,11,0,0,0,0,0,0,4,24,3,8,3,0,0,0,0,0,3,24,0,0,5,0,0,0,0,0,4,14
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,13,70,9,0,0,0,0,0,0,87,0,45,9,6,3,0,0,0,3,61,0,37,17,9,0,4,0,5,0,69,0,28,21,4,4,5,0,0,4,69,3,21,28,16,3,5,0,5,0,88,8,21,26,30,31,17,0,0,0,141,6,14,10,18,52,27,3,17,0,155,5,9,7,9,35,35,13,8,4,119,7,0,3,0,15,21,0,17,0,64,0,0,0,0,5,5,0,7,0,27,0,0,3,0,3,9,0,7,0,21,0,4,0,0,0,0,5,6,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,43,252,134,101,162,138,32,70,11,951,0,0,0,0,0,0,0,0,8,7,0,5,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10
LGA57770,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,3,7,0,0,0,0,0,0,11,0,0,3,8,0,0,0,0,0,16,0,0,7,4,3,3,0,0,0,16,0,0,0,0,8,3,0,3,0,18,0,0,0,0,0,11,7,3,0,19,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,23,10,22,19,6,17,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57840,6,74,0,0,0,0,0,0,0,82,4,81,14,0,0,0,0,0,0,97,0,43,17,4,5,0,0,0,0,68,3,39,33,7,0,0,0,0,0,78,0,31,59,18,9,0,0,3,0,129,0,17,36,29,17,13,0,5,0,120,0,17,24,20,31,16,0,11,0,124,7,8,14,4,22,26,0,9,0,92,0,3,5,3,13,11,0,9,0,43,0,3,0,0,3,5,0,0,0,23,0,0,0,0,4,3,4,10,0,19,6,0,0,0,3,0,0,6,0,16,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,8,33,325,204,94,104,80,16,51,14,917,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,8,0,0,3,0,0,0,0,0,4,9
LGA57910,34,511,24,10,0,0,0,0,3,574,17,416,64,8,3,0,0,4,5,520,21,293,82,24,10,4,0,3,4,445,27,291,198,26,14,10,3,3,9,580,29,235,318,102,54,27,4,4,6,787,19,125,211,166,215,83,8,17,18,868,30,87,136,140,365,245,37,35,17,1095,28,71,65,64,271,257,61,74,17,919,15,20,22,37,120,121,42,94,5,476,7,15,14,13,64,81,35,59,9,298,7,4,11,9,32,47,13,44,0,153,12,3,4,8,23,47,11,75,4,185,0,6,0,0,0,5,4,17,0,30,0,4,7,0,3,4,0,13,0,28,0,9,11,0,7,3,0,0,17,40,257,2109,1178,624,1182,942,211,445,119,7068,4,7,0,0,0,0,0,0,16,30,3,19,0,0,0,0,0,0,8,35,0,25,7,0,0,0,0,0,9,45,3,17,3,0,0,4,0,0,17,44
LGA57980,5,93,4,0,0,0,0,0,0,98,5,65,5,0,0,4,0,0,0,80,0,53,22,3,0,0,0,0,3,75,0,42,18,0,5,0,0,0,4,73,0,23,44,6,3,6,0,0,0,90,5,10,27,18,14,9,0,0,6,80,0,14,15,14,17,11,0,9,3,88,8,3,9,9,29,29,3,21,0,119,0,0,6,3,10,7,3,7,0,40,0,4,0,4,0,17,8,16,0,51,0,0,0,0,0,0,5,10,5,25,3,0,0,0,0,3,4,13,0,30,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,27,311,157,60,85,88,29,87,24,872,0,0,0,3,0,0,0,0,0,8,0,4,0,0,0,0,0,0,4,14,0,3,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,6,9
LGA58050,30,489,22,4,3,0,0,0,0,547,23,397,73,10,3,3,0,5,9,519,11,267,103,18,9,10,6,3,9,430,10,251,177,31,24,14,4,3,13,530,24,200,246,111,93,36,6,14,8,739,20,90,170,177,184,83,13,23,7,778,30,50,84,119,367,228,48,59,13,999,30,38,42,54,244,277,61,104,20,867,18,14,24,13,108,125,62,98,9,450,10,12,10,17,38,67,30,89,7,262,8,13,0,4,17,26,16,79,3,170,10,0,5,5,20,31,14,68,3,155,4,3,0,0,0,4,0,14,0,18,0,9,0,0,3,3,5,13,0,31,4,12,5,0,3,10,3,3,20,56,245,1867,966,566,1108,918,269,571,121,6629,0,10,0,0,0,3,0,0,11,24,0,28,0,0,0,0,0,0,7,35,4,14,0,0,0,0,0,0,12,26,3,12,8,0,0,4,0,0,10,35
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,4,4,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,6,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58330,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,3,0,9,5,0,0,0,0,0,0,15,5,3,10,0,0,0,0,0,0,15,0,3,3,0,0,0,0,0,0,8,0,0,3,0,5,3,0,0,0,7,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,0,0,7,4,0,0,0,0,0,3,8,0,11,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,34,22,5,9,14,4,19,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
