POW_LGA_CODE_2021,M_M2_BusTot_15_24,M_M2_BusTot_25_34,M_M2_BusTot_35_44,M_M2_BusTot_45_54,M_M2_BusTot_55_64,M_M2_BusTot_65_74,M_M2_BusTot_75ov,M_M2_BusTot_Tot,M_M2_Other_M2_15_24,M_M2_Other_M2_25_34,M_M2_Other_M2_35_44,M_M2_Other_M2_45_54,M_M2_Other_M2_55_64,M_M2_Other_M2_65_74,M_M2_Other_M2_75ov,M_M2_Other_M2_Tot,M_M2_Tot_M2_15_24,M_M2_Tot_M2_25_34,M_M2_Tot_M2_35_44,M_M2_Tot_M2_45_54,M_M2_Tot_M2_55_64,M_M2_Tot_M2_65_74,M_M2_Tot_M2_75ov,M_M2_Tot_M2_Tot,M_M3_Trn_and_2_oth_Ms_15_24,M_M3_Trn_and_2_oth_Ms_25_34,M_M3_Trn_and_2_oth_Ms_35_44,M_M3_Trn_and_2_oth_Ms_45_54,M_M3_Trn_and_2_oth_Ms_55_64,M_M3_Trn_and_2_oth_Ms_65_74,M_M3_Trn_and_2_oth_Ms_75ov,M_M3_Trn_and_2_oth_Ms_Tot,M_M3_Bus2othMs_ex_tn_15_24,M_M3_Bus2othMs_ex_tn_25_34,M_M3_Bus2othMs_ex_tn_35_44,M_M3_Bus2othMs_ex_tn_45_54,M_M3_Bus2othMs_ex_tn_55_64,M_M3_Bus2othMs_ex_tn_65_74,M_M3_Bus2othMs_ex_tn_75ov,M_M3_Bus2othMs_ex_tn_Tot,M_M3_Other_M3_15_24,M_M3_Other_M3_25_34,M_M3_Other_M3_35_44,M_M3_Other_M3_45_54,M_M3_Other_M3_55_64,M_M3_Other_M3_65_74,M_M3_Other_M3_75ov,M_M3_Other_M3_Tot,M_M3_Tot_M3_15_24,M_M3_Tot_M3_25_34,M_M3_Tot_M3_35_44,M_M3_Tot_M3_45_54,M_M3_Tot_M3_55_64,M_M3_Tot_M3_65_74,M_M3_Tot_M3_75ov,M_M3_Tot_M3_Tot,M_Wkd_at_home_15_24,M_Wkd_at_home_25_34,M_Wkd_at_home_35_44,M_Wkd_at_home_45_54,M_Wkd_at_home_55_64,M_Wkd_at_home_65_74,M_Wkd_at_home_75ov,M_Wkd_at_home_Tot,M_Did_not_go_to_work_15_24,M_Did_not_go_to_work_25_34,M_Did_not_go_to_work_35_44,M_Did_not_go_to_work_45_54,M_Did_not_go_to_work_55_64,M_Did_not_go_to_work_65_74,M_Did_not_go_to_work_75ov,M_Did_not_go_to_work_Tot,M_MT_NS_15_24,M_MT_NS_25_34,M_MT_NS_35_44,M_MT_NS_45_54,M_MT_NS_55_64,M_MT_NS_65_74,M_MT_NS_75ov,M_MT_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75ov,M_Tot_Tot,F_M1_Train_15_24,F_M1_Train_25_34,F_M1_Train_35_44,F_M1_Train_45_54,F_M1_Train_55_64,F_M1_Train_65_74,F_M1_Train_75ov,F_M1_Train_Tot,F_M1_Bus_15_24,F_M1_Bus_25_34,F_M1_Bus_35_44,F_M1_Bus_45_54,F_M1_Bus_55_64,F_M1_Bus_65_74,F_M1_Bus_75ov,F_M1_Bus_Tot,F_M1_Ferry_15_24,F_M1_Ferry_25_34,F_M1_Ferry_35_44,F_M1_Ferry_45_54,F_M1_Ferry_55_64,F_M1_Ferry_65_74,F_M1_Ferry_75ov,F_M1_Ferry_Tot,F_M1_Tram_or_LR_15_24,F_M1_Tram_or_LR_25_34,F_M1_Tram_or_LR_35_44,F_M1_Tram_or_LR_45_54,F_M1_Tram_or_LR_55_64,F_M1_Tram_or_LR_65_74,F_M1_Tram_or_LR_75ov,F_M1_Tram_or_LR_Tot,F_M1_Taxi_or_RSS_15_24,F_M1_Taxi_or_RSS_25_34,F_M1_Taxi_or_RSS_35_44,F_M1_Taxi_or_RSS_45_54,F_M1_Taxi_or_RSS_55_64,F_M1_Taxi_or_RSS_65_74,F_M1_Taxi_or_RSS_75ov,F_M1_Taxi_or_RSS_Tot,F_M1_CarAsDriv_15_24,F_M1_CarAsDriv_25_34,F_M1_CarAsDriv_35_44,F_M1_CarAsDriv_45_54,F_M1_CarAsDriv_55_64,F_M1_CarAsDriv_65_74,F_M1_CarAsDriv_75ov,F_M1_CarAsDriv_Tot,F_M1_CarAsPas_15_24,F_M1_CarAsPas_25_34,F_M1_CarAsPas_35_44,F_M1_CarAsPas_45_54,F_M1_CarAsPas_55_64,F_M1_CarAsPas_65_74,F_M1_CarAsPas_75ov,F_M1_CarAsPas_Tot,F_M1_Truck_15_24,F_M1_Truck_25_34,F_M1_Truck_35_44,F_M1_Truck_45_54,F_M1_Truck_55_64,F_M1_Truck_65_74,F_M1_Truck_75ov,F_M1_Truck_Tot,F_M1_MBikeScoot_15_24,F_M1_MBikeScoot_25_34,F_M1_MBikeScoot_35_44,F_M1_MBikeScoot_45_54,F_M1_MBikeScoot_55_64,F_M1_MBikeScoot_65_74,F_M1_MBikeScoot_75ov,F_M1_MBikeScoot_Tot,F_M1_Bicycle_15_24,F_M1_Bicycle_25_34,F_M1_Bicycle_35_44,F_M1_Bicycle_45_54,F_M1_Bicycle_55_64,F_M1_Bicycle_65_74,F_M1_Bicycle_75ov,F_M1_Bicycle_Tot,F_M1_Other_15_24,F_M1_Other_25_34,F_M1_Other_35_44,F_M1_Other_45_54,F_M1_Other_55_64,F_M1_Other_65_74,F_M1_Other_75ov,F_M1_Other_Tot,F_M1_WlkOnly_15_24,F_M1_WlkOnly_25_34,F_M1_WlkOnly_35_44,F_M1_WlkOnly_45_54,F_M1_WlkOnly_55_64,F_M1_WlkOnly_65_74,F_M1_WlkOnly_75ov,F_M1_WlkOnly_Tot,F_M1_Tot_M1_15_24,F_M1_Tot_M1_25_34,F_M1_Tot_M1_35_44,F_M1_Tot_M1_45_54,F_M1_Tot_M1_55_64,F_M1_Tot_M1_65_74,F_M1_Tot_M1_75ov,F_M1_Tot_M1_Tot,F_M2_TrnBus_15_24,F_M2_TrnBus_25_34,F_M2_TrnBus_35_44,F_M2_TrnBus_45_54,F_M2_TrnBus_55_64,F_M2_TrnBus_65_74,F_M2_TrnBus_75ov,F_M2_TrnBus_Tot
LGA58050,31,10,8,4,5,0,0,57,52,54,35,37,29,7,0,204,123,111,74,68,43,8,0,428,18,14,9,5,0,0,0,45,4,0,0,0,0,0,0,10,39,42,27,20,14,0,0,143,58,57,35,25,10,0,0,191,44,148,274,303,288,160,46,1266,799,527,430,427,379,160,25,2751,24,38,33,28,18,11,4,147,5519,7559,7430,6937,5464,1633,256,34793,26,24,21,17,10,0,0,94,102,46,27,18,16,5,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32,19,11,4,0,0,97,2841,4380,4475,4584,3168,606,37,20088,769,247,195,201,162,38,13,1634,4,4,9,3,0,0,0,18,0,3,4,5,6,0,0,22,9,12,6,4,8,4,0,47,8,16,11,19,5,4,0,71,79,68,55,70,65,21,3,361,3873,4825,4825,4938,3441,675,56,22630,45,29,17,16,3,0,0,114
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,13,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,8,20,4,20,25,12,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,10,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,5,9,4,0,0,32,0,0,0,0,0,0,0,0
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,0,0,16,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,12,19,33,32,35,13,5,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,18,14,17,0,3,74,0,0,5,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,12,22,16,24,0,3,90,0,0,0,0,0,0,0,0
LGA58330,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,9,30,15,9,83,10,7,3,4,7,8,0,39,0,0,0,0,0,4,0,6,51,69,54,77,116,66,21,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,28,44,61,54,22,4,233,7,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,17,39,29,48,65,54,24,4,269,0,0,0,0,0,0,0,0
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,4,17,19,13,3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,10,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,4,7,3,9,8,4,0,42,0,0,0,0,0,0,0,0
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,15,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,16,0,3,5,8,4,0,0,25,0,0,0,0,0,0,0,0
LGA58510,19,19,14,9,0,0,0,55,17,33,21,15,13,0,0,94,107,93,76,57,39,13,0,381,15,18,10,6,7,0,0,55,3,0,9,5,0,0,0,12,20,27,25,15,18,0,0,99,41,42,42,20,21,0,0,168,39,121,204,178,140,65,17,761,443,312,286,186,172,77,16,1492,9,14,12,12,10,8,4,66,2383,3555,3650,2725,2098,633,95,15131,73,58,25,20,18,9,0,205,126,125,55,59,36,3,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,17,5,0,0,0,68,1248,2320,2473,2146,1450,304,18,9960,200,199,152,109,85,22,3,768,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,18,16,12,5,0,0,55,4,11,8,15,5,5,0,42,40,48,30,25,17,10,3,179,1723,2796,2779,2391,1622,355,21,11688,69,70,32,26,23,7,0,226
LGA58540,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,11,8,9,38,6,4,3,5,0,3,3,26,0,0,0,0,0,0,0,3,26,39,35,55,67,31,14,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,8,17,18,4,0,74,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,5,0,24,13,13,10,21,38,6,0,105,0,0,0,0,0,0,0,0
LGA58570,10,5,0,3,4,0,0,23,14,23,21,13,10,4,0,90,124,159,160,107,58,25,0,634,19,18,19,6,8,0,0,74,0,4,0,0,0,0,0,4,7,14,7,13,4,4,0,52,26,34,29,22,20,0,0,133,23,122,229,209,164,79,16,851,242,203,154,123,113,49,3,897,8,15,9,7,6,3,0,52,1494,2625,2789,2179,1654,574,84,11392,53,145,116,79,58,12,0,461,127,137,65,40,24,5,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,18,6,3,0,0,70,916,1867,1773,1530,1084,248,28,7441,173,164,110,106,88,24,3,669,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,17,3,14,14,11,9,0,0,48,7,12,13,17,5,6,0,52,85,111,57,45,32,9,0,349,1385,2481,2166,1838,1295,297,26,9494,78,91,60,36,30,7,0,302
LGA58610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,9,6,5,41,4,6,6,4,13,3,0,34,0,0,0,0,0,0,0,9,23,53,62,63,66,35,7,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27,41,45,29,13,0,180,3,0,0,5,9,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,4,5,0,22,25,29,44,53,42,18,0,214,0,0,0,0,0,0,0,0
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,6,0,20,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,3,13,17,13,20,31,15,7,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,6,9,0,0,26,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,5,3,7,13,11,0,0,39,0,0,0,0,0,0,0,0
LGA58760,20,7,0,6,0,0,0,35,45,35,40,42,21,4,0,189,112,75,67,66,31,11,0,365,18,4,3,6,0,0,0,31,3,0,0,0,0,0,0,5,46,24,25,9,9,0,0,116,68,27,24,17,13,0,0,150,53,176,296,329,301,150,40,1345,676,337,308,235,250,108,9,1928,18,30,31,14,16,3,6,129,5217,5876,5885,5205,4115,1175,149,27615,13,8,9,8,0,0,0,42,89,35,21,18,8,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,15,8,8,3,0,0,66,2438,3312,3829,3909,2378,442,23,16334,798,230,169,195,124,45,0,1564,0,0,4,5,0,0,0,10,0,5,0,0,0,0,0,9,0,3,0,12,3,0,0,22,15,16,20,15,14,4,0,77,86,48,50,68,48,13,0,306,3470,3675,4113,4228,2582,513,29,18603,42,22,11,5,8,3,0,92
LGA58820,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,13,15,3,55,19,26,44,57,69,13,0,230,0,3,4,0,0,0,6,16,156,249,301,419,353,76,18,1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,75,115,147,90,13,0,505,4,7,6,3,0,0,0,29,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,3,3,26,77,83,126,152,99,20,3,564,0,0,0,0,0,0,0,0
LGA58890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,20,15,11,11,67,0,4,5,0,6,3,0,14,0,0,4,0,0,0,0,4,23,25,23,44,50,29,17,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,22,10,4,0,58,0,0,0,6,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,11,9,7,13,24,11,8,0,78,0,0,0,0,0,0,0,0
LGA59030,0,4,0,5,4,0,0,9,0,0,0,0,3,0,0,4,0,4,0,5,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,8,3,6,8,5,8,4,0,35,0,0,0,5,0,0,0,5,9,31,48,43,62,10,0,208,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,6,3,4,9,6,0,0,33,0,0,0,0,0,0,0,0
LGA59100,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,13,4,5,37,0,0,0,4,0,3,0,6,0,0,0,0,0,0,0,0,9,29,18,28,48,21,13,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,20,4,10,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,4,4,4,0,13,6,5,18,8,17,8,0,64,0,0,0,0,0,0,0,0
LGA59170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,9,11,10,49,0,0,3,9,4,0,3,26,0,0,0,0,0,0,0,0,33,41,71,47,63,35,17,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,18,22,26,8,0,103,4,4,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,10,3,7,3,3,0,0,0,18,16,30,24,28,30,10,3,140,0,0,0,0,0,0,0,0
LGA59250,4,0,0,3,0,0,0,10,0,12,12,6,3,0,0,33,6,16,16,12,8,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,7,0,0,0,0,16,0,14,11,3,0,0,0,27,0,5,11,0,4,0,0,13,31,95,115,81,59,15,0,390,3,0,0,0,3,0,0,7,88,303,306,234,151,36,0,1116,0,0,0,0,0,0,0,0,4,17,6,3,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,12,7,0,0,30,4,8,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,13,7,13,0,0,63,5,10,7,5,7,3,0,36,22,58,40,25,29,3,0,176,0,0,0,0,0,0,0,0
LGA59310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,16,4,4,41,0,7,0,0,8,4,0,25,0,0,0,0,0,0,0,0,45,55,58,62,73,41,13,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,49,41,32,15,0,173,3,5,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,11,0,0,22,27,25,54,47,40,20,0,216,0,0,0,0,0,0,0,0
LGA59320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,4,4,30,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,17,31,20,27,45,3,4,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,9,0,0,25,3,0,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,4,8,5,14,11,0,0,44,0,0,0,0,0,0,0,0
LGA59330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,7,12,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,13,17,16,24,26,13,4,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,8,16,17,10,0,62,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,14,6,15,18,9,0,68,0,0,0,0,0,0,0,0
LGA59340,0,0,0,0,0,0,0,0,0,4,9,4,4,0,0,18,0,4,9,4,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,6,4,0,0,0,0,5,6,11,17,12,16,12,0,74,20,31,36,26,40,5,0,158,7,4,5,3,0,0,0,28,190,442,364,345,320,114,11,1789,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,4,88,248,225,189,154,38,9,947,24,42,22,25,22,5,6,143,0,0,0,0,0,0,0,0,5,0,4,0,3,0,0,10,0,7,5,4,12,0,0,26,3,4,9,3,3,0,0,21,47,81,45,65,70,11,3,315,168,389,310,290,251,56,10,1487,0,0,0,0,0,0,0,0
LGA59350,0,3,3,5,0,0,0,11,0,10,0,3,6,0,0,22,0,8,4,4,6,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,4,0,0,0,5,0,4,0,4,0,0,0,9,0,3,3,4,0,0,0,11,12,36,43,46,28,6,0,169,0,0,3,0,0,0,0,3,42,151,111,136,80,26,3,559,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,9,3,0,0,0,13,0,5,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,7,3,0,0,0,15,0,3,0,7,0,0,0,16,8,17,20,20,8,8,0,71,0,0,0,0,0,0,0,0
LGA59360,0,3,0,0,0,0,0,10,0,8,3,6,0,0,0,18,3,4,7,10,4,0,0,28,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,8,4,4,0,6,9,0,0,31,12,37,48,54,50,5,0,199,4,3,0,5,0,0,0,13,65,176,214,247,211,44,6,964,0,0,0,0,0,0,0,0,0,9,4,11,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,15,37,25,4,0,112,0,3,4,10,0,0,0,18,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,6,0,0,0,15,6,11,10,8,11,0,0,43,25,47,36,65,47,8,0,223,0,0,0,0,0,0,0,0
LGA59370,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,15,22,21,4,77,15,7,0,4,9,9,3,50,0,0,5,0,0,0,0,6,58,70,106,85,126,66,17,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,44,78,81,75,18,5,325,10,7,5,9,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,3,0,17,41,50,82,89,85,28,5,379,0,0,0,0,0,0,0,0
LGA59499,10,32,18,22,10,4,0,94,75,139,128,70,77,24,0,515,142,215,176,120,101,25,4,780,26,23,12,10,8,4,0,78,3,8,14,4,0,3,0,32,23,73,90,37,28,10,0,268,46,104,121,56,38,13,0,382,92,276,460,432,340,238,81,1923,744,1304,1264,1203,1102,475,61,6158,20,51,44,53,40,13,10,230,5057,9456,9232,8609,7366,2519,357,42601,19,21,18,13,8,0,0,81,46,76,30,39,28,11,0,225,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,12,15,4,11,5,0,0,47,1227,1970,2258,2546,1927,456,35,10422,198,151,125,149,122,23,7,782,6,4,9,19,7,5,0,50,6,0,3,4,0,0,0,15,6,10,8,10,6,3,0,29,58,97,46,62,50,18,3,339,43,46,35,33,37,18,3,204,1605,2403,2532,2882,2189,539,48,12196,28,24,19,9,9,0,0,87
