LGA_CODE_2021,Psn_15_y_over_Indig_M,Psn_15_y_over_Indig_F,Psn_15_y_over_Indig_P,Psn_15_y_over_NonInd_M,Psn_15_y_over_NonInd_F,Psn_15_y_over_NonInd_P,Psn_15_y_over_Ind_s_nsM,Psn_15_y_over_Ind_s_nsF,Psn_15_y_over_Ind_s_nsP,Psn_15_y_over_TotM,Psn_15_y_over_TotF,Psn_15_y_over_TotP,In_LF_Emp_Indig_M,In_LF_Emp_Indig_F,In_LF_Emp_Indig_P,In_LF_Emp_NonInd_M,In_LF_Emp_NonInd_F,In_LF_Emp_NonInd_P,In_LF_Emp_IndSt_nsM,In_LF_Emp_IndSt_nsF,In_LF_Emp_IndSt_nsP,In_LF_Employd_TotM,In_LF_Employd_TotF,In_LF_Employd_TotP,In_LF_unemp_Ind_M,In_LF_unemp_Ind_F,In_LF_unemp_Ind_P,In_LF_unemp_No_Ind_M,In_LF_unemp_No_Ind_F,In_LF_unemp_No_Ind_P,In_LF_un_IndSt_nsM,In_LF_un_IndSt_nsF,In_LF_un_IndSt_nsP,In_LF_Unemp_TotM,In_LF_Unemp_TotF,In_LF_Unemp_TotP,In_LF_To_LF_Ind_M,In_LF_To_LF_Ind_F,In_LF_To_LF_Ind_P,In_LF_To_la_fo_No_In_M,In_LF_To_la_fo_No_In_F,In_LF_To_la_fo_No_In_P,In_LF_To_l_fo_In_st_nsM,In_LF_To_l_fo_In_st_nsF,In_LF_To_l_fo_In_st_nsP,In_LF_To_LF_TotM,In_LF_To_LF_TotF,In_LF_To_LF_TotP,N_the_LF_Indig_M,N_the_LF_Indig_F,N_the_LF_Indig_P,N_the_LF_No_Indig_M,N_the_LF_No_Indig_F,N_the_LF_No_Indig_P,N_the_LF_Indig_st_nsM,N_the_LF_Indig_st_nsF,N_the_LF_Indig_st_nsP,N_the_LF_TotM,N_the_LF_TotF,N_the_LF_TotP,LF_st_ns_Indig_M,LF_st_ns_Indig_F,LF_st_ns_Indig_P,LF_st_ns_NonInd_M,LF_st_ns_NonInd_F,LF_st_ns_NonInd_P,LF_st_ns_Indig_st_nsM,LF_st_ns_Indig_st_nsF,LF_st_ns_Indig_st_nsP,LF_st_ns_TotM,LF_st_ns_TotF,LF_st_ns_TotP,Pcent_Unemploy_Indig_M,Pcent_Unemploy_Indig_F,Pcent_Unemploy_Indig_P,Pcent_Unemploy_NonInd_M,Pcent_Unemploy_NonInd_F,Pcent_Unemploy_NonInd_P,Pcent_Unem_IndSt_nsM,Pcent_Unemp_IndSt_nsF,Pcent_Unemp_IndSt_nsP,Pcent_Unemploy_TotM,Pcent_Unemploy_TotF,Pcent_Unemploy_TotP,Pcent_LF_part_Indig_M,Pcent_LF_part_Indig_F,Pcent_LF_part_Indig_P,Pcent_LF_part_No_Indig_M,Pcent_LF_part_No_Indig_F,Pcent_LF_part_No_Indig_P,Pcent_LF_part_IndSt_nsM,Pcent_LF_part_IndSt_nsF,Pcent_LF_part_IndSt_nsP,Pcent_LF_part_TotM,Pcent_LF_part_TotF,Pcent_LF_part_TotP,Pcent_Emp_to_pop_Ind_M,Pcent_Emp_to_pop_Ind_F,Pcent_Emp_to_pop_Ind_P,Pcent_Emp_t_pop_NonInd_M,Pcent_Emp_t_pop_NonInd_F,Pcent_Emp_t_pop_NonInd_P,Pcent_Emp_t_pop_IndSt_nsM,Pcent_Emp_t_pop_IndSt_nsF,Pcent_Emp_t_pop_IndSt_nsP,Pcent_Emp_to_pop_TotM,Pcent_Emp_to_pop_TotF,Pcent_Emp_to_pop_TotP,IndSec_Gov_Ind_M,IndSec_Gov_Ind_F,IndSec_Gov_Ind_P,IndSec_Gov_No_Ind_M,IndSec_Gov_No_Ind_F,IndSec_Gov_No_Ind_P,IndSec_Gov_IndSt_nsM,IndSec_Gov_IndSt_nsF,IndSec_Gov_IndSt_nsP,IndSec_Gov_TotM,IndSec_Gov_TotF,IndSec_Gov_TotP,IndSec_Priv_Ind_M,IndSec_Priv_Ind_F,IndSec_Priv_Ind_P,IndSec_Priv_NonInd_M,IndSec_Priv_NonInd_F,IndSec_Priv_NonInd_P,IndSec_Priv_IndSt_nsM,IndSec_Priv_IndSt_nsF,IndSec_Priv_IndSt_nsP,IndSec_Priv_TotM,IndSec_Priv_TotF,IndSec_Priv_TotP,Self_employed_Ind_M,Self_employed_Ind_F,Self_employed_Ind_P,Self_employed_NonInd_M,Self_employed_NonInd_F,Self_employed_NonInd_P,Self_employed_Ind_status_nsM,Self_employed_Ind_status_nsF,Self_employed_Ind_status_nsP,Self_employed_TotM,Self_employed_TotF,Self_employed_TotP,HnsQ_PgDL_Ind_M,HnsQ_PgDL_Ind_F,HnsQ_PgDL_Ind_P,HnsQ_PgDL_No_Ind_M,HnsQ_PgDL_No_Ind_F,HnsQ_PgDL_No_Ind_P,HnsQ_PgDL_IndSt_nsM,HnsQ_PgDL_IndSt_nsF,HnsQ_PgDL_IndSt_nsP,HnsQ_PgDL_TotM,HnsQ_PgDL_TotF,HnsQ_PgDL_TotP,HnsQ_GD_GCL_Ind_M,HnsQ_GD_GCL_Ind_F,HnsQ_GD_GCL_Ind_P,HnsQ_GD_GCL_No_In_M,HnsQ_GD_GCL_No_In_F,HnsQ_GD_GCL_No_In_P,HnsQ_GD_GCL_In_st_nsM,HnsQ_GD_GCL_In_st_nsF,HnsQ_GD_GCL_In_st_nsP,HnsQ_GD_GCL_TotM,HnsQ_GD_GCL_TotF,HnsQ_GD_GCL_TotP,HnsQ_BDL_Ind_M,HnsQ_BDL_Ind_F,HnsQ_BDL_Ind_P,HnsQ_BDL_No_Ind_M,HnsQ_BDL_No_Ind_F,HnsQ_BDL_No_Ind_P,HnsQ_BDL_IndSt_nsM,HnsQ_BDL_IndSt_nsF,HnsQ_BDL_IndSt_nsP,HnsQ_BDL_TotM,HnsQ_BDL_TotF,HnsQ_BDL_TotP,HnsQ_AD_DL_Ind_M,HnsQ_AD_DL_Ind_F,HnsQ_AD_DL_Ind_P,HnsQ_AD_DL_No_In_M,HnsQ_AD_DL_No_In_F,HnsQ_AD_DL_No_In_P,HnsQ_AD_DL_In_st_nsM,HnsQ_AD_DL_In_st_nsF,HnsQ_AD_DL_In_st_nsP,HnsQ_AD_DL_TotM,HnsQ_AD_DL_TotF,HnsQ_AD_DL_TotP,HnsQ_Cer_III_IV_Ind_M,HnsQ_Cer_III_IV_Ind_F,HnsQ_Cer_III_IV_Ind_P,HnsQ_Cer_III_IV_No_Ind_M,HnsQ_Cer_III_IV_No_Ind_F,HnsQ_Cer_III_IV_No_Ind_P,HnsQ_Cer_III_IV_IndSt_nsM,HnsQ_Cer_III_IV_IndSt_nsF
LGA51540,272,340,611,1555,1409,2963,387,318,700,2216,2060,4280,75,108,184,1063,1013,2072,15,8,24,1148,1129,2279,35,22,61,38,17,53,0,0,0,71,40,115,109,136,247,1099,1027,2128,15,8,19,1219,1171,2396,148,192,340,431,358,797,5,8,10,585,558,1141,14,14,30,27,19,45,369,301,672,407,330,743,31.8,17,23.7,3.4,1.7,2.6,7.1,0,4.5,6,3.5,4.8,40.6,39.7,40.1,70.5,73.1,71.8,3.6,2.5,3.1,55.2,56.8,56,27.7,32.9,30.6,68.2,71.9,69.9,3.4,2.5,3,51.9,54.8,53.3,18,27,41,148,218,366,0,0,0,163,247,407,53,79,132,901,779,1679,8,4,19,962,865,1829,0,0,6,86,58,151,0,0,0,95,66,153,0,4,4,25,41,65,0,0,0,28,42,64,0,5,5,19,31,42,0,0,0,19,36,47,0,8,6,115,229,343,0,0,0,115,237,349,3,7,13,97,115,216,0,0,0,105,127,232,43,32,75,455,179,633,4,0
LGA51610,23,26,46,531,494,1029,77,72,155,634,595,1226,13,11,25,375,341,713,3,4,8,394,352,747,5,0,5,20,11,26,0,0,0,23,11,31,17,11,29,398,344,738,3,4,8,419,361,783,3,17,18,129,150,278,0,0,0,130,160,294,0,0,0,6,5,9,75,71,144,83,73,156,15,0,9.7,5.1,2.9,4,0,0,0,5.5,2.8,4.2,87,44,64.6,74.5,69.8,72.2,5.1,5.4,5.2,66.3,60.7,63.6,73.9,44,58.3,70.8,67.8,69.3,5.1,5.4,5.2,62.7,59.1,60.9,4,0,3,32,68,106,0,0,0,37,75,109,9,5,21,342,268,603,3,5,5,358,274,636,0,0,0,34,25,58,0,0,0,34,25,62,0,0,0,6,10,17,0,0,0,6,10,17,0,0,0,3,13,18,0,0,0,3,13,18,0,0,0,35,80,116,0,0,0,36,86,117,0,6,3,33,64,102,0,0,0,36,70,108,7,0,14,179,81,261,0,0
LGA51680,51,40,91,2166,2157,4323,223,178,400,2441,2376,4820,21,14,35,1518,1323,2839,14,11,17,1546,1347,2893,4,0,4,57,51,105,0,0,0,54,52,107,23,14,33,1573,1377,2947,14,11,21,1602,1399,3000,31,23,56,582,767,1354,11,11,17,621,807,1432,0,0,0,12,16,27,207,163,362,219,172,390,10,0,5.9,3.5,3.6,3.6,0,11.1,5,3.6,3.6,3.6,37.7,35.9,37,72.5,63.7,68.1,5,5,5,65.6,58.8,62.2,34,35.9,34.8,70,61.4,65.7,5,4.4,4.7,63.3,56.6,60,5,0,11,121,216,340,0,0,0,130,218,351,13,14,25,1369,1091,2460,8,11,20,1397,1111,2503,0,0,4,160,87,249,0,0,0,162,88,251,0,0,0,27,43,67,0,0,0,27,43,67,0,0,0,15,46,61,0,3,3,15,47,58,0,0,0,135,261,392,0,5,4,134,260,394,3,3,4,174,273,450,0,0,0,178,275,456,11,10,20,768,362,1133,11,6
LGA51710,4,3,8,737,461,1194,117,83,199,856,546,1406,0,4,6,427,338,766,0,0,0,427,345,771,0,0,0,4,5,11,0,0,0,0,5,12,4,4,4,431,341,774,0,0,0,431,347,783,0,0,0,304,106,416,0,0,0,304,107,415,0,0,0,4,4,9,117,83,198,119,88,208,50,0,20,0.7,1.7,1.2,0,0,0,0.9,1.7,1.3,50,75,62.5,58.3,74.8,64.7,1.7,0,1,50.7,63.5,55.7,25,75,50,57.9,73.5,63.9,1.7,0,1,50.2,62.4,55,0,0,0,81,97,171,0,0,0,81,96,173,0,3,0,344,240,581,0,0,0,345,242,589,0,0,0,19,11,29,0,0,0,23,11,31,0,0,0,10,21,29,0,0,0,10,21,29,0,0,0,9,13,29,0,0,0,9,13,29,0,0,0,32,60,96,0,0,0,32,63,99,0,0,0,38,46,86,0,0,0,38,46,86,0,0,0,164,54,216,0,0
LGA51750,38,24,63,4176,4819,8995,228,232,459,4439,5074,9513,13,11,22,2690,2656,5344,10,10,16,2706,2674,5382,3,0,4,123,123,249,0,0,0,126,124,255,13,13,29,2810,2778,5591,10,10,16,2835,2799,5638,27,5,35,1335,2007,3340,16,10,24,1377,2028,3399,0,0,0,29,36,60,208,212,413,233,244,477,15.4,8.3,12,4.4,4.5,4.5,0,0,0,4.5,4.5,4.5,32.5,60,41.7,67.4,57.6,62.2,4,4.3,4.1,63.9,55.2,59.2,27.5,55,36.7,64.4,55,59.4,4,4.3,4.1,61,52.7,56.6,0,4,9,262,485,746,3,0,3,267,492,757,12,5,13,2412,2157,4568,6,8,12,2430,2167,4597,0,0,0,162,205,366,0,0,0,162,207,366,3,0,4,704,606,1309,0,0,4,707,608,1316,0,3,3,135,293,429,0,0,0,140,293,428,3,0,6,1494,1664,3159,8,5,12,1501,1671,3173,0,0,0,325,513,837,0,4,9,328,514,841,0,8,7,295,155,447,3,3
LGA51820,674,765,1444,43541,46314,89854,2169,1652,3825,46388,48736,95118,382,374,758,31854,30170,62016,71,56,130,32304,30605,62912,71,53,125,1535,1461,2993,12,4,9,1618,1514,3131,458,425,880,33385,31627,65014,81,61,141,33923,32122,66038,203,330,537,9779,14287,24073,62,78,135,10046,14695,24739,14,12,23,373,394,774,2031,1510,3544,2417,1917,4337,16,12.4,14.3,4.6,4.6,4.6,10,4.8,7.7,4.8,4.7,4.7,67.6,55.8,61.3,76.7,68.3,72.4,3.7,3.8,3.7,73.1,65.9,69.4,56.8,48.9,52.6,73.1,65.1,69,3.3,3.6,3.4,69.6,62.8,66.1,57,100,158,3447,6239,9692,5,9,15,3509,6350,9864,318,269,593,28078,23652,51734,66,49,111,28468,23970,52436,8,3,14,1905,1468,3369,6,0,10,1916,1475,3398,11,13,29,2250,2424,4670,0,0,7,2263,2437,4702,3,12,14,702,1550,2254,0,5,5,711,1562,2271,27,74,96,6589,9618,16201,10,11,23,6624,9703,16320,41,59,99,4014,5217,9232,8,8,13,4056,5289,9349,151,130,280,11924,6036,17955,27,20
LGA51860,0,0,0,193,200,389,33,38,73,229,236,467,0,0,0,129,112,239,0,0,0,129,112,239,0,0,0,3,4,5,0,0,0,3,4,5,0,0,0,132,113,248,0,0,0,132,113,248,0,0,0,56,80,140,0,0,0,56,80,140,0,0,0,3,6,8,33,38,73,44,39,82,0,0,0,1.5,3.5,2.4,0,0,0,1.5,3.5,2.4,0,0,0,68.9,57.1,62.9,0,0,0,57.8,47.9,52.8,0,0,0,67.9,55.1,61.4,0,0,0,57,46.2,51.5,0,0,0,31,30,65,0,0,0,31,30,65,0,0,0,102,72,174,0,0,0,102,72,174,0,0,0,6,0,10,0,0,0,6,0,10,0,0,0,0,8,9,0,0,0,0,8,9,0,0,0,0,6,8,0,0,0,0,6,8,0,0,0,6,19,27,0,0,0,6,19,27,0,0,0,5,13,16,0,0,0,5,13,16,0,0,0,50,18,70,0,0
LGA51890,134,107,245,3226,3268,6491,269,232,504,3630,3611,7239,60,46,104,1742,1549,3291,6,6,19,1811,1608,3420,23,11,30,130,123,254,3,0,4,157,134,293,78,58,137,1873,1672,3547,15,10,23,1969,1740,3708,48,44,94,1283,1519,2802,10,10,24,1338,1576,2914,0,4,11,69,72,148,244,217,460,323,289,615,26.6,18.6,23.2,7.1,7.2,7.2,23.1,11.1,18.2,8,7.6,7.8,59.4,54.1,57,58.1,51.2,54.6,4.8,3.9,4.4,54.2,48.2,51.2,43.6,44,43.8,54,47.5,50.7,3.7,3.4,3.6,49.9,44.5,47.2,9,4,8,101,324,428,0,0,0,112,330,435,51,41,92,1613,1204,2816,7,6,20,1672,1251,2925,0,0,0,65,51,110,0,0,0,65,50,111,0,0,0,14,23,42,0,0,0,14,23,42,0,0,0,14,46,56,0,0,0,14,46,56,0,0,0,88,228,317,0,0,4,90,229,323,0,6,6,133,241,378,0,0,0,133,248,383,26,24,49,1178,629,1807,9,5
LGA51960,104,123,230,1058,874,1928,368,270,637,1525,1262,2789,44,49,90,748,511,1260,3,3,12,797,566,1359,11,13,22,37,22,58,4,0,4,45,36,79,58,56,111,782,535,1318,5,8,11,847,601,1447,42,63,102,262,320,584,3,7,9,308,390,699,8,3,10,14,14,26,349,255,606,371,280,650,20.7,19.3,20,4.2,4.1,4.2,33.3,16.7,26.7,5.7,5.7,5.7,55.8,45.6,50.2,73.8,61.6,68.3,2.5,2.2,2.4,55.5,47.4,51.8,44.2,36.8,40.2,70.6,59.1,65.4,1.6,1.9,1.7,52.3,44.7,48.9,5,6,13,42,95,140,0,0,0,52,100,151,39,34,78,684,410,1090,3,6,13,734,447,1182,0,0,0,20,7,30,0,0,0,21,9,30,0,0,0,16,9,26,0,0,0,16,9,24,0,0,0,4,16,24,0,0,0,4,16,24,4,0,3,39,60,99,0,0,0,44,64,104,6,3,3,36,61,91,0,0,0,34,64,104,17,12,31,355,130,484,3,3
LGA52030,11,17,27,421,356,777,64,49,116,502,419,922,5,6,15,231,182,411,0,0,0,242,189,426,0,3,3,15,12,25,0,0,0,15,10,26,5,12,13,249,186,440,0,0,0,257,198,455,3,3,15,168,158,326,0,0,4,173,164,340,0,0,0,6,10,14,65,48,109,72,57,125,0,33.3,18.8,6.8,4.3,5.7,0,0,0,6.6,5.6,6.2,53.8,56.3,55.2,59.1,53,56.3,1.5,0,0.9,51.4,46.9,49.3,53.8,37.5,44.8,55.1,50.7,53.1,1.5,0,0.9,48,44.3,46.3,0,0,3,15,43,60,0,0,0,20,42,60,4,4,10,214,139,345,0,0,0,219,139,356,0,0,0,31,17,51,0,0,0,37,17,55,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,12,9,0,0,0,0,12,9,0,0,0,16,49,58,0,0,0,16,48,58,0,0,0,25,30,54,0,0,0,25,30,53,3,5,5,128,43,175,0,0
LGA52100,7,17,15,407,367,768,20,32,48,428,409,833,0,8,5,291,225,518,0,0,0,293,233,527,0,0,4,9,3,11,0,0,0,9,3,12,3,7,8,299,229,527,0,0,0,305,238,537,0,5,5,104,135,237,0,4,3,108,145,247,0,0,0,0,5,4,18,23,46,21,28,52,33.3,25,27.3,2.7,1.3,2.1,0,0,0,3,2.1,2.6,75,53.3,57.9,74,62.9,68.8,0,0,0,70.7,58.1,64.6,50,40,42.1,72,62.1,67.3,0,0,0,68.6,56.9,62.9,0,0,0,20,38,56,0,0,0,20,41,54,0,5,8,264,184,453,0,0,0,271,189,461,0,0,0,31,20,55,0,0,0,31,23,57,0,0,0,4,5,8,0,0,0,4,5,8,0,0,0,0,7,10,0,0,0,0,7,10,0,4,4,18,56,71,0,0,0,18,58,72,0,3,3,20,41,58,0,0,0,20,47,64,0,4,3,100,42,141,0,0
LGA52170,7,10,23,3128,3305,6436,147,121,266,3282,3437,6722,4,14,20,2158,1940,4096,5,3,6,2169,1954,4120,0,0,0,87,61,149,0,0,0,87,61,149,4,14,20,2247,2000,4246,5,3,6,2254,2015,4271,6,0,4,851,1257,2109,4,6,10,859,1267,2133,0,0,0,32,45,80,141,105,243,172,153,321,0,0,0,3.8,3.1,3.5,0,0,0,3.8,3.1,3.5,50,92.3,76.2,71.8,60.5,66,2.1,2.5,2.3,68.6,58.7,63.5,50,92.3,76.2,69,58.6,63.7,2.1,2.5,2.3,66,56.8,61.3,0,0,0,216,351,569,0,0,0,218,348,566,0,14,15,1920,1572,3495,3,4,4,1924,1586,3514,0,0,0,137,133,274,0,0,0,137,136,274,0,0,0,526,397,924,0,0,0,526,398,926,0,0,0,78,185,260,0,0,0,78,185,260,0,8,8,1167,1285,2450,3,3,3,1173,1289,2464,0,0,0,222,313,538,4,4,9,225,314,539,0,0,4,205,95,302,0,0
LGA52240,8,11,17,409,363,772,48,47,93,464,421,882,4,4,7,285,223,508,3,6,10,292,227,525,0,0,0,7,3,17,0,0,0,8,7,17,4,4,10,296,229,525,3,6,10,304,239,543,5,7,9,103,128,233,0,0,4,111,134,247,0,0,0,7,5,10,38,42,82,48,45,95,25,20,22.2,3,2.2,2.7,0,0,0,3.3,2.5,3,44.4,45.5,45,72.8,62.5,68,4.5,10.4,7.6,65.7,56.2,61.2,33.3,36.4,35,70.6,61.2,66.1,4.5,10.4,7.6,63.6,54.7,59.3,0,0,0,10,32,45,0,0,0,10,39,47,0,0,4,272,186,458,3,3,4,274,195,467,0,0,0,40,18,57,0,0,0,40,21,58,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,11,7,0,0,0,0,11,7,0,0,0,26,39,69,0,0,0,26,39,69,0,0,5,25,35,60,0,0,0,23,38,64,0,3,3,85,64,151,0,0
LGA52310,5,5,9,358,323,681,35,32,69,399,358,756,6,0,6,221,193,415,3,5,3,226,197,419,0,0,0,9,5,15,0,0,0,9,3,16,6,0,3,225,199,427,3,5,3,229,203,431,5,0,6,124,116,240,4,4,4,133,120,255,0,0,0,10,5,11,31,28,53,34,34,72,0,100,33.3,3.5,2,2.8,0,0,0,3.5,2.5,3,28.6,33.3,30,63.2,61.6,62.5,5.9,6.5,6.2,57.8,56.6,57.2,28.6,0,20,61,60.4,60.7,5.9,6.5,6.2,55.8,55.2,55.5,0,0,0,22,41,67,0,0,0,22,41,67,6,0,6,191,149,347,3,5,3,195,150,348,0,0,0,19,4,20,0,0,0,16,4,20,0,0,0,4,6,12,0,0,0,4,6,12,0,0,0,0,10,13,0,0,0,0,10,13,0,0,0,20,37,55,0,0,0,20,41,56,4,0,4,30,30,59,0,0,0,32,30,59,0,0,0,98,42,140,0,0
LGA52380,14,5,14,115,55,172,19,9,22,143,70,209,9,0,7,79,27,103,0,0,0,85,25,111,0,0,0,3,0,0,0,0,0,3,4,3,9,0,13,83,24,107,0,0,0,93,29,117,3,0,6,31,23,61,0,0,0,33,28,62,0,0,0,0,0,3,13,9,25,14,9,26,0,33.3,10,3.7,3.8,3.7,0,0,0,3.4,6.9,4.2,70,75,71.4,70.1,48.1,63.2,0,0,0,62.7,42.6,56.2,70,50,64.3,67.5,46.3,60.8,0,0,0,60.6,39.7,53.8,0,0,0,8,10,14,0,0,0,11,10,19,9,0,8,69,16,83,0,0,0,72,19,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,3,3,15,0,0,0,4,6,11,0,0,0,4,6,11,0,0,4,36,9,44,0,0
LGA52450,20,16,33,486,437,927,36,40,78,547,489,1039,9,3,10,330,237,576,0,0,0,340,239,580,3,0,6,15,11,24,0,0,0,16,11,33,14,5,16,348,247,598,0,0,0,359,256,612,13,9,24,137,188,325,0,0,0,153,197,347,0,0,0,3,3,4,38,36,76,41,41,80,40,40,40,4,4,4,0,0,0,5,4.7,4.9,43.5,38.5,41.7,71.1,57,64.4,2.6,0,1.3,65.1,52,59,26.1,23.1,25,68.2,54.7,61.8,2.6,0,1.3,61.8,49.6,56.1,4,0,4,35,64,100,0,0,0,36,64,97,5,3,8,294,174,464,0,0,0,298,172,471,0,0,0,23,11,28,0,0,0,23,11,28,0,0,0,3,7,15,0,0,0,3,7,15,0,0,0,3,8,9,0,0,0,3,8,9,0,0,0,21,46,64,0,0,0,21,47,69,0,0,0,18,28,45,0,0,0,21,28,49,5,0,5,129,65,198,0,0
LGA52520,34,25,53,458,405,867,90,69,162,580,500,1081,13,15,29,375,264,646,0,0,0,390,281,671,0,0,0,6,3,9,0,0,0,10,3,13,14,15,28,383,269,652,0,0,0,398,281,681,9,12,24,67,123,196,0,0,0,78,136,218,4,0,4,4,9,17,89,68,158,98,77,175,6.7,0,3.6,1.8,1.1,1.5,0,0,0,2,1.1,1.6,50,56.5,52.8,83.7,66.4,75.6,0,1.4,0.6,68.9,56.6,63.2,46.7,56.5,50.9,82.1,65.7,74.4,0,1.4,0.6,67.5,56,62.2,0,3,4,23,74,94,0,0,0,20,74,92,13,10,25,354,191,548,0,0,0,369,203,573,0,6,6,24,10,39,0,0,0,24,14,38,0,0,0,4,6,13,0,0,0,4,6,13,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,34,78,111,0,0,0,38,78,109,0,0,0,23,37,58,0,0,0,23,33,60,0,6,4,101,41,143,0,0
LGA52590,38,42,81,1291,1211,2502,184,120,304,1516,1373,2885,28,30,58,809,695,1509,7,8,11,847,730,1571,3,0,0,43,26,67,0,0,0,43,28,68,29,30,53,855,715,1574,7,6,15,888,749,1639,10,8,19,427,482,904,4,4,12,440,499,935,0,0,4,10,10,28,180,104,284,187,121,309,7.1,3.4,5.3,5,3.1,4.1,0,14.3,7.7,5.1,3.2,4.2,71.8,72.5,72.2,66.2,59.2,62.8,3.2,5.8,4.2,58.6,54.9,56.8,66.7,70,68.4,62.8,57.3,60.2,3.2,5,3.9,55.6,53.1,54.4,0,13,6,77,133,205,0,0,0,79,143,219,22,17,38,726,553,1276,5,8,11,750,577,1325,5,4,4,84,58,141,0,0,0,89,56,148,0,0,0,17,12,31,0,0,0,17,12,31,0,0,0,13,19,34,0,0,0,13,21,38,0,0,6,69,161,231,0,0,0,69,165,239,0,6,6,93,137,227,0,0,0,93,138,234,8,3,12,401,150,553,6,0
LGA52660,110,152,264,5233,5508,10739,387,302,687,5732,5961,11691,69,83,156,3630,3217,6847,14,15,27,3716,3314,7025,8,14,18,161,140,305,0,0,0,168,153,321,79,95,174,3789,3357,7147,13,15,32,3885,3466,7348,32,57,87,1393,2096,3489,11,11,24,1437,2164,3602,0,0,0,43,53,99,367,276,639,413,328,742,6.5,12.5,9.8,4.3,4.2,4.2,13.3,0,7.1,4.4,4.4,4.4,68.8,62.7,65.3,72.5,61,66.6,3.9,4.3,4.1,67.7,58.1,62.9,64.3,54.9,58.9,69.4,58.4,63.7,3.4,4.3,3.8,64.8,55.6,60.1,9,19,26,239,582,821,0,0,6,249,600,852,61,68,125,3353,2597,5946,12,8,23,3427,2674,6099,3,0,3,184,149,333,0,0,0,192,150,337,0,0,0,61,79,142,0,0,0,61,79,140,0,0,0,48,112,159,0,0,0,48,112,159,0,14,16,368,682,1045,0,0,0,366,698,1058,3,17,17,372,543,918,0,4,6,377,560,939,25,28,56,1845,1082,2929,14,5
LGA52730,14,33,47,2275,2441,4719,231,227,457,2529,2695,5225,10,11,21,1281,1264,2543,15,6,21,1306,1284,2592,0,0,0,58,39,103,0,0,0,58,39,103,10,11,21,1338,1305,2647,15,6,21,1370,1323,2693,5,14,20,909,1110,2016,5,9,18,920,1133,2050,0,3,6,28,27,53,210,209,419,239,237,475,0,0,0,4.4,3.2,3.8,0,0,0,4.3,3.2,3.8,64.7,43.3,51.1,58.9,53.5,56.1,6,3.1,4.6,54.1,49.1,51.5,64.7,43.3,51.1,56.3,51.7,54,6,3.1,4.6,51.8,47.6,49.6,0,4,5,156,230,380,0,0,0,153,231,388,9,9,19,1117,1008,2127,12,7,21,1140,1025,2162,0,4,3,240,154,399,3,0,3,245,160,402,0,0,0,117,127,243,0,0,0,117,128,243,0,0,0,51,110,165,0,0,0,51,110,165,0,3,4,324,478,805,3,4,3,328,488,818,3,0,7,199,347,549,0,0,0,205,357,556,5,10,10,626,284,909,5,0
LGA52800,1551,1528,3076,812,778,1593,378,417,793,2743,2723,5466,323,346,664,663,659,1325,10,5,11,992,1008,2001,64,44,107,9,12,20,0,0,0,73,58,129,380,390,775,672,669,1344,10,5,11,1062,1061,2123,1109,1090,2196,127,102,228,0,3,3,1237,1201,2430,62,49,107,16,8,22,365,408,775,443,459,903,16.2,11.5,13.8,1.2,1.8,1.5,0,0,0,6.6,5.4,6,24.7,25.5,25.1,82.5,85.8,84.1,1.9,1.2,1.5,38.7,39.1,38.9,20.7,22.6,21.6,81.5,84.3,82.9,1.9,1.2,1.5,36.2,37,36.6,67,93,157,180,230,407,0,0,0,244,322,572,237,236,477,478,422,897,4,0,10,720,664,1379,3,0,0,29,18,51,0,0,0,35,16,53,0,4,10,29,58,87,0,0,0,34,65,94,4,3,5,19,37,61,0,0,0,25,43,69,3,24,26,93,232,327,0,0,0,102,257,352,10,35,43,74,91,159,0,0,0,84,122,200,157,117,269,279,93,368,4,0
LGA52870,53,58,105,2279,2403,4683,188,154,339,2521,2609,5132,27,28,58,1429,1269,2697,13,8,23,1470,1308,2774,9,7,11,61,46,104,0,0,0,74,48,121,41,34,71,1487,1314,2803,13,8,23,1539,1354,2891,13,25,35,763,1072,1836,14,23,30,786,1115,1904,0,0,0,28,19,46,161,125,290,191,144,334,23.1,12.1,18.1,4.2,3.4,3.8,0,0,0,4.7,3.5,4.1,73.6,58.9,66.1,65.3,54.6,59.8,6.4,5.9,6.2,61.1,51.8,56.4,56.6,51.8,54.1,62.6,52.7,57.5,6.4,5.9,6.2,58.3,50,54,0,9,11,110,240,346,0,3,4,107,251,359,28,22,50,1294,996,2293,9,9,19,1327,1024,2357,0,0,3,121,95,217,0,0,4,129,93,220,0,0,0,56,59,111,0,0,0,56,60,110,0,0,6,29,77,102,0,0,0,29,73,100,0,0,4,171,357,530,0,3,3,175,365,538,6,3,5,193,266,461,0,0,0,190,275,468,21,9,32,699,364,1061,8,9
