LGA_CODE_2021,PreSch_Indig_M,PreSch_Indig_F,PreSch_Indig_P,PreSch_NonInd_M,PreSch_NonInd_F,PreSch_NonInd_P,PreSch_Indig_st_nsM,PreSch_Indig_st_nsF,PreSch_Indig_st_nsP,PreSch_TotM,PreSch_TotF,PreSch_TotP,Prim_Indig_M,Prim_Indig_F,Prim_Indig_P,Prim_NonInd_M,Prim_NonInd_F,Prim_NonInd_P,Prim_Indig_st_nsM,Prim_Indig_st_nsF,Prim_Indig_st_nsP,Prim_TotM,Prim_TotF,Prim_TotP,Sec_Indig_M,Sec_Indig_F,Sec_Indig_P,Sec_NonInd_M,Sec_NonInd_F,Sec_NonInd_P,Sec_Indig_st_nsM,Sec_Indig_st_nsF,Sec_Indig_st_nsP,Sec_TotM,Sec_TotF,Sec_TotP,TVE_TAFE_ptp_FT_15_24_Ind_M,TVE_TAFE_ptp_FT_15_24_Ind_F,TVE_TAFE_ptp_FT_15_24_Ind_P,TVE_TAFE_ptp_FT_15_24_NoInd_M,TVE_TAFE_ptp_FT_15_24_NoInd_F,TVE_TAFE_ptp_FT_15_24_NoInd_P,TVE_TAFE_ptp_FT_15_24_In_ns_M,TVE_TAFE_ptp_FT_15_24_In_ns_F,TVE_TAFE_ptp_FT_15_24_In_ns_P,TVE_TAFE_ptp_FT_15_24_Tot_M,TVE_TAFE_ptp_FT_15_24_Tot_F,TVE_TAFE_ptp_FT_15_24_Tot_P,TVE_TAFE_ptp_FT_25_ov_Ind_M,TVE_TAFE_ptp_FT_25_ov_Ind_F,TVE_TAFE_ptp_FT_25_ov_Ind_P,TVE_TAFE_ptp_FT_25_ov_NoInd_M,TVE_TAFE_ptp_FT_25_ov_NoInd_F,TVE_TAFE_ptp_FT_25_ov_NoInd_P,TVE_TAFE_ptp_FT_25_ov_In_ns_M,TVE_TAFE_ptp_FT_25_ov_In_ns_F,TVE_TAFE_ptp_FT_25_ov_In_ns_P,TVE_TAFE_ptp_FT_25_ov_Tot_M,TVE_TAFE_ptp_FT_25_ov_Tot_F,TVE_TAFE_ptp_FT_25_ov_Tot_P,TVE_TAFE_ptp_PT_15_24_Ind_M,TVE_TAFE_ptp_PT_15_24_Ind_F,TVE_TAFE_ptp_PT_15_24_Ind_P,TVE_TAFE_ptp_PT_15_24_NoInd_M,TVE_TAFE_ptp_PT_15_24_NoInd_F,TVE_TAFE_ptp_PT_15_24_NoInd_P,TVE_TAFE_ptp_PT_15_24_In_ns_M,TVE_TAFE_ptp_PT_15_24_In_ns_F,TVE_TAFE_ptp_PT_15_24_In_ns_P,TVE_TAFE_ptp_PT_15_24_Tot_M,TVE_TAFE_ptp_PT_15_24_Tot_F,TVE_TAFE_ptp_PT_15_24_Tot_P,TVE_TAFE_ptp_PT_25_ov_Ind_M,TVE_TAFE_ptp_PT_25_ov_Ind_F,TVE_TAFE_ptp_PT_25_ov_Ind_P,TVE_TAFE_ptp_PT_25_ov_NoInd_M,TVE_TAFE_ptp_PT_25_ov_NoInd_F,TVE_TAFE_ptp_PT_25_ov_NoInd_P,TVE_TAFE_ptp_PT_25_ov_In_ns_M,TVE_TAFE_ptp_PT_25_ov_In_ns_F,TVE_TAFE_ptp_PT_25_ov_In_ns_P,TVE_TAFE_ptp_PT_25_ov_Tot_M,TVE_TAFE_ptp_PT_25_ov_Tot_F,TVE_TAFE_ptp_PT_25_ov_Tot_P,TVE_TAFE_ptp_FT_PT_Ind_M,TVE_TAFE_ptp_FT_PT_Ind_F,TVE_TAFE_ptp_FT_PT_Ind_P,TVE_TAFE_ptp_FT_PT_NoInd_M,TVE_TAFE_ptp_FT_PT_NoInd_F,TVE_TAFE_ptp_FT_PT_NoInd_P,TVE_TAFE_ptp_FT_PT_In_ns_M,TVE_TAFE_ptp_FT_PT_In_ns_F,TVE_TAFE_ptp_FT_PT_In_ns_P,TVE_TAFE_ptp_FT_PT_Tot_M,TVE_TAFE_ptp_FT_PT_Tot_F,TVE_TAFE_ptp_FT_PT_Tot_P,TVE_TAFE_ptp_TVETAFE_Ind_M,TVE_TAFE_ptp_TVETAFE_Ind_F,TVE_TAFE_ptp_TVETAFE_Ind_P,TVE_TAFE_ptp_TVETAFE_NoInd_M,TVE_TAFE_ptp_TVETAFE_NoInd_F,TVE_TAFE_ptp_TVETAFE_NoInd_P,TVE_TAFE_ptp_TVETAFE_In_ns_M,TVE_TAFE_ptp_TVETAFE_In_ns_F,TVE_TAFE_ptp_TVETAFE_In_ns_P,TVE_TAFE_ptp_TVETAFE_Tot_M,TVE_TAFE_ptp_TVETAFE_Tot_F,TVE_TAFE_ptp_TVETAFE_Tot_P,Uni_he_FT_15_24_Ind_M,Uni_he_FT_15_24_Ind_F,Uni_he_FT_15_24_Ind_P,Uni_he_FT_15_24_NoInd_M,Uni_he_FT_15_24_NoInd_F,Uni_he_FT_15_24_NoInd_P,Uni_he_FT_15_24_In_ns_M,Uni_he_FT_15_24_In_ns_F,Uni_he_FT_15_24_In_ns_P,Uni_he_FT_15_24_Tot_M,Uni_he_FT_15_24_Tot_F,Uni_he_FT_15_24_Tot_P,Uni_he_FT_25_ov_Ind_M,Uni_he_FT_25_ov_Ind_F,Uni_he_FT_25_ov_Ind_P,Uni_he_FT_25_ov_NoInd_M,Uni_he_FT_25_ov_NoInd_F,Uni_he_FT_25_ov_NoInd_P,Uni_he_FT_25_ov_In_ns_M,Uni_he_FT_25_ov_In_ns_F,Uni_he_FT_25_ov_In_ns_P,Uni_he_FT_25_ov_Tot_M,Uni_he_FT_25_ov_Tot_F,Uni_he_FT_25_ov_Tot_P,Uni_he_PT_15_24_Ind_M,Uni_he_PT_15_24_Ind_F,Uni_he_PT_15_24_Ind_P,Uni_he_PT_15_24_NoInd_M,Uni_he_PT_15_24_NoInd_F,Uni_he_PT_15_24_NoInd_P,Uni_he_PT_15_24_In_ns_M,Uni_he_PT_15_24_In_ns_F,Uni_he_PT_15_24_In_ns_P,Uni_he_PT_15_24_Tot_M,Uni_he_PT_15_24_Tot_F,Uni_he_PT_15_24_Tot_P,Uni_he_PT_25_ov_Ind_M,Uni_he_PT_25_ov_Ind_F,Uni_he_PT_25_ov_Ind_P,Uni_he_PT_25_ov_NoInd_M,Uni_he_PT_25_ov_NoInd_F,Uni_he_PT_25_ov_NoInd_P,Uni_he_PT_25_ov_In_ns_M,Uni_he_PT_25_ov_In_ns_F,Uni_he_PT_25_ov_In_ns_P,Uni_he_PT_25_ov_Tot_M,Uni_he_PT_25_ov_Tot_F,Uni_he_PT_25_ov_Tot_P,Uni_he_FTPT_ss_ns_Ind_M,Uni_he_FTPT_ss_ns_Ind_F,Uni_he_FTPT_ss_ns_Ind_P,Uni_he_FTPT_ss_ns_NoInd_M,Uni_he_FTPT_ss_ns_NoInd_F,Uni_he_FTPT_ss_ns_NoInd_P,Uni_he_FTPT_ss_ns_In_ns_M,Uni_he_FTPT_ss_ns_In_ns_F,Uni_he_FTPT_ss_ns_In_ns_P,Uni_he_FTPT_ss_ns_Tot_M,Uni_he_FTPT_ss_ns_Tot_F,Uni_he_FTPT_ss_ns_Tot_P,Uni_he_Tot_Uni_he_Ind_M,Uni_he_Tot_Uni_he_Ind_F,Uni_he_Tot_Uni_he_Ind_P,Uni_he_Tot_Uni_he_NoInd_M,Uni_he_Tot_Uni_he_NoInd_F,Uni_he_Tot_Uni_he_NoInd_P,Uni_he_Tot_Uni_he_In_ns_M,Uni_he_Tot_Uni_he_In_ns_F,Uni_he_Tot_Uni_he_In_ns_P,Uni_he_Tot_Uni_he_Tot_M,Uni_he_Tot_Uni_he_Tot_F,Uni_he_Tot_Uni_he_Tot_P,Ter_Tot_Ter_Ind_M,Ter_Tot_Ter_Ind_F,Ter_Tot_Ter_Ind_P,Ter_Tot_Ter_NonInd_M,Ter_Tot_Ter_NonInd_F,Ter_Tot_Ter_NonInd_P,Ter_Tot_Ter_IndSt_ns_M,Ter_Tot_Ter_IndSt_ns_F,Ter_Tot_Ter_IndSt_ns_P,Ter_Tot_Ter_Tot_M,Ter_Tot_Ter_Tot_F,Ter_Tot_Ter_Tot_P,OEI_Ind_M,OEI_Ind_F,OEI_Ind_P,OEI_NonInd_M,OEI_NonInd_F,OEI_NonInd_P,OEI_IndSt_nsM,OEI_IndSt_nsF
LGA55460,0,5,0,23,15,37,0,0,0,24,23,43,6,13,17,116,105,224,0,0,0,122,115,242,10,12,22,82,94,172,4,0,4,100,104,200,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,6,4,0,0,0,0,4,7,0,0,3,12,7,23,0,0,0,15,9,21,0,0,0,8,15,19,0,0,0,8,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,22,28,50,0,0,0,26,26,52,0,0,0,3,10,8,0,0,0,3,10,8,0,0,0,0,7,5,0,0,0,0,7,5,0,0,0,0,9,3,0,0,0,0,9,3,0,0,0,7,9,17,0,0,0,7,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,28,34,0,0,0,15,28,34,0,3,0,36,54,86,0,0,0,37,55,95,0,0,0,4,3,9,0,0
LGA55530,0,0,0,0,0,6,0,0,0,5,0,11,0,0,0,19,15,29,0,0,0,16,14,38,0,0,0,10,0,8,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,7,8,0,0,0,0,7,13,0,0,0,0,0,0,0,0
LGA55600,4,0,7,8,11,17,0,0,0,9,13,26,16,24,43,66,67,132,0,0,0,80,88,171,13,16,32,62,67,129,0,3,3,81,79,161,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,3,3,3,4,0,4,9,3,12,0,0,0,8,3,12,0,0,0,6,17,13,0,0,0,6,17,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,12,19,29,0,0,0,14,19,33,0,0,0,4,5,10,0,0,0,4,5,10,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,23,0,0,0,5,16,23,4,0,4,15,40,52,0,0,0,21,40,57,0,3,5,0,3,3,0,0
LGA55670,0,0,0,0,8,8,0,0,0,0,8,8,4,4,7,20,25,44,0,0,0,23,23,52,6,0,10,9,10,20,0,0,0,16,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,3,8,12,0,0,0,3,8,12,0,0,0,0,6,3,0,0
LGA55740,0,0,3,72,61,132,0,0,0,68,65,138,4,7,11,327,367,688,0,0,0,331,369,702,3,12,17,289,451,742,0,3,3,295,469,764,0,0,0,17,13,27,0,0,0,17,13,27,0,0,0,11,20,28,0,0,0,11,20,28,0,0,0,11,14,25,0,0,0,11,14,25,0,0,0,25,36,61,0,0,0,25,39,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,83,141,0,0,0,61,87,147,0,0,0,162,223,384,0,0,0,168,223,390,3,0,6,63,77,145,0,0,0,67,82,149,0,0,0,22,22,40,0,0,0,22,22,40,5,0,5,47,84,135,0,0,0,47,83,135,0,0,0,0,0,3,0,0,0,0,0,3,3,0,7,301,408,709,0,0,0,307,410,715,3,0,9,367,486,853,0,0,0,371,490,863,0,0,0,28,31,66,0,0
LGA55810,0,0,0,0,5,9,0,0,0,0,7,6,5,3,8,11,6,11,0,0,0,8,6,24,0,0,0,4,0,6,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,8,9,0,0,0,0,3,4,0,0
LGA55880,0,0,0,0,5,10,0,0,0,0,5,10,0,0,6,9,18,27,0,0,0,18,21,35,0,0,0,0,3,11,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,4,7,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,3,11,16,0,0,0,3,11,16,0,0,0,0,0,4,0,0
LGA55950,0,0,0,3,3,7,0,0,0,3,3,7,0,0,0,32,22,50,0,0,0,32,20,50,3,0,3,14,17,26,0,0,0,14,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,7,8,0,0,0,5,6,19,0,0,0,5,6,19,0,0,0,6,0,6,0,0
LGA56090,19,15,29,293,256,547,3,5,4,310,272,580,60,62,121,1441,1335,2779,12,6,20,1512,1401,2909,58,37,98,1327,1236,2558,0,4,5,1384,1276,2662,3,3,3,61,65,126,0,0,0,62,68,127,0,5,0,31,62,95,0,0,0,30,67,97,6,3,11,151,73,227,0,0,0,157,76,234,0,0,5,112,190,302,0,0,0,115,192,301,0,0,0,0,0,4,0,0,0,0,0,4,12,13,26,358,385,745,0,0,0,368,400,773,0,12,12,202,307,510,0,3,6,207,325,524,0,6,9,60,118,177,0,0,0,61,125,181,0,3,3,48,52,97,0,0,0,48,59,99,4,3,6,118,242,359,0,0,0,120,248,366,0,0,0,0,0,0,0,0,0,0,0,0,6,25,26,417,723,1142,0,3,8,424,750,1173,13,31,47,779,1110,1890,0,8,13,793,1156,1952,8,0,8,106,200,306,0,0
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,0,5,5,0,0,0,6,5,13,4,3,4,0,4,4,0,0,0,6,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,4,3,0,3,0,0,0,0,0
LGA56230,3,5,17,119,112,231,0,0,0,122,117,241,28,40,71,720,672,1393,0,3,6,749,715,1469,38,34,65,507,587,1098,5,10,14,545,630,1175,4,0,7,36,32,67,0,0,0,34,36,71,0,0,3,8,35,40,0,0,0,7,32,45,0,0,4,63,43,112,0,0,0,69,43,117,0,0,0,40,99,141,0,0,0,40,100,143,0,0,0,0,0,0,0,0,0,0,0,0,6,10,15,144,206,354,4,0,4,155,219,372,3,0,6,39,83,121,0,0,0,41,83,122,0,4,4,5,58,66,0,0,0,5,64,69,0,0,0,8,19,30,0,0,0,8,19,30,0,0,0,19,71,90,0,0,0,17,71,87,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,72,228,302,0,0,0,73,233,307,8,17,25,216,437,658,4,0,4,229,448,679,0,0,3,29,55,90,0,0
LGA56300,0,0,0,6,7,15,0,0,0,7,7,19,0,0,0,43,40,77,0,0,0,41,43,79,3,0,3,28,33,65,0,0,0,32,39,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,10,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,19,0,0,0,6,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,4,10,0,0,0,5,22,22,0,0,0,5,22,22,0,0,0,4,6,9,0,0
LGA56370,0,0,0,7,8,14,0,0,0,9,8,19,4,0,8,28,24,52,0,0,3,33,27,62,0,0,0,6,6,19,0,0,0,7,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,6,7,0,0,0,3,4,13,0,0,0,4,4,11,0,0,0,0,0,0,0,0
LGA56460,0,0,5,19,31,53,0,0,0,26,29,59,12,18,31,159,156,314,0,0,0,176,169,347,19,25,43,150,146,301,4,0,7,170,176,341,0,3,3,6,9,13,0,0,0,6,6,12,0,0,0,0,3,7,0,0,0,7,3,15,0,0,3,15,12,26,0,0,0,16,9,25,0,0,0,10,35,42,0,0,0,10,35,42,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,37,54,94,0,0,0,40,63,102,0,0,0,8,11,21,0,0,0,8,11,21,0,0,0,3,11,12,0,0,0,3,6,14,0,0,0,0,9,9,0,0,0,0,9,9,0,0,0,5,23,35,0,0,0,5,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,54,72,0,0,0,17,53,75,3,3,9,58,108,166,0,0,0,57,115,176,0,0,0,6,12,15,0,0
LGA56580,0,0,0,203,177,384,0,3,3,203,180,385,8,5,14,1100,965,2065,5,0,3,1107,970,2080,0,0,9,1130,925,2055,3,0,3,1132,931,2065,0,0,0,20,26,48,0,0,0,20,26,48,0,0,0,15,27,45,0,0,0,15,27,45,0,0,0,24,10,33,0,0,0,24,10,33,0,0,0,36,59,96,0,0,0,36,59,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,131,220,0,0,0,90,131,220,9,4,12,592,589,1181,0,0,3,604,596,1196,0,0,0,135,140,270,0,0,0,135,140,270,0,0,0,60,50,103,0,0,0,60,50,103,0,0,0,113,183,296,0,0,0,113,183,296,0,0,0,0,4,5,0,0,0,0,4,5,9,4,12,906,959,1860,3,0,4,914,969,1881,9,4,12,994,1088,2087,3,0,4,1003,1094,2096,0,0,0,62,76,141,0,0
LGA56620,7,4,11,0,0,0,0,0,0,7,4,11,75,67,139,0,5,4,0,0,0,79,65,142,50,47,95,0,0,0,0,0,0,44,47,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,6,5,9,0,0,0,4,6,6,0,0,0,4,5,12,0,0,0,0,0,0,0,0
LGA56730,12,11,22,66,62,128,0,0,0,73,74,145,56,51,101,401,376,775,3,3,4,458,429,884,50,47,101,292,296,588,4,3,7,347,350,696,0,0,0,4,10,17,0,0,0,4,6,17,0,0,0,8,17,23,0,0,0,8,17,23,3,0,6,31,28,63,0,0,4,41,32,71,0,0,0,16,76,90,0,0,0,16,79,88,0,0,0,0,0,0,0,0,0,0,0,4,5,0,8,65,127,194,0,3,4,69,136,205,0,0,0,21,15,37,0,0,0,21,15,37,0,0,0,10,17,22,0,0,0,9,16,23,0,0,0,9,13,23,0,0,0,9,13,23,0,0,0,17,46,62,0,0,0,17,45,68,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,53,87,139,0,0,0,55,91,146,5,11,9,115,215,334,4,3,8,121,227,349,0,3,7,25,34,62,0,0
LGA56790,4,5,4,16,14,31,0,0,0,22,16,39,13,16,31,94,79,169,0,0,5,109,95,204,12,5,19,70,41,107,0,0,0,81,45,123,0,0,5,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,3,13,19,0,0,0,3,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,18,24,0,0,0,5,20,26,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,12,13,0,0,0,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,29,0,0,0,6,22,24,0,4,0,11,37,50,0,0,0,14,40,53,0,0,0,4,5,6,0,0
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,11,0,0,0,6,9,16,0,0,0,7,0,7,3,0,4,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,8,8,0,0,0,0,4,4,0,0,0,0,5,5,0,0,0,0,0,0,0,0
LGA56930,0,0,0,10,9,17,0,0,0,10,9,17,0,0,0,38,66,103,0,0,0,38,66,97,0,24,24,69,170,236,0,3,3,69,197,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,14,0,0,0,5,10,14,0,0,0,37,52,98,0,0,0,45,52,96,0,0,0,10,4,12,0,0,0,10,4,12,0,0,0,5,4,7,0,0,0,5,4,7,0,0,0,8,12,13,0,0,0,8,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,80,134,0,0,0,60,79,136,0,0,0,60,87,142,0,0,0,60,85,147,0,0,0,5,4,11,0,0
LGA57000,0,0,0,0,0,3,0,0,0,0,0,3,0,4,3,21,20,39,0,0,0,22,24,40,0,0,0,4,3,13,0,0,0,4,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,3,0,0,0,0,7,8,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,14,0,0,0,6,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,3,5,10,0,0,0,7,14,19,0,0,0,7,14,19,0,0,0,0,4,4,0,0
LGA57080,3,0,3,106,102,206,0,0,0,110,102,206,5,10,15,340,318,660,0,0,0,346,324,677,5,7,15,218,221,448,4,0,4,226,230,464,0,0,4,95,97,192,0,0,0,99,94,194,0,0,0,174,227,399,0,0,0,177,231,401,0,0,0,38,46,85,0,0,0,38,44,83,5,3,3,130,193,326,0,0,0,136,198,327,0,0,0,0,0,0,0,0,0,0,0,0,7,6,12,432,564,998,0,6,7,442,569,1013,33,48,84,1115,1298,2412,0,0,0,1147,1347,2496,8,6,17,590,552,1137,0,0,0,597,561,1163,0,3,4,71,84,166,0,0,0,72,92,167,8,0,7,252,253,506,0,0,0,262,253,518,0,0,0,8,7,11,0,0,0,8,7,11,55,61,110,2035,2199,4234,0,0,0,2086,2260,4349,60,65,123,2472,2761,5236,0,5,5,2536,2831,5361,0,0,3,221,277,494,0,0
LGA57140,0,0,0,4,0,8,0,0,0,4,4,9,7,3,17,35,26,58,0,0,7,43,32,80,3,9,17,19,18,35,0,0,0,18,26,48,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,3,3,9,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,5,0,0,0,10,7,16,0,0,0,10,11,13,0,0,0,3,4,5,0,0
LGA57210,6,7,6,24,30,53,0,0,0,29,29,59,6,17,24,198,164,358,5,0,6,210,176,392,12,16,28,128,128,259,4,3,11,149,150,302,3,0,3,14,11,24,0,0,0,19,14,29,0,0,0,0,8,11,0,0,0,3,8,9,0,0,0,18,8,28,0,0,0,18,9,27,0,0,0,8,23,31,0,0,0,8,26,37,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,44,49,93,0,0,3,48,54,103,0,0,0,0,3,7,0,0,0,0,9,8,0,0,0,4,7,4,0,0,0,4,7,4,0,0,0,0,4,9,0,0,0,0,4,9,0,0,0,11,27,33,0,0,0,11,27,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,41,59,0,0,0,15,46,55,5,5,10,52,95,148,0,0,3,64,97,161,0,0,0,15,18,29,0,0
