LGA_CODE_2021,VfDif_SA2_ACT_IndSt_nsP,VfDif_SA2_ACT_TotM,VfDif_SA2_ACT_TotF,VfDif_SA2_ACT_TotP,VfDif_SA2_OT_Indig_M,VfDif_SA2_OT_Indig_F,VfDif_SA2_OT_Indig_P,VfDif_SA2_OT_NonInd_M,VfDif_SA2_OT_NonInd_F,VfDif_SA2_OT_NonInd_P,VfDif_SA2_OT_IndSt_nsM,VfDif_SA2_OT_IndSt_nsF,VfDif_SA2_OT_IndSt_nsP,VfDif_SA2_OT_TotM,VfDif_SA2_OT_TotF,VfDif_SA2_OT_TotP,VfDif_SA2_T_DSA2_Indig_M,VfDif_SA2_T_DSA2_Indig_F,VfDif_SA2_T_DSA2_Indig_P,VfDif_SA2_T_DSA2_NonInd_M,VfDif_SA2_T_DSA2_NonInd_F,VfDif_SA2_T_DSA2_NonInd_P,VfDif_SA2_T_DSA2_IndSt_nsM,VfDif_SA2_T_DSA2_IndSt_nsF,VfDif_SA2_T_DSA2_IndSt_nsP,VfDif_SA2_T_DSA2_TotM,VfDif_SA2_T_DSA2_TotF,VfDif_SA2_T_DSA2_TotP,Vis_Tot_vis_Indig_M,Vis_Tot_vis_Indig_F,Vis_Tot_vis_Indig_P,Vis_Tot_vis_NonInd_M,Vis_Tot_vis_NonInd_F,Vis_Tot_vis_NonInd_P,Vis_Tot_vis_IndigStat_nsM,Vis_Tot_vis_IndigStat_nsF,Vis_Tot_vis_IndigStat_nsP,Vis_Tot_visitors_TotM,Vis_Tot_visitors_TotF,Vis_Tot_visitors_TotP,LuaH_Eng_onl_Indig_M,LuaH_Eng_onl_Indig_F,LuaH_Eng_onl_Indig_P,LuaH_Eng_onl_NonInd_M,LuaH_Eng_onl_NonInd_F,LuaH_Eng_onl_NonInd_P,LuaH_Eng_on_Ind_sta_nsM,LuaH_Eng_on_Ind_sta_nsF,LuaH_Eng_on_Ind_sta_nsP,LuaH_Eng_only_TotM,LuaH_Eng_only_TotF,LuaH_Eng_only_TotP,LuaH_Aus_Ind_Lang_Ind_M,LuaH_Aus_Ind_Lang_Ind_F,LuaH_Aus_Ind_Lang_Ind_P,LuaH_Aus_Ind_Lang_No_Ind_M,LuaH_Aus_Ind_Lang_No_Ind_F,LuaH_Aus_Ind_Lang_No_Ind_P,Luah_Aus_Ind_Lang_IndSt_nsM,Luah_Aus_Ind_Lang_IndSt_nsF,Luah_Aus_Ind_Lang_IndSt_nsP,Luah_Austn_Indig_Lang_TotM,Luah_Austn_Indig_Lang_TotF,Luah_Austn_Indig_Lang_TotP,LuaH_Oth_Lang_Ind_M,LuaH_Oth_Lang_Ind_F,LuaH_Oth_Lang_Ind_P,LuaH_Oth_Lang_No_Ind_M,LuaH_Oth_Lang_No_Ind_F,LuaH_Oth_Lang_No_Ind_P,Luah_Oth_Lang_IndSt_nsM,Luah_Oth_Lang_IndSt_nsF,Luah_Oth_Lang_IndSt_nsP,Luah_Oth_Lang_TotM,Luah_Oth_Lang_TotF,Luah_Oth_Lang_TotP,UAIndL_SE_Nw_Na_In_M,UAIndL_SE_Nw_Na_In_F,UAIndL_SE_Nw_Na_In_P,UAIndL_SE_Nw_Na_No_In_M,UAIndL_SE_Nw_Na_No_In_F,UAIndL_SE_Nw_Na_No_In_P,UAIndL_SE_Nw_Na_In_st_nsM,UAIndL_SE_Nw_Na_In_st_nsF,UAIndL_SE_Nw_Na_In_st_nsP,UAIndL_SE_Nw_Na_TotM,UAIndL_SE_Nw_Na_TotF,UAIndL_SE_Nw_Na_TotP,UAIndL_SE_Vw_wel_In_M,UAIndL_SE_Vw_wel_In_F,UAIndL_SE_Vw_wel_In_P,UAIndL_SE_Vw_we_No_In_M,UAIndL_SE_Vw_we_No_In_F,UAIndL_SE_Vw_we_No_In_P,UAIndL_SE_Vw_we_I_st_nsM,UAIndL_SE_Vw_we_I_st_nsF,UAIndL_SE_Vw_we_I_st_nsP,UAIndL_SE_Vw_we_TotM,UAIndL_SE_Vw_we_TotF,UAIndL_SE_Vw_we_TotP,Rel_a_Bud_Ind_M,Rel_a_Bud_Ind_F,Rel_a_Bud_Ind_P,Rel_a_Bud_No_In_M,Rel_a_Bud_No_In_F,Rel_a_Bud_No_In_P,Rel_a_Bud_In_st_nsM,Rel_a_Bud_In_st_nsF,Rel_a_Bud_In_st_nsP,Rel_a_Bud_TotM,Rel_a_Bud_TotF,Rel_a_Bud_TotP,Rel_a_Chri_Ind_M,Rel_a_Chri_Ind_F,Rel_a_Chri_Ind_P,Rel_a_Chri_No_In_M,Rel_a_Chri_No_In_F,Rel_a_Chri_No_In_P,Rel_a_Chri_In_st_nsM,Rel_a_Chri_In_st_nsF,Rel_a_Chri_In_st_nsP,Rel_a_Chri_TotM,Rel_a_Chri_TotF,Rel_a_Chri_TotP,Rel_a_Hind_Ind_M,Rel_a_Hind_Ind_F,Rel_a_Hind_Ind_P,Rel_a_Hind_No_In_M,Rel_a_Hind_No_In_F,Rel_a_Hind_No_In_P,Rel_a_Hind_In_st_nsM,Rel_a_Hind_In_st_nsF,Rel_a_Hind_In_st_nsP,Rel_a_Hind_TotM,Rel_a_Hind_TotF,Rel_a_Hind_TotP,Rel_a_Isl_Ind_M,Rel_a_Isl_Ind_F,Rel_a_Isl_Ind_P,Rel_a_Isl_No_In_M,Rel_a_Isl_No_In_F,Rel_a_Isl_No_In_P,Rel_a_Isl_In_st_nsM,Rel_a_Isl_In_st_nsF,Rel_a_Isl_In_st_nsP,Rel_a_Isl_TotM,Rel_a_Isl_TotF,Rel_a_Isl_TotP,Rel_a_Jud_Ind_M,Rel_a_Jud_Ind_F,Rel_a_Jud_Ind_P,Rel_a_Jud_No_In_M,Rel_a_Jud_No_In_F,Rel_a_Jud_No_In_P,Rel_a_Jud_In_st_nsM,Rel_a_Jud_In_st_nsF,Rel_a_Jud_In_st_nsP,Rel_a_Jud_TotM,Rel_a_Jud_TotF,Rel_a_Jud_TotP,Rel_a_Oth_Rel_Ind_M,Rel_a_Oth_Rel_Ind_F,Rel_a_Oth_Rel_Ind_P,Rel_a_Oth_Rel_No_In_M,Rel_a_Oth_Rel_No_In_F,Rel_a_Oth_Rel_No_In_P,Rel_a_Oth_Rel_In_st_nsM,Rel_a_Oth_Rel_In_st_nsF,Rel_a_Oth_Rel_In_st_nsP,Rel_a_Oth_Rel_TotM,Rel_a_Oth_Rel_TotF,Rel_a_Oth_Rel_TotP,Rel_a_Oth_Rel_ORG_Ind_M,Rel_a_Oth_Rel_ORG_Ind_F,Rel_a_Oth_Rel_ORG_Ind_P,Rel_a_Oth_Rel_ORG_No_In_M,Rel_a_Oth_Rel_ORG_No_In_F,Rel_a_Oth_Rel_ORG_No_In_P,Rel_a_Oth_Rel_ORG_In_st_nsM,Rel_a_Oth_Rel_ORG_In_st_nsF,Rel_a_Oth_Rel_ORG_In_st_nsP,Rel_a_Oth_Rel_ORG_TotM,Rel_a_Oth_Rel_ORG_TotF,Rel_a_Oth_Rel_ORG_TotP,Rel_a_Oth_Rel_Tor_Ind_M,Rel_a_Oth_Rel_Tor_Ind_F,Rel_a_Oth_Rel_Tor_Ind_P,Rel_a_Oth_Rel_Tor_No_In_M,Rel_a_Oth_Rel_Tor_No_In_F,Rel_a_Oth_Rel_Torud_No_In_P,Rel_a_Oth_Rel_Tor_In_st_nsM,Rel_a_Oth_Rel_Tor_In_st_nsF,Rel_a_Oth_Rel_Tor_In_st_nsP,Rel_a_Oth_Rel_Tor_TotM,Rel_a_Oth_Rel_Tor_TotF,Rel_a_Oth_Rel_Tor_TotP,Rel_a_SecB_OSB_NRA_Ind_M,Rel_a_SecB_OSB_NRA_Ind_F,Rel_a_SecB_OSB_NRA_Ind_P,Rel_a_SecB_OSB_NRA_No_In_M
LGA54060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,243,194,440,87,46,135,337,248,577,3,5,7,257,206,460,87,46,135,344,252,597,61,80,142,1499,1544,3037,16,8,32,1581,1636,3207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,40,72,0,0,0,34,41,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,27,0,0,0,3,21,27,14,30,41,663,808,1473,5,4,10,685,839,1525,0,0,0,0,5,7,0,0,0,0,3,4,0,0,0,3,5,8,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,8,8,0,0,0,0,8,8,0,0,0,0,8,8,45,55,94,816
LGA54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,58,39,98,6,3,13,66,49,111,5,0,5,58,41,100,6,3,13,63,51,114,23,12,37,514,458,979,0,0,0,544,470,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,22,47,0,0,0,26,22,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,194,190,388,0,0,0,199,192,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,12,39,318
LGA54170,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,50,38,92,1398,1409,2811,221,234,457,1672,1682,3354,50,37,94,1477,1493,2968,221,234,459,1751,1770,3523,661,629,1294,67716,68409,136126,226,222,446,68598,69263,137864,16,24,40,3,4,6,0,0,0,15,29,50,9,11,21,7728,9342,17068,18,46,65,7756,9396,17148,0,0,0,0,0,0,0,0,0,0,0,0,12,24,37,3,4,6,0,0,0,17,29,41,0,6,4,644,1025,1673,5,13,12,649,1037,1686,228,231,459,34297,40243,74537,111,172,282,34631,40648,75272,0,0,0,725,666,1391,0,0,5,722,672,1393,4,0,4,677,738,1411,0,0,0,683,732,1420,0,0,0,94,114,205,0,0,0,94,114,205,4,0,4,0,0,0,0,0,0,4,0,0,0,7,6,319,429,744,0,0,0,325,432,753,4,7,8,319,426,750,0,0,0,325,432,755,438,411,851,37258
LGA54200,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,42,44,83,585,553,1138,34,20,51,658,611,1270,47,44,87,621,587,1206,35,20,50,703,646,1342,597,611,1212,23628,23849,47481,87,85,172,24318,24550,48865,23,36,58,0,0,4,0,0,0,26,37,61,7,5,13,3362,3929,7296,10,10,22,3385,3952,7336,0,0,0,0,0,0,0,0,0,0,0,0,23,30,58,0,0,4,0,0,0,26,37,60,0,0,3,256,443,697,0,0,0,255,449,699,202,238,439,11608,13526,25135,43,59,97,11852,13817,25669,0,0,0,480,450,928,0,0,4,478,449,928,5,7,5,635,600,1229,0,0,0,634,608,1240,0,0,0,16,17,34,0,0,0,16,16,39,0,3,3,0,0,0,0,0,0,0,3,3,0,4,8,192,235,429,3,0,3,195,241,437,0,11,9,192,235,429,3,0,3,195,242,443,420,388,809,13275
LGA54280,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,120,98,214,1202,560,1764,665,246,917,1988,908,2892,122,107,232,1226,574,1804,673,246,918,2026,929,2952,850,805,1652,10770,9773,20542,64,43,104,11684,10619,22298,71,85,152,6,4,7,0,0,0,74,87,157,10,7,18,1782,1773,3558,5,5,18,1800,1791,3589,3,5,9,0,0,0,0,0,0,3,5,6,61,83,142,6,4,7,0,0,0,63,80,153,0,0,3,110,195,305,0,6,6,118,199,317,362,408,761,5147,5358,10507,41,26,69,5549,5794,11338,0,0,0,197,171,378,0,0,0,197,173,375,0,0,0,166,106,274,0,0,0,166,111,274,0,0,0,3,0,7,0,0,0,3,0,6,0,0,5,0,0,0,0,0,0,0,5,4,0,3,4,72,90,159,0,0,0,73,89,166,5,5,7,72,90,164,0,0,0,76,89,169,562,481,1045,6569
LGA54310,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,87,67,161,2686,1151,3830,2056,441,2496,4835,1657,6492,100,73,172,2697,1159,3857,2062,439,2506,4856,1679,6535,895,835,1733,7405,6375,13780,41,35,78,8344,7246,15589,257,261,520,4,9,15,0,0,0,262,270,530,14,11,19,1108,1095,2211,5,3,9,1128,1115,2245,9,3,7,0,0,0,0,0,0,9,3,7,248,254,502,3,4,9,0,0,0,253,258,511,0,0,0,140,203,337,0,0,0,140,200,336,319,332,645,2910,2842,5756,10,13,20,3240,3184,6425,0,0,0,167,151,318,0,0,0,170,151,319,0,0,0,118,94,218,4,0,4,121,94,222,0,0,0,8,8,19,0,0,0,8,8,19,44,30,73,0,4,3,0,0,0,45,32,77,0,5,5,38,43,78,0,0,0,36,47,89,43,31,75,37,45,83,0,0,0,85,76,160,715,686,1406,4963
LGA54340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,74,66,134,32,13,42,109,87,193,3,9,11,88,71,155,32,13,46,121,88,215,153,170,328,1269,1202,2470,19,24,36,1438,1399,2839,0,4,3,0,0,0,0,0,0,3,6,7,0,4,3,397,362,763,4,4,12,406,376,785,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,6,7,0,0,0,33,36,72,0,0,0,33,39,73,66,73,140,750,777,1523,12,12,29,826,863,1692,0,0,0,7,6,13,0,0,0,7,6,13,3,3,5,177,159,339,0,0,0,185,159,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,10,0,0,0,4,10,10,0,0,0,4,10,10,0,0,0,4,10,10,95,103,197,665
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,49,0,4,9,27,29,58,0,0,3,27,29,56,0,4,9,34,33,67,44,29,76,438,424,866,13,14,26,502,465,964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,29,47,0,0,0,21,29,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,3,6,19,21,35,197,247,441,3,7,9,222,268,487,0,0,0,5,3,12,0,0,0,5,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,6,3,7,0,0,0,6,3,7,0,0,0,6,3,7,29,11,37,237
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,26,4,4,5,17,17,36,0,0,0,16,13,26,4,4,5,17,17,36,0,0,3,229,183,412,5,4,8,233,190,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,22,0,0,0,11,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,76,169,0,0,3,95,82,172,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139
LGA54550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,44,24,63,5,7,13,45,38,82,3,3,4,46,32,72,4,7,16,50,38,92,42,45,88,795,748,1547,8,8,8,845,800,1644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,51,101,0,0,0,53,51,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,13,9,21,433,447,880,3,4,11,445,459,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,14,0,0,0,6,9,19,0,0,0,6,7,14,0,0,0,6,9,19,32,37,73,387
LGA54620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,262,49,309,17,0,17,280,58,342,0,7,10,263,52,320,17,0,17,287,61,347,22,25,47,356,293,654,4,3,3,378,327,705,3,4,9,0,0,0,0,0,0,8,4,5,0,0,0,9,8,18,0,0,0,9,8,18,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,13,12,22,170,175,344,0,3,3,184,191,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,36,179
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,23,0,0,0,19,5,23,0,0,0,17,5,31,0,0,0,17,5,31,0,10,9,191,147,341,0,0,0,192,156,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,85,70,159,0,0,0,85,70,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,3,7,95
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,22,0,0,0,11,11,22,0,0,0,8,17,28,0,0,0,8,17,28,6,13,23,345,307,647,0,0,0,351,324,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,19,0,0,0,4,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,157,170,328,0,0,0,161,172,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,12,183
LGA54830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,40,65,363,353,719,37,31,62,432,419,851,27,40,65,381,372,759,37,31,62,452,440,886,710,681,1396,15463,15473,30935,61,61,124,16232,16219,32453,29,35,65,0,0,4,0,0,0,32,40,69,3,3,7,4658,5058,9712,10,14,25,4670,5079,9745,0,0,0,0,0,0,0,0,0,0,0,0,29,37,65,0,0,4,0,0,0,32,38,67,3,5,5,215,393,609,3,9,14,221,406,628,194,212,411,7909,9021,16927,26,24,45,8133,9253,17386,0,0,0,680,669,1348,0,0,0,685,667,1350,0,0,0,366,354,719,0,0,5,365,353,724,0,0,0,20,0,19,0,0,0,20,0,19,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,578,552,1126,0,3,8,579,561,1138,0,7,4,578,547,1125,0,3,8,579,559,1142,538,513,1051,9900
LGA54900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,56,27,84,16,5,20,75,30,110,3,0,4,64,29,90,16,5,20,74,37,113,11,13,29,578,486,1070,0,0,5,599,506,1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,38,69,0,0,0,34,42,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,7,6,9,287,265,553,0,6,4,295,267,567,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,9,6,19,307
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,15,43,1046,242,1287,1108,196,1307,2181,457,2640,28,20,53,1067,252,1319,1119,200,1318,2218,469,2690,85,65,151,342,129,478,5,4,6,433,199,631,67,93,158,0,0,0,0,0,3,66,94,157,0,3,0,47,17,59,0,0,0,49,19,69,3,3,4,0,0,0,0,0,0,3,3,4,63,89,152,0,0,0,0,0,3,66,90,153,0,0,0,6,0,7,0,0,0,6,0,7,66,62,123,150,64,213,0,0,4,210,127,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,5,97,99,195,217
LGA55040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,27,67,863,214,1074,920,192,1113,1819,436,2259,39,27,67,864,211,1078,920,192,1115,1825,435,2262,53,47,100,466,336,800,4,4,5,523,381,902,19,38,50,3,0,3,0,0,0,19,38,60,0,3,4,72,45,119,0,0,0,73,49,124,0,0,0,0,0,0,0,0,0,0,0,0,16,36,53,3,0,3,0,0,0,17,36,56,0,0,0,6,10,18,0,0,0,6,10,18,24,38,59,180,145,321,0,0,3,205,184,382,0,0,0,6,5,4,0,0,0,6,5,4,0,0,0,17,7,19,0,0,0,17,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,3,0,7,0,0,0,3,0,7,0,0,0,3,0,7,42,49,85,322
LGA55110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,50,47,96,997,1101,2099,97,113,212,1148,1262,2413,57,59,112,1110,1198,2308,106,127,235,1271,1387,2658,1142,1244,2383,36444,39487,75929,220,237,453,37805,40965,78773,52,71,119,0,5,4,0,0,0,54,70,123,11,8,25,2620,3409,6028,13,16,29,2649,3430,6078,0,0,0,0,0,0,0,0,0,0,0,0,50,71,122,0,5,4,0,0,0,53,70,126,8,5,14,265,562,834,3,6,12,279,571,852,374,420,790,17162,21360,38521,119,136,252,17649,21917,39565,0,0,0,240,263,505,0,0,0,238,268,506,3,0,3,162,194,352,3,0,3,167,194,363,0,0,0,27,22,41,0,0,0,27,22,41,0,0,0,0,0,0,0,0,0,0,0,0,6,12,12,222,316,536,6,4,7,233,325,559,7,12,14,222,316,536,6,4,7,234,325,561,821,885,1708,20199
LGA55180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,12,335,298,632,46,36,85,389,340,730,10,7,12,348,307,657,46,36,85,408,346,752,141,137,280,3762,3752,7515,29,23,58,3930,3914,7854,8,8,19,0,0,4,0,0,0,13,8,23,0,0,0,285,268,551,0,5,5,285,266,555,0,0,0,0,0,0,0,0,0,0,0,0,8,8,19,0,0,0,0,0,0,8,12,18,0,0,0,17,40,54,0,0,0,17,45,64,42,36,79,1592,1793,3385,13,14,23,1644,1841,3489,0,0,0,6,5,14,0,0,0,6,5,14,0,0,0,52,32,88,0,0,0,52,32,88,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,28,39,0,0,0,11,31,42,0,0,0,11,28,39,0,0,0,11,31,42,102,105,206,2243
LGA55250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10,36,608,186,793,328,80,400,959,275,1235,27,10,43,607,186,798,329,76,409,965,278,1247,151,170,317,281,119,398,10,6,10,432,300,731,44,39,79,0,0,0,0,0,0,44,39,79,0,0,0,60,36,94,0,0,3,59,36,98,9,4,8,0,0,0,0,0,0,9,4,8,32,33,69,0,0,0,0,0,0,32,33,69,0,0,0,7,5,7,0,0,0,7,5,7,67,74,136,150,79,224,0,0,5,216,152,370,0,0,0,6,0,3,0,0,0,6,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,5,4,3,0,0,0,3,0,4,0,0,0,3,0,4,5,4,3,3,0,4,0,0,0,6,4,13,95,112,202,163
LGA55320,0,6,8,17,0,0,0,0,0,0,0,0,0,0,0,0,34,17,49,836,1030,1860,383,492,874,1249,1537,2789,34,17,49,889,1095,1984,385,490,874,1309,1607,2908,405,413,819,37617,40048,77667,115,130,250,38138,40597,78738,3,13,16,3,0,3,0,0,0,9,15,21,15,8,21,9526,11415,20940,23,28,50,9557,11451,21011,0,0,0,0,0,0,0,0,0,0,0,0,3,12,16,3,0,3,0,0,0,9,14,19,4,3,8,1137,1671,2811,3,10,11,1145,1680,2827,128,134,265,21842,26761,48602,73,98,169,22046,26991,49039,0,0,0,842,851,1690,0,0,0,843,854,1699,0,0,0,695,703,1396,0,0,4,699,705,1401,0,0,0,50,45,99,0,0,0,49,45,99,0,4,3,0,0,0,0,0,0,0,4,3,0,3,5,399,455,856,0,0,0,402,463,864,3,10,15,399,455,856,0,0,0,403,467,870,266,284,554,21390
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,23,406,97,506,303,60,364,723,165,889,15,8,24,408,99,504,303,67,371,729,164,898,25,16,44,186,55,235,0,0,0,206,67,278,28,37,68,0,0,0,0,0,0,28,37,68,0,0,0,27,8,27,0,0,0,27,8,27,0,6,3,0,0,0,0,0,0,0,6,3,29,34,62,0,0,0,0,0,0,29,34,62,0,0,0,3,0,3,0,0,0,3,0,3,22,38,65,75,21,90,0,0,0,99,57,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,5,4,0,0,0,0,5,4,3,0,3,0,5,4,0,0,0,3,5,5,27,11,45,121
LGA55460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,109,58,168,39,17,52,147,71,221,6,0,5,119,69,185,39,15,49,160,90,245,79,77,154,1243,1188,2432,11,8,19,1334,1268,2603,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,71,74,144,0,5,3,72,78,148,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,7,4,15,0,0,0,7,4,15,27,27,56,576,655,1235,3,3,10,609,687,1300,0,0,0,0,7,6,0,0,0,0,7,6,0,0,0,9,0,8,3,0,3,9,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,15,0,0,0,5,3,15,0,0,0,5,3,15,0,0,0,8,3,12,50,48,98,685
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,51,99,30,22,53,81,70,155,0,0,0,52,51,99,30,22,53,81,70,155,9,12,23,177,141,314,6,4,3,184,155,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,71,59,127,0,4,7,79,65,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,107
