LGA_CODE_2021,Ofh_Cfnc_Np_UR_One_HATSIP,Ofh_Cfnc_Np_UR_Two_HATSIP,Ofh_Cfnc_Np_UR_Three_HATSIP,Ofh_Cfnc_Np_UR_Four_HATSIP,Ofh_Cfnc_Np_UR_Five_HATSIP,Ofh_Cfnc_Np_UR_Six_m_HATSIP,Ofh_Cfnc_Tot_HATSIP,Ofh_Cfc_Np_UR_One_HATSIP,Ofh_Cfc_Np_UR_Two_HATSIP,Ofh_Cfc_Np_UR_Three_HATSIP,Ofh_Cfc_Np_UR_Four_HATSIP,Ofh_Cfc_Np_UR_Five_HATSIP,Ofh_Cfc_Np_UR_Six_m_HATSIP,Ofh_Cfc_Tot_HATSIP,Ofh_Opf_Np_UR_One_HATSIP,Ofh_Opf_Np_UR_Two_HATSIP,Ofh_Opf_Np_UR_Three_HATSIP,Ofh_Opf_Np_UR_Four_HATSIP,Ofh_Opf_Np_UR_Five_HATSIP,Ofh_Opf_Np_UR_Six_m_HATSIP,Ofh_Opf_Tot_HATSIP,Ofh_Oth_f_Np_UR_One_HATSIP,Ofh_Oth_f_Np_UR_Two_HATSIP,Ofh_Oth_f_Np_UR_Three_HATSIP,Ofh_Oth_f_Np_UR_Four_HATSIP,Ofh_Oth_f_Np_UR_Five_HATSIP,Ofh_Oth_f_Np_UR_Six_m_HATSIP,Ofh_Oth_f_Tot_HATSIP,Ofh_Tot_Np_UR_One_HATSIP,Ofh_Tot_Np_UR_Two_HATSIP,Ofh_Tot_Np_UR_Three_HATSIP,Ofh_Tot_Np_UR_Four_HATSIP,Ofh_Tot_Np_UR_Five_HATSIP,Ofh_Tot_Np_UR_Six_m_HATSIP,Ofh_Tot_Tot_HATSIP,Mul_fh_Np_UR_One_HATSIP,Mul_fh_Np_UR_Two_HATSIP,Mul_fh_Np_UR_Three_HATSIP,Mul_fh_Np_UR_Four_HATSIP,Mul_fh_Np_UR_Five_HATSIP,Mul_fh_Np_UR_Six_m_HATSIP,Mul_fh_Tot_HATSIP,Tot_fh_Np_UR_One_HATSIP,Tot_fh_Np_UR_Two_HATSIP,Tot_fh_Np_UR_Three_HATSIP,Tot_fh_Np_UR_Four_HATSIP,Tot_fh_Np_UR_Five_HATSIP,Tot_fh_Np_UR_Six_m_HATSIP,Tot_fh_Tot_HATSIP,Lone_ph_Np_UR_One_HATSIP,Lone_ph_Np_UR_Two_HATSIP,Lone_ph_Np_UR_Three_HATSIP,Lone_ph_Np_UR_Four_HATSIP,Lone_ph_Np_UR_Five_HATSIP,Lone_ph_Np_UR_Six_m_HATSIP,Lone_ph_Tot_HATSIP,Group_h_Np_UR_One_HATSIP,Group_h_Np_UR_Two_HATSIP,Group_h_Np_UR_Three_HATSIP,Group_h_Np_UR_Four_HATSIP,Group_h_Np_UR_Five_HATSIP,Group_h_Np_UR_Six_m_HATSIP,Group_h_Tot_HATSIP,Tot_Np_UR_One_HATSIP,Tot_Np_UR_Two_HATSIP,Tot_Np_UR_Three_HATSIP,Tot_Np_UR_Four_HATSIP,Tot_Np_UR_Five_HATSIP,Tot_Np_UR_Six_m_HATSIP,Tot_Tot_HATSIP,Ofh_Cfnc_Np_UR_One_Oth_h,Ofh_Cfnc_Np_UR_Two_Oth_h,Ofh_Cfnc_Np_UR_Three_Oth_h,Ofh_Cfnc_Np_UR_Four_Oth_h,Ofh_Cfnc_Np_UR_Five_Oth_h,Ofh_Cfnc_Np_UR_Six_m_Oth_h,Ofh_Cfnc_Tot_Oth_h,Ofh_Cfc_Np_UR_One_Oth_h,Ofh_Cfc_Np_UR_Two_Oth_h,Ofh_Cfc_Np_UR_Three_Oth_h,Ofh_Cfc_Np_UR_Four_Oth_h,Ofh_Cfc_Np_UR_Five_Oth_h,Ofh_Cfc_Np_UR_Six_m_Oth_h,Ofh_Cfc_Tot_Oth_h,Ofh_Opf_Np_UR_One_Oth_h,Ofh_Opf_Np_UR_Two_Oth_h,Ofh_Opf_Np_UR_Three_Oth_h,Ofh_Opf_Np_UR_Four_Oth_h,Ofh_Opf_Np_UR_Five_Oth_h,Ofh_Opf_Np_UR_Six_m_Oth_h,Ofh_Opf_Tot_Oth_h,Ofh_Oth_f_Np_UR_One_Oth_h,Ofh_Oth_f_Np_UR_Two_Oth_h,Ofh_Oth_f_Np_UR_Three_Oth_h,Ofh_Oth_f_Np_UR_Four_Oth_h,Ofh_Oth_f_Np_UR_Five_Oth_h,Ofh_Oth_f_Np_UR_Six_m_Oth_h,Ofh_Oth_f_Tot_Oth_h,Ofh_Tot_Np_UR_One_Oth_h,Ofh_Tot_Np_UR_Two_Oth_h,Ofh_Tot_Np_UR_Three_Oth_h,Ofh_Tot_Np_UR_Four_Oth_h,Ofh_Tot_Np_UR_Five_Oth_h,Ofh_Tot_Np_UR_Six_m_Oth_h,Ofh_Tot_Tot_Oth_h,Mul_fh_Np_UR_One_Oth_h,Mul_fh_Np_UR_Two_Oth_h,Mul_fh_Np_UR_Three_Oth_h,Mul_fh_Np_UR_Four_Oth_h,Mul_fh_Np_UR_Five_Oth_h,Mul_fh_Np_UR_Six_m_Oth_h,Mul_fh_Tot_Oth_h,Tot_fh_Np_UR_One_Oth_h,Tot_fh_Np_UR_Two_Oth_h,Tot_fh_Np_UR_Three_Oth_h,Tot_fh_Np_UR_Four_Oth_h,Tot_fh_Np_UR_Five_Oth_h,Tot_fh_Np_UR_Six_m_Oth_h,Tot_fh_Tot_Oth_h,Lone_ph_Np_UR_One_Oth_h,Lone_ph_Np_UR_Two_Oth_h,Lone_ph_Np_UR_Three_Oth_h,Lone_ph_Np_UR_Four_Oth_h,Lone_ph_Np_UR_Five_Oth_h,Lone_ph_Np_UR_Six_m_Oth_h,Lone_ph_Tot_Oth_h,Group_h_Np_UR_One_Oth_h,Group_h_Np_UR_Two_Oth_h,Group_h_Np_UR_Three_Oth_h,Group_h_Np_UR_Four_Oth_h,Group_h_Np_UR_Five_Oth_h,Group_h_Np_UR_Six_m_Oth_h,Group_h_Tot_Oth_h,Tot_Np_UR_One_Oth_h,Tot_Np_UR_Two_Oth_h,Tot_Np_UR_Three_Oth_h,Tot_Np_UR_Four_Oth_h,Tot_Np_UR_Five_Oth_h,Tot_Np_UR_Six_m_Oth_h,Tot_Tot_Oth_h
LGA57000,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,4,0,0,0,0,4,..,0,0,0,0,0,0,..,5,0,0,0,0,7,..,..,..,0,0,0,0,..,5,0,0,0,0,7,0,..,..,..,..,..,0,..,3,0,0,0,0,3,0,4,0,0,0,0,13,..,43,0,0,0,0,43,..,..,6,12,4,8,35,..,3,6,0,0,0,9,..,0,0,0,0,0,0,..,50,8,12,4,8,81,..,..,..,0,0,0,3,..,50,8,16,12,8,86,42,..,..,..,..,..,42,..,0,0,0,0,0,0,42,50,8,16,12,8,125
LGA57080,..,44,0,0,0,0,44,..,..,9,0,0,0,15,..,5,7,6,0,0,17,..,0,0,0,0,0,0,..,45,16,3,0,0,71,..,..,..,0,0,0,0,..,45,16,3,0,0,72,59,..,..,..,..,..,59,..,15,0,0,0,0,18,59,64,18,3,0,0,150,..,3578,158,37,5,6,3781,..,..,770,391,106,21,1284,..,336,137,35,3,0,514,..,136,26,3,0,0,172,..,4056,1093,464,115,20,5751,..,..,..,9,6,9,23,..,4056,1093,478,118,28,5775,5242,..,..,..,..,..,5242,..,850,245,55,9,0,1162,5242,4901,1338,533,125,35,12180
LGA57140,..,9,0,0,0,0,7,..,..,0,3,0,6,11,..,0,9,3,0,0,7,..,0,0,0,0,0,0,..,10,7,3,0,6,31,..,..,..,0,0,0,0,..,10,7,3,3,6,25,16,..,..,..,..,..,16,..,0,0,0,0,0,0,16,10,7,3,3,6,46,..,139,0,0,0,0,145,..,..,33,24,15,4,70,..,13,3,8,3,0,30,..,4,0,0,0,0,0,..,152,41,29,17,8,247,..,..,..,0,0,4,4,..,152,41,29,17,7,252,135,..,..,..,..,..,135,..,3,0,0,0,0,3,135,160,41,29,17,7,389
LGA57210,..,16,3,0,0,0,20,..,..,10,10,10,3,33,..,4,3,0,0,0,13,..,0,0,0,0,0,0,..,21,19,16,10,9,66,..,..,..,3,0,0,5,..,21,19,15,11,6,68,10,..,..,..,..,..,10,..,0,0,0,0,0,0,10,27,19,15,11,6,82,..,686,11,0,0,0,699,..,..,186,149,72,46,451,..,68,36,24,3,0,143,..,13,0,0,0,0,14,..,763,236,176,77,45,1305,..,..,..,8,11,14,29,..,763,236,179,89,59,1331,545,..,..,..,..,..,545,..,42,6,4,0,0,44,545,801,240,183,89,63,1919
LGA57280,..,159,15,3,0,0,180,..,..,80,104,69,71,317,..,82,74,43,30,11,242,..,21,9,0,0,0,29,..,263,178,146,99,81,769,..,..,..,8,7,29,42,..,263,178,159,107,108,813,218,..,..,..,..,..,218,..,30,3,0,0,0,29,218,293,184,159,107,108,1058,..,935,33,9,0,0,975,..,..,459,552,268,103,1380,..,92,82,32,6,3,215,..,27,5,0,0,0,34,..,1051,578,592,272,109,2603,..,..,..,5,7,17,26,..,1051,578,598,286,121,2632,1052,..,..,..,..,..,1052,..,109,23,4,0,0,133,1052,1161,600,602,284,121,3814
LGA57350,..,7,0,0,0,0,3,..,..,0,3,0,0,4,..,4,0,0,4,0,13,..,0,0,0,0,0,0,..,11,3,3,4,7,21,..,..,..,0,0,0,0,..,11,3,3,4,7,21,3,..,..,..,..,..,3,..,0,0,0,0,0,0,3,11,3,3,4,7,26,..,112,4,0,0,0,113,..,..,14,22,11,3,54,..,15,0,0,0,0,18,..,0,0,0,0,0,0,..,126,20,24,11,3,185,..,..,..,0,0,0,0,..,126,20,24,11,5,189,94,..,..,..,..,..,94,..,6,0,0,0,0,6,94,129,20,24,11,5,289
LGA57420,..,12,0,0,0,0,15,..,..,4,5,0,0,5,..,5,5,0,0,0,11,..,0,0,0,0,0,0,..,25,3,5,0,3,37,..,..,..,0,0,0,0,..,25,3,5,0,0,38,11,..,..,..,..,..,11,..,0,0,0,0,0,0,11,25,3,5,0,0,46,..,238,9,0,0,0,239,..,..,52,67,40,10,173,..,32,15,3,0,0,53,..,6,0,0,0,0,6,..,267,76,74,43,11,465,..,..,..,0,0,0,0,..,267,76,74,43,12,470,255,..,..,..,..,..,255,..,18,0,0,0,0,13,255,285,77,74,43,12,740
LGA57490,..,244,25,6,0,0,279,..,..,156,218,154,95,625,..,79,134,95,39,27,376,..,12,5,0,0,0,17,..,334,322,317,198,122,1295,..,..,..,11,25,32,70,..,334,322,332,219,158,1364,185,..,..,..,..,..,185,..,56,17,3,3,0,76,185,390,339,335,222,158,1626,..,11727,464,48,8,0,12241,..,..,5081,6593,2843,1062,15576,..,2392,2008,849,252,110,5613,..,340,61,13,0,0,413,..,14459,7621,7501,3102,1168,33846,..,..,..,214,207,329,747,..,14459,7621,7714,3307,1498,34591,11103,..,..,..,..,..,11103,..,927,139,25,10,0,1107,11103,15377,7760,7744,3318,1497,46804
LGA57630,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,..,16,0,0,0,0,16,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,16,0,0,0,0,16,..,..,..,0,0,0,0,..,16,0,0,0,0,16,22,..,..,..,..,..,22,..,0,0,0,0,0,0,22,15,0,0,0,0,43
LGA57700,..,64,9,4,0,0,76,..,..,42,67,43,33,183,..,16,25,14,6,5,65,..,3,0,0,0,0,3,..,83,70,81,50,43,331,..,..,..,0,3,13,17,..,83,70,89,54,52,347,29,..,..,..,..,..,29,..,7,4,0,0,0,7,29,90,72,89,54,52,384,..,2497,115,11,0,0,2625,..,..,1244,1742,803,360,4153,..,386,343,146,66,21,970,..,65,9,0,0,0,80,..,2955,1712,1902,863,389,7825,..,..,..,61,86,154,299,..,2955,1712,1965,950,543,8124,1512,..,..,..,..,..,1512,..,166,19,5,5,0,191,1512,3116,1732,1968,954,543,9832
LGA57770,..,21,0,0,0,0,21,..,..,0,5,0,3,15,..,4,0,0,0,0,3,..,0,0,0,0,0,0,..,20,5,9,0,3,37,..,..,..,0,0,0,0,..,20,5,9,0,3,37,22,..,..,..,..,..,22,..,0,0,0,0,0,0,22,20,5,9,0,3,56,..,101,4,0,0,0,102,..,..,16,28,6,4,58,..,9,3,0,0,0,16,..,0,0,0,0,0,0,..,108,27,28,6,4,170,..,..,..,0,0,0,0,..,108,27,26,6,7,175,120,..,..,..,..,..,120,..,14,0,0,0,0,20,120,121,29,26,6,7,313
LGA57840,..,37,7,0,0,0,43,..,..,16,26,11,6,54,..,25,18,17,0,4,64,..,0,0,0,0,0,3,..,69,38,34,18,16,168,..,..,..,0,0,3,4,..,69,38,41,18,15,168,64,..,..,..,..,..,64,..,17,11,7,0,0,34,64,85,46,43,16,17,263,..,4660,158,31,8,4,4858,..,..,1659,1963,615,125,4360,..,719,379,96,23,6,1225,..,291,57,13,4,0,357,..,5664,2247,2106,647,134,10804,..,..,..,33,37,44,113,..,5664,2247,2140,682,177,10915,5585,..,..,..,..,..,5585,..,611,229,52,23,7,922,5585,6274,2481,2193,704,194,17428
LGA57910,..,198,30,3,0,0,231,..,..,78,92,52,20,246,..,142,108,72,21,14,361,..,31,7,0,0,0,36,..,369,219,168,79,36,873,..,..,..,9,8,18,38,..,369,219,178,83,54,911,335,..,..,..,..,..,335,..,86,34,4,7,3,124,335,455,252,188,87,56,1371,..,21407,971,216,40,9,22643,..,..,9098,11256,3562,1030,24953,..,4417,2589,772,184,82,8043,..,848,187,34,10,6,1087,..,26672,12844,12281,3799,1128,56727,..,..,..,269,300,474,1036,..,26672,12844,12543,4100,1598,57764,27372,..,..,..,..,..,27372,..,2672,801,247,55,25,3812,27372,29352,13648,12794,4157,1624,88941
LGA57980,..,16,0,0,0,0,14,..,..,4,6,3,0,16,..,3,3,0,6,0,15,..,0,0,0,0,0,3,..,28,10,10,7,0,49,..,..,..,0,0,0,0,..,28,10,10,3,0,53,18,..,..,..,..,..,18,..,7,0,0,0,0,6,18,31,10,10,3,0,78,..,1895,42,12,0,0,1953,..,..,634,824,256,43,1757,..,279,191,38,0,0,520,..,64,4,0,0,0,72,..,2241,880,878,263,43,4301,..,..,..,10,5,16,30,..,2241,880,888,272,61,4335,2827,..,..,..,..,..,2827,..,212,59,23,3,0,296,2827,2453,935,910,274,61,7456
LGA58050,..,250,31,8,3,0,296,..,..,202,258,143,110,711,..,167,185,133,75,46,603,..,41,7,4,3,0,53,..,452,422,405,221,156,1662,..,..,..,20,22,74,120,..,452,422,421,245,234,1777,290,..,..,..,..,..,290,..,61,16,5,5,0,89,290,513,441,428,247,233,2152,..,11431,595,86,11,5,12130,..,..,6089,7836,3138,1411,18475,..,2658,2107,806,249,113,5933,..,461,109,19,3,0,590,..,14550,8902,8749,3403,1526,37131,..,..,..,241,319,595,1155,..,14550,8902,8991,3727,2119,38289,10869,..,..,..,..,..,10869,..,1079,202,52,20,8,1356,10869,15627,9093,9045,3749,2125,50510
LGA58190,..,5,0,0,0,0,5,..,..,0,0,0,0,5,..,0,0,4,0,0,0,..,0,0,0,0,0,0,..,4,0,4,0,0,9,..,..,..,0,0,0,0,..,4,0,4,0,0,9,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,4,0,4,0,0,10,..,28,0,0,0,0,27,..,..,12,7,10,0,39,..,4,4,0,0,0,10,..,0,0,0,0,0,0,..,32,20,16,9,0,80,..,..,..,0,0,0,0,..,32,20,16,9,6,81,49,..,..,..,..,..,49,..,0,0,0,0,0,0,49,31,20,16,9,6,127
LGA58260,..,3,0,0,0,0,3,..,..,4,0,0,0,5,..,0,3,0,0,0,5,..,0,0,0,0,0,0,..,9,7,0,0,0,17,..,..,..,0,0,0,0,..,9,7,0,0,3,19,3,..,..,..,..,..,3,..,0,0,0,0,0,0,3,9,7,0,0,3,19,..,57,3,0,0,0,56,..,..,9,31,7,0,45,..,4,3,0,0,0,13,..,0,0,0,0,0,0,..,61,15,31,9,0,115,..,..,..,0,0,3,3,..,61,15,30,8,3,122,69,..,..,..,..,..,69,..,0,0,0,0,0,0,69,61,15,30,8,3,186
LGA58330,..,9,3,0,0,0,11,..,..,3,5,7,3,14,..,4,5,3,6,5,15,..,0,0,0,0,0,0,..,10,8,7,13,8,44,..,..,..,0,6,0,3,..,10,8,11,11,6,49,5,..,..,..,..,..,5,..,4,0,0,0,0,6,5,14,8,11,11,6,59,..,668,28,0,0,0,695,..,..,130,122,63,23,332,..,54,33,20,10,0,114,..,13,3,0,0,0,13,..,731,195,142,66,29,1160,..,..,..,0,4,12,24,..,731,195,142,74,41,1181,461,..,..,..,..,..,461,..,45,0,0,0,0,46,461,780,196,143,74,41,1691
LGA58400,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,5,..,0,0,0,0,0,0,..,0,0,0,0,0,8,..,..,..,0,0,0,0,..,0,0,0,0,0,8,4,..,..,..,..,..,4,..,0,0,0,0,0,0,4,0,0,0,0,0,7,..,37,0,0,0,0,36,..,..,8,5,0,5,11,..,0,5,0,0,0,10,..,0,0,0,0,0,0,..,42,15,5,0,5,65,..,..,..,0,0,0,0,..,42,15,5,0,4,65,56,..,..,..,..,..,56,..,0,0,0,0,0,0,56,46,15,5,0,4,123
LGA58470,..,3,0,0,0,0,3,..,..,0,0,0,3,10,..,4,0,0,0,0,3,..,0,0,0,0,0,7,..,12,6,5,0,5,18,..,..,..,0,0,0,0,..,12,6,5,0,4,23,10,..,..,..,..,..,10,..,0,0,0,0,0,0,10,12,6,5,0,4,28,..,5,0,0,0,0,3,..,..,0,3,4,0,6,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,7,0,3,4,0,12,..,..,..,0,0,0,0,..,7,0,3,4,0,16,10,..,..,..,..,..,10,..,6,0,0,0,0,6,10,9,0,3,4,0,28
LGA58510,..,51,11,0,0,0,61,..,..,21,20,5,5,55,..,26,21,12,7,3,65,..,12,3,0,0,0,18,..,88,61,28,12,12,197,..,..,..,0,0,3,3,..,88,61,35,14,17,201,96,..,..,..,..,..,96,..,21,10,9,5,3,46,96,114,69,36,14,12,349,..,3754,234,61,14,5,4064,..,..,1360,1441,380,98,3276,..,553,320,89,14,5,993,..,207,50,17,6,0,271,..,4513,1966,1601,413,111,8604,..,..,..,35,16,42,95,..,4513,1966,1634,426,153,8695,5230,..,..,..,..,..,5230,..,683,279,86,28,13,1091,5230,5198,2248,1724,460,167,15016
LGA58540,..,0,0,0,0,0,0,..,..,0,0,4,0,9,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,3,0,0,4,0,6,..,..,..,0,0,0,0,..,3,0,0,4,0,6,4,..,..,..,..,..,4,..,6,0,0,0,0,6,4,7,0,0,4,0,15,..,106,5,0,0,0,109,..,..,17,37,13,4,76,..,8,4,3,0,0,10,..,3,0,0,0,0,3,..,113,26,39,13,4,189,..,..,..,3,0,0,7,..,113,26,43,13,4,196,83,..,..,..,..,..,83,..,0,0,0,0,0,0,83,116,26,43,13,4,278
LGA58570,..,54,5,0,0,0,56,..,..,17,9,0,0,31,..,16,4,0,0,0,25,..,5,0,0,0,0,5,..,74,20,10,0,3,114,..,..,..,0,0,0,3,..,74,20,15,0,5,117,68,..,..,..,..,..,68,..,11,9,4,0,0,21,68,85,32,18,0,5,208,..,3937,185,37,16,9,4170,..,..,1297,1645,416,59,3417,..,598,292,84,22,8,1001,..,141,32,3,0,0,176,..,4676,1798,1771,449,70,8768,..,..,..,28,17,26,68,..,4676,1798,1795,470,96,8838,5176,..,..,..,..,..,5176,..,762,333,104,18,15,1231,5176,5437,2135,1897,486,110,15240
LGA58610,..,8,0,0,0,0,8,..,..,3,0,0,0,4,..,0,3,0,0,0,4,..,0,0,0,0,0,0,..,8,6,0,0,3,15,..,..,..,0,0,0,3,..,8,6,0,0,3,17,4,..,..,..,..,..,4,..,0,0,0,0,0,0,4,4,6,0,0,3,21,..,219,4,0,0,0,224,..,..,34,50,26,16,129,..,34,14,10,3,0,56,..,9,0,0,0,0,9,..,259,54,52,28,16,406,..,..,..,0,5,0,0,..,259,54,56,31,18,416,232,..,..,..,..,..,232,..,18,0,0,0,0,17,232,271,58,56,31,23,665
LGA58680,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,4,..,..,..,0,0,0,0,..,0,0,0,0,0,4,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,8,..,74,0,0,0,0,73,..,..,16,17,13,3,50,..,4,3,0,0,0,10,..,0,0,0,0,0,0,..,87,17,17,13,3,134,..,..,..,0,0,0,0,..,87,17,17,12,3,131,38,..,..,..,..,..,38,..,4,0,0,0,0,4,38,88,17,17,12,3,178
LGA58760,..,198,26,0,0,0,230,..,..,170,213,136,116,634,..,118,170,117,51,49,503,..,26,8,0,0,0,34,..,342,375,328,194,162,1397,..,..,..,25,16,53,92,..,342,375,349,216,210,1487,193,..,..,..,..,..,193,..,41,12,4,0,0,59,193,383,384,358,216,210,1737,..,15672,713,106,19,12,16517,..,..,8692,12026,4724,1805,27246,..,3715,3077,1161,418,184,8561,..,547,119,31,3,0,707,..,19932,12601,13326,5168,1998,53032,..,..,..,401,446,723,1574,..,19932,12601,13724,5617,2726,54598,13434,..,..,..,..,..,13434,..,1162,232,53,20,4,1473,13434,21098,12834,13774,5635,2731,69508
LGA58820,..,13,0,0,0,0,13,..,..,11,8,5,4,26,..,3,0,0,0,0,13,..,0,0,0,0,0,3,..,18,11,10,5,4,56,..,..,..,0,0,4,4,..,18,11,10,9,7,56,11,..,..,..,..,..,11,..,0,0,0,0,0,0,11,17,11,10,9,7,69,..,496,8,0,0,0,507,..,..,125,144,83,27,380,..,69,35,21,4,4,125,..,7,0,0,0,0,12,..,571,167,169,83,34,1021,..,..,..,3,4,18,25,..,571,167,170,87,43,1044,430,..,..,..,..,..,430,..,37,0,0,0,0,41,430,609,173,170,87,43,1514
LGA58890,..,5,0,0,0,0,5,..,..,0,0,3,0,7,..,3,0,0,0,0,3,..,0,0,0,0,0,0,..,7,0,0,3,0,13,..,..,..,0,0,0,0,..,7,0,0,3,0,13,8,..,..,..,..,..,8,..,0,0,0,0,0,0,8,7,0,0,3,0,19,..,103,0,0,0,0,106,..,..,20,32,9,5,68,..,3,4,3,0,0,14,..,3,0,0,0,0,3,..,112,28,34,12,5,189,..,..,..,0,0,0,0,..,112,28,34,12,5,189,84,..,..,..,..,..,84,..,8,0,0,0,0,8,84,121,28,34,12,5,277
LGA59030,..,0,0,0,0,0,0,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,4,..,41,0,0,0,0,40,..,..,3,11,3,0,17,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,45,9,9,3,4,63,..,..,..,0,0,0,0,..,45,9,9,3,0,67,30,..,..,..,..,..,30,..,0,0,0,0,0,0,30,45,9,9,3,0,91
LGA59100,..,0,0,0,0,0,0,..,..,0,0,0,0,5,..,0,0,0,0,0,4,..,0,0,0,0,0,0,..,0,7,0,0,6,10,..,..,..,0,0,0,0,..,0,7,0,0,6,10,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,7,0,0,6,7,..,85,5,0,0,0,87,..,..,15,21,17,8,54,..,5,4,0,0,0,12,..,3,0,0,0,0,3,..,92,18,22,14,8,156,..,..,..,0,0,0,0,..,92,18,22,15,3,159,60,..,..,..,..,..,60,..,6,0,0,0,0,6,60,96,18,22,15,3,222
LGA59170,..,3,0,0,0,0,3,..,..,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,6,0,0,0,0,6,..,..,..,0,0,0,0,..,6,0,0,0,0,6,0,..,..,..,..,..,0,..,3,0,0,0,0,3,0,3,0,0,0,0,9,..,129,3,0,0,0,131,..,..,29,43,24,7,103,..,9,3,3,0,0,19,..,0,0,0,0,0,0,..,137,37,48,23,8,246,..,..,..,6,0,0,6,..,137,37,50,26,8,254,95,..,..,..,..,..,95,..,7,3,0,0,0,10,95,139,38,50,26,8,356
LGA59250,..,3,0,0,0,0,9,..,..,0,0,4,0,5,..,0,0,0,0,0,10,..,0,5,0,0,0,5,..,9,8,0,0,5,26,..,..,..,0,5,0,5,..,9,8,0,10,3,29,8,..,..,..,..,..,8,..,0,0,0,0,0,0,8,8,8,0,10,3,39,..,18,0,0,0,0,18,..,..,0,0,0,0,3,..,5,0,0,0,0,5,..,0,0,0,0,0,0,..,20,0,0,0,0,27,..,..,..,0,0,0,0,..,20,0,0,0,0,27,29,..,..,..,..,..,29,..,0,0,0,0,0,0,29,24,0,0,0,0,49
LGA59310,..,8,0,0,0,0,8,..,..,4,4,0,0,11,..,3,0,0,0,3,6,..,0,0,0,0,0,0,..,11,7,4,3,3,25,..,..,..,0,0,0,0,..,11,7,4,3,4,24,8,..,..,..,..,..,8,..,0,0,0,0,0,0,8,10,7,4,3,4,31,..,148,3,0,0,0,152,..,..,32,45,29,7,105,..,26,15,5,0,0,42,..,3,0,0,0,0,3,..,177,48,47,31,7,307,..,..,..,3,0,0,5,..,177,48,53,31,12,309,170,..,..,..,..,..,170,..,9,0,0,0,0,9,170,187,48,53,31,12,485
LGA59320,..,0,0,0,0,0,0,..,..,0,0,0,0,3,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,0,0,0,0,0,0,..,..,..,0,0,0,0,..,0,0,0,0,0,0,0,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,0,0,0,4,..,51,0,0,0,0,46,..,..,11,21,12,0,47,..,5,0,0,0,0,8,..,0,0,0,0,0,0,..,54,18,22,12,0,113,..,..,..,0,0,0,0,..,54,18,22,12,4,113,43,..,..,..,..,..,43,..,7,0,0,0,0,7,43,61,18,22,12,4,153
LGA59330,..,4,0,0,0,0,4,..,..,0,0,0,0,0,..,0,0,0,0,0,7,..,0,0,0,0,0,0,..,4,0,0,0,0,7,..,..,..,0,0,0,0,..,4,0,0,0,0,7,4,..,..,..,..,..,4,..,0,0,0,0,0,0,4,4,0,0,0,0,11,..,48,0,0,0,0,55,..,..,14,10,6,0,27,..,7,4,5,0,0,10,..,5,0,0,0,0,5,..,56,17,11,6,0,95,..,..,..,0,0,0,0,..,56,17,11,6,0,95,92,..,..,..,..,..,92,..,9,0,0,0,0,9,92,65,17,11,6,0,194
LGA59340,..,81,6,0,0,0,89,..,..,43,60,42,47,198,..,45,73,41,29,18,211,..,20,8,0,5,0,28,..,152,129,105,71,65,529,..,..,..,11,8,53,70,..,152,129,114,77,118,597,129,..,..,..,..,..,129,..,12,4,0,0,0,15,129,162,136,121,77,123,744,..,397,23,0,4,0,428,..,..,135,134,69,14,357,..,32,28,5,4,0,76,..,10,0,0,0,0,11,..,446,184,151,74,17,869,..,..,..,5,3,10,19,..,446,184,150,77,28,892,420,..,..,..,..,..,420,..,43,10,7,4,0,65,420,495,198,153,78,30,1375
