SEX,AGE,REGION,YEAR,POPULATION
Male,All ages,Western Australia - Outback (South),2017,62557
Male,All ages,Western Australia - Outback (South),2018,62661
Male,All ages,Western Australia - Outback (South),2019,62985
Male,All ages,Western Australia - Outback (South),2020,63647
Male,All ages,Western Australia - Outback (South),2021,64619
Male,All ages,Western Australia - Outback (South),2022,64980
Total,40-44,Western Australia - Wheat Belt,2012,9640
Total,40-44,Western Australia - Wheat Belt,2013,9552
Total,40-44,Western Australia - Wheat Belt,2014,9250
Total,40-44,Western Australia - Wheat Belt,2015,8915
Total,40-44,Western Australia - Wheat Belt,2016,8459
Total,40-44,Western Australia - Wheat Belt,2017,8198
Total,40-44,Western Australia - Wheat Belt,2018,7994
Total,40-44,Western Australia - Wheat Belt,2019,7874
Total,40-44,Western Australia - Wheat Belt,2020,7831
Total,40-44,Western Australia - Wheat Belt,2021,7848
Total,40-44,Western Australia - Wheat Belt,2022,7986
Female,65-69,Perth - North West,2012,10351
Female,65-69,Perth - North West,2013,11016
Female,65-69,Perth - North West,2014,11542
Female,65-69,Perth - North West,2015,12062
Female,65-69,Perth - North West,2016,12623
Female,65-69,Perth - North West,2017,12810
Female,65-69,Perth - North West,2018,13226
Female,65-69,Perth - North West,2019,13613
Female,65-69,Perth - North West,2020,14256
Female,65-69,Perth - North West,2021,14618
Female,65-69,Perth - North West,2022,14996
Male,70-74,Perth - Inner,2012,2482
Male,70-74,Perth - Inner,2013,2571
Male,70-74,Perth - Inner,2014,2693
Male,70-74,Perth - Inner,2015,2820
Male,70-74,Perth - Inner,2016,3015
Male,70-74,Perth - Inner,2017,3163
Male,70-74,Perth - Inner,2018,3367
Male,70-74,Perth - Inner,2019,3527
Male,70-74,Perth - Inner,2020,3728
Male,70-74,Perth - Inner,2021,3855
Male,70-74,Perth - Inner,2022,3873
Total,75-79,Western Australia - Wheat Belt,2012,4040
Total,75-79,Western Australia - Wheat Belt,2013,4209
Total,75-79,Western Australia - Wheat Belt,2014,4484
Total,75-79,Western Australia - Wheat Belt,2015,4642
Total,75-79,Western Australia - Wheat Belt,2016,4772
Total,75-79,Western Australia - Wheat Belt,2017,5037
Total,75-79,Western Australia - Wheat Belt,2018,5158
Total,75-79,Western Australia - Wheat Belt,2019,5357
Total,75-79,Western Australia - Wheat Belt,2020,5579
Total,75-79,Western Australia - Wheat Belt,2021,5873
Total,75-79,Western Australia - Wheat Belt,2022,6293
Female,25-29,Western Australia - Outback (North),2012,4935
Female,25-29,Western Australia - Outback (North),2013,5067
Female,25-29,Western Australia - Outback (North),2014,4969
Female,25-29,Western Australia - Outback (North),2015,4840
Female,25-29,Western Australia - Outback (North),2016,4618
Female,25-29,Western Australia - Outback (North),2017,4452
Female,25-29,Western Australia - Outback (North),2018,4353
Female,25-29,Western Australia - Outback (North),2019,4293
Female,25-29,Western Australia - Outback (North),2020,4249
Female,25-29,Western Australia - Outback (North),2021,4136
Female,25-29,Western Australia - Outback (North),2022,4186
Male,65-69,Perth - North East,2012,4775
Male,65-69,Perth - North East,2013,5073
Male,65-69,Perth - North East,2014,5209
Male,65-69,Perth - North East,2015,5372
Male,65-69,Perth - North East,2016,5593
Male,65-69,Perth - North East,2017,5601
Male,65-69,Perth - North East,2018,5688
Male,65-69,Perth - North East,2019,5836
Male,65-69,Perth - North East,2020,6082
Male,65-69,Perth - North East,2021,6217
Male,65-69,Perth - North East,2022,6284
Male,25-29,Western Australia - Wheat Belt,2012,3762
Male,25-29,Western Australia - Wheat Belt,2013,3908
Male,25-29,Western Australia - Wheat Belt,2014,3921
Male,25-29,Western Australia - Wheat Belt,2015,3867
Male,25-29,Western Australia - Wheat Belt,2016,3744
Male,25-29,Western Australia - Wheat Belt,2017,3688
Male,25-29,Western Australia - Wheat Belt,2018,3596
Male,25-29,Western Australia - Wheat Belt,2019,3580
Male,25-29,Western Australia - Wheat Belt,2020,3563
Male,25-29,Western Australia - Wheat Belt,2021,3600
Male,25-29,Western Australia - Wheat Belt,2022,3561
Male,25-29,Perth - Inner,2012,9737
Male,25-29,Perth - Inner,2013,9888
Male,25-29,Perth - Inner,2014,9776
Male,25-29,Perth - Inner,2015,9591
Male,25-29,Perth - Inner,2016,9303
Male,25-29,Perth - Inner,2017,8916
Male,25-29,Perth - Inner,2018,8602
Male,25-29,Perth - Inner,2019,8444
Male,25-29,Perth - Inner,2020,8448
Male,25-29,Perth - Inner,2021,8171
Male,25-29,Perth - Inner,2022,8310
Female,20-24,Perth - North West,2012,19184
Female,20-24,Perth - North West,2013,19391
Female,20-24,Perth - North West,2014,19028
Female,20-24,Perth - North West,2015,18711
Female,20-24,Perth - North West,2016,18425
Female,20-24,Perth - North West,2017,18043
Female,20-24,Perth - North West,2018,17819
Female,20-24,Perth - North West,2019,17850
Female,20-24,Perth - North West,2020,17867
Female,20-24,Perth - North West,2021,17501
Female,20-24,Perth - North West,2022,17329
Male,30-34,Western Australia - Outback (South),2012,4615
Male,30-34,Western Australia - Outback (South),2013,4777
Male,30-34,Western Australia - Outback (South),2014,4745
Male,30-34,Western Australia - Outback (South),2015,4676
Male,30-34,Western Australia - Outback (South),2016,4577
Male,30-34,Western Australia - Outback (South),2017,4519
Male,30-34,Western Australia - Outback (South),2018,4489
Male,30-34,Western Australia - Outback (South),2019,4418
Male,30-34,Western Australia - Outback (South),2020,4394
Male,30-34,Western Australia - Outback (South),2021,4402
Male,30-34,Western Australia - Outback (South),2022,4423
Male,0-4,Perth - North East,2012,8309
Male,0-4,Perth - North East,2013,8636
Male,0-4,Perth - North East,2014,8882
Male,0-4,Perth - North East,2015,9032
Male,0-4,Perth - North East,2016,9226
Male,0-4,Perth - North East,2017,9435
Male,0-4,Perth - North East,2018,9580
Male,0-4,Perth - North East,2019,9756
Male,0-4,Perth - North East,2020,9829
Male,0-4,Perth - North East,2021,9952
Male,0-4,Perth - North East,2022,9813
Female,5-Sep,Mandurah,2012,2771
Female,5-Sep,Mandurah,2013,2899
Female,5-Sep,Mandurah,2014,3013
Female,5-Sep,Mandurah,2015,3151
Female,5-Sep,Mandurah,2016,3199
Female,5-Sep,Mandurah,2017,3202
Female,5-Sep,Mandurah,2018,3239
Female,5-Sep,Mandurah,2019,3265
Female,5-Sep,Mandurah,2020,3247
Female,5-Sep,Mandurah,2021,3301
Female,5-Sep,Mandurah,2022,3266
Male,45-49,Perth - South West,2012,13432
Male,45-49,Perth - South West,2013,13524
Male,45-49,Perth - South West,2014,13649
Male,45-49,Perth - South West,2015,13994
Male,45-49,Perth - South West,2016,14331
Male,45-49,Perth - South West,2017,14831
Male,45-49,Perth - South West,2018,15105
Male,45-49,Perth - South West,2019,15201
Male,45-49,Perth - South West,2020,15215
Male,45-49,Perth - South West,2021,15144
Male,45-49,Perth - South West,2022,14925
Female,65-69,Western Australia - Wheat Belt,2012,3576
Female,65-69,Western Australia - Wheat Belt,2013,3735
Female,65-69,Western Australia - Wheat Belt,2014,3866
Female,65-69,Western Australia - Wheat Belt,2015,4097
Female,65-69,Western Australia - Wheat Belt,2016,4344
Female,65-69,Western Australia - Wheat Belt,2017,4424
Female,65-69,Western Australia - Wheat Belt,2018,4536
Female,65-69,Western Australia - Wheat Belt,2019,4630
Female,65-69,Western Australia - Wheat Belt,2020,4756
Female,65-69,Western Australia - Wheat Belt,2021,4908
Female,65-69,Western Australia - Wheat Belt,2022,4905
Total,Oct-14,Perth - North East,2012,15045
Total,Oct-14,Perth - North East,2013,15128
Total,Oct-14,Perth - North East,2014,15163
Total,Oct-14,Perth - North East,2015,15329
Total,Oct-14,Perth - North East,2016,15640
Total,Oct-14,Perth - North East,2017,16145
Total,Oct-14,Perth - North East,2018,16645
Total,Oct-14,Perth - North East,2019,17087
Total,Oct-14,Perth - North East,2020,17600
Total,Oct-14,Perth - North East,2021,18065
Total,Oct-14,Perth - North East,2022,18376
Female,50-54,Perth - South West,2012,12986
Female,50-54,Perth - South West,2013,13336
Female,50-54,Perth - South West,2014,13500
Female,50-54,Perth - South West,2015,13656
Female,50-54,Perth - South West,2016,13773
Female,50-54,Perth - South West,2017,13806
Female,50-54,Perth - South West,2018,13913
Female,50-54,Perth - South West,2019,14213
Female,50-54,Perth - South West,2020,14484
Female,50-54,Perth - South West,2021,15105
Female,50-54,Perth - South West,2022,15632
Total,85 and over,Western Australia - Wheat Belt,2012,2308
Total,85 and over,Western Australia - Wheat Belt,2013,2455
Total,85 and over,Western Australia - Wheat Belt,2014,2568
Total,85 and over,Western Australia - Wheat Belt,2015,2667
Total,85 and over,Western Australia - Wheat Belt,2016,2665
Total,85 and over,Western Australia - Wheat Belt,2017,2700
Total,85 and over,Western Australia - Wheat Belt,2018,2880
Total,85 and over,Western Australia - Wheat Belt,2019,2952
Total,85 and over,Western Australia - Wheat Belt,2020,3099
Total,85 and over,Western Australia - Wheat Belt,2021,3252
Total,85 and over,Western Australia - Wheat Belt,2022,3392
Total,Oct-14,Perth - South West,2012,24272
Total,Oct-14,Perth - South West,2013,24537
Total,Oct-14,Perth - South West,2014,24893
Total,Oct-14,Perth - South West,2015,25115
Total,Oct-14,Perth - South West,2016,25369
Total,Oct-14,Perth - South West,2017,26463
Total,Oct-14,Perth - South West,2018,27702
Total,Oct-14,Perth - South West,2019,28820
Total,Oct-14,Perth - South West,2020,29930
Total,Oct-14,Perth - South West,2021,30821
Total,Oct-14,Perth - South West,2022,31058
Male,65-69,Western Australia - Outback (South),2012,2556
Male,65-69,Western Australia - Outback (South),2013,2845
Male,65-69,Western Australia - Outback (South),2014,2883
Male,65-69,Western Australia - Outback (South),2015,2961
Male,65-69,Western Australia - Outback (South),2016,2986
Male,65-69,Western Australia - Outback (South),2017,3047
Male,65-69,Western Australia - Outback (South),2018,3020
Male,65-69,Western Australia - Outback (South),2019,3035
Male,65-69,Western Australia - Outback (South),2020,3128
Male,65-69,Western Australia - Outback (South),2021,3255
Male,65-69,Western Australia - Outback (South),2022,3452
Male,Oct-14,Perth - North East,2012,7859
Male,Oct-14,Perth - North East,2013,7857
Male,Oct-14,Perth - North East,2014,7879
Male,Oct-14,Perth - North East,2015,8011
Male,Oct-14,Perth - North East,2016,8170
Male,Oct-14,Perth - North East,2017,8452
Male,Oct-14,Perth - North East,2018,8766
Male,Oct-14,Perth - North East,2019,8967
Male,Oct-14,Perth - North East,2020,9185
Male,Oct-14,Perth - North East,2021,9434
Male,Oct-14,Perth - North East,2022,9593
Female,30-34,Perth - South East,2012,17809
Female,30-34,Perth - South East,2013,19017
Female,30-34,Perth - South East,2014,19983
Female,30-34,Perth - South East,2015,20884
Female,30-34,Perth - South East,2016,21598
Female,30-34,Perth - South East,2017,22007
Female,30-34,Perth - South East,2018,22121
Female,30-34,Perth - South East,2019,22206
Female,30-34,Perth - South East,2020,22336
Female,30-34,Perth - South East,2021,22261
Female,30-34,Perth - South East,2022,22099
Female,75-79,Western Australia - Wheat Belt,2012,2004
Female,75-79,Western Australia - Wheat Belt,2013,2089
Female,75-79,Western Australia - Wheat Belt,2014,2218
Female,75-79,Western Australia - Wheat Belt,2015,2330
Female,75-79,Western Australia - Wheat Belt,2016,2382
Female,75-79,Western Australia - Wheat Belt,2017,2534
Female,75-79,Western Australia - Wheat Belt,2018,2587
Female,75-79,Western Australia - Wheat Belt,2019,2656
Female,75-79,Western Australia - Wheat Belt,2020,2702
Female,75-79,Western Australia - Wheat Belt,2021,2859
Female,75-79,Western Australia - Wheat Belt,2022,3063
Total,All ages,Mandurah,2012,91243
Total,All ages,Mandurah,2013,94544
Total,All ages,Mandurah,2014,96632
Total,All ages,Mandurah,2015,98291
Total,All ages,Mandurah,2016,99663
Total,All ages,Mandurah,2017,101461
Total,All ages,Mandurah,2018,103560
Total,All ages,Mandurah,2019,105875
Total,All ages,Mandurah,2020,108625
Total,All ages,Mandurah,2021,111295
Total,All ages,Mandurah,2022,113921
Total,40-44,Perth - Inner,2012,12160
Total,40-44,Perth - Inner,2013,12283
Total,40-44,Perth - Inner,2014,12118
Total,40-44,Perth - Inner,2015,11894
Total,40-44,Perth - Inner,2016,11436
Total,40-44,Perth - Inner,2017,11390
Total,40-44,Perth - Inner,2018,11491
Total,40-44,Perth - Inner,2019,11730
Total,40-44,Perth - Inner,2020,12107
Total,40-44,Perth - Inner,2021,12394
Total,40-44,Perth - Inner,2022,12824
Female,40-44,Bunbury,2012,6517
Female,40-44,Bunbury,2013,6616
Female,40-44,Bunbury,2014,6637
Female,40-44,Bunbury,2015,6632
Female,40-44,Bunbury,2016,6343
Female,40-44,Bunbury,2017,6158
Female,40-44,Bunbury,2018,6101
Female,40-44,Bunbury,2019,6144
Female,40-44,Bunbury,2020,6221
Female,40-44,Bunbury,2021,6391
Female,40-44,Bunbury,2022,6616
Total,40-44,Bunbury,2012,12673
Total,40-44,Bunbury,2013,12912
Total,40-44,Bunbury,2014,12949
Total,40-44,Bunbury,2015,12860
Total,40-44,Bunbury,2016,12262
Total,40-44,Bunbury,2017,11952
Total,40-44,Bunbury,2018,11821
Total,40-44,Bunbury,2019,11891
Total,40-44,Bunbury,2020,12088
Total,40-44,Bunbury,2021,12504
Total,40-44,Bunbury,2022,12883
Total,80-84,Western Australia - Outback (North),2012,267
Total,80-84,Western Australia - Outback (North),2013,280
Total,80-84,Western Australia - Outback (North),2014,274
Total,80-84,Western Australia - Outback (North),2015,242
Total,80-84,Western Australia - Outback (North),2016,208
Total,80-84,Western Australia - Outback (North),2017,200
Total,80-84,Western Australia - Outback (North),2018,217
Total,80-84,Western Australia - Outback (North),2019,240
Total,80-84,Western Australia - Outback (North),2020,280
Total,80-84,Western Australia - Outback (North),2021,310
Total,80-84,Western Australia - Outback (North),2022,338
Female,20-24,Perth - Inner,2012,8113
Female,20-24,Perth - Inner,2013,8079
Female,20-24,Perth - Inner,2014,7810
Female,20-24,Perth - Inner,2015,7526
Female,20-24,Perth - Inner,2016,7384
Female,20-24,Perth - Inner,2017,7289
Female,20-24,Perth - Inner,2018,7210
Female,20-24,Perth - Inner,2019,7285
Female,20-24,Perth - Inner,2020,7364
Female,20-24,Perth - Inner,2021,7180
Female,20-24,Perth - Inner,2022,7189
Female,20-24,Western Australia - Wheat Belt,2012,2972
Female,20-24,Western Australia - Wheat Belt,2013,3046
Female,20-24,Western Australia - Wheat Belt,2014,3039
Female,20-24,Western Australia - Wheat Belt,2015,2970
Female,20-24,Western Australia - Wheat Belt,2016,2907
Female,20-24,Western Australia - Wheat Belt,2017,2898
Female,20-24,Western Australia - Wheat Belt,2018,2824
Female,20-24,Western Australia - Wheat Belt,2019,2814
Female,20-24,Western Australia - Wheat Belt,2020,2790
Female,20-24,Western Australia - Wheat Belt,2021,2715
Female,20-24,Western Australia - Wheat Belt,2022,2672
Female,50-54,Mandurah,2012,3134
Female,50-54,Mandurah,2013,3222
Female,50-54,Mandurah,2014,3333
Female,50-54,Mandurah,2015,3350
Female,50-54,Mandurah,2016,3299
Female,50-54,Mandurah,2017,3314
Female,50-54,Mandurah,2018,3371
Female,50-54,Mandurah,2019,3400
Female,50-54,Mandurah,2020,3512
Female,50-54,Mandurah,2021,3594
Female,50-54,Mandurah,2022,3772
Total,35-39,Western Australia - Outback (South),2012,9007
Total,35-39,Western Australia - Outback (South),2013,8799
Total,35-39,Western Australia - Outback (South),2014,8574
Total,35-39,Western Australia - Outback (South),2015,8233
Total,35-39,Western Australia - Outback (South),2016,7875
Total,35-39,Western Australia - Outback (South),2017,7914
Total,35-39,Western Australia - Outback (South),2018,8032
Total,35-39,Western Australia - Outback (South),2019,8182
Total,35-39,Western Australia - Outback (South),2020,8369
Total,35-39,Western Australia - Outback (South),2021,8551
Total,35-39,Western Australia - Outback (South),2022,8701
Total,50-54,Bunbury,2012,12167
Total,50-54,Bunbury,2013,12372
Total,50-54,Bunbury,2014,12349
Total,50-54,Bunbury,2015,12335
Total,50-54,Bunbury,2016,12206
Total,50-54,Bunbury,2017,12368
Total,50-54,Bunbury,2018,12399
Total,50-54,Bunbury,2019,12540
Total,50-54,Bunbury,2020,12784
Total,50-54,Bunbury,2021,13316
Total,50-54,Bunbury,2022,13630
Female,Oct-14,Western Australia - Wheat Belt,2012,4487
Female,Oct-14,Western Australia - Wheat Belt,2013,4367
Female,Oct-14,Western Australia - Wheat Belt,2014,4226
Female,Oct-14,Western Australia - Wheat Belt,2015,4144
Female,Oct-14,Western Australia - Wheat Belt,2016,4141
Female,Oct-14,Western Australia - Wheat Belt,2017,4265
Female,Oct-14,Western Australia - Wheat Belt,2018,4346
Female,Oct-14,Western Australia - Wheat Belt,2019,4348
Female,Oct-14,Western Australia - Wheat Belt,2020,4425
Female,Oct-14,Western Australia - Wheat Belt,2021,4414
Female,Oct-14,Western Australia - Wheat Belt,2022,4394
Male,85 and over,Perth - North East,2012,1195
Male,85 and over,Perth - North East,2013,1265
Male,85 and over,Perth - North East,2014,1337
Male,85 and over,Perth - North East,2015,1373
Male,85 and over,Perth - North East,2016,1384
Male,85 and over,Perth - North East,2017,1429
Male,85 and over,Perth - North East,2018,1510
Male,85 and over,Perth - North East,2019,1583
Male,85 and over,Perth - North East,2020,1676
Male,85 and over,Perth - North East,2021,1745
Male,85 and over,Perth - North East,2022,1854
Total,30-34,Perth - North West,2012,38610
Total,30-34,Perth - North West,2013,40869
Total,30-34,Perth - North West,2014,42633
Total,30-34,Perth - North West,2015,44121
Total,30-34,Perth - North West,2016,44949
Total,30-34,Perth - North West,2017,45668
Total,30-34,Perth - North West,2018,45762
Total,30-34,Perth - North West,2019,45523
Total,30-34,Perth - North West,2020,45455
Total,30-34,Perth - North West,2021,44826
Total,30-34,Perth - North West,2022,43867
Female,35-39,Western Australia - Outback (North),2012,3693
Female,35-39,Western Australia - Outback (North),2013,3693
Female,35-39,Western Australia - Outback (North),2014,3685
Female,35-39,Western Australia - Outback (North),2015,3660
Female,35-39,Western Australia - Outback (North),2016,3711
Female,35-39,Western Australia - Outback (North),2017,3752
Female,35-39,Western Australia - Outback (North),2018,3903
Female,35-39,Western Australia - Outback (North),2019,4022
Female,35-39,Western Australia - Outback (North),2020,4187
Female,35-39,Western Australia - Outback (North),2021,4385
Female,35-39,Western Australia - Outback (North),2022,4475
Total,55-59,Perth - North East,2012,13974
Total,55-59,Perth - North East,2013,14293
Total,55-59,Perth - North East,2014,14609
Total,55-59,Perth - North East,2015,14947
Total,55-59,Perth - North East,2016,15423
Total,55-59,Perth - North East,2017,16039
Total,55-59,Perth - North East,2018,16523
Total,55-59,Perth - North East,2019,17049
Total,55-59,Perth - North East,2020,17424
Total,55-59,Perth - North East,2021,17587
Total,55-59,Perth - North East,2022,17587
Male,65-69,Western Australia - Outback (North),2012,1104
Male,65-69,Western Australia - Outback (North),2013,1292
Male,65-69,Western Australia - Outback (North),2014,1290
Male,65-69,Western Australia - Outback (North),2015,1206
Male,65-69,Western Australia - Outback (North),2016,1123
Male,65-69,Western Australia - Outback (North),2017,1144
Male,65-69,Western Australia - Outback (North),2018,1207
Male,65-69,Western Australia - Outback (North),2019,1255
Male,65-69,Western Australia - Outback (North),2020,1301
Male,65-69,Western Australia - Outback (North),2021,1310
Male,65-69,Western Australia - Outback (North),2022,1408
Male,55-59,Western Australia - Outback (North),2012,3335
Male,55-59,Western Australia - Outback (North),2013,3533
Male,55-59,Western Australia - Outback (North),2014,3486
Male,55-59,Western Australia - Outback (North),2015,3316
Male,55-59,Western Australia - Outback (North),2016,3187
Male,55-59,Western Australia - Outback (North),2017,3141
Male,55-59,Western Australia - Outback (North),2018,3134
Male,55-59,Western Australia - Outback (North),2019,3132
Male,55-59,Western Australia - Outback (North),2020,3125
Male,55-59,Western Australia - Outback (North),2021,3103
Male,55-59,Western Australia - Outback (North),2022,3097
Male,Oct-14,Mandurah,2012,2887
Male,Oct-14,Mandurah,2013,2890
Male,Oct-14,Mandurah,2014,2907
Male,Oct-14,Mandurah,2015,2933
Male,Oct-14,Mandurah,2016,3024
Male,Oct-14,Mandurah,2017,3120
Male,Oct-14,Mandurah,2018,3240
Male,Oct-14,Mandurah,2019,3363
Male,Oct-14,Mandurah,2020,3497
Male,Oct-14,Mandurah,2021,3613
Male,Oct-14,Mandurah,2022,3598
Male,45-49,Perth - Inner,2012,5660
Male,45-49,Perth - Inner,2013,5682
Male,45-49,Perth - Inner,2014,5711
Male,45-49,Perth - Inner,2015,5749
Male,45-49,Perth - Inner,2016,5834
Male,45-49,Perth - Inner,2017,6007
Male,45-49,Perth - Inner,2018,6027
Male,45-49,Perth - Inner,2019,6061
Male,45-49,Perth - Inner,2020,6107
Male,45-49,Perth - Inner,2021,5993
Male,45-49,Perth - Inner,2022,5917
Total,25-29,Western Australia - Outback (North),2012,11866
Total,25-29,Western Australia - Outback (North),2013,11899
Total,25-29,Western Australia - Outback (North),2014,11397
Total,25-29,Western Australia - Outback (North),2015,11020
Total,25-29,Western Australia - Outback (North),2016,10570
Total,25-29,Western Australia - Outback (North),2017,10019
Total,25-29,Western Australia - Outback (North),2018,9549
Total,25-29,Western Australia - Outback (North),2019,9184
Total,25-29,Western Australia - Outback (North),2020,8910
Total,25-29,Western Australia - Outback (North),2021,8459
Total,25-29,Western Australia - Outback (North),2022,8553
Female,65-69,Perth - Inner,2012,3371
Female,65-69,Perth - Inner,2013,3600
Female,65-69,Perth - Inner,2014,3748
Female,65-69,Perth - Inner,2015,3930
Female,65-69,Perth - Inner,2016,4034
Female,65-69,Perth - Inner,2017,4085
Female,65-69,Perth - Inner,2018,4214
Female,65-69,Perth - Inner,2019,4325
Female,65-69,Perth - Inner,2020,4494
Female,65-69,Perth - Inner,2021,4516
Female,65-69,Perth - Inner,2022,4611
Female,35-39,Western Australia - Outback (South),2012,4277
Female,35-39,Western Australia - Outback (South),2013,4264
Female,35-39,Western Australia - Outback (South),2014,4227
Female,35-39,Western Australia - Outback (South),2015,4067
Female,35-39,Western Australia - Outback (South),2016,3930
Female,35-39,Western Australia - Outback (South),2017,3912
Female,35-39,Western Australia - Outback (South),2018,3961
Female,35-39,Western Australia - Outback (South),2019,3997
Female,35-39,Western Australia - Outback (South),2020,4063
Female,35-39,Western Australia - Outback (South),2021,4109
Female,35-39,Western Australia - Outback (South),2022,4236
Total,20-24,Western Australia - Wheat Belt,2012,6586
Total,20-24,Western Australia - Wheat Belt,2013,6717
Total,20-24,Western Australia - Wheat Belt,2014,6662
Total,20-24,Western Australia - Wheat Belt,2015,6518
Total,20-24,Western Australia - Wheat Belt,2016,6434
Total,20-24,Western Australia - Wheat Belt,2017,6413
Total,20-24,Western Australia - Wheat Belt,2018,6303
Total,20-24,Western Australia - Wheat Belt,2019,6237
Total,20-24,Western Australia - Wheat Belt,2020,6108
Total,20-24,Western Australia - Wheat Belt,2021,6007
Total,20-24,Western Australia - Wheat Belt,2022,5903
Total,75-79,Western Australia - Outback (South),2012,2390
Total,75-79,Western Australia - Outback (South),2013,2552
Total,75-79,Western Australia - Outback (South),2014,2565
Total,75-79,Western Australia - Outback (South),2015,2592
Total,75-79,Western Australia - Outback (South),2016,2603
Total,75-79,Western Australia - Outback (South),2017,2804
Total,75-79,Western Australia - Outback (South),2018,2910
Total,75-79,Western Australia - Outback (South),2019,3096
Total,75-79,Western Australia - Outback (South),2020,3269
Total,75-79,Western Australia - Outback (South),2021,3473
Total,75-79,Western Australia - Outback (South),2022,3665
Male,0-4,Bunbury,2012,5903
Male,0-4,Bunbury,2013,6113
Male,0-4,Bunbury,2014,6155
Male,0-4,Bunbury,2015,6112
Male,0-4,Bunbury,2016,6055
Male,0-4,Bunbury,2017,6047
Male,0-4,Bunbury,2018,5976
Male,0-4,Bunbury,2019,5922
Male,0-4,Bunbury,2020,5772
Male,0-4,Bunbury,2021,5610
Male,0-4,Bunbury,2022,5548
Total,20-24,Perth - North West,2012,39253
Total,20-24,Perth - North West,2013,39519
Total,20-24,Perth - North West,2014,38816
Total,20-24,Perth - North West,2015,38424
Total,20-24,Perth - North West,2016,37735
Total,20-24,Perth - North West,2017,36989
Total,20-24,Perth - North West,2018,36524
Total,20-24,Perth - North West,2019,36672
Total,20-24,Perth - North West,2020,36785
Total,20-24,Perth - North West,2021,36048
Total,20-24,Perth - North West,2022,35749
Total,0-4,Perth - North East,2012,16041
Total,0-4,Perth - North East,2013,16624
Total,0-4,Perth - North East,2014,17123
Total,0-4,Perth - North East,2015,17508
Total,0-4,Perth - North East,2016,17847
Total,0-4,Perth - North East,2017,18148
Total,0-4,Perth - North East,2018,18386
Total,0-4,Perth - North East,2019,18637
Total,0-4,Perth - North East,2020,18836
Total,0-4,Perth - North East,2021,19135
Total,0-4,Perth - North East,2022,18973
Total,5-Sep,Perth - South East,2012,28116
Total,5-Sep,Perth - South East,2013,29444
Total,5-Sep,Perth - South East,2014,30546
Total,5-Sep,Perth - South East,2015,31572
Total,5-Sep,Perth - South East,2016,32518
Total,5-Sep,Perth - South East,2017,33397
Total,5-Sep,Perth - South East,2018,34249
Total,5-Sep,Perth - South East,2019,35158
Total,5-Sep,Perth - South East,2020,36162
Total,5-Sep,Perth - South East,2021,36904
Total,5-Sep,Perth - South East,2022,37585
Female,75-79,Mandurah,2012,1798
Female,75-79,Mandurah,2013,1885
Female,75-79,Mandurah,2014,1998
Female,75-79,Mandurah,2015,2068
Female,75-79,Mandurah,2016,2189
Female,75-79,Mandurah,2017,2266
Female,75-79,Mandurah,2018,2366
Female,75-79,Mandurah,2019,2486
Female,75-79,Mandurah,2020,2648
Female,75-79,Mandurah,2021,2833
Female,75-79,Mandurah,2022,3135
Total,0-4,Western Australia - Outback (South),2012,9365
Total,0-4,Western Australia - Outback (South),2013,9379
Total,0-4,Western Australia - Outback (South),2014,9246
Total,0-4,Western Australia - Outback (South),2015,9054
Total,0-4,Western Australia - Outback (South),2016,8804
Total,0-4,Western Australia - Outback (South),2017,8734
Total,0-4,Western Australia - Outback (South),2018,8535
Total,0-4,Western Australia - Outback (South),2019,8375
Total,0-4,Western Australia - Outback (South),2020,8121
Total,0-4,Western Australia - Outback (South),2021,7924
Total,0-4,Western Australia - Outback (South),2022,7736
Male,All ages,Perth - South West,2012,192704
Male,All ages,Perth - South West,2013,198662
Male,All ages,Perth - South West,2014,202112
Male,All ages,Perth - South West,2015,205039
Male,All ages,Perth - South West,2016,207262
Male,All ages,Perth - South West,2017,210449
Male,All ages,Perth - South West,2018,213869
Male,All ages,Perth - South West,2019,217932
Male,All ages,Perth - South West,2020,222699
Male,All ages,Perth - South West,2021,227228
Male,All ages,Perth - South West,2022,231960
Total,45-49,Perth - North East,2012,17381
Total,45-49,Perth - North East,2013,17517
Total,45-49,Perth - North East,2014,17673
Total,45-49,Perth - North East,2015,17851
Total,45-49,Perth - North East,2016,18205
Total,45-49,Perth - North East,2017,18613
Total,45-49,Perth - North East,2018,18873
Total,45-49,Perth - North East,2019,18770
Total,45-49,Perth - North East,2020,18888
Total,45-49,Perth - North East,2021,18820
Total,45-49,Perth - North East,2022,18496
Female,75-79,Perth - North West,2012,6111
Female,75-79,Perth - North West,2013,6204
Female,75-79,Perth - North West,2014,6398
Female,75-79,Perth - North West,2015,6700
Female,75-79,Perth - North West,2016,6896
Female,75-79,Perth - North West,2017,7203
Female,75-79,Perth - North West,2018,7463
Female,75-79,Perth - North West,2019,7911
Female,75-79,Perth - North West,2020,8334
Female,75-79,Perth - North West,2021,8702
Female,75-79,Perth - North West,2022,9421
Female,45-49,Perth - North East,2012,8688
Female,45-49,Perth - North East,2013,8758
Female,45-49,Perth - North East,2014,8828
Female,45-49,Perth - North East,2015,8931
Female,45-49,Perth - North East,2016,9052
Female,45-49,Perth - North East,2017,9314
Female,45-49,Perth - North East,2018,9472
Female,45-49,Perth - North East,2019,9421
Female,45-49,Perth - North East,2020,9468
Female,45-49,Perth - North East,2021,9452
Female,45-49,Perth - North East,2022,9288
