SA2_CODE_2021,C11_M_NatPhy_sci_15_19,C11_M_NatPhy_sci_20_24,C11_M_NatPhy_sci_25_34,C11_M_NatPhy_sci_35_44,C11_M_NatPhy_sci_45_54,C11_M_NatPhy_sci_55_64,C11_M_NatPhy_sci_65_74,C11_M_NatPhy_sci_75_84,C11_M_NatPhy_sci_85over,C11_M_NatPhy_sci_Tot,C11_M_InfTec_15_19,C11_M_InfTec_20_24,C11_M_InfTec_25_34,C11_M_InfTec_35_44,C11_M_InfTec_45_54,C11_M_InfTec_55_64,C11_M_InfTec_65_74,C11_M_InfTec_75_84,C11_M_InfTec_85over,C11_M_InfTec_Tot,C11_M_EngRT_15_19,C11_M_EngRT_20_24,C11_M_EngRT_25_34,C11_M_EngRT_35_44,C11_M_EngRT_45_54,C11_M_EngRT_55_64,C11_M_EngRT_65_74,C11_M_EngRT_75_84,C11_M_EngRT_85over,C11_M_EngRT_Tot,C11_M_ArchBuild_15_19,C11_M_ArchBuild_20_24,C11_M_ArchBuild_25_34,C11_M_ArchBuild_35_44,C11_M_ArchBuild_45_54,C11_M_ArchBuild_55_64,C11_M_ArchBuild_65_74,C11_M_ArchBuild_75_84,C11_M_ArchBuild_85over,C11_M_ArchBuild_Tot,C11_M_AgEnv_RS_15_19,C11_M_AgEnv_RS_20_24,C11_M_AgEnv_RS_25_34,C11_M_AgEnv_RS_35_44,C11_M_AgEnv_RS_45_54,C11_M_AgEnv_RS_55_64,C11_M_AgEnv_RS_65_74,C11_M_AgEnv_RS_75_84,C11_M_AgEnv_RS_85over,C11_M_AgEnv_RS_Tot,C11_M_Health_15_19,C11_M_Health_20_24,C11_M_Health_25_34,C11_M_Health_35_44,C11_M_Health_45_54,C11_M_Health_55_64,C11_M_Health_65_74,C11_M_Health_75_84,C11_M_Health_85over,C11_M_Health_Tot,C11_M_Educ_15_19,C11_M_Educ_20_24,C11_M_Educ_25_34,C11_M_Educ_35_44,C11_M_Educ_45_54,C11_M_Educ_55_64,C11_M_Educ_65_74,C11_M_Educ_75_84,C11_M_Educ_85over,C11_M_Educ_Tot,C11_M_MngtCom_15_19,C11_M_MngtCom_20_24,C11_M_MngtCom_25_34,C11_M_MngtCom_35_44,C11_M_MngtCom_45_54,C11_M_MngtCom_55_64,C11_M_MngtCom_65_74,C11_M_MngtCom_75_84,C11_M_MngtCom_85over,C11_M_MngtCom_Tot,C11_M_Soc_cult_15_19,C11_M_Soc_cult_20_24,C11_M_Soc_cult_25_34,C11_M_Soc_cult_35_44,C11_M_Soc_cult_45_54,C11_M_Soc_cult_55_64,C11_M_Soc_cult_65_74,C11_M_Soc_cult_75_84,C11_M_Soc_cult_85over,C11_M_Soc_cult_Tot,C11_M_Creative_art_15_19,C11_M_Creative_art_20_24,C11_M_Creative_art_25_34,C11_M_Creative_art_35_44,C11_M_Creative_art_45_54,C11_M_Creative_art_55_64,C11_M_Creative_art_65_74,C11_M_Creative_art_75_84,C11_M_Creative_art_85over,C11_M_Creative_art_Tot,C11_M_FoodHos_PS_15_19,C11_M_FoodHos_PS_20_24,C11_M_FoodHos_PS_25_34,C11_M_FoodHos_PS_35_44,C11_M_FoodHos_PS_45_54,C11_M_FoodHos_PS_55_64,C11_M_FoodHos_PS_65_74,C11_M_FoodHos_PS_75_84,C11_M_FoodHos_PS_85over,C11_M_FoodHos_PS_Tot,C11_M_MixFld_pr_15_19,C11_M_MixFld_pr_20_24,C11_M_MixFld_pr_25_34,C11_M_MixFld_pr_35_44,C11_M_MixFld_pr_45_54,C11_M_MixFld_pr_55_64,C11_M_MixFld_pr_65_74,C11_M_MixFld_pr_75_84,C11_M_MixFld_pr_85over,C11_M_MixFld_pr_Tot,C11_M_FldStu_ID_15_19,C11_M_FldStu_ID_20_24,C11_M_FldStu_ID_25_34,C11_M_FldStu_ID_35_44,C11_M_FldStu_ID_45_54,C11_M_FldStu_ID_55_64,C11_M_FldStu_ID_65_74,C11_M_FldStu_ID_75_84,C11_M_FldStu_ID_85over,C11_M_FldStu_ID_Tot,C11_M_FldStu_NS_15_19,C11_M_FldStu_NS_20_24,C11_M_FldStu_NS_25_34,C11_M_FldStu_NS_35_44,C11_M_FldStu_NS_45_54,C11_M_FldStu_NS_55_64,C11_M_FldStu_NS_65_74,C11_M_FldStu_NS_75_84,C11_M_FldStu_NS_85over,C11_M_FldStu_NS_Tot,C11_M_Tot_15_19,C11_M_Tot_20_24,C11_M_Tot_25_34,C11_M_Tot_35_44,C11_M_Tot_45_54,C11_M_Tot_55_64,C11_M_Tot_65_74,C11_M_Tot_75_84,C11_M_Tot_85over,C11_M_Tot_Tot,C16_M_NatPhy_sci_15_19,C16_M_NatPhy_sci_20_24,C16_M_NatPhy_sci_25_34,C16_M_NatPhy_sci_35_44,C16_M_NatPhy_sci_45_54,C16_M_NatPhy_sci_55_64,C16_M_NatPhy_sci_65_74,C16_M_NatPhy_sci_75_84,C16_M_NatPhy_sci_85over,C16_M_NatPhy_sci_Tot,C16_M_InfTec_15_19,C16_M_InfTec_20_24,C16_M_InfTec_25_34,C16_M_InfTec_35_44,C16_M_InfTec_45_54,C16_M_InfTec_55_64,C16_M_InfTec_65_74,C16_M_InfTec_75_84,C16_M_InfTec_85over,C16_M_InfTec_Tot,C16_M_EngRT_15_19,C16_M_EngRT_20_24,C16_M_EngRT_25_34,C16_M_EngRT_35_44,C16_M_EngRT_45_54,C16_M_EngRT_55_64,C16_M_EngRT_65_74,C16_M_EngRT_75_84,C16_M_EngRT_85over,C16_M_EngRT_Tot,C16_M_ArchBuild_15_19,C16_M_ArchBuild_20_24,C16_M_ArchBuild_25_34,C16_M_ArchBuild_35_44,C16_M_ArchBuild_45_54,C16_M_ArchBuild_55_64,C16_M_ArchBuild_65_74,C16_M_ArchBuild_75_84,C16_M_ArchBuild_85over,C16_M_ArchBuild_Tot,C16_M_AgEnv_RS_15_19,C16_M_AgEnv_RS_20_24,C16_M_AgEnv_RS_25_34,C16_M_AgEnv_RS_35_44,C16_M_AgEnv_RS_45_54,C16_M_AgEnv_RS_55_64,C16_M_AgEnv_RS_65_74,C16_M_AgEnv_RS_75_84,C16_M_AgEnv_RS_85over,C16_M_AgEnv_RS_Tot
504031063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031065,0,0,3,5,0,7,3,0,0,21,0,3,3,3,8,0,0,0,0,20,11,31,76,70,87,77,45,16,4,414,3,8,18,18,17,25,18,9,0,112,0,6,3,4,9,5,6,0,0,25,0,0,6,0,6,3,3,0,0,24,0,0,5,8,4,3,3,0,0,20,0,5,19,17,18,15,4,0,0,83,0,5,5,9,3,11,0,0,0,34,0,6,9,3,0,4,0,0,0,30,0,3,11,9,12,8,0,0,0,47,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,0,0,0,0,17,35,25,40,46,45,44,49,26,10,315,52,96,204,198,209,200,137,47,12,1168,0,3,9,0,3,3,6,0,0,21,0,10,11,10,7,0,0,0,0,36,0,23,73,86,102,93,59,23,0,465,0,16,25,16,23,22,20,8,0,127,0,0,0,8,9,3,3,0,0,37
504031066,0,5,15,16,10,9,6,0,0,51,3,14,30,21,10,3,0,0,0,83,8,64,139,128,118,108,62,22,3,651,3,11,31,31,27,32,18,10,0,164,0,4,11,13,12,7,5,3,0,53,0,4,14,20,12,18,6,4,0,76,0,0,15,13,21,19,7,4,0,75,0,7,56,53,35,29,12,4,3,204,3,11,34,37,28,28,4,4,0,144,12,9,20,14,7,12,3,0,0,71,0,17,22,6,21,6,8,0,0,88,0,0,0,3,0,0,0,0,0,5,0,0,0,11,5,0,0,0,0,24,45,50,87,95,94,81,75,68,45,643,82,196,472,448,397,350,196,125,59,2325,0,0,22,17,8,16,5,0,0,69,0,12,28,26,15,4,0,0,0,90,3,55,142,169,159,110,77,29,17,766,3,12,43,36,34,27,29,15,0,199,0,7,19,14,8,4,0,0,0,50
504031067,0,0,3,12,0,5,0,0,0,27,0,3,18,17,5,4,0,0,0,49,16,41,98,130,122,73,27,10,0,521,8,14,26,18,17,11,16,3,0,113,0,0,10,10,4,4,0,0,0,19,0,0,8,7,12,0,4,0,0,27,0,0,8,10,8,9,4,0,0,34,0,5,28,27,17,12,0,0,0,106,3,12,16,11,11,7,4,5,0,62,0,0,5,8,3,0,0,0,0,22,0,0,15,8,17,5,3,0,0,52,0,0,0,0,0,0,0,0,0,5,0,0,0,10,6,0,0,0,0,21,25,14,30,39,34,22,9,15,5,201,64,92,265,303,253,159,75,39,6,1252,0,0,9,10,10,4,0,0,0,40,5,5,17,12,5,0,0,0,0,44,12,54,124,101,119,77,37,14,3,546,5,24,29,26,23,16,10,4,0,138,0,0,8,7,4,9,0,0,0,28
504031068,0,0,3,5,11,10,11,0,0,40,0,3,9,9,10,0,0,0,0,29,5,21,43,123,147,113,54,14,7,524,0,12,13,28,35,32,18,5,0,135,0,0,0,4,3,0,4,0,0,22,0,0,3,16,10,13,4,0,0,45,0,3,0,7,9,15,4,0,0,37,0,11,11,41,55,25,14,0,0,162,0,0,5,11,16,18,15,6,0,66,0,0,6,3,6,6,0,0,0,17,0,4,3,12,9,8,4,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,17,17,6,13,28,24,28,31,4,0,154,23,62,108,290,348,261,152,29,11,1294,0,3,10,14,8,11,9,5,0,60,4,6,25,23,13,7,3,0,0,84,3,60,192,173,211,159,94,22,4,927,10,12,52,37,44,34,35,7,3,225,0,3,11,11,6,5,6,4,0,56
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031298,0,0,9,8,3,0,0,0,0,16,0,4,23,9,0,0,0,0,0,41,4,36,117,159,89,39,19,3,0,465,0,13,28,36,15,10,4,0,0,109,0,0,9,11,0,4,0,0,0,27,0,0,8,14,4,7,3,0,0,32,0,0,13,15,3,0,0,0,0,29,0,11,35,57,24,16,0,0,0,139,0,6,16,18,6,5,3,0,0,71,0,0,9,3,0,0,0,0,0,20,0,5,16,18,12,3,3,0,0,47,0,0,0,0,0,0,0,0,0,3,0,0,7,9,4,3,0,0,0,19,16,10,25,47,28,12,3,0,0,151,22,82,313,410,198,97,42,10,3,1174,0,4,16,11,10,3,3,0,0,52,0,4,48,38,8,3,0,0,0,106,10,59,307,248,177,94,46,6,0,961,3,33,72,55,46,8,11,12,0,246,0,0,12,4,5,12,0,0,0,39
504031299,0,0,0,3,0,0,0,0,0,11,0,0,5,8,3,0,0,0,0,14,0,14,30,64,52,40,17,7,0,226,0,3,9,15,16,12,5,0,0,70,0,0,0,5,0,4,0,0,0,14,0,0,0,3,0,0,0,0,0,14,0,0,0,4,4,0,0,0,0,9,0,5,3,17,22,15,7,0,0,65,0,3,0,3,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,4,8,7,4,5,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,17,19,20,13,10,6,0,87,6,34,81,145,130,96,48,19,0,566,0,0,19,5,5,0,0,0,0,33,0,4,28,19,5,5,0,0,0,59,3,41,170,118,100,73,33,12,0,551,4,12,55,25,23,18,8,8,0,144,0,0,9,5,5,5,3,0,0,25
504031300,0,0,9,19,8,0,0,3,0,44,4,10,52,26,12,0,4,0,0,112,13,81,295,316,201,110,59,30,9,1113,4,34,54,62,44,32,17,9,0,255,0,7,24,20,5,6,0,3,0,57,0,0,22,17,16,0,8,0,0,69,0,0,25,19,12,9,10,3,0,68,0,18,104,108,60,23,7,14,0,339,0,7,42,49,17,8,4,4,0,136,0,10,23,15,7,0,0,0,0,65,3,7,48,42,25,14,0,0,0,139,0,0,0,0,0,0,0,0,0,3,0,0,8,11,12,0,0,0,0,43,53,32,80,97,64,26,17,10,6,383,81,217,791,793,496,234,128,76,24,2836,0,3,17,15,19,4,5,0,0,60,4,16,38,48,17,3,0,0,0,129,31,90,324,353,287,143,87,45,7,1358,12,19,97,80,70,26,28,14,3,352,0,3,19,12,16,8,0,0,5,57
505011070,0,3,10,16,11,9,0,0,0,57,0,10,27,17,12,5,0,0,0,65,4,60,208,140,183,159,69,16,5,842,9,48,107,71,53,41,19,9,0,359,7,4,24,15,7,6,0,0,0,70,0,0,27,20,10,12,6,0,0,78,0,0,13,12,11,4,9,0,0,52,0,15,56,36,28,23,8,0,0,176,3,17,35,23,13,14,7,3,0,116,4,3,23,16,6,8,8,0,0,66,0,14,26,35,21,17,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,6,8,6,0,0,0,4,0,26,26,22,63,65,63,45,33,23,3,341,49,205,630,472,424,345,155,72,17,2361,0,6,22,10,11,6,4,0,0,68,0,9,32,25,11,4,0,0,0,85,7,38,232,171,130,160,93,27,10,870,11,25,137,91,60,50,33,16,0,424,0,0,24,20,17,9,5,0,0,67
505011071,0,4,14,22,28,12,7,0,0,84,9,14,36,42,23,13,0,0,0,135,17,72,149,335,350,190,76,24,7,1221,13,50,48,109,143,56,17,12,0,449,6,9,11,16,13,6,0,0,0,48,0,11,15,32,31,10,5,6,0,112,0,4,18,25,25,13,12,0,0,102,4,20,54,126,115,40,10,7,3,380,8,14,42,45,38,13,12,0,0,177,3,13,7,18,0,5,0,0,0,57,0,14,19,33,38,12,3,0,0,123,0,0,0,0,0,0,0,0,0,5,0,0,0,4,5,3,0,0,0,27,46,21,48,53,58,31,15,19,6,287,109,242,458,849,883,409,161,72,19,3200,0,8,15,20,30,23,8,4,0,110,3,11,26,43,33,11,3,0,0,136,17,86,149,238,341,227,96,36,14,1197,14,48,86,97,148,82,38,17,0,528,0,10,6,11,20,14,3,0,0,66
505011072,0,3,17,52,44,51,26,8,0,204,0,11,28,46,31,16,5,0,0,138,11,69,133,257,270,301,165,58,15,1279,7,46,66,88,87,67,40,12,7,417,4,6,16,24,21,11,4,5,0,81,0,10,30,59,48,25,18,0,0,198,0,0,13,36,48,55,34,12,6,209,0,35,77,156,135,174,71,14,5,669,4,14,30,60,53,53,31,9,3,251,6,18,23,21,10,11,8,3,0,102,0,4,9,22,16,18,9,5,0,79,0,0,0,0,0,0,0,0,0,4,0,5,10,12,15,6,8,0,4,48,28,22,37,27,38,41,28,28,14,266,65,229,494,856,820,832,441,137,49,3929,0,9,27,51,48,45,30,12,0,227,0,12,26,41,30,28,10,0,0,145,8,65,139,260,282,243,193,71,16,1279,4,33,65,96,75,64,51,20,3,408,0,3,10,18,24,13,6,0,0,82
505011073,0,3,23,32,22,17,9,4,0,115,4,14,53,34,20,15,0,0,0,144,3,59,193,223,203,266,135,40,11,1136,9,40,87,100,62,79,44,16,8,443,0,6,16,15,16,8,5,3,0,65,4,3,24,26,36,17,3,3,0,114,0,0,17,31,24,43,24,4,0,150,4,25,86,100,72,115,68,6,5,478,3,16,32,47,35,32,13,0,0,181,0,16,28,24,11,10,0,0,0,94,0,6,26,18,19,19,15,3,0,104,0,0,0,0,0,0,0,0,0,3,0,0,6,5,9,4,3,0,0,28,29,22,40,48,46,41,39,33,3,299,58,215,629,704,560,657,368,123,35,3355,0,10,25,27,25,17,16,3,0,118,0,8,35,52,23,12,0,0,0,136,4,44,218,229,195,196,206,60,14,1164,11,13,106,99,80,66,63,31,4,466,0,0,22,22,13,12,3,5,0,78
505011074,0,0,25,18,11,18,0,3,0,74,9,7,36,25,13,16,0,0,0,96,12,58,156,170,235,163,86,29,6,908,15,38,93,68,80,60,19,5,0,374,0,4,20,12,12,4,0,0,0,54,0,0,9,16,19,11,9,6,0,69,0,0,15,20,22,21,7,4,0,94,5,22,39,65,59,49,19,5,0,265,5,18,31,14,24,24,8,0,0,128,3,8,19,13,6,9,0,0,0,58,0,11,33,26,24,15,5,0,0,109,0,3,0,0,0,0,0,0,0,3,0,0,0,5,7,6,0,4,0,21,31,33,63,46,56,50,23,17,8,322,76,204,535,494,571,438,177,73,15,2582,0,5,13,17,15,15,9,0,0,78,5,7,30,25,20,13,3,0,0,97,10,56,184,178,192,191,127,41,9,993,6,40,118,83,75,63,24,14,5,429,0,4,21,12,12,7,0,0,0,58
505011075,0,11,11,27,32,21,10,0,0,113,3,7,12,37,22,3,0,0,0,87,15,59,104,165,242,207,90,30,0,909,7,25,37,74,60,61,27,12,0,308,0,0,0,14,5,10,0,0,0,32,0,4,16,30,35,30,9,0,0,133,0,4,3,21,34,40,21,14,0,126,3,34,54,118,166,130,31,8,0,546,3,13,17,30,33,26,7,0,0,136,3,7,16,11,3,10,5,0,0,55,3,6,4,18,14,8,10,3,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,5,0,0,29,23,27,36,49,42,48,28,17,4,274,56,198,322,593,705,610,226,91,12,2816,0,10,16,22,24,37,12,3,0,126,0,4,13,23,38,19,0,0,0,101,8,46,107,164,219,222,156,54,6,982,0,19,64,65,60,69,36,15,3,327,0,6,7,7,11,7,6,0,0,53
505011076,0,6,3,5,20,6,0,0,0,49,6,5,8,28,18,0,0,0,0,61,7,33,49,122,214,105,28,10,0,570,8,12,14,62,58,42,6,3,0,210,0,0,0,0,5,0,0,0,0,7,0,0,6,22,19,4,3,0,0,54,0,0,4,9,14,9,4,5,0,47,6,12,30,79,102,39,9,0,0,270,0,3,6,17,20,10,0,3,0,57,0,0,0,0,7,0,0,0,0,22,0,5,3,5,16,8,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,13,26,9,12,16,24,22,10,5,0,115,53,87,140,378,507,243,68,25,0,1501,0,3,8,17,22,7,4,0,0,61,0,10,10,29,35,9,4,0,0,91,4,38,67,162,267,201,67,15,4,829,8,22,29,59,103,73,15,9,3,316,0,0,7,4,3,3,0,0,0,17
505011077,0,12,20,28,20,16,8,0,0,108,3,24,55,39,25,9,0,0,0,161,9,86,159,210,266,198,85,31,12,1055,5,50,79,75,84,78,36,19,0,421,3,9,14,16,20,10,6,0,0,81,0,10,34,32,24,16,12,0,0,126,0,8,14,28,26,29,14,0,4,123,7,58,100,100,104,75,24,7,0,478,4,27,48,31,41,26,22,6,0,215,3,15,26,13,4,5,3,6,0,78,0,25,33,30,36,12,3,3,0,146,0,0,0,0,4,0,0,3,0,13,0,4,7,10,7,9,4,0,0,37,42,77,100,84,85,65,31,44,11,541,84,407,691,694,749,549,242,112,36,3575,0,8,21,21,16,23,13,0,0,122,12,22,55,44,20,12,0,0,0,154,11,116,271,189,233,238,119,56,6,1248,9,35,98,58,79,77,44,19,0,416,0,4,22,9,14,16,4,5,0,70
505011078,0,11,12,17,26,20,12,0,0,100,4,9,34,37,19,20,6,0,0,130,12,52,132,201,256,292,99,52,18,1115,9,48,58,64,102,78,18,17,7,394,0,3,19,15,12,11,5,3,0,68,0,6,20,28,20,14,3,0,0,101,0,3,25,27,31,49,9,7,0,149,8,23,64,107,116,137,26,23,4,497,4,10,32,34,36,38,14,3,3,173,5,10,18,18,13,10,5,0,0,77,0,3,8,24,27,18,9,3,4,92,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,3,0,0,0,24,26,26,33,41,44,48,41,68,48,372,67,209,464,621,701,727,245,179,88,3297,0,9,15,30,29,16,18,0,3,115,0,15,28,46,31,16,11,3,0,139,16,52,141,191,199,288,173,61,30,1141,0,19,90,81,76,82,37,20,4,409,0,0,14,14,14,8,3,4,3,62
505011079,0,13,8,21,36,17,9,0,0,106,0,12,14,20,19,4,0,0,0,74,8,52,101,186,262,248,110,42,6,1021,7,39,60,101,107,67,31,8,0,424,0,10,8,13,11,3,3,0,0,49,0,4,5,16,34,15,7,6,0,93,0,0,7,16,22,32,19,3,0,104,5,12,31,73,107,90,27,12,6,362,0,19,19,33,28,20,17,7,0,138,0,17,14,9,0,7,8,6,0,60,0,7,13,23,15,8,3,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,20,40,19,29,52,51,60,33,22,13,319,67,197,321,564,711,598,268,108,37,2851,0,12,7,20,28,25,14,0,0,105,0,10,15,30,30,4,0,0,0,90,10,29,116,185,219,217,178,46,11,1010,3,37,70,95,111,63,54,19,0,451,0,0,9,7,20,3,7,3,0,59
505011080,0,4,8,14,19,11,3,8,0,57,4,8,8,19,22,9,5,0,0,70,3,36,56,145,238,203,67,21,4,768,5,16,27,60,74,50,15,10,0,264,0,0,7,4,4,5,0,7,0,32,0,9,4,10,22,13,7,0,4,72,0,3,8,9,15,23,16,0,0,77,6,16,28,84,82,70,23,8,0,308,5,0,15,23,22,19,11,3,0,103,4,17,6,4,3,3,5,0,0,45,0,4,4,11,23,7,9,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,4,0,0,21,32,16,20,30,60,27,9,17,3,213,59,130,197,409,593,450,156,73,19,2079,0,7,8,18,18,13,6,4,0,72,0,5,6,16,26,11,7,0,0,79,6,41,72,119,191,211,127,28,9,803,4,25,49,58,78,51,22,9,0,301,0,0,7,8,8,9,0,3,0,34
505011081,0,6,15,30,12,9,5,0,0,70,5,3,33,23,15,0,0,0,0,84,12,39,144,137,157,149,85,16,11,753,6,28,71,68,31,33,20,7,0,258,0,3,4,13,9,7,5,0,0,30,0,13,26,21,12,11,0,7,0,81,0,6,8,17,16,10,6,3,0,73,0,22,59,59,44,37,15,4,0,244,7,15,25,27,15,16,7,0,0,116,0,0,20,8,4,4,0,0,0,47,4,3,21,20,14,15,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,7,4,7,7,0,3,0,0,32,27,23,44,38,25,40,34,18,3,255,64,160,479,479,370,342,184,45,18,2125,0,5,13,25,10,8,12,0,0,71,0,0,15,22,25,8,0,0,0,82,3,42,144,172,135,149,110,37,6,802,0,19,112,70,44,33,34,10,0,318,0,0,15,12,3,8,7,3,0,51
505011082,0,7,8,17,46,39,11,3,0,131,0,3,14,18,11,10,0,0,0,55,3,53,69,125,189,209,104,26,13,791,6,24,32,49,62,59,38,10,4,278,0,0,10,8,3,7,7,3,0,37,0,7,4,18,26,22,12,3,0,95,0,0,3,16,39,40,24,0,0,136,3,14,45,111,128,129,69,17,0,524,0,6,18,20,32,36,9,0,0,131,3,7,14,8,6,8,7,0,0,56,0,0,3,6,7,8,8,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,15,0,3,0,30,27,35,31,30,47,56,32,16,14,285,52,166,256,425,603,628,327,103,32,2581,0,11,8,16,35,38,22,5,0,137,0,5,7,17,19,15,4,0,0,72,0,38,79,115,177,185,141,48,7,790,3,16,48,56,55,56,52,20,6,310,0,5,7,9,0,4,6,0,0,41
505011083,0,9,13,17,25,24,0,0,0,83,9,4,17,24,22,10,4,0,0,91,11,54,70,142,252,180,65,27,3,806,13,25,26,55,86,60,16,7,0,276,0,3,9,3,16,3,0,0,0,38,0,3,6,20,23,17,7,0,0,72,0,0,0,15,50,23,5,7,4,107,0,12,24,69,116,68,16,15,3,330,8,12,8,19,27,20,6,0,0,102,7,10,8,3,6,5,0,0,0,37,0,5,11,11,23,4,5,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,17,21,15,15,22,41,31,21,20,13,205,63,156,206,404,685,452,145,78,28,2212,0,7,11,8,18,17,5,0,0,82,0,4,19,30,30,11,3,0,0,100,8,55,83,135,209,224,98,38,17,864,0,25,46,52,79,69,27,11,4,302,0,0,8,10,6,7,5,0,0,38
505021084,0,3,26,24,18,11,15,0,0,98,4,18,56,52,11,9,4,0,0,156,0,85,251,230,175,177,133,64,10,1124,12,58,103,80,61,51,58,28,3,445,0,0,14,16,15,6,5,4,0,55,0,4,38,20,18,11,4,0,0,100,0,0,14,25,17,22,11,3,0,100,8,37,164,117,63,57,46,12,3,507,3,14,49,36,33,31,14,6,0,186,4,14,29,18,4,13,4,0,0,88,0,28,34,36,21,17,7,0,0,147,0,0,0,0,0,0,0,0,0,4,0,0,3,7,7,4,7,5,0,49,31,51,100,80,76,54,79,75,32,582,63,320,883,743,530,460,387,191,55,3636,0,15,33,25,20,17,13,8,0,129,0,17,62,43,33,10,3,0,0,172,4,54,277,229,205,157,145,97,18,1187,4,26,153,102,66,38,46,39,10,490,0,0,16,9,17,11,5,0,0,61
505021085,0,7,15,17,17,8,3,0,0,68,5,21,81,29,9,9,0,0,0,151,7,67,194,171,167,120,84,42,6,864,11,34,67,48,39,51,42,14,3,312,0,5,16,14,7,9,3,0,0,49,0,13,18,14,22,8,0,0,0,72,0,5,20,6,18,13,6,0,0,77,6,28,116,57,22,14,14,3,0,269,3,15,57,52,45,21,4,0,0,205,0,14,25,20,9,3,0,0,0,67,3,17,53,34,24,14,4,0,0,149,0,0,0,0,4,3,0,0,0,9,0,5,14,14,3,5,3,0,0,44,102,101,187,181,167,102,86,55,16,994,131,328,861,664,565,384,254,122,24,3327,0,9,38,20,9,11,10,0,0,97,3,21,107,45,21,4,0,0,0,202,18,102,296,195,193,158,94,55,7,1119,17,43,120,46,40,36,35,18,3,364,0,0,13,16,10,11,6,0,0,58
