SA2_CODE_2021,Netherlands_C11_P,Netherlands_C16_M,Netherlands_C16_F,Netherlands_C16_P,Netherlands_C21_M,Netherlands_C21_F,Netherlands_C21_P,New_Zealand_C11_M,New_Zealand_C11_F,New_Zealand_C11_P,New_Zealand_C16_M,New_Zealand_C16_F,New_Zealand_C16_P,New_Zealand_C21_M,New_Zealand_C21_F,New_Zealand_C21_P,Pakistan_C11_M,Pakistan_C11_F,Pakistan_C11_P,Pakistan_C16_M,Pakistan_C16_F,Pakistan_C16_P,Pakistan_C21_M,Pakistan_C21_F,Pakistan_C21_P,Philippines_C11_M,Philippines_C11_F,Philippines_C11_P,Philippines_C16_M,Philippines_C16_F,Philippines_C16_P,Philippines_C21_M,Philippines_C21_F,Philippines_C21_P,Poland_C11_M,Poland_C11_F,Poland_C11_P,Poland_C16_M,Poland_C16_F,Poland_C16_P,Poland_C21_M,Poland_C21_F,Poland_C21_P,Singapore_C11_M,Singapore_C11_F,Singapore_C11_P,Singapore_C16_M,Singapore_C16_F,Singapore_C16_P,Singapore_C21_M,Singapore_C21_F,Singapore_C21_P,South_Africa_C11_M,South_Africa_C11_F,South_Africa_C11_P,South_Africa_C16_M,South_Africa_C16_F,South_Africa_C16_P,South_Africa_C21_M,South_Africa_C21_F,South_Africa_C21_P,Sri_Lanka_C11_M,Sri_Lanka_C11_F,Sri_Lanka_C11_P,Sri_Lanka_C16_M,Sri_Lanka_C16_F,Sri_Lanka_C16_P,Sri_Lanka_C21_M,Sri_Lanka_C21_F,Sri_Lanka_C21_P,Taiwan_C11_M,Taiwan_C11_F,Taiwan_C11_P,Taiwan_C16_M,Taiwan_C16_F,Taiwan_C16_P,Taiwan_C21_M,Taiwan_C21_F,Taiwan_C21_P,Thailand_C11_M,Thailand_C11_F,Thailand_C11_P,Thailand_C16_M,Thailand_C16_F,Thailand_C16_P,Thailand_C21_M,Thailand_C21_F,Thailand_C21_P,Unitd_Kingdom_C11_M,Unitd_Kingdom_C11_F,Unitd_Kingdom_C11_P,Unitd_Kingdom_C16_M,Unitd_Kingdom_C16_F,Unitd_Kingdom_C16_P,Unitd_Kingdom_C21_M,Unitd_Kingdom_C21_F,Unitd_Kingdom_C21_P,Unit_Sts_Amer_C11_M,Unit_Sts_Amer_C11_F,Unit_Sts_Amer_C11_P,Unit_Sts_Amer_C16_M,Unit_Sts_Amer_C16_F,Unit_Sts_Amer_C16_P,Unit_Sts_Amer_C21_M,Unit_Sts_Amer_C21_F,Unit_Sts_Amer_C21_P,Vietnam_C11_M,Vietnam_C11_F,Vietnam_C11_P,Vietnam_C16_M,Vietnam_C16_F,Vietnam_C16_P,Vietnam_C21_M,Vietnam_C21_F,Vietnam_C21_P,Born_elsewhere_C11_M,Born_elsewhere_C11_F,Born_elsewhere_C11_P,Born_elsewhere_C16_M,Born_elsewhere_C16_F,Born_elsewhere_C16_P,Born_elsewhere_C21_M,Born_elsewhere_C21_F,Born_elsewhere_C21_P,Country_birt_ns_C11_M,Country_birt_ns_C11_F,Country_birt_ns_C11_P,Country_birt_ns_C16_M,Country_birt_ns_C16_F,Country_birt_ns_C16_P,Country_birt_ns_C21_M,Country_birt_ns_C21_F,Country_birt_ns_C21_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P,Tot_C21_M,Tot_C21_F,Tot_C21_P
505031257,12,4,3,13,3,8,16,37,45,86,61,50,112,87,78,167,0,0,0,0,0,0,0,0,0,0,8,16,5,10,10,0,9,11,0,0,3,5,3,4,0,3,3,0,0,5,0,0,0,0,0,0,8,15,23,12,24,33,41,37,75,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,0,0,4,0,3,3,5,5,7,0,7,10,146,180,322,228,234,463,274,299,574,10,0,9,6,6,12,4,6,16,0,6,6,0,0,0,0,3,3,25,15,42,41,31,72,50,46,97,88,62,154,168,158,322,177,134,316,1073,1087,2155,1531,1459,2991,1968,1856,3822
505031258,24,14,17,31,18,15,38,93,91,186,249,250,502,277,300,579,0,0,0,0,0,0,0,0,0,9,8,17,6,21,25,22,43,63,3,6,3,14,4,18,10,12,19,3,0,4,0,5,8,10,3,13,29,32,64,124,139,261,165,182,347,0,0,0,4,0,4,0,7,4,0,0,0,7,16,17,0,3,6,0,5,6,0,9,12,7,26,26,523,585,1112,936,1012,1953,1070,1186,2255,10,6,17,17,11,27,19,15,38,0,3,3,0,3,8,0,11,12,46,73,120,117,126,238,166,196,362,159,138,302,442,453,898,323,263,585,2219,2242,4458,4361,4496,8862,5393,5618,11009
505031303,50,31,27,63,21,24,41,166,151,314,183,168,353,194,197,388,3,3,6,9,7,12,11,10,22,31,49,77,65,83,148,104,131,237,17,21,35,19,29,46,17,26,39,21,25,47,20,31,49,25,31,55,125,143,265,157,171,329,197,208,408,3,4,9,4,8,16,15,13,26,0,4,0,11,21,37,6,7,10,0,5,8,0,10,11,6,22,35,692,733,1427,682,732,1419,759,795,1553,28,15,39,13,16,29,19,26,42,69,61,129,74,78,153,65,82,145,172,182,355,245,270,520,293,356,650,215,202,415,271,266,537,248,199,452,4835,4955,9792,5628,5864,11490,6382,6751,13139
505031304,12,7,8,18,14,14,22,96,77,178,169,146,314,175,139,315,5,8,12,16,18,38,34,32,63,24,29,55,55,59,111,109,127,229,25,22,47,17,22,36,20,19,42,19,20,36,24,44,62,31,50,81,114,110,225,166,175,336,162,174,332,8,3,19,23,18,43,21,13,36,0,4,0,7,10,14,9,14,23,9,12,18,8,38,47,27,55,81,272,287,557,399,417,815,439,450,893,12,9,23,15,13,32,19,16,38,85,85,167,171,192,360,229,263,488,275,263,543,578,552,1130,734,771,1511,122,109,222,253,233,483,227,149,375,3722,3757,7475,6068,6126,12196,7709,7691,15401
505031305,31,15,17,36,12,16,33,150,132,283,158,143,305,174,139,311,7,6,14,18,14,34,19,14,32,56,59,118,45,74,115,50,87,138,21,25,43,15,25,42,17,24,41,37,45,79,45,40,88,41,49,90,245,249,489,262,284,544,256,298,559,11,8,19,10,12,22,10,9,20,0,0,0,3,6,9,8,7,11,5,15,25,14,23,42,10,27,36,485,463,942,522,497,1021,505,463,971,17,12,27,15,12,30,23,13,40,143,151,290,161,173,338,174,207,378,547,586,1132,614,634,1245,653,727,1380,159,142,304,284,246,528,198,131,329,5704,5796,11500,6528,6684,13207,6994,7202,14199
505031306,62,23,27,50,22,24,49,300,271,568,345,308,652,293,278,569,0,5,5,11,3,11,6,0,5,52,63,120,63,76,138,60,81,142,18,23,40,9,20,34,18,16,36,28,28,50,27,32,52,30,34,65,142,159,307,152,181,330,169,192,365,4,4,10,6,8,10,21,11,27,7,10,18,14,26,42,0,7,11,6,28,33,9,46,54,17,39,51,1123,1225,2355,1087,1190,2279,1038,1121,2158,12,14,28,22,16,38,17,16,34,36,46,87,39,58,97,52,54,98,268,243,517,326,321,651,336,355,695,357,295,653,415,380,796,330,234,563,6495,6662,13162,6957,7174,14129,7236,7441,14678
506011110,232,94,105,206,87,114,203,295,325,620,350,363,716,441,401,842,12,3,18,17,7,27,28,24,48,44,109,158,146,205,347,272,364,636,8,11,22,12,11,18,9,19,27,17,26,49,38,40,81,65,65,133,67,67,136,74,87,156,121,125,248,10,4,21,33,32,63,43,46,91,0,3,3,0,10,10,7,19,20,11,32,43,17,65,81,34,84,119,860,1010,1869,769,964,1735,813,998,1809,20,22,42,19,29,50,29,37,61,7,10,20,9,11,21,11,18,28,240,234,473,444,458,902,624,687,1306,704,669,1370,940,919,1861,900,831,1727,7969,8271,16243,9297,9749,19046,11298,11872,23166
506011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,7,10,18,3,0,3
506011112,42,18,20,43,20,25,48,116,104,224,128,99,229,116,102,215,0,4,7,12,15,27,20,22,40,13,25,36,47,76,125,46,73,118,0,0,4,3,5,4,0,4,3,7,9,16,0,6,12,6,5,14,17,17,40,13,20,33,20,12,36,8,3,12,16,14,23,22,14,38,0,0,0,0,4,6,0,4,8,12,17,24,22,29,50,34,40,78,290,318,607,281,287,569,278,297,578,7,6,16,0,10,11,0,11,8,4,9,12,7,0,10,8,9,16,121,100,220,146,137,286,143,157,298,210,160,372,184,168,350,182,158,339,2656,2595,5250,2773,2761,5532,2906,2881,5793
506011114,108,35,44,81,38,41,82,181,162,344,202,202,409,174,170,346,3,0,0,25,23,52,13,16,30,13,24,42,62,57,123,43,76,114,7,15,21,3,8,14,5,10,14,17,18,38,21,19,41,19,14,35,26,31,55,35,44,81,50,54,105,7,4,13,34,24,60,42,32,71,0,0,0,0,5,0,0,4,4,12,24,39,15,34,57,11,47,61,729,779,1507,647,645,1295,614,640,1253,20,16,34,29,22,50,19,20,42,3,6,12,11,6,15,8,10,19,142,129,269,196,206,400,183,177,357,408,359,771,460,450,904,387,389,781,5007,5018,10022,5254,5225,10479,5251,5351,10604
506011115,124,55,58,112,37,50,90,88,98,185,112,97,212,122,105,226,0,0,0,0,0,0,0,0,0,3,21,21,11,27,37,12,23,36,7,5,19,5,6,16,5,11,15,9,12,27,24,18,45,20,14,31,54,54,110,60,51,111,73,64,135,0,4,0,4,0,8,3,0,4,0,0,0,4,0,4,0,3,3,0,8,8,4,18,19,4,20,25,769,736,1511,689,695,1384,676,686,1364,12,9,25,19,26,36,15,19,32,0,4,4,0,6,6,0,11,11,80,95,181,100,99,195,110,114,224,206,173,381,260,265,527,174,151,324,3679,3653,7329,3974,3979,7959,4122,4120,8241
506011116,74,34,24,55,30,22,55,92,105,202,82,72,153,90,80,169,0,0,0,0,0,0,0,0,0,0,4,4,0,7,7,0,7,13,9,7,11,10,14,20,10,11,18,7,12,21,12,11,22,12,13,24,36,36,75,59,57,120,60,55,118,0,0,0,0,5,5,0,3,3,0,0,0,0,6,6,0,0,6,0,6,6,3,9,13,0,9,10,645,644,1290,598,580,1185,587,559,1148,22,27,42,22,16,37,20,23,43,0,0,0,0,0,5,0,8,11,77,100,180,72,106,180,103,129,226,124,86,213,197,199,390,134,94,222,3384,3391,6774,3521,3514,7033,3658,3585,7243
506011117,47,23,14,43,24,14,41,203,175,373,225,231,458,232,239,474,3,0,3,17,13,35,17,15,28,58,69,126,144,153,296,217,236,453,9,0,6,5,4,6,5,3,5,15,22,36,21,25,45,18,17,37,36,35,71,52,53,104,56,51,102,10,10,24,51,44,94,44,48,96,0,0,0,0,5,0,0,4,4,3,13,15,26,45,74,55,77,134,426,455,873,340,370,709,314,330,646,18,9,29,17,13,26,14,4,18,6,15,17,6,12,19,7,12,16,159,156,316,309,276,585,331,351,684,332,279,611,314,311,626,371,299,661,4593,4624,9216,5170,5098,10273,5693,5709,11409
506011307,7,9,7,15,12,0,13,72,50,121,180,130,309,143,142,282,6,8,14,19,17,33,52,47,103,32,31,58,105,105,209,122,147,264,3,0,0,8,4,11,7,6,12,37,45,81,92,86,185,99,109,209,114,106,216,191,185,381,171,172,338,12,8,20,70,71,137,127,123,252,0,3,6,0,3,11,9,15,25,0,9,9,4,17,24,11,28,36,261,220,487,362,332,692,372,341,710,6,10,15,10,9,18,11,12,24,0,0,0,7,8,13,5,8,15,80,84,163,247,252,501,299,342,642,81,45,120,163,132,291,170,115,278,1894,1906,3804,4494,4583,9075,5747,5919,11667
506011308,13,10,5,9,7,12,21,66,65,130,182,175,358,210,201,407,6,3,12,22,17,34,55,52,106,12,12,22,87,90,175,221,249,468,0,5,8,3,10,16,0,3,13,34,37,74,108,109,211,156,163,320,66,63,138,184,175,361,236,243,482,8,7,14,70,71,137,119,122,242,0,3,4,13,14,29,14,37,53,0,9,5,9,14,24,12,31,40,203,182,389,373,360,731,418,389,808,5,0,5,21,16,33,16,31,50,6,7,14,13,15,29,13,29,40,95,85,180,291,305,592,449,515,959,80,76,163,206,156,365,235,155,390,1862,1785,3653,5108,5081,10189,7916,8135,16049
506021118,58,26,24,46,23,17,39,309,257,566,315,279,591,305,240,545,44,19,63,73,32,107,96,50,142,107,121,234,131,180,314,118,188,310,25,29,53,19,22,46,16,18,34,69,83,147,85,72,159,73,83,157,64,53,112,63,50,106,78,66,147,30,30,56,52,42,95,66,47,115,4,18,22,18,29,47,30,46,67,15,42,54,25,63,88,22,64,88,518,460,974,460,418,882,461,408,873,11,13,26,17,16,33,20,27,45,51,61,108,51,73,127,55,89,145,366,409,779,404,424,825,460,471,936,693,553,1244,767,679,1445,661,559,1225,6747,6540,13288,7291,7026,14324,7677,7405,15082
506021119,49,25,18,44,17,21,42,254,190,451,260,202,461,236,203,441,38,20,58,62,38,104,67,21,92,58,80,139,85,110,196,73,130,202,24,26,49,16,28,50,15,26,38,53,55,107,39,60,101,45,75,116,63,48,111,63,52,115,66,66,126,37,34,69,31,41,70,40,33,75,5,15,26,35,69,106,23,40,63,18,45,65,32,42,74,27,59,90,571,525,1093,601,515,1113,626,511,1135,31,19,50,36,32,69,41,41,81,38,39,86,56,75,134,48,65,110,460,494,959,495,536,1022,490,560,1051,559,419,977,791,706,1506,559,443,1003,7628,7364,14993,8338,8213,16550,8691,8547,17245
506021120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0
506021121,0,0,0,0,0,0,0,0,0,0,7,0,7,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,7,0,0,3,6,5,9,5,0,10,0,0,0,0,0,0,51,5,55,19,7,27,14,7,20
506021123,60,27,28,51,28,24,52,243,200,436,216,166,387,239,155,392,54,20,77,35,30,69,46,19,62,38,66,107,61,109,174,65,105,172,21,24,47,25,21,41,17,20,34,71,83,153,61,83,150,78,98,179,67,57,121,65,63,127,92,76,165,72,46,115,59,46,112,60,55,117,11,21,28,32,58,82,24,34,56,18,40,60,25,56,80,31,66,104,608,459,1069,578,427,1005,567,461,1034,34,37,71,27,24,56,48,52,100,32,53,83,38,48,84,52,87,143,445,414,855,462,435,900,459,512,971,748,514,1258,635,547,1192,505,350,856,7089,6520,13607,7425,7063,14481,8061,7749,15816
506021309,37,11,17,31,11,8,22,148,136,277,183,139,323,161,136,298,30,20,47,56,29,83,55,29,89,101,80,187,176,196,370,188,246,438,17,24,43,23,28,46,10,24,28,32,30,60,33,34,65,32,37,71,39,34,70,22,33,52,27,30,53,25,18,45,33,31,66,57,34,90,0,3,5,24,20,46,18,31,46,12,21,30,14,27,41,25,47,68,247,255,502,208,214,425,208,199,410,4,11,22,14,13,24,8,17,24,23,26,49,26,32,68,38,54,88,237,235,475,260,289,539,353,343,700,239,186,422,447,398,844,324,295,618,3656,3617,7274,4122,3950,8069,4419,4442,8864
506021310,12,3,4,15,4,3,9,110,91,202,116,100,223,122,122,247,18,13,28,60,44,103,104,88,193,60,52,107,79,110,191,83,124,209,12,21,32,16,6,16,10,14,28,14,19,35,26,21,46,28,27,54,12,15,28,17,26,43,27,20,50,16,13,26,18,10,28,17,19,43,0,3,7,14,15,27,3,5,11,8,13,27,12,24,34,13,23,34,224,222,440,184,174,359,181,178,364,15,8,19,10,9,18,12,6,22,16,17,34,18,22,34,29,29,59,307,325,630,256,291,546,291,321,614,201,155,358,253,294,545,195,167,364,3108,3082,6189,3424,3458,6887,3689,3710,7394
506021311,16,8,8,15,7,10,13,170,143,313,181,154,330,166,141,308,26,10,33,78,29,105,72,34,104,53,75,129,72,125,198,66,130,196,22,28,45,20,19,40,15,18,39,32,46,75,50,68,119,56,76,130,43,24,71,38,44,78,48,62,113,31,22,56,34,24,62,45,45,85,6,3,15,21,34,56,29,46,74,17,37,50,15,47,62,12,57,68,268,208,480,275,255,532,316,248,570,17,8,22,10,13,23,20,19,35,32,35,68,29,38,71,40,62,100,316,294,610,377,355,732,483,443,932,417,353,772,702,611,1314,359,257,619,4319,4079,8400,5376,4988,10366,5614,5282,10897
506031124,88,34,49,79,42,50,93,197,175,374,192,167,356,180,165,342,86,20,108,181,48,227,341,46,393,102,117,217,147,161,308,150,162,311,27,27,55,25,25,52,21,30,54,149,205,350,119,177,296,122,174,292,76,79,155,75,93,170,81,82,161,83,55,141,100,53,147,105,64,171,18,22,38,38,67,102,30,71,102,37,58,92,45,69,110,38,75,111,562,673,1237,503,570,1066,537,524,1062,35,34,72,30,33,66,33,30,67,72,90,162,114,111,222,91,127,218,952,837,1790,936,873,1808,985,988,1975,891,767,1657,850,873,1722,682,689,1374,9647,9909,19557,10177,9890,20062,10403,10217,20612
506031125,33,19,16,32,14,15,28,118,118,239,130,112,245,116,110,231,7,5,16,18,12,27,44,38,83,20,28,53,20,35,54,16,31,50,11,17,27,13,15,27,12,18,29,169,212,380,164,192,361,167,193,367,146,132,275,119,127,250,106,110,218,52,45,98,56,58,110,75,75,146,4,11,13,12,33,43,6,14,21,5,19,27,3,23,25,11,23,34,511,485,998,397,407,804,376,359,734,10,20,34,20,25,43,18,17,37,10,14,21,6,12,15,21,23,41,227,253,483,213,233,445,232,268,501,129,133,260,179,158,336,138,94,232,4999,5161,10155,4860,5131,9997,4957,5119,10078
506031126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3
506031127,53,20,22,38,13,18,34,242,181,425,220,178,395,192,147,338,62,20,80,191,99,290,244,108,353,248,245,494,442,453,893,410,475,885,14,25,46,12,23,44,14,14,28,56,86,144,80,96,172,86,116,208,48,40,86,38,38,71,39,41,85,111,80,190,133,97,230,130,106,236,13,20,35,66,86,154,61,70,129,36,43,83,41,60,99,31,67,94,356,335,701,292,284,579,278,241,517,22,11,35,24,14,42,32,24,52,42,52,97,58,77,132,69,103,180,791,780,1574,893,854,1745,957,929,1887,653,473,1129,638,589,1223,647,565,1208,7745,7201,14951,9261,8794,18047,10539,10112,20655
506031128,57,22,37,57,18,34,51,225,203,424,224,176,398,179,177,359,29,18,51,53,35,84,48,33,78,49,71,118,94,119,214,78,95,174,15,16,36,9,18,24,15,16,26,124,154,272,116,154,272,115,156,266,87,81,176,93,88,180,76,77,152,52,52,103,78,55,132,59,56,124,0,9,10,18,26,50,6,21,29,15,38,55,12,54,68,17,61,77,779,801,1582,684,680,1365,596,613,1209,25,14,40,25,22,47,23,21,45,20,30,50,25,34,56,35,43,78,277,332,604,329,362,694,332,414,751,262,221,485,334,277,616,271,239,510,6741,6797,13538,6904,6901,13806,6912,7080,13992
506031129,89,27,47,72,27,32,53,125,129,249,124,132,257,118,117,243,6,4,12,20,21,41,50,47,99,37,64,105,53,70,121,50,65,115,19,18,38,14,17,31,16,19,33,127,141,271,147,167,311,154,196,353,148,123,274,99,93,190,88,94,188,163,160,321,182,163,347,214,206,418,15,23,36,25,35,58,26,25,46,0,18,22,11,32,42,13,38,45,664,623,1290,617,552,1165,544,494,1033,24,26,50,30,21,50,37,22,65,23,24,49,30,35,66,37,52,88,272,321,599,268,324,590,293,336,627,310,276,580,223,298,525,178,162,340,6354,6798,13153,6510,6973,13485,7037,7477,14518
506031130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,6,13,5,0,5,16,5,19,17,6,25,12,0,16
506031131,60,33,21,56,22,15,38,203,154,359,174,134,309,165,138,306,41,33,71,60,44,111,67,61,129,34,46,79,31,43,72,32,39,75,13,16,34,12,16,32,11,12,28,219,292,512,256,283,533,256,304,556,138,171,305,128,131,259,118,137,263,123,123,253,166,162,327,196,194,390,20,29,46,46,56,99,34,55,88,11,34,49,14,34,46,10,38,49,770,728,1502,675,611,1287,552,541,1088,41,23,63,41,28,73,29,29,62,32,32,71,34,42,75,51,62,111,338,402,735,356,434,793,413,460,869,233,191,424,253,259,517,218,176,396,8647,8751,17390,8967,9215,18187,9533,9731,19262
506041132,70,36,23,57,29,21,51,297,248,547,323,277,604,237,206,443,34,21,52,113,68,182,124,88,214,170,191,355,355,360,716,413,476,884,21,36,56,23,24,48,21,33,50,99,95,187,78,88,160,84,98,179,46,47,98,50,38,84,56,45,98,76,47,125,129,90,212,151,117,268,7,16,24,47,74,129,24,47,77,61,93,150,57,77,136,53,102,158,596,558,1153,464,458,920,440,398,834,15,10,35,23,16,45,27,18,43,54,66,117,70,80,155,71,83,152,796,781,1580,906,915,1826,1005,982,1981,742,598,1346,567,486,1050,614,550,1164,9063,8547,17616,9812,9066,18875,10457,9823,20280
506041133,66,26,24,52,27,16,44,291,242,531,357,285,645,299,208,506,52,43,91,94,76,174,130,115,248,66,105,170,107,151,260,118,171,283,12,15,32,11,15,30,16,25,34,279,344,620,314,344,664,296,340,630,399,393,793,319,383,699,264,318,579,100,72,171,161,141,302,193,164,356,9,7,16,57,72,127,42,55,98,11,44,55,10,43,51,20,52,74,1035,986,2015,876,802,1680,771,725,1501,25,21,47,32,24,52,32,27,60,52,38,87,59,55,114,62,79,142,538,518,1051,612,632,1245,614,649,1260,578,481,1062,442,415,855,364,246,611,10566,9937,20510,11947,11119,23065,12425,11985,24415
506041134,135,46,51,97,39,55,94,396,391,788,406,381,791,402,356,757,23,12,34,71,75,146,144,106,245,60,100,167,230,283,515,345,428,773,12,3,14,13,13,22,10,8,18,30,38,76,43,41,84,51,50,96,68,65,136,42,44,86,49,54,100,21,20,35,137,86,220,120,106,225,3,5,10,9,13,20,3,13,20,33,62,90,60,92,148,62,141,201,1013,1055,2073,820,889,1712,746,812,1557,32,15,47,27,18,41,26,17,42,12,9,21,16,28,45,29,42,71,395,419,815,559,568,1130,640,673,1309,928,848,1778,898,925,1818,715,712,1430,9512,9655,19172,10056,10226,20285,10477,10664,21146
506041135,47,24,19,39,15,13,26,279,236,518,360,288,649,310,290,601,15,17,31,67,67,136,166,150,314,45,71,119,162,189,347,212,238,453,5,11,16,14,16,28,10,21,32,90,107,201,155,181,329,145,156,302,177,196,371,277,255,531,246,263,512,39,33,63,102,95,193,109,111,227,0,0,3,9,25,34,12,25,42,13,27,40,19,44,66,18,62,78,808,782,1589,798,739,1533,701,678,1382,26,16,39,26,20,51,31,28,56,9,11,21,11,28,43,23,32,56,284,285,570,510,500,1007,594,675,1272,334,251,591,407,362,770,395,336,731,7215,7317,14529,9608,9429,19041,10808,11062,21869
506041136,110,33,52,83,25,35,63,200,187,389,228,208,431,195,170,367,15,18,35,65,48,109,125,121,248,83,131,212,271,347,617,418,507,923,15,17,30,11,10,23,13,10,25,38,38,72,28,26,62,37,28,61,40,29,66,35,29,63,50,37,93,20,10,27,78,52,127,74,67,139,3,4,7,9,15,23,3,15,20,33,46,82,52,65,117,48,84,128,523,548,1073,487,511,995,390,415,808,15,11,24,16,12,28,19,11,26,11,19,26,17,24,45,18,29,43,340,312,651,452,431,884,515,486,1000,446,403,853,495,421,921,553,495,1049,5979,5814,11798,7041,6610,13649,7590,7410,15005
506041137,138,55,58,113,46,54,98,445,397,839,447,397,845,377,322,704,33,39,72,100,62,161,159,119,275,126,154,281,207,253,459,206,248,454,20,13,30,20,15,32,22,13,34,153,180,330,177,223,397,166,197,369,120,135,255,122,139,269,119,130,249,39,36,71,73,60,135,74,78,147,5,9,15,31,38,74,19,33,50,26,69,89,36,95,134,43,101,139,1274,1284,2564,1039,1021,2060,934,966,1896,34,21,57,36,22,56,29,25,61,30,46,75,39,78,113,50,82,132,554,580,1134,573,611,1183,630,695,1323,616,566,1185,597,525,1117,519,468,992,11410,11558,22967,11541,11613,23152,11726,11935,23665
506051138,87,29,34,59,28,31,60,381,312,693,423,407,833,374,332,706,9,4,6,21,23,43,45,46,86,85,110,196,194,241,438,201,246,453,12,19,34,16,12,35,14,12,27,55,66,117,65,66,131,59,63,116,86,80,170,106,88,196,102,107,212,11,19,31,38,38,72,43,44,84,7,0,9,7,12,18,10,10,24,12,27,35,14,42,54,14,63,77,691,770,1465,655,668,1329,618,644,1261,27,20,45,18,17,32,16,19,36,3,10,16,3,16,22,6,23,35,271,278,552,371,411,777,385,444,836,461,419,885,554,532,1093,508,419,926,7874,8059,15935,9241,9421,18666,9801,9925,19729
506051139,57,27,24,51,24,25,48,291,251,543,345,315,669,261,247,513,3,4,5,0,5,3,6,10,12,60,58,114,97,105,200,90,121,218,6,10,16,7,5,14,3,5,8,16,13,27,16,22,41,17,24,49,44,34,79,51,72,120,44,61,106,0,5,6,8,11,20,14,5,21,4,0,4,7,8,13,8,7,14,5,23,30,5,24,29,7,31,38,552,560,1115,488,534,1023,476,542,1020,9,12,19,12,13,28,11,8,17,6,7,9,9,17,28,8,12,23,127,151,279,149,168,311,150,169,321,433,349,782,508,460,966,319,239,551,5911,5867,11781,6119,6188,12307,6029,6169,12198
506051140,91,35,46,83,34,31,69,224,202,423,215,194,408,230,195,424,0,0,4,3,0,5,0,0,0,13,16,26,11,45,53,14,44,55,8,13,23,11,14,24,16,18,33,27,34,67,25,27,53,23,27,47,72,84,153,81,94,178,85,109,197,5,0,10,10,8,22,12,12,19,0,0,0,5,4,9,0,7,9,12,28,32,8,27,42,10,44,52,1249,1292,2539,1144,1187,2334,1096,1118,2214,29,33,64,34,35,67,38,43,77,0,5,4,6,0,5,0,5,6,211,266,477,221,268,494,209,293,502,285,297,585,394,387,785,273,266,539,7147,7374,14523,7312,7580,14891,7442,7693,15136
506051141,78,52,39,87,39,49,89,133,119,251,148,145,294,154,145,295,0,3,6,0,0,0,0,0,5,0,24,20,7,26,33,7,33,38,4,9,11,6,11,12,4,11,11,12,24,37,12,26,41,13,25,36,82,87,170,77,82,156,94,98,188,7,0,13,5,5,15,11,5,21,0,0,0,0,0,0,0,0,0,3,11,19,6,21,30,3,28,33,786,779,1565,702,725,1429,656,655,1315,20,23,51,21,26,42,33,24,54,3,3,8,7,6,11,3,6,16,155,208,363,168,200,372,160,200,359,317,249,566,359,302,661,198,139,340,5596,5726,11323,5787,5803,11591,5832,5866,11698
