SA2_CODE_2021,C21_1500_1999_R100_149,C21_1500_1999_R150_199,C21_1500_1999_R200_224,C21_1500_1999_R225_274,C21_1500_1999_R275_349,C21_1500_1999_R350_449,C21_1500_1999_R450_549,C21_1500_1999_R550_649,C21_1500_1999_R650more,C21_1500_1999_R_NS,C21_1500_1999_R_Tot,C21_2000_2499_R1_74,C21_2000_2499_R75_99,C21_2000_2499_R100_149,C21_2000_2499_R150_199,C21_2000_2499_R200_224,C21_2000_2499_R225_274,C21_2000_2499_R275_349,C21_2000_2499_R350_449,C21_2000_2499_R450_549,C21_2000_2499_R550_649,C21_2000_2499_R650more,C21_2000_2499_R_NS,C21_2000_2499_R_Tot,C21_2500_2999_R1_74,C21_2500_2999_R75_99,C21_2500_2999_R100_149,C21_2500_2999_R150_199,C21_2500_2999_R200_224,C21_2500_2999_R225_274,C21_2500_2999_R275_349,C21_2500_2999_R350_449,C21_2500_2999_R450_549,C21_2500_2999_R550_649,C21_2500_2999_R650more,C21_2500_2999_R_NS,C21_2500_2999_R_Tot,C21_3000_3999_R1_74,C21_3000_3999_R75_99,C21_3000_3999_R100_149,C21_3000_3999_R150_199,C21_3000_3999_R200_224,C21_3000_3999_R225_274,C21_3000_3999_R275_349,C21_3000_3999_R350_449,C21_3000_3999_R450_549,C21_3000_3999_R550_649,C21_3000_3999_R650more,C21_3000_3999_R_NS,C21_3000_3999_R_Tot,C21_4000more_R1_74,C21_4000more_R75_99,C21_4000more_R100_149,C21_4000more_R150_199,C21_4000more_R200_224,C21_4000more_R225_274,C21_4000more_R275_349,C21_4000more_R350_449,C21_4000more_R450_549,C21_4000more_R550_649,C21_4000more_R650more,C21_4000more_R_NS,C21_4000more_R_Tot,C21_PI_S_R1_74,C21_PI_S_R75_99,C21_PI_S_R100_149,C21_PI_S_R150_199,C21_PI_S_R200_224,C21_PI_S_R225_274,C21_PI_S_R275_349,C21_PI_S_R350_449,C21_PI_S_R450_549,C21_PI_S_R550_649,C21_PI_S_R650more,C21_PI_S_R_NS,C21_PI_S_R_Tot,C21_AI_NS_R1_74,C21_AI_NS_R75_99,C21_AI_NS_R100_149,C21_AI_NS_R150_199,C21_AI_NS_R200_224,C21_AI_NS_R225_274,C21_AI_NS_R275_349,C21_AI_NS_R350_449,C21_AI_NS_R450_549,C21_AI_NS_R550_649,C21_AI_NS_R650more,C21_AI_NS_R_NS,C21_AI_NS_R_Tot,C21_Tot_R1_74,C21_Tot_R75_99,C21_Tot_R100_149,C21_Tot_R150_199,C21_Tot_R200_224,C21_Tot_R225_274,C21_Tot_R275_349,C21_Tot_R350_449,C21_Tot_R450_549,C21_Tot_R550_649,C21_Tot_R650more,C21_Tot_R_NS,C21_Tot_R_Tot
509031250,6,9,7,7,3,5,0,0,0,3,39,0,3,0,6,5,6,5,0,0,0,0,3,26,0,0,3,0,3,5,0,0,0,0,0,3,22,0,0,0,6,0,4,6,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,6,4,0,6,0,0,0,0,3,19,0,0,5,0,0,0,0,0,0,0,0,0,7,24,12,53,73,45,52,31,4,0,0,0,37,349
510011262,10,19,23,29,48,55,41,19,28,25,295,0,0,14,18,16,23,43,78,55,23,45,30,362,0,0,5,9,10,18,19,34,35,28,39,11,211,6,0,14,21,12,36,46,32,36,30,68,18,312,0,4,10,13,6,31,31,30,41,31,116,30,330,0,0,7,18,9,27,23,21,33,28,53,20,251,0,5,13,7,4,5,7,3,0,0,0,29,75,29,35,202,236,138,229,338,417,288,173,371,270,2729
510011263,33,20,7,12,11,12,4,0,0,21,183,29,13,18,12,6,19,11,15,0,0,0,10,137,9,4,7,0,5,4,13,4,6,0,0,15,63,19,3,10,7,3,7,4,10,8,3,5,18,97,7,4,12,3,8,12,4,3,3,3,5,15,85,25,19,22,12,3,11,15,6,4,0,0,15,130,9,17,6,4,0,4,0,0,0,0,0,10,50,376,252,236,129,54,97,82,80,18,7,14,157,1507
510011264,19,7,3,0,4,0,0,0,3,13,84,8,3,9,5,0,0,3,0,0,0,5,10,51,3,3,5,8,3,0,3,0,0,0,0,5,29,7,3,4,8,0,0,0,0,0,0,5,10,32,0,0,4,0,0,8,3,0,0,0,0,10,28,17,13,12,6,3,0,3,0,0,0,0,7,65,15,3,4,0,0,0,0,0,0,0,0,7,32,202,129,154,62,14,28,30,12,3,0,9,98,753
510011265,17,32,16,21,21,32,11,4,3,15,189,0,5,23,22,12,21,21,32,19,0,10,31,192,3,0,10,11,5,6,10,22,14,7,4,12,108,0,4,8,10,22,11,11,23,15,13,9,21,149,5,0,11,7,15,11,15,12,18,14,26,20,162,7,8,12,12,5,12,11,28,7,11,3,14,131,3,4,15,0,4,0,4,5,0,0,0,15,44,101,84,181,157,127,140,168,202,98,54,77,199,1586
510011266,12,5,4,8,3,5,0,0,7,5,56,5,0,7,0,0,8,9,0,0,0,0,13,49,0,0,5,0,3,0,3,0,0,0,4,10,23,0,0,5,0,0,0,3,0,3,0,0,12,26,6,0,5,0,3,0,6,4,0,0,7,3,36,4,7,3,3,3,0,0,0,0,0,0,8,31,0,6,4,0,0,0,0,0,0,0,0,12,22,67,93,113,35,36,45,42,11,3,0,24,103,575
510021267,8,0,0,0,0,0,0,0,0,10,41,5,0,0,0,0,0,0,0,0,0,0,15,32,0,0,0,0,0,0,0,0,0,0,0,3,10,4,0,0,0,4,0,0,0,0,0,0,4,17,4,0,3,0,0,0,0,0,0,0,4,4,18,9,0,0,0,0,0,0,0,0,0,0,4,14,8,0,0,0,0,0,0,0,0,0,0,8,14,135,36,54,12,9,3,6,3,4,0,9,83,355
510021268,34,15,5,0,3,8,8,10,9,20,139,29,4,33,11,3,3,5,7,12,10,3,32,155,12,0,44,4,4,0,3,7,11,8,0,9,98,33,8,83,11,17,0,4,11,10,6,3,24,213,56,3,117,10,16,3,0,4,9,14,9,37,281,11,0,43,3,6,0,5,3,3,0,0,14,97,0,0,0,0,0,0,0,0,0,0,0,6,11,170,27,368,68,58,18,30,59,72,43,32,174,1116
510021269,3,5,4,7,3,6,21,0,13,15,90,29,4,12,9,0,3,8,24,16,10,21,23,165,3,0,6,3,4,4,0,0,3,3,12,8,56,46,4,29,7,11,10,6,5,21,21,47,26,217,85,4,69,7,15,13,7,19,25,15,60,52,374,16,3,5,0,6,4,0,7,7,6,18,10,77,3,0,0,0,0,0,0,0,0,0,0,4,11,200,16,143,32,52,46,24,71,98,59,182,179,1101
510021270,31,32,17,26,29,38,24,12,11,32,270,49,9,39,23,21,37,34,44,38,23,23,47,374,13,3,27,8,7,18,18,23,24,13,9,12,171,61,6,83,8,23,26,20,29,40,24,38,47,401,80,11,107,18,10,21,16,21,39,34,45,39,445,38,3,33,11,7,12,11,16,17,12,16,25,186,0,7,11,3,3,5,0,5,0,0,5,24,65,280,61,391,167,125,200,200,235,205,118,146,266,2397
510031271,18,7,4,0,5,5,0,3,11,32,130,143,4,19,7,3,0,3,11,7,5,12,50,269,53,6,5,4,5,0,0,4,3,0,0,12,96,192,9,16,11,11,3,6,7,8,8,10,41,300,222,8,26,13,3,4,3,4,3,9,18,58,364,92,6,8,3,4,0,0,0,0,0,0,15,126,4,0,0,0,0,0,0,0,0,0,0,13,19,798,34,109,52,41,29,33,41,29,17,59,248,1495
510031272,17,7,29,43,51,47,35,27,41,34,360,22,0,18,17,27,42,51,60,45,43,70,51,449,16,0,4,8,12,18,21,23,20,24,52,23,225,40,0,13,15,24,43,60,39,49,50,122,70,517,307,6,27,22,24,55,69,36,51,43,214,116,969,40,3,13,13,11,19,23,27,25,20,56,24,270,0,0,0,0,0,0,3,0,3,0,4,13,29,452,29,147,109,155,249,335,296,265,229,594,388,3251
510031273,6,3,9,6,8,8,6,0,3,10,71,14,15,20,11,0,4,11,9,6,0,10,3,106,9,5,7,8,0,4,0,4,0,0,7,7,54,30,22,18,21,0,7,6,3,8,6,10,10,139,47,23,42,50,3,6,10,6,14,0,27,13,242,16,7,9,10,0,0,6,4,0,0,12,0,62,0,0,0,4,0,0,0,0,0,0,0,5,11,141,92,137,147,32,40,56,52,41,22,70,71,887
511011274,8,5,11,24,38,35,6,0,6,8,145,0,0,3,6,11,20,50,45,7,0,6,10,168,0,0,0,0,4,11,11,25,5,0,0,5,67,0,0,0,0,4,17,24,45,12,3,0,0,114,0,0,5,0,0,13,11,17,9,0,6,6,69,0,0,0,12,13,22,31,30,6,0,3,6,106,0,0,3,3,4,3,0,0,0,0,0,10,31,21,14,135,132,123,230,306,260,49,9,16,77,1379
511011275,3,4,4,3,8,0,0,0,0,20,41,0,0,6,3,3,16,6,0,0,0,0,15,54,4,0,3,0,4,0,3,3,0,0,0,10,25,0,0,0,0,0,0,8,6,0,0,0,7,21,0,0,3,0,0,0,3,0,3,0,0,14,33,0,0,3,3,0,0,3,6,0,0,0,5,22,0,0,0,0,0,0,0,0,0,0,0,6,5,3,11,44,29,24,55,42,23,3,0,4,109,342
511021276,7,12,4,11,24,5,0,0,4,13,89,0,0,0,9,9,26,19,11,0,0,0,11,89,0,3,4,7,3,8,8,7,4,0,0,0,46,0,3,0,0,0,14,9,10,8,0,3,6,58,0,0,3,3,7,6,8,8,0,0,3,6,51,3,3,4,5,0,4,6,6,0,0,0,9,41,6,0,4,5,0,7,0,0,0,0,0,6,19,32,32,99,131,69,134,123,64,17,5,27,77,814
511021277,8,8,6,16,10,14,11,3,10,29,132,3,5,10,17,15,19,8,24,10,5,20,29,156,0,3,7,7,8,12,5,11,7,12,11,19,98,4,3,4,6,3,14,11,22,19,4,35,25,144,8,3,8,3,5,10,11,16,12,8,65,31,186,0,0,4,4,5,15,6,10,15,9,5,20,88,4,0,3,5,0,5,0,0,0,0,7,16,43,50,50,87,97,66,119,100,145,96,50,196,244,1295
511031278,3,6,9,21,41,37,3,0,0,11,130,0,0,0,4,9,13,29,35,10,0,4,14,111,0,0,0,3,8,17,19,11,10,0,0,4,63,0,0,3,0,0,8,23,33,7,4,0,9,90,0,0,0,0,3,3,20,16,10,0,0,5,61,0,0,4,0,3,3,9,13,0,3,0,0,41,0,0,0,0,0,4,0,3,0,0,0,4,11,4,3,56,53,52,123,244,173,43,8,4,56,823
511031279,12,16,26,42,65,57,8,11,0,18,264,0,0,10,15,16,42,67,68,23,8,3,15,273,0,0,0,11,9,20,31,34,14,11,3,6,129,0,0,7,4,15,19,56,73,35,17,9,3,234,0,0,7,3,8,30,36,57,32,30,15,13,234,0,4,3,9,5,17,26,32,19,12,3,5,135,0,0,6,0,0,0,9,0,3,0,0,11,33,8,15,131,110,152,260,389,384,143,82,40,99,1810
511031280,17,11,13,16,38,39,9,5,0,8,162,0,3,5,12,7,18,35,57,32,5,3,8,183,0,0,4,6,0,14,18,34,11,8,0,3,90,0,0,5,9,7,24,26,65,30,12,0,8,178,0,6,4,10,4,7,26,43,40,27,12,7,178,0,0,3,5,3,3,19,25,13,8,0,3,88,0,0,8,0,0,4,5,0,3,0,0,8,22,8,21,99,75,63,115,210,317,146,63,22,69,1210
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,6,15,13,8,7,0,0,0,0,6,56,0,0,3,20,9,14,10,6,0,0,0,12,71,0,0,0,3,0,9,0,0,0,0,0,0,20,0,0,3,4,10,10,3,4,0,0,0,4,41,0,6,5,6,9,11,6,6,0,0,0,3,49,0,0,4,17,0,8,5,0,0,0,0,0,42,0,0,4,5,0,0,0,0,0,0,0,4,13,14,14,69,135,71,90,52,15,0,0,4,57,524
511031283,4,6,5,3,0,6,0,0,0,29,96,18,3,9,3,0,5,0,4,0,0,0,31,67,9,0,6,3,0,0,0,0,0,0,0,3,21,22,0,3,3,0,0,0,0,0,0,0,13,44,12,0,0,4,0,0,0,0,7,0,0,22,43,28,12,8,3,3,0,3,0,0,0,0,3,59,8,10,0,0,0,0,0,0,0,0,0,4,21,281,87,44,46,12,17,12,9,4,4,0,136,656
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,7,21,28,43,51,17,4,0,0,9,189,0,0,9,8,22,40,44,24,0,0,0,14,164,0,0,0,5,7,15,27,14,4,0,0,3,77,0,0,0,4,4,11,20,13,8,0,0,5,59,0,0,0,3,3,7,7,11,15,0,5,5,58,0,0,6,13,8,17,29,18,0,0,0,7,107,0,0,9,5,7,4,3,0,0,0,0,12,39,24,25,230,348,276,411,342,140,37,6,15,104,1969
511041286,0,9,14,13,10,3,0,0,0,7,55,0,0,0,10,8,9,9,11,0,0,0,3,50,0,0,0,0,0,3,9,6,0,0,0,0,19,0,0,0,3,7,5,3,4,0,0,0,0,20,0,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,6,5,3,9,0,6,0,0,5,28,0,0,0,0,0,3,0,0,0,0,0,6,9,3,5,28,107,107,111,83,38,13,7,7,29,539
511041287,0,3,9,6,49,18,0,0,0,0,87,0,0,0,0,3,12,37,25,8,4,3,3,86,0,0,0,3,0,9,36,22,7,0,0,7,72,0,0,0,0,0,5,24,32,8,4,0,0,68,0,0,0,4,0,4,13,8,3,0,0,0,32,0,0,0,0,3,8,39,19,3,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,4,7,7,4,24,30,50,94,304,165,29,5,8,36,757
511041288,4,6,3,18,58,43,4,0,0,7,144,0,0,0,0,9,19,63,42,7,0,0,0,149,0,0,0,0,3,6,36,28,3,0,0,0,74,0,0,4,0,5,8,28,41,11,5,0,0,108,0,0,0,0,0,8,19,30,8,0,0,0,58,0,0,0,0,3,7,32,34,3,0,0,0,79,0,0,0,3,5,0,0,0,0,0,0,4,12,3,3,20,60,65,165,363,268,42,13,6,35,1039
511041289,0,0,3,6,10,3,0,0,6,7,32,0,0,4,0,0,12,11,4,0,0,4,0,38,0,0,0,0,4,0,10,4,0,0,4,4,22,0,0,0,0,0,5,4,5,0,0,0,0,16,0,0,0,0,0,3,4,4,0,3,9,0,18,0,0,3,0,0,7,12,8,0,0,0,0,28,0,0,5,0,0,0,0,0,0,0,0,0,6,0,8,45,42,33,82,92,46,6,6,17,36,402
511041290,8,3,0,0,0,0,0,0,0,21,51,0,0,10,3,3,0,3,0,3,0,0,22,55,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,6,3,0,0,4,0,0,0,11,31,5,0,0,0,0,0,0,0,0,3,0,12,18,5,0,7,0,0,0,0,0,0,0,0,5,12,0,0,0,6,0,0,0,0,0,0,0,9,15,47,17,78,43,15,19,9,10,4,4,11,119,379
511041291,3,11,5,4,3,0,0,0,0,12,56,0,5,3,6,0,8,0,0,0,0,3,12,39,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,3,7,3,4,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,5,12,0,0,0,3,4,4,0,5,0,0,0,7,28,0,0,0,0,3,4,0,0,0,0,0,0,7,11,27,55,54,44,42,15,12,4,0,9,72,328
511041292,0,7,10,3,13,0,4,0,3,8,58,3,0,8,3,4,4,8,9,3,0,4,14,61,0,0,0,4,0,0,9,5,0,0,0,13,29,0,0,0,0,3,9,3,3,0,0,8,9,43,4,0,0,0,0,4,6,0,0,0,5,9,32,6,0,4,0,0,5,6,4,0,0,3,4,33,0,0,0,0,0,0,3,0,0,0,0,0,11,16,8,40,58,62,72,79,36,16,3,34,102,531
597979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
599999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
