POA_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
POA6370,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,11,8,0,8,7,0,0,4,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,13,8,10,9,3,4,8,0,84
POA6372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,6,0,3,0,6,0,22
POA6373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,0,0,0,26
POA6375,8,6,0,0,0,0,3,0,0,19,7,0,0,7,6,0,0,0,0,21,22,0,35,13,10,8,6,11,5,103,4,0,0,0,0,4,0,4,0,18,0,0,0,3,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,57,36,36,32,26,18,14,17,4,238
POA6383,4,0,3,0,0,0,0,0,0,10,3,0,0,6,0,0,0,0,0,18,19,0,15,13,0,4,6,6,0,65,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,45,26,21,26,9,5,7,7,0,152
POA6384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
POA6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10
POA6386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,9,0,0,5,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,5,6,4,6,0,0,27
POA6390,0,3,4,0,4,0,5,0,0,22,0,7,4,5,6,0,3,0,0,28,15,4,91,15,27,9,44,11,0,225,3,0,0,0,3,0,0,3,0,12,0,0,5,0,0,0,3,5,0,19,0,0,0,0,0,0,0,0,0,3,4,5,5,0,0,0,0,4,0,18,54,74,111,34,52,8,68,31,4,430
POA6391,10,3,6,0,0,0,0,4,0,22,9,3,3,6,3,4,8,3,0,38,29,5,21,12,9,3,21,22,0,119,0,0,0,0,0,0,3,4,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,3,0,0,28,104,56,30,23,20,15,31,37,3,313
POA6392,5,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,6,0,0,15,19,4,13,3,5,0,4,4,0,50,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,47,23,18,14,9,0,4,11,0,113
POA6393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,5,0,0,3,0,21
POA6394,14,4,0,0,0,0,0,0,0,20,0,0,0,4,0,0,0,0,0,8,21,0,8,3,0,0,5,10,0,47,0,0,0,0,0,4,0,0,0,3,4,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,11,74,22,9,9,8,4,3,25,0,154
POA6395,13,0,0,4,3,0,0,0,0,32,12,0,4,11,3,0,0,5,0,34,26,0,49,9,6,5,12,19,0,132,4,0,0,3,0,4,0,4,0,14,4,0,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,4,0,6,4,0,3,3,0,3,3,5,0,23,119,71,60,37,24,14,28,51,0,404
POA6396,6,0,0,0,5,0,0,4,0,15,0,0,0,0,0,0,0,0,0,4,12,0,7,6,0,0,3,13,0,46,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,14,12,9,18,0,8,24,0,115
POA6397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,0,23
POA6398,0,0,0,0,0,0,0,0,0,3,3,0,6,5,0,5,0,0,0,16,6,6,16,10,3,0,3,9,3,49,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,27,35,20,14,11,10,4,12,9,135
POA6401,19,21,7,20,11,8,0,5,0,88,29,26,14,33,23,10,4,12,0,156,100,31,279,124,77,55,76,83,8,825,11,0,11,15,25,10,8,13,0,96,12,0,5,10,9,11,9,10,0,63,3,8,0,6,8,0,0,3,0,23,10,3,6,16,6,7,10,6,8,73,282,391,339,267,186,108,119,149,22,1861
POA6403,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,4,4,0,4,3,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,3,5,7,0,5,3,9,0,36
POA6405,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,10,4,0,0,4,3,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,16,10,15,6,6,0,5,7,0,69
POA6407,7,0,0,3,0,0,0,0,0,11,6,0,0,3,0,0,0,0,0,16,23,7,37,13,17,7,3,8,3,123,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,64,37,46,26,23,12,8,22,3,233
POA6409,3,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,7,8,4,5,8,3,4,0,6,0,31,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,5,9,10,6,3,10,0,87
POA6410,0,4,0,3,0,0,0,0,0,12,0,0,0,4,0,0,0,3,0,16,16,0,30,16,4,4,11,10,0,96,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,10,34,31,29,28,16,5,16,16,5,185
POA6411,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,9,0,3,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,3,0,3,3,0,0,0,43
POA6412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,18
POA6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,4,0,0,0,0,11
POA6414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,4,0,0,0,0,0,16
POA6415,4,5,0,3,9,0,0,0,0,22,5,7,8,14,4,5,4,3,0,54,38,13,139,41,25,3,38,30,3,329,8,0,8,3,8,3,3,7,0,45,0,0,0,3,3,4,9,4,0,23,0,0,0,0,0,0,3,0,0,9,5,3,0,7,0,3,3,3,0,29,110,137,162,90,71,25,58,53,9,706
POA6418,0,0,0,0,0,0,0,0,0,3,5,0,4,5,0,0,0,0,0,14,19,0,23,7,10,0,16,7,3,77,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,9,54,22,27,18,21,5,16,11,5,179
POA6419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,16
POA6420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,3,0,3,0,3,0,0,21
POA6421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,4,0,3,6,0,6,0,39
POA6422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,4,0,0,0,0,0,0,20
POA6423,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,0,0,0,0,7,3,0,3,0,4,0,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,8,0,4,5,3,8,0,36
POA6424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,0,0,0,5,0,0,18
POA6425,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,4,0,0,0,0,0,0,29
POA6426,4,4,4,0,0,4,0,0,0,16,8,0,4,6,4,0,3,0,0,18,12,0,44,3,5,9,25,12,0,111,0,0,0,0,4,0,5,0,0,14,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,7,0,16,38,23,62,20,20,10,45,20,8,237
POA6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,4,0,28
POA6428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,4,0,0,10
POA6429,0,0,0,0,0,0,3,0,0,7,4,0,5,4,5,0,0,0,0,15,4,5,31,12,12,0,27,0,0,94,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,3,4,0,5,3,0,0,10,6,0,21,19,23,46,22,19,7,45,13,5,193
POA6430,52,65,31,33,49,10,22,15,5,283,106,102,98,141,109,43,69,33,10,706,288,143,1630,287,293,91,462,169,50,3409,24,8,48,45,52,32,51,42,0,299,20,16,26,33,40,15,46,11,6,209,13,6,11,7,7,8,4,6,0,67,13,16,31,29,26,13,40,30,33,223,841,1850,2012,745,735,256,777,376,111,7697
POA6431,4,4,3,0,4,0,0,0,0,12,0,0,4,0,0,0,3,0,0,11,6,3,38,0,10,0,24,7,0,98,0,0,5,4,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,33,58,5,12,0,41,17,3,192
POA6432,9,13,9,3,9,0,4,0,0,53,22,14,21,31,22,3,15,11,4,142,58,34,468,82,78,47,155,67,13,997,5,3,10,8,16,9,13,12,0,81,6,3,8,6,11,12,6,0,0,55,0,5,3,3,0,4,0,0,0,14,5,8,10,8,3,10,17,13,6,69,125,195,553,169,159,86,232,119,32,1679
POA6434,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,6,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,14,0,0,0,16,11,0,55
POA6436,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,7,3,0,26
POA6437,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,0,4,3,0,24,3,0,58,3,8,4,25,16,0,118,0,0,4,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,16,17,71,11,20,4,48,23,5,215
POA6438,0,0,0,3,0,0,0,3,0,12,4,5,3,6,4,0,7,0,0,26,10,0,30,4,8,0,7,9,3,78,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,11,25,30,41,25,13,5,22,14,3,173
POA6440,0,3,5,0,0,0,4,0,0,18,4,4,8,6,4,0,9,0,0,30,9,5,62,8,3,0,40,7,4,137,0,0,0,6,0,0,5,0,0,17,5,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,8,6,0,19,28,59,81,17,12,3,78,20,8,295
POA6442,0,0,0,0,0,0,3,0,0,16,4,3,5,11,8,0,5,0,0,33,15,17,130,13,16,5,65,11,9,294,0,0,5,8,5,0,7,8,0,31,0,0,5,3,0,0,5,0,0,15,0,0,0,0,4,0,0,0,0,4,0,0,0,3,3,0,5,4,5,30,31,72,154,44,44,14,101,30,10,502
POA6443,0,3,0,0,0,0,0,0,0,9,0,0,5,4,0,0,0,0,0,14,9,5,18,9,0,9,4,7,0,53,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,23,29,24,20,9,7,11,15,3,139
POA6445,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,11,0,0,0,6,0,0,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,3,0,3,0,0,5,0,44
POA6446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,3,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,20,0,0,0,6,0,0,6,0,39
POA6447,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,15,0,0,0,0,0,0,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,0,0,5,9,0,0,7,0,68
POA6448,3,0,0,0,0,0,0,0,0,3,7,0,0,3,5,0,0,0,0,8,16,0,11,5,0,5,9,7,0,50,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,35,13,15,12,7,5,8,9,0,95
POA6450,47,42,17,29,24,13,16,4,0,191,75,50,33,57,67,16,24,23,4,351,203,71,585,182,162,75,219,177,31,1717,20,4,19,17,29,21,20,34,9,168,19,0,11,19,24,12,11,10,0,104,5,10,4,4,3,0,7,3,7,38,27,10,13,12,14,11,21,32,15,152,579,736,729,354,418,167,324,317,76,3700
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6460,0,0,0,0,3,0,0,0,0,9,3,0,0,3,0,0,0,0,0,7,9,0,22,13,7,0,3,4,0,59,0,0,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,0,0,0,7,0,0,3,0,15,31,27,27,19,22,4,6,13,0,138
POA6461,6,0,0,0,0,0,0,0,0,4,0,0,0,7,4,0,0,4,0,16,13,5,15,3,9,0,4,5,0,49,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,30,18,15,14,13,0,5,5,0,115
POA6462,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,6,3,0,3,0,0,44
POA6463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,7
POA6465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,9
POA6466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11
POA6467,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9
POA6468,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,8,0,11,0,0,0,0,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,9,9,0,3,0,3,10,0,56
POA6470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA6472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,18,4,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,6,0,36
POA6473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,9
POA6475,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,13,0,7,0,3,0,5,3,0,31,3,0,0,3,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,6,25,9,7,13,11,4,8,6,0,83
POA6476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,11
POA6477,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,10,0,14,0,0,0,0,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,24,4,15,6,4,0,3,4,0,64
POA6479,0,5,0,0,0,0,0,0,0,7,4,0,0,5,0,0,0,0,0,7,16,0,25,0,3,4,6,8,0,66,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,38,22,28,3,11,9,13,7,4,138
POA6480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,11
POA6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,10
POA6485,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,7,9,0,12,5,3,0,0,10,5,41,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,19,11,3,17,0,4,11,5,90
POA6487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,14
POA6488,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,0,3,4,9,0,0,34
