POA_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
POA6346,8,19,56,44,52,35,6,3,0,222,4,0,0,4,8,4,7,6,0,29,0,0,4,0,0,5,3,0,0,15,0,0,0,3,0,0,0,0,0,11,13,14,63,54,59,48,12,11,4,275,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,13,19,64,55,59,53,12,11,4,283,0,7,3,8,8,4,17,10,0,53,0,6,11,4,16,9,3,4,0,52,15,29,74,67,78,68,37,18,3,394,0,10,22,22,33,12,6,0,0,104,0,4,16,14,9,16,8,0,0,68,0,7,3,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,7,5,17,43,32,44,35,8,0,0,180,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA6348,0,3,44,41,45,42,11,0,0,187,0,0,6,7,5,15,3,3,0,41,0,0,4,6,3,0,0,0,0,20,0,0,0,0,3,0,3,0,0,9,5,5,53,55,57,59,14,5,0,263,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,3,8,51,55,55,65,14,5,0,269,3,0,5,4,15,15,63,30,6,140,0,3,4,4,7,13,3,0,0,41,7,12,67,67,77,100,82,38,9,455,3,11,16,18,16,16,4,0,0,85,3,5,27,23,14,20,3,0,0,93,0,0,6,9,3,3,5,0,0,25,0,0,5,0,0,0,0,0,0,5,5,15,47,46,36,38,8,0,0,204,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
POA6350,0,0,10,10,8,15,5,0,0,56,0,0,0,4,0,3,0,3,0,16,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,5,12,15,12,19,4,3,0,70,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,12,17,16,19,7,0,0,79,0,0,0,0,4,0,14,10,0,34,0,0,4,0,8,0,5,8,0,26,3,5,14,22,24,25,26,17,0,135,0,0,3,0,8,6,0,0,0,28,5,3,5,3,7,10,0,0,0,27,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,17,6,15,12,3,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3
POA6351,0,3,6,4,3,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,3,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,4,3,5,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,3,6,7,8,4,4,0,0,27,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6352,0,0,3,4,7,5,6,0,0,37,0,0,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,10,9,3,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,11,10,9,8,0,0,37,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,3,0,0,26,4,3,12,11,14,19,12,3,0,75,0,0,3,0,0,7,0,0,0,12,0,0,3,6,0,0,0,0,0,15,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,11,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6353,12,24,54,34,48,43,9,6,0,229,0,3,4,0,3,5,8,0,0,23,0,0,0,0,0,7,3,0,0,8,0,0,0,0,0,0,0,0,0,4,13,23,54,35,54,48,21,7,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,54,35,54,48,21,7,0,260,10,0,0,0,0,10,13,11,0,46,5,0,3,3,0,8,3,0,0,25,21,26,58,36,54,63,38,21,0,332,0,12,12,22,23,24,0,5,0,96,3,6,22,25,10,10,11,0,0,87,0,0,0,5,0,3,3,0,0,18,0,0,0,0,0,0,0,0,0,5,7,13,33,42,37,44,21,10,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6355,0,0,17,29,32,26,18,4,0,127,0,4,0,5,3,0,0,4,0,21,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,6,4,15,40,36,32,24,8,0,159,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,4,15,40,36,32,24,8,0,157,0,0,0,0,0,8,10,0,0,16,0,3,0,3,6,3,3,0,0,17,5,8,19,41,42,39,28,9,3,196,0,0,9,10,13,22,8,4,0,56,0,3,6,15,7,4,4,0,0,49,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,20,27,20,27,10,3,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6356,0,0,0,11,12,14,6,0,0,41,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,14,8,6,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,14,8,6,0,0,46,3,0,0,0,0,0,3,0,0,6,0,0,0,4,0,0,0,0,0,9,5,0,0,19,12,8,3,0,0,52,0,0,0,7,3,4,0,0,0,13,0,0,6,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6357,0,0,0,0,3,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,0,22,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,7,4,0,0,0,5,3,8,0,0,24,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6358,4,3,4,4,11,5,4,0,0,31,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,5,3,4,8,5,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,4,8,5,4,0,0,35,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,3,9,3,3,9,5,6,3,5,42,0,0,0,0,0,3,0,0,0,9,0,3,4,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,5,4,6,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6359,5,12,18,30,24,15,8,9,4,117,0,0,0,0,6,0,3,0,0,14,0,0,3,4,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,6,8,14,16,33,27,17,14,8,3,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,16,33,27,18,14,8,3,148,0,0,0,0,0,4,15,3,0,30,0,0,4,6,9,8,4,0,3,33,8,18,18,42,36,30,30,11,4,204,0,3,9,6,14,11,6,0,0,45,0,0,6,15,9,0,6,0,0,41,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,12,22,23,17,14,5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
POA6361,0,0,3,3,7,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,3,3,7,5,5,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,7,5,5,4,0,33,0,0,0,0,0,0,6,6,0,6,0,0,3,0,0,3,5,0,0,13,0,6,10,3,11,6,8,8,0,46,0,4,0,0,4,5,0,0,0,10,0,0,0,6,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,7,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6363,0,0,5,5,6,6,3,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,3,3,5,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,3,3,5,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,3,5,5,11,3,5,4,0,37,0,0,0,0,4,0,0,0,0,6,0,0,5,3,5,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6365,3,8,14,26,21,21,12,3,0,114,0,5,3,3,6,9,3,3,0,23,0,0,0,0,6,4,0,0,0,9,0,0,0,0,0,0,0,0,0,5,3,10,19,29,32,30,9,9,0,149,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,21,29,32,32,9,9,0,153,5,0,0,0,3,4,21,11,8,54,0,0,6,4,5,6,4,0,0,25,5,9,27,36,34,45,38,20,9,226,0,0,12,12,6,13,5,0,0,50,3,0,8,14,14,10,5,5,0,56,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,20,30,23,30,14,5,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6367,0,4,7,9,17,21,11,3,0,74,0,0,0,5,0,4,6,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,4,9,7,10,15,25,16,3,0,97,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,6,0,0,0,0,8,4,9,12,11,23,25,16,3,0,103,0,0,0,0,0,6,14,3,0,32,0,0,5,0,0,0,4,0,0,14,7,8,17,14,23,37,31,8,0,146,0,4,6,3,13,14,5,0,0,35,4,6,8,4,9,10,6,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,5,20,19,10,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6368,0,0,3,7,3,5,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,5,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,5,4,0,0,29,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,8,7,3,5,8,0,0,32,0,0,3,0,0,4,0,0,0,11,0,0,4,0,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,5,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6369,0,13,26,19,32,31,14,4,0,135,0,0,4,0,8,11,0,5,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,10,27,18,36,37,18,5,0,159,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,4,8,27,24,41,39,18,5,0,169,3,0,0,4,0,3,20,19,13,57,0,4,7,5,11,12,8,4,3,62,7,18,41,30,49,53,46,29,13,287,5,3,14,8,13,11,3,4,0,60,0,0,12,8,9,18,6,0,0,56,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,5,5,4,26,18,20,33,13,7,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4
POA6370,0,4,15,12,15,26,7,0,0,83,4,0,4,0,3,5,4,0,0,20,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,5,3,16,16,18,31,15,7,0,114,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,12,3,7,23,16,18,31,17,7,0,121,0,0,0,0,0,3,8,10,3,31,0,3,3,3,3,5,8,5,0,30,6,15,26,21,27,43,34,16,3,182,0,5,5,3,6,16,8,0,0,40,5,4,4,18,7,9,4,0,0,46,0,0,4,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,5,6,13,18,17,26,5,3,0,98,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3
POA6372,0,0,0,3,9,7,0,0,0,23,0,0,0,0,0,3,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,7,7,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,7,7,0,0,29,0,0,0,0,0,3,3,5,3,15,0,0,0,0,0,0,0,0,0,10,6,0,4,7,6,13,11,0,3,52,0,0,0,5,0,0,0,0,0,7,0,0,0,5,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6373,0,5,6,9,11,3,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,11,7,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,11,7,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,11,7,4,0,0,39,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,7,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6375,13,18,36,43,30,34,27,0,0,190,6,3,3,6,8,9,11,4,0,39,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,18,22,37,47,41,42,33,0,5,245,0,0,0,4,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,9,18,23,39,47,40,43,35,0,5,253,3,5,0,0,0,9,43,24,13,96,0,0,0,0,6,6,7,0,0,18,21,28,39,49,50,55,74,28,19,370,4,8,20,16,14,22,9,0,0,94,0,7,14,25,15,15,10,0,0,91,0,0,6,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,4,3,12,39,42,33,41,27,3,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3
POA6383,5,9,16,20,22,37,16,5,0,129,0,0,3,0,0,8,8,3,0,22,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,8,8,20,21,25,45,25,9,0,159,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,7,0,0,4,3,8,20,23,25,45,26,9,0,166,4,0,0,4,3,11,46,27,13,111,3,5,8,8,20,15,31,5,5,100,11,11,28,35,52,77,106,41,16,375,0,0,14,11,11,12,4,0,0,54,0,4,7,4,16,24,3,0,0,63,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,4,0,25,20,27,38,11,0,0,124,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6384,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6385,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6386,0,0,4,4,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,6,3,0,0,21,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,10,6,3,0,0,26,0,0,0,0,0,0,5,0,0,5,0,3,3,3,0,3,3,0,0,17,0,9,7,6,9,5,10,0,0,48,0,0,5,0,4,5,3,0,0,11,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,5,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6390,5,19,47,61,79,75,15,3,0,309,4,3,8,12,10,18,9,6,0,70,0,0,3,4,15,12,0,0,0,35,0,0,0,0,0,4,0,0,0,10,12,17,58,83,105,104,28,11,0,416,0,3,5,6,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,0,0,16,12,21,67,85,105,111,28,11,0,436,15,5,11,4,6,17,64,28,9,160,3,0,15,7,14,16,8,4,0,68,31,30,91,97,131,143,99,47,11,664,0,13,24,38,37,31,9,0,0,157,6,8,12,31,27,39,10,3,0,133,3,5,4,4,10,10,4,0,0,34,0,0,0,3,0,0,0,0,0,7,8,20,51,69,71,80,23,0,0,329,0,0,3,5,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,7,0,0,0,16
POA6391,5,14,37,58,46,41,28,6,0,240,4,4,6,10,3,9,5,3,0,40,0,3,0,0,5,6,5,6,0,23,0,0,0,0,0,0,0,0,0,4,13,17,45,66,57,51,37,16,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,45,70,57,53,37,16,0,312,7,0,3,3,3,10,16,15,4,69,0,6,6,11,9,3,4,5,0,50,21,22,48,86,65,68,59,37,13,424,0,10,20,23,26,25,11,0,0,108,5,3,10,29,21,31,8,5,0,114,0,0,3,0,3,8,4,0,0,21,0,0,0,0,0,0,0,0,0,7,4,11,35,51,47,65,25,3,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
