POA_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
POA6625,35,24,57,3,0,0,8,3,7,0,0,0,5,3,5,0,0,4,0,3,3,7,3,13,0,5,4,4,0,4,0,0,3,0,0,0,29,23,53,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,33,18,48,0,3,5,27,19,53,0,4,6,30,19,52,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,15,16,34,5,0,5,3,4,4,0,0,0,0,0,0,0,0,0,27,23,56,0,0,0
POA6627,34,24,57,0,0,3,5,4,9,5,4,7,8,0,8,3,3,6,0,0,9,9,0,7,6,4,11,3,0,4,3,5,3,0,0,0,30,17,50,0,0,3,15,7,20,0,0,0,0,0,0,15,7,20,34,23,59,0,0,0,35,24,58,0,0,5,34,19,55,0,0,0,5,4,9,5,0,0,0,0,0,0,0,0,12,13,20,3,4,7,12,5,15,0,0,0,0,0,0,0,0,0,32,22,55,9,7,17
POA6628,17,7,23,0,0,0,4,4,10,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,5,4,0,0,0,0,0,0,0,0,0,6,5,14,7,0,7,6,0,6,0,0,0,0,0,0,6,0,6,13,5,23,0,0,3,17,7,23,0,0,0,17,7,23,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,3,0,0,0,6,3,0,0,0,0,0,0,12,5,18,0,0,0
POA6630,249,232,482,16,22,36,27,34,62,10,10,16,10,17,24,25,24,52,30,25,60,38,34,74,43,34,83,31,30,61,11,8,20,6,5,3,228,218,454,24,11,36,43,47,96,0,0,0,0,0,0,43,47,96,174,153,329,25,26,49,180,170,353,15,11,32,184,167,356,0,3,4,23,23,46,3,3,5,0,0,0,0,3,6,53,62,114,19,20,41,42,43,82,24,8,36,16,14,29,0,0,0,189,174,363,128,134,267
POA6631,4,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,4,0,0,0,0,4,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,0,0,0,4,4,13,0,0,0,4,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,4,5,11,3,0,3
POA6632,36,27,63,0,0,0,12,6,19,4,0,9,0,0,0,0,0,3,5,8,16,6,3,9,0,0,0,5,4,5,4,0,4,0,0,0,35,27,62,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,33,28,63,3,0,3,37,27,64,0,0,0,35,27,64,0,0,0,8,6,15,0,0,4,0,0,0,0,0,0,15,18,32,3,0,3,10,3,8,0,0,0,0,0,3,0,0,0,35,27,68,5,4,7
POA6635,256,125,379,4,8,10,19,15,37,0,6,9,30,10,36,86,24,110,41,11,51,39,30,63,19,13,31,18,12,26,0,4,3,0,0,4,246,121,362,14,6,18,56,50,102,0,0,0,0,0,0,56,50,102,111,80,190,28,11,41,125,74,207,12,11,27,123,86,213,0,0,6,17,14,28,0,0,4,0,0,0,0,0,4,50,34,87,16,8,21,34,19,55,12,0,15,3,0,4,0,0,0,81,78,162,723,195,922
POA6638,363,290,653,18,27,40,45,32,80,13,15,25,21,9,30,44,24,70,43,57,97,63,41,104,52,49,103,38,26,72,17,6,23,0,0,9,343,279,620,23,15,31,28,28,58,0,0,0,0,0,0,28,28,58,143,106,247,42,41,82,164,138,304,16,12,26,163,143,295,0,5,3,12,14,29,0,0,0,0,0,0,0,5,9,63,63,126,17,20,35,39,28,65,15,11,26,6,0,15,3,0,0,134,139,273,782,307,1087
POA6639,70,37,109,0,0,0,0,0,0,0,0,0,4,0,4,9,8,13,12,0,7,10,7,11,16,10,31,15,11,22,15,0,15,0,0,0,68,33,99,9,4,12,0,0,0,0,0,0,0,0,0,0,0,0,35,21,55,8,7,16,45,26,67,0,3,3,44,26,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,29,4,0,8,13,10,21,3,0,5,4,0,0,0,0,0,36,22,61,167,56,216
POA6640,147,73,215,0,3,3,0,4,4,4,0,4,8,5,14,33,8,35,10,5,20,25,8,31,18,16,35,36,24,58,12,5,11,0,0,0,133,69,198,13,6,18,7,5,14,0,0,0,0,0,0,14,5,14,89,36,121,41,26,60,119,55,174,10,6,17,118,46,162,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,49,29,80,14,10,26,37,10,48,12,4,10,8,5,8,0,0,0,62,51,112,343,109,449
POA6642,717,485,1200,43,32,72,47,49,100,27,31,60,64,40,105,173,101,270,107,60,166,87,62,154,94,62,155,57,26,81,19,14,31,0,0,0,673,453,1124,41,30,71,209,230,438,0,0,0,0,0,5,212,237,449,420,309,732,114,55,174,432,300,731,104,72,171,470,333,808,5,4,7,43,42,85,9,12,23,3,0,3,13,15,27,174,129,300,56,43,101,147,88,238,30,21,48,37,14,52,6,3,5,361,347,701,1283,393,1671
POA6646,345,189,535,6,15,21,32,29,63,16,5,24,35,11,46,73,31,108,59,34,95,57,31,88,30,12,42,22,16,39,8,6,13,0,0,0,328,170,502,19,18,36,63,73,137,0,0,0,0,0,0,63,73,141,171,117,288,52,19,75,157,73,223,64,62,129,199,132,326,0,0,0,20,20,43,3,0,10,0,5,10,5,4,5,90,42,128,19,4,29,61,41,99,16,3,18,8,12,23,0,0,0,118,117,234,854,217,1070
POA6701,2735,2522,5259,184,169,349,327,292,623,143,111,257,147,162,307,353,363,715,303,316,617,404,355,767,390,367,750,323,237,554,130,114,241,29,40,70,2522,2331,4858,213,188,403,388,455,839,3,0,4,0,5,7,392,462,857,1778,1603,3378,463,502,971,1914,1771,3688,323,343,666,2076,1896,3972,43,41,86,258,231,487,61,45,103,12,11,24,30,63,91,677,797,1478,235,225,461,559,445,1004,148,96,248,127,108,230,21,27,44,2141,2013,4153,2179,2013,4196
POA6705,95,79,170,8,10,19,10,12,25,4,6,8,3,4,10,4,14,22,13,11,24,15,8,24,21,7,25,10,3,15,0,0,0,0,0,0,86,74,161,8,3,9,50,34,95,0,0,0,0,0,0,54,38,95,78,60,140,3,9,10,70,61,133,13,12,22,82,66,147,3,3,9,8,9,26,0,0,5,0,0,0,0,5,8,17,20,43,4,11,14,19,20,41,3,3,9,15,0,15,0,0,0,93,76,168,77,73,147
POA6707,1605,1473,3074,97,87,187,199,173,370,82,66,151,83,92,175,241,300,544,253,238,494,235,188,425,211,169,378,133,101,243,59,46,101,8,9,16,1437,1372,2812,169,96,269,49,30,80,4,0,4,0,8,5,53,38,90,1178,1023,2201,254,315,570,1341,1234,2576,91,113,202,1326,1188,2517,12,16,25,170,142,319,46,41,83,7,12,20,22,62,84,566,706,1269,164,111,281,321,225,545,70,37,106,20,15,38,7,0,6,1431,1392,2821,1773,1686,3457
POA6710,489,445,940,45,50,96,55,60,113,3,3,6,27,9,37,88,102,190,98,75,170,64,63,126,72,47,117,27,30,54,12,10,21,0,4,6,472,433,901,21,17,41,58,73,132,0,0,0,0,0,0,61,73,129,319,284,602,76,73,146,344,303,643,51,61,110,366,329,691,14,12,23,45,47,93,0,0,5,0,3,5,11,22,28,143,160,306,30,31,61,96,51,151,16,13,28,12,9,28,4,4,4,365,357,720,847,557,1405
POA6712,43,7,45,0,0,0,0,0,0,0,0,0,3,0,3,9,0,13,10,0,10,11,0,12,9,3,8,0,0,0,0,0,0,0,0,0,36,5,39,3,7,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,0,4,3,3,8,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,266,25,292
POA6713,662,616,1282,50,52,101,137,116,250,37,25,64,25,14,41,70,91,163,126,110,235,111,109,223,90,67,156,21,15,35,9,6,13,0,0,0,620,574,1191,43,44,85,21,19,39,0,0,0,0,0,0,24,18,41,522,447,969,75,96,174,586,517,1101,14,29,42,580,512,1087,12,21,34,121,98,226,20,26,44,10,5,11,8,21,34,197,244,433,82,54,137,114,79,196,21,7,29,5,0,7,0,0,0,589,537,1123,123,113,228
POA6714,9501,8152,17657,818,695,1510,1519,1480,2997,519,417,940,499,425,924,1704,1660,3357,1933,1585,3525,1373,1109,2482,853,569,1418,236,168,410,37,39,81,5,8,11,8986,7702,16683,520,454,969,672,705,1379,37,32,65,54,41,99,760,780,1542,5931,5250,11181,1842,1721,3563,6651,5828,12480,1094,1089,2181,6853,6026,12880,213,179,400,1274,1236,2510,308,265,577,45,69,113,194,379,569,3087,3275,6357,836,595,1426,1424,917,2342,263,182,445,82,71,150,30,12,37,7302,6815,14121,5718,2187,7899
POA6716,655,427,1084,51,64,109,79,61,140,9,3,19,44,36,81,161,111,271,123,76,195,108,27,131,73,27,102,14,15,28,0,5,5,0,0,0,611,393,1008,40,28,72,40,29,69,0,0,0,5,4,7,39,37,72,414,285,698,128,81,212,471,321,793,69,55,120,480,325,807,4,12,15,79,54,128,7,0,12,3,0,0,15,22,39,207,177,382,62,26,84,119,40,164,18,7,26,7,3,11,6,0,9,73,89,162,1661,615,2272
POA6718,579,400,977,22,20,50,59,47,101,49,32,76,62,27,92,119,67,183,90,56,149,77,60,133,65,38,100,28,35,64,14,13,26,0,0,0,567,379,943,16,22,37,424,275,701,0,4,4,14,3,12,438,282,717,515,348,860,36,18,55,177,177,354,179,172,349,358,357,714,5,3,7,48,43,92,14,9,25,0,3,3,0,3,7,83,84,165,52,37,89,235,111,345,30,32,66,43,34,80,21,5,17,358,351,710,271,73,339
POA6720,1286,998,2279,116,91,209,218,188,407,73,48,122,53,54,110,224,192,412,248,191,439,169,126,299,115,79,192,47,19,66,12,4,19,0,0,0,1236,951,2177,53,49,97,145,114,259,23,11,36,0,0,0,164,128,296,873,652,1525,165,186,346,926,728,1652,107,96,199,968,754,1719,30,9,41,176,148,316,45,27,76,5,7,11,27,51,79,324,352,677,134,79,220,229,121,352,39,28,68,13,7,17,0,0,0,940,808,1745,959,397,1355
POA6721,2290,2075,4367,186,205,386,324,320,644,93,66,161,91,110,197,402,437,841,497,420,924,319,261,581,273,181,457,77,67,146,25,18,37,0,5,3,2083,1921,4005,204,155,358,168,150,316,11,3,19,8,6,13,186,158,344,1531,1347,2879,450,457,907,1725,1545,3273,249,252,500,1769,1569,3344,43,53,89,289,283,574,46,37,81,7,14,28,66,107,175,805,890,1695,229,138,370,376,250,628,60,20,82,31,12,43,11,6,11,1867,1708,3571,1539,869,2410
POA6722,5939,5362,11305,537,492,1028,900,911,1814,343,316,653,333,315,647,1100,1124,2228,1014,902,1918,798,632,1429,684,473,1156,181,154,333,40,30,72,11,12,23,5616,5041,10658,328,325,644,1088,1163,2251,66,49,113,78,80,156,1224,1293,2521,3715,3496,7214,1229,1104,2335,3985,3647,7632,877,890,1766,4232,3936,8163,109,100,211,740,763,1500,175,167,337,36,36,73,124,236,356,1700,1862,3566,605,450,1058,994,728,1726,225,163,388,88,96,185,29,29,60,4755,4539,9300,2770,1097,3868
POA6725,5508,5726,11236,448,407,857,953,872,1829,301,332,628,305,311,613,834,1056,1890,843,982,1829,783,761,1545,612,599,1210,310,282,591,107,87,192,22,31,50,5066,5349,10419,447,379,821,1658,1693,3349,10,16,26,68,80,150,1738,1788,3525,4054,4089,8146,679,857,1531,4006,4102,8109,629,803,1434,4379,4534,8917,93,83,171,787,729,1515,141,179,318,32,42,72,103,249,350,1702,2248,3954,470,485,957,905,745,1648,199,150,345,126,93,214,39,28,63,4653,4963,9612,3188,3255,6443
POA6726,2746,2981,5730,188,194,374,465,471,936,161,168,328,146,151,297,432,569,994,390,492,879,408,401,815,291,323,621,200,160,359,51,51,99,20,9,25,2475,2746,5222,277,235,511,600,656,1250,6,11,16,26,24,51,629,688,1321,1986,2093,4084,392,520,917,2081,2237,4321,280,361,640,2226,2375,4601,36,37,69,398,398,799,93,109,200,19,31,43,60,157,213,936,1336,2275,242,230,474,451,313,765,91,86,181,49,31,86,9,9,12,2355,2597,4953,2108,2303,4415
POA6728,2736,2627,5365,216,179,389,424,393,818,178,195,371,200,204,405,473,469,941,365,365,726,333,324,656,310,281,590,203,149,351,44,55,93,7,16,23,2535,2432,4970,204,197,393,1544,1437,2987,5,4,7,25,33,54,1574,1477,3048,2082,1963,4044,197,184,382,1309,1297,2602,689,702,1389,2019,2006,4019,56,36,91,319,294,619,58,67,126,8,8,19,33,49,83,525,647,1173,223,276,501,621,461,1084,155,103,264,131,99,224,36,28,64,1986,1996,3983,1722,1382,3110
POA6740,775,700,1477,62,52,109,108,128,234,47,53,103,58,48,104,92,99,190,133,104,230,120,84,203,82,91,173,60,35,91,15,18,33,0,4,4,726,652,1380,53,51,95,437,469,906,0,0,0,0,0,0,437,464,904,588,577,1166,47,28,80,569,527,1099,70,72,141,615,594,1214,8,6,15,86,93,181,11,14,22,0,0,3,4,10,16,150,148,304,68,83,153,171,132,304,39,42,84,43,28,68,0,0,3,598,603,1200,791,401,1189
POA6743,3160,3294,6455,264,237,497,487,506,991,179,168,346,184,227,408,544,641,1190,435,499,934,422,464,882,375,359,739,198,148,343,70,43,111,7,12,22,2888,3053,5942,271,241,513,926,1031,1959,12,4,13,17,16,41,956,1062,2016,2232,2250,4481,385,487,870,2098,2197,4294,503,558,1061,2438,2517,4958,57,48,104,374,392,764,74,74,151,10,27,32,57,105,167,890,1156,2041,244,253,498,517,450,964,141,113,252,123,83,204,28,29,58,2479,2652,5136,2052,1903,3957
POA6751,2353,1653,4007,177,160,341,327,291,619,94,78,171,107,83,193,475,343,817,504,320,821,359,194,556,240,135,375,57,38,97,11,8,22,0,0,0,2197,1529,3731,151,124,276,225,195,417,5,8,23,10,9,19,240,210,452,1429,1053,2485,447,342,790,1638,1175,2810,240,224,470,1666,1179,2846,40,33,71,277,253,525,47,37,83,4,9,15,33,56,88,726,623,1347,248,128,374,367,202,574,49,25,74,28,16,37,13,6,25,1333,1250,2578,4837,1504,6342
POA6753,4033,2734,6761,257,229,488,442,424,867,139,120,265,229,189,418,908,663,1565,821,518,1339,661,313,981,474,195,672,90,63,147,4,11,14,0,3,6,3813,2534,6354,221,193,413,448,419,860,15,12,30,15,12,27,477,443,921,2146,1622,3768,920,673,1591,2414,1738,4154,643,543,1190,2603,1882,4489,56,43,104,374,350,724,58,59,116,26,16,43,73,127,201,1240,1069,2312,376,215,586,621,311,933,120,59,175,36,36,68,19,18,36,1960,1858,3815,7749,2059,9808
POA6754,761,567,1324,53,50,102,111,95,208,31,24,55,37,26,70,122,107,224,177,117,292,128,68,200,87,56,142,12,7,19,7,0,6,0,0,0,686,493,1182,73,72,141,64,41,105,9,0,6,0,0,0,72,45,114,432,351,784,130,108,242,508,411,912,55,57,110,494,396,892,11,17,23,78,80,160,14,20,29,0,0,3,10,22,27,198,179,376,82,59,141,137,78,225,10,11,23,3,4,11,3,0,5,437,374,814,647,207,860
POA6758,943,218,1159,13,8,11,7,8,19,15,4,17,49,25,82,264,59,324,251,38,289,202,29,230,120,33,154,19,4,22,5,5,10,0,4,4,933,213,1148,12,3,17,93,62,149,3,0,7,0,0,0,102,57,160,370,107,482,177,40,218,413,90,501,139,56,190,472,122,592,0,0,0,4,8,14,0,5,3,3,0,3,19,6,28,283,85,371,85,18,103,127,20,150,12,4,22,4,6,9,5,0,7,71,65,134,2198,391,2592
POA6760,670,264,927,14,11,21,24,27,50,22,21,38,35,24,58,156,57,218,154,37,195,129,34,169,95,27,129,25,10,32,8,6,12,4,3,3,646,254,896,21,11,32,128,123,246,0,0,0,0,0,0,128,124,254,314,180,489,127,33,160,321,143,458,112,72,190,364,192,556,0,0,4,24,26,46,6,6,12,0,3,3,9,4,19,175,81,252,58,42,97,117,36,147,22,7,30,16,11,20,3,0,10,180,170,352,1515,387,1897
POA6762,487,166,657,11,7,15,32,19,46,15,15,24,54,27,76,131,40,177,128,25,149,70,17,87,45,14,60,5,0,13,5,0,4,0,0,0,477,158,644,9,6,8,125,98,220,0,0,0,0,0,0,121,98,221,263,129,392,100,19,122,213,46,263,148,104,247,314,136,452,0,0,4,29,19,48,6,4,13,3,0,3,10,6,9,163,67,232,55,18,72,71,18,93,14,10,19,3,0,9,3,0,3,131,106,237,938,139,1081
POA6765,812,869,1678,64,80,148,123,127,249,55,52,104,60,81,142,152,173,330,116,112,232,96,98,197,96,91,184,36,36,72,15,10,25,3,4,9,777,830,1606,33,41,70,569,605,1179,0,0,0,0,6,10,569,617,1190,693,717,1407,62,70,133,268,264,529,468,515,986,713,745,1459,17,13,28,109,101,206,6,15,22,0,0,4,8,18,24,174,231,397,100,122,229,144,123,269,49,47,100,63,36,99,25,22,42,701,759,1464,310,327,631
POA6770,1567,1581,3149,141,121,263,288,243,529,151,146,290,127,138,262,246,286,525,211,235,447,191,177,373,123,133,257,62,78,143,26,24,49,5,5,11,1475,1489,2965,91,96,186,1162,1228,2394,0,0,0,4,6,5,1169,1235,2402,1295,1324,2618,78,96,179,648,651,1301,708,743,1449,1334,1357,2691,14,21,36,226,192,421,55,52,105,3,0,6,8,22,28,254,334,587,145,158,307,302,332,635,80,91,172,123,101,221,29,28,54,1335,1422,2761,925,735,1657
