POA_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6072,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,8,8,7,4,27,0,0,5,4,0,0,0,0,0,11,56,51,36,52,64,62,43,21,3,389,..,0,23,50,75,86,53,28,7,326,..,0,20,20,27,13,6,0,0,89,..,0,0,5,5,9,4,0,0,18,129,..,..,..,..,..,..,..,..,129,..,52,..,..,..,..,..,..,..,52,..,34,20,3,4,3,0,0,0,64,..,3,0,0,0,0,3,3,0,12,..,0,3,5,3,3,0,0,0,11,..,0,0,0,4,0,0,0,0,5,..,0,0,9,0,14,17,6,4,55,0,0,5,4,0,0,0,0,0,12,134,92,70,94,117,127,91,40,12,774
POA6073,..,0,0,0,0,4,8,0,0,13,..,4,0,3,12,14,43,59,36,180,5,10,5,5,0,4,7,4,0,36,254,148,113,170,232,230,222,150,60,1577,..,4,66,175,254,310,290,159,36,1287,..,11,69,60,66,47,15,10,0,270,..,0,3,23,41,27,16,5,11,124,474,..,..,..,..,..,..,..,..,474,..,138,..,..,..,..,..,..,..,138,..,106,62,16,16,12,0,0,0,216,..,11,3,0,7,14,5,8,9,57,..,10,5,3,9,0,4,0,0,37,..,0,3,0,0,6,8,0,0,22,..,4,8,15,33,23,69,77,46,272,5,16,5,6,0,8,9,6,5,60,480,302,223,302,417,445,421,264,103,2959
POA6074,..,0,0,0,0,0,3,0,0,11,..,0,0,0,3,5,11,9,6,26,5,3,0,3,0,3,0,0,0,14,75,45,36,51,65,75,68,27,13,464,..,0,21,45,67,87,98,37,8,371,..,0,24,31,29,18,15,3,0,119,..,0,5,10,12,8,0,3,0,36,151,..,..,..,..,..,..,..,..,151,..,45,..,..,..,..,..,..,..,45,..,43,19,9,6,0,0,0,0,73,..,6,3,4,0,3,0,4,6,26,..,4,0,0,4,0,0,0,0,11,..,0,3,0,0,4,0,0,0,15,..,0,0,0,13,14,15,10,6,56,5,3,0,6,3,3,3,0,0,29,160,99,85,99,140,133,137,56,13,935
POA6076,..,13,14,11,16,21,14,9,6,88,..,15,21,18,69,148,226,309,193,998,18,30,29,10,9,25,12,13,0,154,1832,1091,760,1270,1588,1434,1425,911,337,10641,..,17,486,1570,2139,1940,2041,1149,244,9584,..,73,327,310,349,231,135,34,5,1469,..,7,57,163,190,132,52,59,31,695,3761,..,..,..,..,..,..,..,..,3761,..,1222,..,..,..,..,..,..,..,1222,..,817,364,121,109,38,12,0,0,1466,..,65,22,24,23,44,68,57,39,345,..,40,41,11,23,17,9,3,0,148,..,31,24,24,27,50,27,18,0,203,..,41,61,72,141,277,360,430,253,1640,39,65,46,24,30,40,33,19,10,301,3798,2383,1442,2318,3036,2770,2737,1767,578,20839
POA6077,..,4,0,0,0,4,4,3,0,13,..,0,0,0,0,3,25,35,0,80,0,5,0,0,0,0,4,0,0,11,69,91,45,59,102,127,145,99,13,757,..,3,28,72,122,214,192,102,20,749,..,0,14,15,23,16,21,3,0,94,..,0,6,8,10,8,7,0,4,42,177,..,..,..,..,..,..,..,..,177,..,87,..,..,..,..,..,..,..,87,..,87,27,13,3,4,0,0,0,137,..,11,8,0,0,10,10,12,3,47,..,3,9,9,0,7,0,0,0,23,..,0,4,0,3,5,4,5,4,23,..,6,0,8,5,20,45,48,7,129,4,9,0,0,5,0,5,0,0,21,180,214,92,118,178,277,282,179,35,1540
POA6078,..,0,0,0,0,3,6,0,0,6,..,0,0,0,0,0,3,3,0,10,0,0,6,0,0,0,0,0,0,9,68,47,34,53,54,72,58,18,5,401,..,0,19,66,75,104,88,28,0,383,..,0,19,14,13,6,8,0,0,55,..,0,9,10,4,0,3,0,0,27,148,..,..,..,..,..,..,..,..,148,..,57,..,..,..,..,..,..,..,57,..,50,19,4,5,0,0,0,0,79,..,5,0,0,0,5,5,0,3,22,..,7,4,0,4,5,5,0,0,21,..,0,0,0,0,6,5,0,0,26,..,0,8,0,10,11,4,9,0,36,0,5,4,0,0,0,0,0,0,9,152,125,73,95,104,134,124,41,5,855
POA6079,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,10,..,0,0,0,0,0,9,5,0,20,..,0,0,0,4,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,5,0,30
POA6081,..,0,3,0,3,6,4,4,0,30,..,3,8,6,20,38,40,16,0,134,11,11,6,3,4,6,4,3,0,52,423,267,226,299,391,381,245,106,18,2355,..,0,166,356,515,483,339,150,19,2029,..,24,89,94,83,80,45,5,0,421,..,0,15,32,43,38,13,7,8,151,871,..,..,..,..,..,..,..,..,871,..,295,..,..,..,..,..,..,..,295,..,208,103,33,10,6,0,0,0,357,..,8,11,4,3,6,10,13,6,74,..,8,4,0,3,4,4,0,0,22,..,5,7,4,10,15,16,7,0,62,..,8,21,18,41,66,55,32,10,247,14,20,10,8,9,9,5,3,4,82,886,573,424,552,718,703,491,214,49,4612
POA6082,..,0,6,0,5,5,4,0,0,19,..,0,6,6,18,20,23,18,3,96,7,5,5,0,0,6,3,0,0,40,294,183,167,215,237,244,160,67,14,1581,..,0,125,240,252,294,223,97,20,1249,..,13,89,72,72,52,17,0,0,316,..,0,13,29,41,31,16,4,3,140,632,..,..,..,..,..,..,..,..,632,..,168,..,..,..,..,..,..,..,168,..,137,61,17,6,4,0,0,0,227,..,9,3,5,0,4,10,5,4,47,..,11,10,0,4,3,0,0,0,24,..,3,10,5,11,10,4,0,0,45,..,5,13,10,37,52,45,32,3,207,12,13,13,12,3,10,12,5,0,78,648,356,337,393,428,470,324,145,32,3128
POA6083,..,0,0,0,4,4,0,0,0,11,..,3,7,5,10,17,21,6,4,70,5,8,6,4,0,11,6,0,0,46,280,194,116,187,312,306,182,81,20,1669,..,4,66,221,419,425,246,118,23,1510,..,25,49,52,104,67,35,10,0,340,..,4,11,14,23,23,9,3,0,84,516,..,..,..,..,..,..,..,..,516,..,197,..,..,..,..,..,..,..,197,..,136,63,18,16,0,0,0,0,223,..,5,0,0,0,11,13,9,13,51,..,7,0,0,8,4,3,4,0,32,..,0,0,3,8,17,5,0,0,34,..,4,10,8,31,44,43,23,7,167,10,16,10,7,5,15,12,0,4,82,527,401,216,325,606,601,362,166,39,3251
POA6084,..,3,3,7,7,11,9,4,0,49,..,4,11,16,31,49,43,29,12,198,14,25,12,6,5,12,14,3,0,89,797,489,462,549,668,599,365,136,34,4092,..,8,317,596,818,800,526,193,15,3278,..,72,242,189,191,108,37,8,0,844,..,7,48,81,97,46,15,16,0,322,1681,..,..,..,..,..,..,..,..,1681,..,410,..,..,..,..,..,..,..,410,..,415,121,41,31,7,0,0,0,605,..,45,18,0,14,26,35,22,14,176,..,25,27,7,13,11,9,3,8,93,..,5,14,20,22,24,18,7,0,116,..,15,45,45,65,113,98,50,14,438,27,48,27,15,12,11,18,7,0,168,1707,1038,858,994,1253,1151,766,305,53,8131
POA6090,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,0,0,6,6,4,0,0,0,0,15
POA6100,..,189,188,40,24,17,14,0,0,472,..,98,211,158,135,189,169,114,64,1132,14,39,38,14,12,10,14,6,3,142,1001,922,1611,1198,811,775,571,238,97,7228,..,49,962,1348,896,820,627,171,54,4926,..,208,805,368,182,127,76,15,0,1788,..,0,33,117,128,100,28,22,18,450,1998,..,..,..,..,..,..,..,..,1998,..,419,..,..,..,..,..,..,..,419,..,229,170,38,18,18,9,0,0,477,..,172,115,27,19,32,47,13,9,437,..,81,91,33,8,5,0,0,0,227,..,387,484,111,66,50,45,9,0,1155,..,179,468,388,329,426,324,208,83,2412,17,60,68,33,25,26,20,4,9,259,2014,1803,3188,2475,1671,1598,1179,447,173,14547
POA6101,..,205,215,30,27,26,12,7,0,531,..,45,153,132,151,176,228,138,71,1097,16,26,31,20,10,3,11,0,0,123,1270,972,1681,1327,1017,738,581,267,117,7963,..,43,1006,1473,1043,724,505,201,57,5056,..,178,942,446,265,127,43,12,0,2015,..,11,50,116,166,125,64,25,22,573,2547,..,..,..,..,..,..,..,..,2547,..,571,..,..,..,..,..,..,..,571,..,271,200,75,48,25,5,0,0,625,..,155,119,41,25,46,40,17,11,449,..,90,117,28,17,9,9,3,0,267,..,426,561,132,92,71,38,14,6,1337,..,102,322,317,310,383,423,223,90,2166,39,53,58,37,26,14,9,4,5,239,2582,1898,3383,2670,1991,1513,1132,505,185,15851
POA6102,..,374,231,57,28,18,8,3,0,727,..,56,108,82,69,149,192,244,178,1075,7,38,33,4,6,6,14,5,5,119,746,1059,1313,798,484,439,418,383,222,5866,..,45,848,824,464,359,297,240,79,3148,..,191,470,192,104,50,22,11,0,1039,..,13,61,101,101,70,42,20,13,416,1536,..,..,..,..,..,..,..,..,1536,..,355,..,..,..,..,..,..,..,355,..,164,126,54,23,24,3,0,0,398,..,208,133,40,29,22,27,12,4,478,..,147,230,41,17,6,3,0,0,447,..,986,850,166,91,55,20,5,0,2176,..,129,239,192,165,251,300,331,233,1850,15,76,68,11,13,7,18,9,5,219,1549,2311,3037,1621,1011,848,725,630,334,12060
POA6103,..,96,130,25,11,17,14,0,0,306,..,69,217,115,94,133,139,105,42,900,11,23,25,9,3,15,7,4,3,100,671,581,1265,772,490,508,356,194,73,4917,..,30,727,798,506,465,297,135,23,2996,..,189,618,244,100,81,31,3,0,1265,..,3,51,86,98,58,34,18,21,375,1371,..,..,..,..,..,..,..,..,1371,..,245,..,..,..,..,..,..,..,245,..,170,117,41,23,25,0,0,0,379,..,78,105,23,17,42,42,11,8,330,..,52,74,20,5,4,0,0,0,161,..,219,394,90,41,48,25,3,0,819,..,135,469,288,223,289,251,155,67,1872,16,31,42,29,7,27,12,8,3,181,1392,1151,2596,1632,1035,1039,694,341,117,9992
POA6104,..,62,91,41,20,13,25,5,0,258,..,40,119,90,113,171,207,120,65,933,18,15,22,15,5,19,13,7,9,121,1079,710,1149,1013,843,794,627,290,129,6630,..,24,657,1088,864,749,620,284,77,4354,..,167,553,282,235,171,64,14,0,1492,..,11,72,141,162,115,49,27,26,598,2156,..,..,..,..,..,..,..,..,2156,..,502,..,..,..,..,..,..,..,502,..,346,238,61,46,33,10,0,0,735,..,130,130,30,40,55,52,22,15,467,..,56,107,35,19,12,4,0,0,232,..,177,286,111,73,57,48,10,0,774,..,79,266,232,264,363,352,198,93,1855,28,28,54,24,21,30,20,14,15,233,2186,1529,2354,2014,1722,1588,1208,581,220,13399
POA6105,..,86,117,26,33,24,17,8,4,313,..,49,157,95,91,157,178,170,109,1011,10,22,29,13,9,9,7,10,7,124,1371,917,1416,1128,879,697,617,400,200,7629,..,34,919,1356,938,660,562,332,90,4887,..,181,591,258,172,122,56,19,4,1408,..,22,91,162,204,109,68,49,45,747,2739,..,..,..,..,..,..,..,..,2739,..,692,..,..,..,..,..,..,..,692,..,388,250,77,77,60,10,0,0,859,..,140,107,41,30,67,63,32,25,503,..,66,109,33,26,16,9,0,0,265,..,192,328,118,79,75,28,15,4,833,..,95,341,232,212,321,302,231,146,1870,35,38,51,38,22,21,15,11,7,242,2769,1851,2784,2309,1752,1454,1112,691,315,15053
POA6106,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,15
POA6107,..,329,363,112,70,64,39,10,0,983,..,109,287,192,220,351,382,292,158,1997,48,70,54,23,29,29,23,17,7,303,4467,2888,4528,3634,2385,2056,1474,775,295,22492,..,222,3849,4933,2937,2169,1568,766,165,16621,..,434,1213,668,394,220,90,36,4,3058,..,44,209,396,443,314,150,82,41,1689,9133,..,..,..,..,..,..,..,..,9133,..,2090,..,..,..,..,..,..,..,2090,..,1199,853,243,131,64,11,0,0,2502,..,492,482,139,101,216,171,85,44,1743,..,385,624,156,64,46,9,3,0,1292,..,842,1110,331,205,156,84,18,3,2753,..,227,663,569,510,677,661,429,201,3931,73,127,125,79,61,54,38,23,11,593,9205,6062,9137,7514,4848,3925,2790,1444,482,45409
POA6108,..,38,46,23,20,20,26,7,0,180,..,24,53,53,93,170,248,209,94,942,36,28,20,10,18,14,24,7,3,168,2186,1351,1462,1556,1460,1404,1221,623,188,11441,..,61,986,1911,1747,1727,1564,734,123,8857,..,138,536,368,264,172,89,18,0,1581,..,34,143,230,290,195,108,64,33,1090,4359,..,..,..,..,..,..,..,..,4359,..,1242,..,..,..,..,..,..,..,1242,..,863,583,204,113,42,10,4,0,1818,..,156,107,57,65,98,95,55,27,658,..,80,90,43,32,17,10,5,0,276,..,92,170,82,67,55,49,17,0,533,..,47,158,199,234,324,374,294,131,1762,63,57,48,40,38,30,45,15,3,331,4415,2763,2827,3133,2853,2660,2338,1194,325,22511
POA6109,..,31,30,21,36,15,18,5,0,156,..,23,52,48,51,106,137,119,73,608,15,20,12,9,10,7,10,9,3,90,1259,761,921,901,678,619,521,287,112,6068,..,32,740,1133,795,603,562,275,47,4190,..,92,237,195,124,91,39,13,4,781,..,27,101,143,139,98,47,30,20,601,2547,..,..,..,..,..,..,..,..,2547,..,671,..,..,..,..,..,..,..,671,..,439,267,83,50,28,4,0,0,875,..,77,88,41,37,61,49,26,5,391,..,48,61,38,29,8,6,0,0,198,..,94,116,75,79,56,31,16,0,463,..,41,139,188,172,248,235,175,95,1279,33,30,39,21,19,14,15,15,3,186,2581,1546,1783,1910,1436,1206,997,546,177,12183
POA6110,..,76,68,45,62,46,33,19,0,343,..,57,141,147,184,352,452,378,191,1905,69,79,53,29,28,30,21,12,8,335,4598,2699,2897,3397,2715,2171,1659,923,316,21377,..,116,2172,4192,3232,2547,1884,861,180,15187,..,394,1013,706,525,279,118,23,3,3069,..,76,347,588,539,278,153,80,32,2088,9446,..,..,..,..,..,..,..,..,9446,..,2337,..,..,..,..,..,..,..,2337,..,1687,917,287,148,43,12,0,0,3094,..,297,224,84,100,187,183,89,41,1211,..,144,142,89,57,27,13,0,0,481,..,176,249,135,161,109,76,43,0,959,..,115,369,397,494,692,717,547,254,3585,139,131,117,79,59,53,43,17,6,657,9587,5471,5555,6566,5326,4225,3203,1662,521,42114
POA6111,..,36,34,22,36,45,21,12,0,203,..,25,71,82,129,234,299,198,73,1118,23,38,27,14,13,22,27,12,6,183,1992,1256,1295,1468,1489,1475,1337,583,152,11049,..,51,816,1483,1602,1729,1652,660,123,8115,..,178,617,443,368,257,116,23,5,2002,..,36,180,320,294,180,99,70,23,1200,4067,..,..,..,..,..,..,..,..,4067,..,1026,..,..,..,..,..,..,..,1026,..,879,433,149,110,49,6,0,0,1633,..,141,80,34,49,72,79,56,30,548,..,74,70,42,31,17,15,7,0,256,..,69,105,74,79,99,60,19,0,506,..,59,210,247,329,444,489,303,110,2188,46,82,59,42,40,35,41,17,8,371,4115,2595,2574,2847,2909,2893,2556,1138,294,21911
POA6112,..,102,140,66,79,86,33,17,3,517,..,105,333,258,298,477,509,342,142,2468,92,108,85,47,55,45,35,7,5,486,8314,3804,5725,5991,3695,3032,2192,979,295,34032,..,180,4472,8079,4391,3368,2399,1071,165,24137,..,807,2377,1210,805,453,161,41,11,5865,..,111,621,847,731,449,208,94,69,3119,16834,..,..,..,..,..,..,..,..,16834,..,3120,..,..,..,..,..,..,..,3120,..,2094,1108,306,182,95,15,0,0,3802,..,413,413,157,143,259,285,116,46,1839,..,215,241,115,46,41,22,10,0,695,..,217,397,174,177,181,89,25,6,1268,..,197,768,654,724,862,841,514,207,4767,220,181,182,121,105,72,53,25,12,980,17058,7533,10585,11671,7305,5774,4079,1899,513,66421
POA6121,..,0,0,0,5,7,5,0,0,25,..,0,3,0,3,15,16,4,0,50,7,3,5,0,0,5,0,0,0,26,261,190,131,190,264,236,148,45,8,1475,..,9,76,245,337,350,220,75,7,1316,..,20,49,40,55,55,19,3,0,235,..,3,4,20,28,15,4,3,8,80,558,..,..,..,..,..,..,..,..,558,..,164,..,..,..,..,..,..,..,164,..,180,73,14,8,9,0,0,0,281,..,7,6,4,3,11,17,12,3,63,..,16,10,9,3,3,6,0,0,43,..,3,0,3,11,15,8,4,0,45,..,0,9,9,19,39,22,12,7,106,7,9,5,4,0,4,4,4,0,47,571,405,229,344,469,498,293,114,23,2937
POA6122,..,19,39,13,19,19,10,3,0,119,..,25,78,71,64,110,105,41,22,519,36,29,30,11,7,14,9,4,0,144,2882,1217,1950,1688,1160,901,564,208,54,10617,..,72,1556,2083,1400,1114,731,284,33,7259,..,257,969,562,312,146,43,3,0,2289,..,29,206,256,218,90,35,20,9,857,5812,..,..,..,..,..,..,..,..,5812,..,888,..,..,..,..,..,..,..,888,..,778,263,72,35,29,0,0,0,1171,..,106,80,28,35,75,64,35,23,458,..,44,58,22,23,11,0,8,0,171,..,51,80,42,38,38,13,10,0,270,..,50,216,189,137,165,160,67,33,1028,69,63,52,29,19,19,21,6,0,277,5881,2335,3485,3280,2224,1678,1069,430,99,20477
POA6123,..,4,0,0,3,0,0,0,0,7,..,7,9,3,3,12,3,4,3,44,3,7,6,0,0,0,3,3,0,19,253,137,206,123,117,113,64,27,11,1052,..,18,154,143,133,137,92,36,12,726,..,33,113,41,33,17,13,0,0,259,..,5,19,28,22,15,5,3,0,101,514,..,..,..,..,..,..,..,..,514,..,80,..,..,..,..,..,..,..,80,..,83,33,9,9,0,0,0,0,131,..,20,0,0,0,6,6,0,3,37,..,9,4,0,0,4,0,0,0,23,..,0,6,4,6,0,3,0,0,28,..,7,25,15,20,23,16,6,8,118,7,10,13,0,3,0,0,3,0,42,521,269,375,239,234,210,140,52,21,2062
POA6124,..,0,0,0,3,0,0,0,0,3,..,4,5,0,5,9,3,7,0,36,0,3,0,0,5,0,0,0,0,12,109,60,59,76,95,79,44,29,9,559,..,0,50,86,107,101,61,33,6,448,..,10,24,26,27,36,5,3,0,124,..,0,3,16,13,5,0,4,3,36,242,..,..,..,..,..,..,..,..,242,..,43,..,..,..,..,..,..,..,43,..,35,15,0,0,3,0,0,0,58,..,0,0,0,3,0,9,4,0,17,..,0,0,0,3,0,3,0,0,6,..,0,0,0,8,4,0,0,0,15,..,6,9,3,17,24,11,12,4,85,6,3,0,0,0,0,0,0,0,23,245,102,99,130,183,173,92,62,16,1106
POA6125,..,4,0,0,0,5,0,0,0,15,..,3,8,5,6,19,23,31,6,105,0,8,5,3,4,8,3,0,0,36,252,183,144,179,248,243,156,94,25,1521,..,9,102,193,326,324,213,125,19,1315,..,18,59,52,77,49,21,4,4,286,..,0,15,18,29,7,15,6,3,98,530,..,..,..,..,..,..,..,..,530,..,163,..,..,..,..,..,..,..,163,..,149,54,16,17,5,4,0,0,243,..,7,5,4,9,7,14,4,3,46,..,13,5,0,0,6,0,0,0,32,..,5,0,0,5,5,3,0,0,29,..,3,9,17,29,41,43,39,10,189,0,14,13,6,5,9,7,4,0,54,538,388,265,304,501,454,320,190,44,2996
POA6126,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,5,12,10,6,10,19,19,14,4,0,105,..,0,6,11,21,28,25,13,3,97,..,0,3,4,5,4,0,0,0,28,..,0,0,0,0,0,4,0,0,4,33,..,..,..,..,..,..,..,..,33,..,12,..,..,..,..,..,..,..,12,..,3,0,5,4,0,0,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,8,..,3,0,0,0,4,6,0,0,19,0,0,0,0,0,0,4,0,0,3,33,19,10,24,30,39,39,13,3,208
POA6147,..,41,51,26,7,22,16,7,0,177,..,24,56,63,75,149,205,132,63,765,9,19,16,11,12,12,17,7,3,103,1301,740,1007,1065,845,911,779,397,118,7165,..,28,732,1271,1002,965,908,413,67,5392,..,111,299,201,143,105,37,9,0,902,..,19,92,169,164,135,78,57,28,737,2623,..,..,..,..,..,..,..,..,2623,..,731,..,..,..,..,..,..,..,731,..,416,370,135,82,47,5,0,0,1054,..,109,99,43,42,53,76,43,12,479,..,60,96,35,20,10,6,0,0,230,..,103,193,88,45,53,42,16,0,538,..,44,141,169,178,290,312,198,92,1426,25,34,30,33,24,12,23,14,4,196,2654,1649,2050,2140,1694,1672,1490,755,205,14306
POA6148,..,54,28,18,8,8,10,9,0,137,..,14,51,59,51,129,231,257,128,920,17,19,15,12,18,12,22,20,8,125,1648,1176,834,1344,1287,1046,1012,686,224,9252,..,27,615,1848,1812,1463,1250,716,163,7897,..,85,276,171,134,103,81,29,0,881,..,10,28,164,227,125,55,32,25,671,3413,..,..,..,..,..,..,..,..,3413,..,1460,..,..,..,..,..,..,..,1460,..,510,338,92,72,27,4,0,0,1039,..,102,65,15,16,46,70,60,19,397,..,30,42,25,9,6,6,0,0,124,..,97,92,43,34,32,19,7,0,322,..,30,110,131,131,229,357,347,169,1510,28,41,34,21,26,22,27,20,10,218,3439,2385,1601,2505,2455,2052,1877,1218,392,17931
POA6149,..,27,31,18,10,6,4,7,6,100,..,4,29,17,30,92,247,203,133,750,5,15,7,5,8,17,11,8,5,81,1647,999,792,1279,1201,1267,1290,557,219,9258,..,11,590,1787,1749,1775,1880,692,123,8599,..,50,260,218,157,124,80,19,5,917,..,0,20,124,190,138,81,30,27,597,3378,..,..,..,..,..,..,..,..,3378,..,1244,..,..,..,..,..,..,..,1244,..,563,444,138,54,31,16,0,0,1240,..,60,60,20,22,33,59,35,21,306,..,42,42,21,10,8,4,0,0,132,..,67,87,30,19,14,25,7,5,253,..,13,63,54,81,148,363,293,186,1206,13,33,16,16,10,33,22,9,4,151,3391,2080,1585,2405,2278,2307,2515,1086,373,18022
POA6150,..,48,40,14,7,7,6,5,0,126,..,8,17,13,16,47,102,134,106,447,7,34,18,6,5,3,8,7,5,84,985,768,541,728,822,837,823,459,180,6140,..,8,329,980,1191,1243,1285,638,155,5831,..,36,147,115,46,55,30,14,0,448,..,0,20,65,116,94,39,23,10,359,1949,..,..,..,..,..,..,..,..,1949,..,918,..,..,..,..,..,..,..,918,..,384,342,99,61,19,4,0,0,921,..,73,49,17,8,35,42,29,22,265,..,39,68,21,4,5,5,4,0,148,..,95,132,42,19,13,16,3,0,325,..,19,43,38,42,77,148,172,139,681,22,61,35,19,9,11,16,9,5,174,1972,1627,1162,1388,1511,1552,1586,892,327,12020
